"package","source","homepage","vcs_browser","section"
"bitshuffle","bitshuffle","https://github.com/kiyo-masui/bitshuffle","","libs"
"bittwist","bittwist","https://bittwist.sourceforge.io","","net"
"black-box","black-box","http://www.linux-games.com/black-box/","","games"
"blackbox","blackbox","https://sourceforge.net/projects/blackboxwm/","","x11"
"blahtexml","blahtexml","http://gva.noekeon.org/blahtexml/","","tex"
"blender","blender","https://www.blender.org/","","graphics"
"blender-data","blender","https://www.blender.org/","","graphics"
"blinken","blinken","https://edu.kde.org/blinken/","","games"
"blktrace","blktrace","https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/about/","","utils"
"blobandconquer","blobandconquer","https://sourceforge.net/projects/blobandconquer/","","games"
"blobandconquer-data","blobandconquer","https://sourceforge.net/projects/blobandconquer/","","games"
"blobby","blobby","https://blobbyvolley.de/","","games"
"blobby-data","blobby","https://blobbyvolley.de/","","games"
"blobby-server","blobby","https://blobbyvolley.de/","","games"
"bloboats","bloboats","http://bloboats.dy.fi/about.php","","games"
"blobwars","blobwars","http://blobwars.sourceforge.net/","","games"
"blobwars-data","blobwars","http://blobwars.sourceforge.net/","","games"
"blockattack","blockattack","https://blockattack.net/","","games"
"blocks-of-the-undead","blocks-of-the-undead","http://www.gamecreation.org/game/blocks-undead","","games"
"blocks-of-the-undead-data","blocks-of-the-undead","http://www.gamecreation.org/game/blocks-undead","","games"
"blt","blt","http://blt.sourceforge.net/","","libs"
"bluedevil","bluedevil","https://invent.kde.org/plasma/bluedevil","","net"
"bluefish","bluefish","https://bluefish.openoffice.nl","","web"
"bluefish-data","bluefish","https://bluefish.openoffice.nl","","web"
"bluefish-plugins","bluefish","https://bluefish.openoffice.nl","","web"
"bluemon","bluemon","http://www.matthew.ath.cx/projects/bluemon/","","net"
"bluetooth","bluez","http://www.bluez.org","","admin"
"bluez","bluez","http://www.bluez.org","","admin"
"bluez-cups","bluez","http://www.bluez.org","","admin"
"bluez-hcidump","bluez","http://www.bluez.org","","admin"
"bluez-meshd","bluez","http://www.bluez.org","","admin"
"bluez-obexd","bluez","http://www.bluez.org","","admin"
"bluez-source","bluez","http://www.bluez.org","","admin"
"bluez-test-scripts","bluez","http://www.bluez.org","","admin"
"bluez-test-tools","bluez","http://www.bluez.org","","admin"
"bmagic","bmagic","http://bmagic.sourceforge.net/","","libdevel"
"bmf","bmf","http://sourceforge.net/projects/bmf","","mail"
"bmon","bmon","http://www.infradead.org/~tgr/bmon/","","net"
"boats","boats","http://boats.sf.net","","x11"
"bochs","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bochs-doc","bochs","https://bochs.sourceforge.io/","","doc"
"bochs-sdl","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bochs-term","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bochs-wx","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bochs-x","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bochsbios","bochs","https://bochs.sourceforge.io/","","otherosfs"
"bogofilter","bogofilter","http://bogofilter.sourceforge.net/","","mail"
"bogofilter-bdb","bogofilter","http://bogofilter.sourceforge.net/","","mail"
"bogofilter-common","bogofilter","http://bogofilter.sourceforge.net/","","mail"
"bogofilter-sqlite","bogofilter","http://bogofilter.sourceforge.net/","","mail"
"bogofilter-tokyocabinet","bogofilter","http://bogofilter.sourceforge.net/","","mail"
"boinc","boinc","https://boinc.berkeley.edu/","","net"
"boinc-client","boinc","https://boinc.berkeley.edu/","","net"
"boinc-dev","boinc","https://boinc.berkeley.edu/","","devel"
"boinc-manager","boinc","https://boinc.berkeley.edu/","","x11"
"boinc-screensaver","boinc","https://boinc.berkeley.edu/","","x11"
"bomber","bomber","https://apps.kde.org/bomber/","","games"
"bomstrip","bomstrip","https://www.ueber.net/who/mjl/projects/bomstrip/","","text"
"bonnie++","bonnie++","https://doc.coker.com.au/projects/bonnie/","","utils"
"boolector","boolector","http://fmv.jku.at/boolector/","","science"
"boolstuff","boolstuff","http://sarrazip.com/dev/boolstuff.html","","libs"
"boolstuff-dev","boolstuff","http://sarrazip.com/dev/boolstuff.html","","libdevel"
"bootlogd","sysvinit","https://github.com/slicer69/sysvinit","","admin"
"bosh","bosh","https://bosh.sourceforge.net/","","utils"
"boswars","boswars","https://www.boswars.org/","","games"
"boswars-data","boswars","https://www.boswars.org/","","games"
"botan","botan3","https://botan.randombit.net/","","libdevel"
"bottlerocket","bottlerocket","http://www.linuxha.com/bottlerocket/","","electronics"
"bovo","bovo","https://apps.kde.org/bovo/","","games"
"bowtie","bowtie","https://bowtie-bio.sourceforge.net/","","science"
"bowtie-examples","bowtie","https://bowtie-bio.sourceforge.net/","","science"
"boxes","boxes","https://boxes.thomasjensen.com/","","text"
"boxshade","boxshade","http://www.ch.embnet.org/software/BOX_form.html","","science"
"bppsuite","bppsuite","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","science"
"bppsuite-examples","bppsuite","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","science"
"br2684ctl","linux-atm","https://linux-atm.sourceforge.net/","","net"
"brainparty","brainparty","https://tracker.debian.org/pkg/brainparty","","games"
"brainparty-data","brainparty","https://tracker.debian.org/pkg/brainparty","","games"
"briquolo","briquolo","http://briquolo.free.fr/en/","","games"
"briquolo-data","briquolo","http://briquolo.free.fr/en/","","games"
"bristol","bristol","http://bristol.sourceforge.net/","","sound"
"bristol-data","bristol","http://bristol.sourceforge.net/","","sound"
"brltty","brltty","https://brltty.com","","admin"
"brltty-espeak","brltty","https://brltty.com","","admin"
"brltty-flite","brltty","https://brltty.com","","admin"
"brltty-speechd","brltty","https://brltty.com","","admin"
"brltty-x11","brltty","https://brltty.com","","admin"
"bsd-mailx","bsd-mailx","","","mail"
"bsdextrautils","util-linux","https://github.com/util-linux/util-linux","","utils"
"bsdgames","bsdgames","","","games"
"bsdiff","bsdiff","https://www.daemonology.net/bsdiff","","utils"
"bsdmainutils","bsdmainutils","","","oldlibs"
"bsdutils","util-linux","https://github.com/util-linux/util-linux","","utils"
"btanks","btanks","http://btanks.sourceforge.net","","games"
"btanks-data","btanks","http://btanks.sourceforge.net","","games"
"bti","bti","https://gregkh.github.io/bti/","","net"
"btscanner","btscanner","https://salsa.debian.org/pkg-security-team/btscanner","","net"
"budgie-core-dev","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libdevel"
"buildtorrent","buildtorrent","https://mathr.co.uk/web/buildtorrent.html","","net"
"bumps-private-libs","python-bumps","https://github.com/bumps/bumps","","libs"
"bup","bup","https://github.com/bup/bup","","admin"
"bup-doc","bup","https://github.com/bup/bup","","doc"
"burgerspace","burgerspace","http://perso.b2b2c.ca/~sarrazip/dev/burgerspace.html","","games"
"busybox-syslogd","busybox","http://www.busybox.net","","utils"
"buteo-syncfw-plugin-caldav","buteo-sync-plugin-caldav","https://github.com/sailfishos/buteo-sync-plugin-caldav","","libs"
"buteo-syncfw-plugin-google","buteo-sync-plugins-social","https://github.com/sailfishos/buteo-sync-plugins-social/","","libs"
"bwa","bwa","https://bio-bwa.sourceforge.net/","","science"
"bwidget","bwidget","https://core.tcl.tk/bwidget/home","","libs"
"bwm-ng","bwm-ng","https://www.gropp.org/?id=projects&sub=bwm-ng","","net"
"bximage","bochs","https://bochs.sourceforge.io/","","otherosfs"
"byacc","byacc","https://invisible-island.net/byacc/","","devel"
"byacc-j","byacc-j","http://byaccj.sourceforge.net/","","devel"
"byzanz","byzanz","https://gitlab.gnome.org/Archive/byzanz","","graphics"
"bzip2","bzip2","https://sourceware.org/bzip2/","","utils"
"bzip2-doc","bzip2","https://sourceware.org/bzip2/","","doc"
"c-icap","c-icap","http://c-icap.sourceforge.net/","","net"
"caca-utils","libcaca","http://caca.zoy.org/wiki/libcaca","","utils"
"cachefilesd","cachefilesd","","","otherosfs"
"cacti-spine","cacti-spine","https://cacti.net/","","web"
"cadaver","cadaver","https://github.com/notroj/cadaver","","web"
"cairo-dock-core","cairo-dock","http://www.glx-dock.org/","","x11"
"caja-actions-dev","caja-actions","https://github.com/mate-desktop/caja-actions","","libdevel"
"caja-gtkhash","gtkhash","https://gtkhash.org","","utils"
"caja-owncloud","owncloud-client-desktop-shell-integration-nautilus","https://github.com/owncloud/client-desktop-shell-integration-nautilus","","net"
"calcurse","calcurse","https://calcurse.org","","utils"
"calendar","bsdmainutils","","","utils"
"calibre-bin","calibre","https://calibre-ebook.com","","text"
"calligra-data","calligra","https://www.calligra.org/","","libs"
"calligra-libs","calligra","https://www.calligra.org/","","libs"
"camera-calibration-parsers-tools","ros-image-common","https://wiki.ros.org/image_common","","libs"
"canna","canna","","","utils"
"canna-utils","canna","","","utils"
"cantor","cantor","https://cantor.kde.org/","","math"
"cantor-backend-kalgebra","cantor","https://cantor.kde.org/","","math"
"cantor-backend-lua","cantor","https://cantor.kde.org/","","math"
"cantor-backend-maxima","cantor","https://cantor.kde.org/","","math"
"cantor-backend-octave","cantor","https://cantor.kde.org/","","math"
"cantor-backend-python3","cantor","https://cantor.kde.org/","","math"
"cantor-backend-qalculate","cantor","https://cantor.kde.org/","","math"
"cantor-backend-r","cantor","https://cantor.kde.org/","","math"
"cantor-backend-sage","cantor","https://cantor.kde.org/","","math"
"cantor-backend-scilab","cantor","https://cantor.kde.org/","","math"
"capstone-tool","capstone","https://www.capstone-engine.org/","","libs"
"care","care","http://reproducible.io","","utils"
"casacore-dev","casacore","https://casacore.github.io/casacore","","libdevel"
"catcodec","catcodec","https://github.com/OpenTTD/catcodec","","devel"
"cb2bib","cb2bib","https://www.molspaces.com/cb2bib/","","text"
"cbm","cbm","https://github.com/resurrecting-open-source-projects/cbm","","utils"
"ccache","ccache","https://ccache.dev","","devel"
"cccc","cccc","https://github.com/sarnold/cccc","","devel"
"cd-discid","cd-discid","http://linukz.org/cd-discid.shtml","","sound"
"cd5","cd5","http://projects.meuh.org/cd5/","","utils"
"cdargs","cdargs","http://www.skamphausen.de/cgi-bin/ska/CDargs","","utils"
"cdck","cdck","http://swaj.net/unix/index.html#cdck","","utils"
"cdcover","cdcover","https://github.com/karlp/cdcover","","text"
"cdebconf","cdebconf","","","utils"
"cdebconf-gtk","cdebconf","","","admin"
"cdebootstrap","cdebootstrap","","","admin"
"cdebootstrap-static","cdebootstrap","","","admin"
"cdo","cdo","https://code.mpimet.mpg.de/projects/cdo","","utils"
"cdw","cdw","https://cdw.sourceforge.net/","","otherosfs"
"ceferino","ceferino","http://www.losersjuegos.com.ar/juegos/ceferino","","games"
"ceferino-data","ceferino","http://www.losersjuegos.com.ar/juegos/ceferino","","games"
"cervisia","cervisia","https://apps.kde.org/cervisia/","","devel"
"cfengine3","cfengine3","https://cfengine.com/product/community/","","admin"
"cflow","cflow","https://www.gnu.org/software/cflow","","devel"
"cflow-doc","cflow","https://www.gnu.org/software/cflow","","doc"
"cflow-l10n","cflow","https://www.gnu.org/software/cflow","","localization"
"cgdb","cgdb","https://cgdb.github.io/","","devel"
"cgi-mapserver","mapserver","https://mapserver.org","","web"
"cgoban","cgoban","http://cgoban1.sourceforge.net/","","games"
"check","check","https://libcheck.github.io/check/","","devel"
"checkinstall","checkinstall","http://checkinstall.izto.org","","admin"
"chemeq","chemeq","","","tex"
"chemtool","chemtool","http://ruby.chemie.uni-freiburg.de/~martin/chemtool/","","science"
"chewing-tools","libchewing","https://chewing.im","","libs"
"chkrootkit","chkrootkit","https://www.chkrootkit.org/","","misc"
"chktex","chktex","https://www.nongnu.org/chktex/","","tex"
"chocolate-doom","chocolate-doom","https://www.chocolate-doom.org","","games"
"choosewm","choosewm","","","x11"
"chordii","chordpro","https://www.chordpro.org/","","text"
"chromium","chromium","http://www.chromium.org/Home","","web"
"chromium-bsu","chromium-bsu","http://chromium-bsu.sourceforge.net/","","games"
"chromium-bsu-data","chromium-bsu","http://chromium-bsu.sourceforge.net/","","games"
"chromium-common","chromium","http://www.chromium.org/Home","","web"
"chromium-driver","chromium","http://www.chromium.org/Home","","web"
"chromium-headless-shell","chromium","http://www.chromium.org/Home","","web"
"chromium-l10n","chromium","http://www.chromium.org/Home","","localization"
"chromium-sandbox","chromium","http://www.chromium.org/Home","","web"
"chromium-shell","chromium","http://www.chromium.org/Home","","web"
"chrony","chrony","https://chrony-project.org","","net"
"chrpath","chrpath","https://codeberg.org/pere/chrpath","","utils"
"cifs-utils","cifs-utils","https://wiki.samba.org/index.php/LinuxCIFS_utils","","otherosfs"
"cimg-dev","cimg","http://cimg.sourceforge.net/","","math"
"citadel-client","citadel-client","http://www.citadel.org/","","mail"
"ckermit","ckermit","https://www.kermitproject.org/ck90.html","","comm"
"cl-brlapi","brltty","https://brltty.com","","lisp"
"clamav","clamav","https://www.clamav.net/","","utils"
"clamav-base","clamav","https://www.clamav.net/","","utils"
"clamav-daemon","clamav","https://www.clamav.net/","","utils"
"clamav-doc","clamav","https://www.clamav.net/","","doc"
"clamav-docs","clamav","https://www.clamav.net/","","doc"
"clamav-freshclam","clamav","https://www.clamav.net/","","utils"
"clamav-milter","clamav","https://www.clamav.net/","","utils"
"clamav-testfiles","clamav","https://www.clamav.net/","","utils"
"clamdscan","clamav","https://www.clamav.net/","","utils"
"clamfs","clamfs","https://github.com/burghardt/clamfs","","utils"
