"package","source","homepage","vcs_browser","section"
"libbpftune0","bpftune","https://github.com/oracle/bpftune/tree/main","","libs"
"libbpp-core-dev","libbpp-core","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-core4t64","libbpp-core","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-phyl-dev","libbpp-phyl","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-phyl-omics-dev","libbpp-phyl-omics","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-phyl-omics3t64","libbpp-phyl-omics","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-phyl12t64","libbpp-phyl","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-popgen-dev","libbpp-popgen","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-popgen8t64","libbpp-popgen","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-qt-dev","libbpp-qt","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-qt2t64","libbpp-qt","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-raa-dev","libbpp-raa","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-raa4t64","libbpp-raa","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-seq-dev","libbpp-seq","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-seq-omics-dev","libbpp-seq-omics","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libdevel"
"libbpp-seq-omics3t64","libbpp-seq-omics","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbpp-seq12t64","libbpp-seq","http://biopp.univ-montp2.fr/wiki/index.php/Main_Page","","libs"
"libbrahe-1.3-3","libbrahe","http://coyotegulch.scottrobertladd.net/products/brahe/index.html","","libs"
"libbrahe-dev","libbrahe","http://coyotegulch.scottrobertladd.net/products/brahe/index.html","","libdevel"
"libbraiding-dev","libbraiding","https://github.com/miguelmarco/libbraiding","","libdevel"
"libbraiding0t64","libbraiding","https://github.com/miguelmarco/libbraiding","","libs"
"libbrasero-media3-1","brasero","https://wiki.gnome.org/Apps/Brasero","","libs"
"libbrasero-media3-dev","brasero","https://wiki.gnome.org/Apps/Brasero","","libdevel"
"libbrlapi-dev","brltty","https://brltty.com","","libdevel"
"libbrlapi-java","brltty","https://brltty.com","","java"
"libbrlapi-jni","brltty","https://brltty.com","","java"
"libbrlapi0.8","brltty","https://brltty.com","","libs"
"libbrotli-dev","brotli","https://github.com/google/brotli","","libdevel"
"libbrotli1","brotli","https://github.com/google/brotli","","libs"
"libbs2b-dev","libbs2b","https://bs2b.sourceforge.net/","","libdevel"
"libbs2b0","libbs2b","https://bs2b.sourceforge.net/","","libs"
"libbsd-arc4random-perl","libbsd-arc4random-perl","https://www.mirbsd.org/a4rp5bsd.htm","","perl"
"libbsd-dev","libbsd","https://libbsd.freedesktop.org/","","libdevel"
"libbsd0","libbsd","https://libbsd.freedesktop.org/","","libs"
"libbson-1.0-0t64","mongo-c-driver","https://github.com/mongodb/mongo-c-driver","","libs"
"libbson-dev","mongo-c-driver","https://github.com/mongodb/mongo-c-driver","","libdevel"
"libbt-dev","blackbox","https://sourceforge.net/projects/blackboxwm/","","libdevel"
"libbt0","blackbox","https://sourceforge.net/projects/blackboxwm/","","libs"
"libbtbb-dev","libbtbb","http://libbtbb.sourceforge.net/","","libdevel"
"libbtbb1","libbtbb","http://libbtbb.sourceforge.net/","","libs"
"libbtf2","suitesparse","http://suitesparse.com","","libs"
"libbtllib-dev","btllib","https://github.com/bcgsc/btllib","","libdevel"
"libbtparse-dev","libtext-bibtex-perl","https://metacpan.org/release/Text-BibTeX","","devel"
"libbtparse2","libtext-bibtex-perl","https://metacpan.org/release/Text-BibTeX","","libs"
"libbtrfs-dev","btrfs-progs","http://btrfs.wiki.kernel.org/","","libdevel"
"libbtrfs0t64","btrfs-progs","http://btrfs.wiki.kernel.org/","","libs"
"libbtrfsutil-dev","btrfs-progs","http://btrfs.wiki.kernel.org/","","libdevel"
"libbtrfsutil1t64","btrfs-progs","http://btrfs.wiki.kernel.org/","","libs"
"libbudgie-appindexer0","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libs"
"libbudgie-plugin0","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libs"
"libbudgie-private0","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libs"
"libbudgie-raven-plugin0","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libs"
"libbudgietheme0","budgie-desktop","https://github.com/buddiesofbudgie/budgie-desktop","","libs"
"libbullet-dev","bullet","http://www.bulletphysics.org/","","libdevel"
"libbullet-extras-dev","bullet","http://www.bulletphysics.org/","","libdevel"
"libbullet-extras3.24t64","bullet","http://www.bulletphysics.org/","","libs"
"libbullet3.24t64","bullet","http://www.bulletphysics.org/","","libs"
"libbulletml-dev","bulletml","http://www.asahi-net.or.jp/~cs8k-cyu/bulletml/index_e.html","","libdevel"
"libbulletml0v5","bulletml","http://www.asahi-net.or.jp/~cs8k-cyu/bulletml/index_e.html","","libs"
"libburn-dev","libburn","http://libburnia-project.org","","libdevel"
"libburn4t64","libburn","http://libburnia-project.org","","libs"
"libburner-media3-1","kylin-burner","https://www.ukui.org","","libs"
"libburner-media3-dev","kylin-burner","https://www.ukui.org","","libdevel"
"libbuteosyncfw5-0","buteo-syncfw","https://github.com/sailfishos/buteo-syncfw","","libs"
"libbuteosyncfw5-dev","buteo-syncfw","https://github.com/sailfishos/buteo-syncfw","","libdevel"
"libbuteosyncml5-1","buteo-syncml","https://github.com/sailfishos/buteo-syncml","","libs"
"libbuteosyncml5-dev","buteo-syncml","https://github.com/sailfishos/buteo-syncml","","libdevel"
"libbwa-dev","bwa","https://bio-bwa.sourceforge.net/","","libdevel"
"libbytesize-common","libbytesize","https://github.com/storaged-project/libbytesize","","libs"
"libbytesize-dev","libbytesize","https://github.com/storaged-project/libbytesize","","libdevel"
"libbytesize1","libbytesize","https://github.com/storaged-project/libbytesize","","libs"
"libbz2-1.0","bzip2","https://sourceware.org/bzip2/","","libs"
"libbz2-dev","bzip2","https://sourceware.org/bzip2/","","libdevel"
"libbzip3-1","bzip3","https://github.com/kspalaiologos/bzip3","","libs"
"libbzip3-dev","bzip3","https://github.com/kspalaiologos/bzip3","","libdevel"
"libbzrtp-dev","bzrtp","https://www.linphone.org/","","libdevel"
"libbzrtp1","bzrtp","https://www.linphone.org/","","libs"
"libc++-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libc++-17-dev-wasm32","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libc++-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libc++-18-dev-wasm32","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libc++-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libc++-19-dev-wasm32","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libc++-dev","llvm-defaults","","","libdevel"
"libc++-dev-wasm32","llvm-defaults","","","libdevel"
"libc++1","llvm-defaults","","","libs"
"libc++1-17t64","llvm-toolchain-17","https://www.llvm.org/","","libs"
"libc++1-18","llvm-toolchain-18","https://www.llvm.org/","","libs"
"libc++1-19","llvm-toolchain-19","https://www.llvm.org/","","libs"
"libc++abi-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libc++abi-17-dev-wasm32","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libc++abi-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libc++abi-18-dev-wasm32","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libc++abi-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libc++abi-19-dev-wasm32","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libc++abi-dev","llvm-defaults","","","libdevel"
"libc++abi1","llvm-defaults","","","libs"
"libc++abi1-17t64","llvm-toolchain-17","https://www.llvm.org/","","libs"
"libc++abi1-18","llvm-toolchain-18","https://www.llvm.org/","","libs"
"libc++abi1-19","llvm-toolchain-19","https://www.llvm.org/","","libs"
"libc-ares-dev","c-ares","https://c-ares.org/","","libdevel"
"libc-ares2","c-ares","https://c-ares.org/","","oldlibs"
"libc-bin","glibc","https://www.gnu.org/software/libc/libc.html","","libs"
"libc-dev-bin","glibc","https://www.gnu.org/software/libc/libc.html","","libdevel"
"libc-icap-mod-urlcheck","c-icap-modules","http://c-icap.sourceforge.net/","","net"
"libc6","glibc","https://www.gnu.org/software/libc/libc.html","","libs"
"libc6-amd64-cross","cross-toolchain-base","","","libs"
"libc6-amd64-i386-cross","cross-toolchain-base","","","libs"
"libc6-amd64-x32-cross","cross-toolchain-base-ports","","","libs"
"libc6-arc-cross","cross-toolchain-base-ports","","","libs"
"libc6-arm64-cross","cross-toolchain-base","","","libs"
"libc6-armel-cross","cross-toolchain-base-ports","","","libs"
"libc6-armhf-cross","cross-toolchain-base","","","libs"
"libc6-dbg","glibc","https://www.gnu.org/software/libc/libc.html","","debug"
"libc6-dev","glibc","https://www.gnu.org/software/libc/libc.html","","libdevel"
"libc6-dev-amd64-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-amd64-i386-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-amd64-x32-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-arc-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-arm64-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-armel-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-armhf-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-hppa-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-i386","glibc","https://www.gnu.org/software/libc/libc.html","","libdevel"
"libc6-dev-i386-amd64-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-i386-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-i386-x32-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-loong64-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-m68k-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-mips-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mips64-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mips64el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mips64r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mips64r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mipsn32-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mipsn32el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips32-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mips-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsel-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsn32-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsn32el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsr6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64-mipsr6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mips64r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsel-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mips-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mips64-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mips64el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mips64r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mips64r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mipsel-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mipsr6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32-mipsr6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsr6-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-mipsr6el-cross","cross-toolchain-base-mipsen","","","libdevel"
"libc6-dev-powerpc-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-powerpc-ppc64-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-ppc64-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-ppc64-powerpc-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-ppc64el-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-riscv64-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-s390-s390x-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-s390x-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-sh4-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-sparc-sparc64-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-sparc64-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-x32","glibc","https://www.gnu.org/software/libc/libc.html","","libdevel"
"libc6-dev-x32-amd64-cross","cross-toolchain-base","","","libdevel"
"libc6-dev-x32-cross","cross-toolchain-base-ports","","","libdevel"
"libc6-dev-x32-i386-cross","cross-toolchain-base","","","libdevel"
"libc6-hppa-cross","cross-toolchain-base-ports","","","libs"
"libc6-i386","glibc","https://www.gnu.org/software/libc/libc.html","","libs"
"libc6-i386-amd64-cross","cross-toolchain-base","","","libs"
"libc6-i386-cross","cross-toolchain-base","","","libs"
"libc6-i386-x32-cross","cross-toolchain-base-ports","","","libs"
"libc6-loong64-cross","cross-toolchain-base-ports","","","libs"
"libc6-m68k-cross","cross-toolchain-base-ports","","","libs"
"libc6-mips-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mips64-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mips64el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mips64r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mips64r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mipsn32-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mipsn32el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips32-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mips-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsel-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsn32-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsn32el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsr6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64-mipsr6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mips64r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsel-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mips-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mips64-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mips64el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mips64r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mips64r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mipsel-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mipsr6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32-mipsr6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32r6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsn32r6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsr6-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-mipsr6el-cross","cross-toolchain-base-mipsen","","","libs"
"libc6-powerpc-cross","cross-toolchain-base-ports","","","libs"
"libc6-powerpc-ppc64-cross","cross-toolchain-base-ports","","","libs"
"libc6-ppc64-cross","cross-toolchain-base-ports","","","libs"
"libc6-ppc64-powerpc-cross","cross-toolchain-base-ports","","","libs"
"libc6-ppc64el-cross","cross-toolchain-base","","","libs"
"libc6-riscv64-cross","cross-toolchain-base","","","libs"
"libc6-s390-s390x-cross","cross-toolchain-base","","","libs"
"libc6-s390x-cross","cross-toolchain-base","","","libs"
"libc6-sh4-cross","cross-toolchain-base-ports","","","libs"
"libc6-sparc-sparc64-cross","cross-toolchain-base-ports","","","libs"
"libc6-sparc64-cross","cross-toolchain-base-ports","","","libs"
"libc6-x32","glibc","https://www.gnu.org/software/libc/libc.html","","libs"
"libc6-x32-amd64-cross","cross-toolchain-base","","","libs"
"libc6-x32-cross","cross-toolchain-base-ports","","","libs"
"libc6-x32-i386-cross","cross-toolchain-base","","","libs"
"libc6.1-alpha-cross","cross-toolchain-base-ports","","","libs"
"libc6.1-dev-alpha-cross","cross-toolchain-base-ports","","","libdevel"
"libca-dev","epics-base","https://epics-controls.org/","","libdevel"
"libcaca-dev","libcaca","http://caca.zoy.org/wiki/libcaca","","libdevel"
"libcaca0","libcaca","http://caca.zoy.org/wiki/libcaca","","libs"
"libcacard-dev","libcacard","https://cgit.freedesktop.org/spice/libcacard/","","libdevel"
"libcacard0","libcacard","https://cgit.freedesktop.org/spice/libcacard/","","libs"
"libcache-memcached-fast-perl","libcache-memcached-fast-perl","https://metacpan.org/release/Cache-Memcached-Fast","","perl"
"libcadical-dev","cadical","http://fmv.jku.at/cadical/","","libdevel"
"libcaes-dev","libcaes","https://github.com/libyal/libcaes","","libdevel"
"libcaes1","libcaes","https://github.com/libyal/libcaes","","libs"
"libcaf-core0.17t64","actor-framework","http://www.actor-framework.org/","","libs"
"libcaf-dev","actor-framework","http://www.actor-framework.org/","","libdevel"
"libcaf-io0.17t64","actor-framework","http://www.actor-framework.org/","","libs"
"libcaf-mpich-3t64","open-coarrays","https://www.opencoarrays.org/","","libs"
"libcaf-openmpi-3t64","open-coarrays","https://www.opencoarrays.org/","","libs"
"libcaf-openssl0.17t64","actor-framework","http://www.actor-framework.org/","","libs"
"libcairo-5c-dev","cairo-5c","","","libdevel"
"libcairo-5c0","cairo-5c","","","libs"
"libcairo-gobject-perl","libcairo-gobject-perl","https://metacpan.org/release/Cairo-GObject","","perl"
"libcairo-gobject2","cairo","https://cairographics.org/","","libs"
"libcairo-ocaml","cairo-ocaml","http://cairographics.org/cairo-ocaml/","","ocaml"
"libcairo-ocaml-dev","cairo-ocaml","http://cairographics.org/cairo-ocaml/","","ocaml"
"libcairo-script-interpreter2","cairo","https://cairographics.org/","","libs"
"libcairo2","cairo","https://cairographics.org/","","libs"
"libcairo2-dev","cairo","https://cairographics.org/","","libdevel"
"libcairomm-1.0-1v5","cairomm","https://cairographics.org/cairomm/","","libs"
"libcairomm-1.0-dev","cairomm","https://cairographics.org/cairomm/","","libdevel"
"libcairomm-1.16-1","cairomm1.16","https://cairographics.org/cairomm/","","libs"
"libcairomm-1.16-dev","cairomm1.16","https://cairographics.org/cairomm/","","libdevel"
"libcaja-extension-dev","caja","https://mate-desktop.org/","","libdevel"
"libcaja-extension1","caja","https://mate-desktop.org/","","libs"
"libcal3d12-dev","cal3d","https://mp3butcher.github.io/Cal3D/","","libdevel"
"libcal3d12t64","cal3d","https://mp3butcher.github.io/Cal3D/","","libs"
"libcalceph-dev","calceph","https://www.imcce.fr/inpop/calceph","","libdevel"
"libcalceph-fortran-dev","calceph","https://www.imcce.fr/inpop/calceph","","libdevel"
"libcalceph2","calceph","https://www.imcce.fr/inpop/calceph","","libs"
"libcalendarsupport-data","calendarsupport","https://invent.kde.org/pim/calendarsupport","","libs"
"libcalendarsupport-dev","calendarsupport","https://invent.kde.org/pim/calendarsupport","","libdevel"
"libcallaudio-0-1","callaudiod","https://gitlab.com/mobian1/callaudiod","","libs"
"libcallaudio-dev","callaudiod","https://gitlab.com/mobian1/callaudiod","","libdevel"
"libcallaudio-doc","callaudiod","https://gitlab.com/mobian1/callaudiod","","libdevel"
"libcallback1","ffcall","https://www.gnu.org/software/libffcall/","","libs"
"libcamd3","suitesparse","http://suitesparse.com","","libs"
"libcamel-1.2-64t64","evolution-data-server","https://gitlab.gnome.org/GNOME/evolution/-/wikis/home","","libs"
"libcamel1.2-dev","evolution-data-server","https://gitlab.gnome.org/GNOME/evolution/-/wikis/home","","libdevel"
"libcamera-calibration-parsers-dev","ros-image-common","https://wiki.ros.org/image_common","","libdevel"
"libcamera-calibration-parsers0t64","ros-image-common","https://wiki.ros.org/image_common","","libs"
"libcamera-dev","libcamera","https://libcamera.org/","","libdevel"
"libcamera-info-manager-dev","ros-image-common","https://wiki.ros.org/image_common","","libdevel"
"libcamera-info-manager0t64","ros-image-common","https://wiki.ros.org/image_common","","libs"
"libcamera-ipa","libcamera","https://libcamera.org/","","libs"
"libcamera-tools","libcamera","https://libcamera.org/","","libs"
"libcamera-v4l2","libcamera","https://libcamera.org/","","libs"
"libcamera0.4","libcamera","https://libcamera.org/","","libs"
"libcamitk-dev","camitk","https://camitk.imag.fr/","","libdevel"
"libcamitk5","camitk","https://camitk.imag.fr/","","libs"
"libcamp-dev","camp","https://github.com/IRCAD/camp","","libdevel"
"libcamp0.8t64","camp","https://github.com/IRCAD/camp","","libs"
"libcanberra-dev","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libdevel"
"libcanberra-gstreamer","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libs"
"libcanberra-gtk-common-dev","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libdevel"
"libcanberra-gtk3-0","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libs"
"libcanberra-gtk3-dev","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libdevel"
"libcanberra-gtk3-module","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libs"
"libcanberra-pulse","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libs"
"libcanberra0","libcanberra","https://0pointer.de/lennart/projects/libcanberra/","","libs"
"libcangjie-dev","libcangjie","https://gitlab.freedesktop.org/cangjie/libcangjie","","libdevel"
"libcangjie3","libcangjie","https://gitlab.freedesktop.org/cangjie/libcangjie","","libs"
"libcangjie3-data","libcangjie","https://gitlab.freedesktop.org/cangjie/libcangjie","","libs"
"libcanl-c-dev","canl-c","https://github.com/CESNET/canl-c","","libdevel"
"libcanl-c4t64","canl-c","https://github.com/CESNET/canl-c","","libs"
"libcanlock-dev","canlock","https://micha.freeshell.org/libcanlock/","","libdevel"
"libcanlock3","canlock","https://micha.freeshell.org/libcanlock/","","libs"
"libcanna1g","canna","","","libs"
"libcanna1g-dev","canna","","","libdevel"
"libcantor-dev","cantor","https://cantor.kde.org/","","devel"
"libcantorlibs-data","cantor","https://cantor.kde.org/","","libs"
"libcantorlibs28abi2","cantor","https://cantor.kde.org/","","libs"
"libcap-dev","libcap2","https://sites.google.com/site/fullycapable/","","libdevel"
"libcap-ng-dev","libcap-ng","https://people.redhat.com/sgrubb/libcap-ng","","libdevel"
"libcap-ng-utils","libcap-ng","https://people.redhat.com/sgrubb/libcap-ng","","admin"
"libcap-ng0","libcap-ng","https://people.redhat.com/sgrubb/libcap-ng","","libs"
"libcap2","libcap2","https://sites.google.com/site/fullycapable/","","libs"
"libcap2-bin","libcap2","https://sites.google.com/site/fullycapable/","","utils"
"libcapi20-3t64","libcapi20-3","http://www.isdn4linux.de","","libs"
"libcapi20-dev","libcapi20-3","http://www.isdn4linux.de","","libdevel"
"libcapnp-1.1.0","capnproto","https://capnproto.org/","","libs"
"libcapnp-dev","capnproto","https://capnproto.org/","","libdevel"
"libcapstone-dev","capstone","https://www.capstone-engine.org/","","libdevel"
"libcapstone5","capstone","https://www.capstone-engine.org/","","libs"
"libcares2","c-ares","https://c-ares.org/","","libs"
"libcaribou-common","caribou","https://wiki.gnome.org/Projects/Caribou","","libs"
"libcaribou-dev","caribou","https://wiki.gnome.org/Projects/Caribou","","libdevel"
"libcaribou-gtk-module","caribou","https://wiki.gnome.org/Projects/Caribou","","libs"
"libcaribou-gtk3-module","caribou","https://wiki.gnome.org/Projects/Caribou","","libs"
"libcaribou0","caribou","https://wiki.gnome.org/Projects/Caribou","","libs"
"libcasa-casa8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-coordinates8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-derivedmscal8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-fits8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-images8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-lattices8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-meas8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-measures8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-mirlib8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-ms8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-msfits8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-python3-8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-scimath-f8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-scimath8","casacore","https://casacore.github.io/casacore","","libs"
"libcasa-tables8","casacore","https://casacore.github.io/casacore","","libs"
"libcasilda-0.1","casilda","https://gitlab.gnome.org/jpu/casilda","","libs"
"libcasilda-dev","casilda","https://gitlab.gnome.org/jpu/casilda","","libdevel"
"libcassie-dev","cassiopee","https://github.com/osallou/cassiopee-c","","libdevel"
"libcassie1v5","cassiopee","https://github.com/osallou/cassiopee-c","","libs"
"libcattle-1.0-0","cattle-1.0","https://kiyuko.org/software/cattle","","libs"
"libcattle-1.0-dev","cattle-1.0","https://kiyuko.org/software/cattle","","libdevel"
"libcbf-dev","cbflib","http://www.bernstein-plus-sons.com/software/CBF/","","libdevel"
