"package","github_repo"
"pdm","pdm-project/pdm"
"pdm-backend","pdm-project/pdm-backend"
"pdoc","mitmproxy/pdoc"
"pdoc3","pdoc3/pdoc"
"pdqhash","faustomorales/pdqhash-python"
"peewee","coleifer/peewee"
"pefile","erocarrera/pefile"
"peft","huggingface/peft"
"pem","hynek/pem"
"pep562","facelessuser/pep562"
"persistence","zopefoundation/persistence"
"persistent","zopefoundation/persistent"
"petl","petl-developers/petl"
"pexpect","pexpect/pexpect"
"pfzy","kazhala/pfzy"
"pgdb","kehaowu/pgdb"
"pglast","lelit/pglast"
"pgpy","securityinnovation/pgpy"
"pgsanity","markdrago/pgsanity"
"pgvector","pgvector/pgvector-python"
"phonenumbers","daviddrysdale/python-phonenumbers"
"phonenumberslite","daviddrysdale/python-phonenumbers"
"pickle5","pitrou/pickle5-backport"
"piexif","hmatoba/piexif"
"pikepdf","pikepdf/pikepdf"
"pilkit","matthewwithanm/pilkit"
"pillow","python-pillow/pillow"
"pillow-avif-plugin","fdintino/pillow-avif-plugin"
"pims","soft-matter/pims"
"ping3","kyan001/ping3"
"pint","hgrecco/pint"
"pip","pypa/pip"
"pip-audit","pypa/pip-audit"
"pip-check","barttc/pip-check"
"pip-licenses","raimon49/pip-licenses"
"pip-tools","jazzband/pip-tools"
"pipdeptree","tox-dev/pipdeptree"
"pipelinewise-singer-python","transferwise/pipelinewise-singer-python"
"pipenv","pypa/pipenv"
"pipfile","pypa/pipfile"
"pipreqs","bndr/pipreqs"
"pipx","pypa/pipx"
"pkce","romeodespres/pkce"
"pkgconfig","matze/pkgconfig"
"pkgutil-resolve-name","graingert/pkgutil-resolve-name"
"plac","ialbert/plac"
"placebo","garnaat/placebo"
"plaid-python","plaid/plaid-python"
"plantuml-markdown","mikitex70/plantuml-markdown"
"plaster-pastedeploy","pylons/plaster_pastedeploy"
"platformdirs","tox-dev/platformdirs"
"playsound","taylorsmarks/playsound"
"playwright","microsoft/playwright-python"
"plette","sarugaku/plette"
"plotly-resampler","predict-idlab/plotly-resampler"
"plotnine","has2k1/plotnine"
"pluginbase","mitsuhiko/pluginbase"
"plumbum","tomerfiliba/plumbum"
"plux","localstack/plux"
"plyfile","dranjan/python-plyfile"
"plyvel","wbolster/plyvel"
"pmdarima","alkaline-ml/pmdarima"
"poethepoet","nat-n/poethepoet"
"poetry","python-poetry/poetry"
"poetry-core","python-poetry/poetry-core"
"poetry-plugin-export","python-poetry/poetry-plugin-export"
"polib","izimobil/polib"
"policy-sentry","salesforce/policy_sentry"
"policyuniverse","netflix-skunkworks/policyuniverse"
"polyfactory","litestar-org/polyfactory"
"polyline","frederickjansen/polyline"
"pony","ponyorm/pony"
"port-for","fizyk/port-for"
"portalocker","wolph/portalocker"
"portend","jaraco/portend"
"portpicker","google/python_portpicker"
"posix-ipc","osvenskan/posix_ipc"
"postgrest","supabase/supabase-py"
"posthog","posthog/posthog-python"
"postmarker","stranger6667/postmarker"
"pox","uqfoundation/pox"
"ppft","uqfoundation/ppft"
"pprintpp","wolever/pprintpp"
"prance","ronnypfannschmidt/prance"
"praw","praw-dev/praw"
"prawcore","praw-dev/prawcore"
"pre-commit","pre-commit/pre-commit"
"pre-commit-hooks","pre-commit/pre-commit-hooks"
"prefect","prefecthq/prefect"
"prefect-aws","prefecthq/prefect"
"prefect-dbt","prefecthq/prefect"
"prefect-docker","prefecthq/prefect"
"prefect-gcp","prefecthq/prefect"
"prefect-github","prefecthq/prefect"
"prefect-kubernetes","prefecthq/prefect"
"prefect-shell","prefecthq/prefect"
"prefect-snowflake","prefecthq/prefect"
"prefect-sqlalchemy","prefecthq/prefect"
"prefixed","rockhopper-technologies/prefixed"
"preshed","explosion/preshed"
"presidio-analyzer","microsoft/presidio"
"presidio-anonymizer","microsoft/presidio"
"presto-client","trinodb/trino-python-client"
"presto-python-client","prestodb/presto-python-client"
"pretend","alex/pretend"
"prettierfier","annedo/prettierfier"
"pretty-html-table","sbi-rviot/ph_table"
"prettyprinter","tommikaikkonen/prettyprinter"
"prettytable","prettytable/prettytable"
"primepy","janaindrajit/primepy"
"prisma","robertcraigie/prisma-client-py"
"prison","betodealmeida/python-rison"
"probableparsing","datamade/probableparsing"
"proglog","edinburgh-genome-foundry/proglog"
"progress","verigak/progress"
"progressbar2","wolph/python-progressbar"
"prometheus-api-client","4n4nd/prometheus-api-client-python"
"prometheus-client","prometheus/client_python"
"prometheus-fastapi-instrumentator","trallnag/prometheus-fastapi-instrumentator"
"prometheus-flask-exporter","rycus86/prometheus_flask_exporter"
"prompt-toolkit","prompt-toolkit/python-prompt-toolkit"
"promptflow-core","microsoft/promptflow"
"promptflow-devkit","microsoft/promptflow"
"promptflow-tracing","microsoft/promptflow"
"propcache","aio-libs/propcache"
"property-cached","althonos/property-cached"
"prospector","prospector-dev/prospector"
"protego","scrapy/protego"
"proto-google-cloud-datastore-v1","googleapis/googleapis"
"proto-plus","googleapis/proto-plus-python"
"protobuf3-to-dict","kaporzhu/protobuf-to-dict"
"protoc-gen-openapiv2","unionai-oss/protoc-gen-openapiv2"
"prov","trungdong/prov"
"proxy-protocol","icgood/proxy-protocol"
"prsaw","codewithswastik/prsaw"
"psutil","giampaolo/psutil"
"psycopg","psycopg/psycopg"
"psycopg-binary","psycopg/psycopg"
"psycopg-c","psycopg/psycopg"
"psycopg-pool","psycopg/psycopg"
"psycopg2","psycopg/psycopg2"
"psycopg2-binary","psycopg/psycopg2"
"psycopg2-pool","changaco/psycopg2-pool"
"psygnal","pyapp-kit/psygnal"
"ptable","kxxoling/ptable"
"ptyprocess","pexpect/ptyprocess"
"publication","glyph/publication"
"publicsuffixlist","ko-zu/psl"
"publish-event-sns","msantino/publish-event-sns"
"pubnub","pubnub/python"
"pulp","coin-or/pulp"
"pure-eval","alexmojaki/pure_eval"
"pure-sasl","thobbs/pure-sasl"
"puremagic","cdgriffith/puremagic"
"pusher","pusher/pusher-http-python"
"pvlib","pvlib/pvlib-python"
"pwlf","cjekel/piecewise_linear_fit_py"
"py-cord","pycord-development/pycord"
"py-cpuinfo","workhorsy/py-cpuinfo"
"py-ecc","ethereum/py_ecc"
"py-grpc-prometheus","lchenn/py-grpc-prometheus"
"py-mini-racer","sqreen/pyminiracer"
"py-moneyed","py-moneyed/py-moneyed"
"py-partiql-parser","getmoto/py-partiql-parser"
"py-serializable","madpah/serializable"
"py-spy","benfred/py-spy"
"py-tgcalls","pytgcalls/pytgcalls"
"py3nvml","fbcotter/py3nvml"
"py7zr","miurahr/py7zr"
"pyactiveresource","shopify/pyactiveresource"
"pyaes","ricmoo/pyaes"
"pyaescrypt","marcobellaccini/pyaescrypt"
"pyahocorasick","wojciechmula/pyahocorasick"
"pyairtable","gtalarico/pyairtable"
"pyang","mbj4668/pyang"
"pyapacheatlas","wjohnson/pyapacheatlas"
"pyarmor","dashingsoft/pyarmor"
"pyarrow","apache/arrow"
"pyarrowfs-adlgen2","kaaveland/pyarrowfs-adlgen2"
"pyasn1","pyasn1/pyasn1"
"pyasn1-modules","pyasn1/pyasn1-modules"
"pyastronomy","sczesla/pyastronomy"
"pyathena","pyathena-dev/pyathena"
"pyautogui","asweigart/pyautogui"
"pyawscron","pitchblack408/pyawscron"
"pybars3","wbond/pybars3"
"pybase62","suminb/base62"
"pybase64","mayeut/pybase64"
"pybcj","miurahr/pybcj"
"pybigquery","googleapis/python-bigquery-sqlalchemy"
"pybind11","pybind/pybind11"
"pybind11-global","pybind/pybind11"
"pybloom-live","joseph-fox/python-bloomfilter"
"pybtex-docutils","mcmtroffaes/pybtex-docutils"
"pybuildkite","pyasi/pybuildkite"
"pybytebuffer","igio90/pybytebuffer"
"pycairo","pygobject/pycairo"
"pycapnp","capnproto/pycapnp"
"pycares","saghul/pycares"
"pycel","stephenrauch/pycel"
"pycep-parser","gruebel/pycep"
"pycld2","abosamoor/pycld2"
"pycld3","bsolomon1124/pycld3"
"pyclipper","fonttools/pyclipper"
"pycobertura","aconrad/pycobertura"
"pycocotools","ppwwyyxx/cocoapi"
"pycoingecko","man-c/pycoingecko"
"pycountry","pycountry/pycountry"
"pycparser","eliben/pycparser"
"pycron","kipe/pycron"
"pycryptodome","legrandin/pycryptodome"
"pycryptodomex","legrandin/pycryptodome"
"pycstruct","midstar/pycstruct"
"pyct","holoviz-dev/pyct"
"pydantic","pydantic/pydantic"
"pydantic-core","pydantic/pydantic-core"
"pydantic-extra-types","pydantic/pydantic-extra-types"
"pydantic-settings","pydantic/pydantic-settings"
"pydash","dgilland/pydash"
"pydata-google-auth","pydata/pydata-google-auth"
"pydata-sphinx-theme","pydata/pydata-sphinx-theme"
"pydeequ","awslabs/python-deequ"
"pydeprecate","borda/pydeprecate"
"pydevd-pycharm","jetbrains/intellij-community"
"pydevicetree","sifive/pydevicetree"
"pydicom","pydicom/pydicom"
"pydictionary","geekpradd/pydictionary"
"pydoe","pydoe/pydoe"
"pydomo","domoinc/domo-python-sdk"
"pydot","pydot/pydot"
"pydriller","ishepard/pydriller"
"pydrive2","iterative/pydrive2"
"pydruid","druid-io/pydruid"
"pydyf","courtbouillon/pydyf"
"pyecharts","pyecharts/pyecharts"
"pyemd","wmayner/pyemd"
"pyenchant","pyenchant/pyenchant"
"pyerfa","liberfa/pyerfa"
"pyexasol","exasol/pyexasol"
"pyexcel","pyexcel/pyexcel"
"pyexcel-io","pyexcel/pyexcel-io"
"pyexcel-xls","pyexcel/pyexcel-xls"
"pyexcel-xlsx","pyexcel/pyexcel-xlsx"
"pyexcelerate","kz26/pyexcelerate"
"pyexecjs","doloopwhile/pyexecjs"
"pyfarmhash","veelion/python-farmhash"
"pyfcm","olucurious/pyfcm"
"pyfiglet","pwaller/pyfiglet"
"pyflakes","pycqa/pyflakes"
"pyftdi","eblot/pyftdi"
"pyftpdlib","giampaolo/pyftpdlib"
"pyfume","carofuchs/pyfume"
"pyfunceble-dev","funilrys/pyfunceble"
"pyfunctional","entilzha/pyfunctional"
"pygame","pygame/pygame"
"pygdbmi","cs01/pygdbmi"
"pygelf","keeprocking/pygelf"
"pygeoif","cleder/pygeoif"
"pygeos","pygeos/pygeos"
"pygerduty","dropbox/pygerduty"
"pygetwindow","asweigart/pygetwindow"
"pygithub","pygithub/pygithub"
"pygments","pygments/pygments"
"pygresql","pygresql/pygresql"
"pygrok","garyelephant/pygrok"
"pygtrie","mina86/pygtrie"
"pyhamcrest","hamcrest/pyhamcrest"
"pyhanko","matthiasvalvekens/pyhanko"
"pyhanko-certvalidator","matthiasvalvekens/pyhanko"
"pyhaproxy","imjoey/pyhaproxy"
"pyhive","dropbox/pyhive"
"pyhocon","chimpler/pyhocon"
"pyhs2","bradruderman/pyhs2"
"pyhumps","nficano/humps"
"pyiceberg","apache/iceberg-python"
"pyinotify","seb-m/pyinotify"
"pyinstaller","pyinstaller/pyinstaller"
"pyinstaller-hooks-contrib","pyinstaller/pyinstaller-hooks-contrib"
"pyinstrument-cext","joerick/pyinstrument_cext"
"pyiotools","matthewgdv/iotools"
"pyiso8583","knovichikhin/pyiso8583"
"pyjarowinkler","nap/jaro-winkler-distance"
"pyjks","kurtbrose/pyjks"
"pyjnius","kivy/pyjnius"
"pyjson5","kijewski/pyjson5"
"pyjsparser","piotrdabkowski/pyjsparser"
"pyjwkest","identitypython/pyjwkest"
"pyjwt","jpadilla/pyjwt"
"pykcs11","ludovicrousseau/pykcs11"
"pykerberos","02strich/pykerberos"
"pykmip","openkmip/pykmip"
"pykwalify","grokzen/pykwalify"
"pylama","klen/pylama"
"pylatexenc","phfaist/pylatexenc"
"pylbfgs","dedupeio/pylbfgs"
"pyld","digitalbazaar/pyld"
"pyldavis","bmabey/pyldavis"
"pylev","toastdriven/pylev"
"pylibftdi","codedstructure/pylibftdi"
"pylibmc","lericson/pylibmc"
"pylink-square","square/pylink"
"pylint","pylint-dev/pylint"
"pylint-django","pylint-dev/pylint-django"
"pylint-exit","jongracecox/pylint-exit"
"pylint-flask","jschaf/pylint-flask"
"pylint-pydantic","fcfangcc/pylint-pydantic"
"pylint-quotes","edaniszewski/pylint-quotes"
"pylogbeat","eht16/pylogbeat"
"pyloudnorm","csteinmetz1/pyloudnorm"
"pylru","jlhutch/pylru"
"pylsqpack","aiortc/pylsqpack"
"pyluach","simlist/pyluach"
"pymacaroons","ecordell/pymacaroons"
"pymannkendall","mmhs013/pymannkendall"
"pymatgen","materialsproject/pymatgen"
"pymatting","pymatting/pymatting"
"pymc","pymc-devs/pymc"
"pymc3","pymc-devs/pymc"
"pymdown-extensions","facelessuser/pymdown-extensions"
"pymediainfo","sbraz/pymediainfo"
"pymeeus","architest/pymeeus"
"pymemcache","pinterest/pymemcache"
"pymeta3","wbond/pymeta3"
"pymilvus","milvus-io/pymilvus"
"pyminizip","smihica/pyminizip"
"pymiscutils","matthewgdv/miscutils"
"pymisp","misp/pymisp"
"pymodbus","pymodbus-dev/pymodbus"
"pymongo","mongodb/mongo-python-driver"
"pymongo-auth-aws","mongodb/pymongo-auth-aws"
"pymp-pypi","classner/pymp"
"pympler","pympler/pympler"
"pymsgbox","asweigart/pymsgbox"
"pymssql","pymssql/pymssql"
"pymupdf","pymupdf/pymupdf"
"pymupdfb","pymupdf/pymupdf"
"pynacl","pyca/pynacl"
"pynamodb","pynamodb/pynamodb"
"pynetbox","netbox-community/pynetbox"
"pyngrok","alexdlaird/pyngrok"
"pynndescent","lmcinnes/pynndescent"
"pynose","mdmintz/pynose"
"pynput-robocorp-fork","robocorp/pynput"
"pynumdiff","florisvb/pynumdiff"
"pynut3","mausy5043/python-nut3"
"pynvim","neovim/pynvim"
"pynvml","gpuopenanalytics/pynvml"
"pyobjc","ronaldoussoren/pyobjc"
"pyobjc-framework-applescriptkit","ronaldoussoren/pyobjc"
"pyobjc-framework-applicationservices","ronaldoussoren/pyobjc"
"pyobjc-framework-apptrackingtransparency","ronaldoussoren/pyobjc"
"pyobjc-framework-automator","ronaldoussoren/pyobjc"
"pyobjc-framework-avkit","ronaldoussoren/pyobjc"
"pyobjc-framework-cfnetwork","ronaldoussoren/pyobjc"
"pyobjc-framework-classkit","ronaldoussoren/pyobjc"
"pyobjc-framework-cocoa","ronaldoussoren/pyobjc"
"pyobjc-framework-collaboration","ronaldoussoren/pyobjc"
"pyobjc-framework-colorsync","ronaldoussoren/pyobjc"
"pyobjc-framework-coreaudiokit","ronaldoussoren/pyobjc"
"pyobjc-framework-corebluetooth","ronaldoussoren/pyobjc"
"pyobjc-framework-coredata","ronaldoussoren/pyobjc"
"pyobjc-framework-corehaptics","ronaldoussoren/pyobjc"
"pyobjc-framework-corelocation","ronaldoussoren/pyobjc"
"pyobjc-framework-coremediaio","ronaldoussoren/pyobjc"
"pyobjc-framework-coremotion","ronaldoussoren/pyobjc"
"pyobjc-framework-coreservices","ronaldoussoren/pyobjc"
"pyobjc-framework-corespotlight","ronaldoussoren/pyobjc"
"pyobjc-framework-coretext","ronaldoussoren/pyobjc"
"pyobjc-framework-corewlan","ronaldoussoren/pyobjc"
"pyobjc-framework-cryptotokenkit","ronaldoussoren/pyobjc"
"pyobjc-framework-dictionaryservices","ronaldoussoren/pyobjc"
"pyobjc-framework-discrecording","ronaldoussoren/pyobjc"
"pyobjc-framework-discrecordingui","ronaldoussoren/pyobjc"
"pyobjc-framework-dvdplayback","ronaldoussoren/pyobjc"
"pyobjc-framework-eventkit","ronaldoussoren/pyobjc"
"pyobjc-framework-executionpolicy","ronaldoussoren/pyobjc"
"pyobjc-framework-externalaccessory","ronaldoussoren/pyobjc"
"pyobjc-framework-fileproviderui","ronaldoussoren/pyobjc"
"pyobjc-framework-fsevents","ronaldoussoren/pyobjc"
"pyobjc-framework-gamekit","ronaldoussoren/pyobjc"
"pyobjc-framework-imserviceplugin","ronaldoussoren/pyobjc"
"pyobjc-framework-installerplugins","ronaldoussoren/pyobjc"
"pyobjc-framework-intents","ronaldoussoren/pyobjc"
"pyobjc-framework-iosurface","ronaldoussoren/pyobjc"
"pyobjc-framework-ituneslibrary","ronaldoussoren/pyobjc"
"pyobjc-framework-kernelmanagement","ronaldoussoren/pyobjc"
"pyobjc-framework-latentsemanticmapping","ronaldoussoren/pyobjc"
"pyobjc-framework-linkpresentation","ronaldoussoren/pyobjc"
"pyobjc-framework-localauthentication","ronaldoussoren/pyobjc"
"pyobjc-framework-mapkit","ronaldoussoren/pyobjc"
"pyobjc-framework-mediaaccessibility","ronaldoussoren/pyobjc"
"pyobjc-framework-medialibrary","ronaldoussoren/pyobjc"
"pyobjc-framework-mediaplayer","ronaldoussoren/pyobjc"
"pyobjc-framework-mediatoolbox","ronaldoussoren/pyobjc"
"pyobjc-framework-metal","ronaldoussoren/pyobjc"
"pyobjc-framework-metalperformanceshaders","ronaldoussoren/pyobjc"
"pyobjc-framework-naturallanguage","ronaldoussoren/pyobjc"
"pyobjc-framework-osakit","ronaldoussoren/pyobjc"
"pyobjc-framework-oslog","ronaldoussoren/pyobjc"
"pyobjc-framework-pencilkit","ronaldoussoren/pyobjc"
"pyobjc-framework-photosui","ronaldoussoren/pyobjc"
"pyobjc-framework-pubsub","ronaldoussoren/pyobjc"
"pyobjc-framework-pushkit","ronaldoussoren/pyobjc"
"pyobjc-framework-quartz","ronaldoussoren/pyobjc"
"pyobjc-framework-quicklookthumbnailing","ronaldoussoren/pyobjc"
"pyobjc-framework-replaykit","ronaldoussoren/pyobjc"
"pyobjc-framework-scenekit","ronaldoussoren/pyobjc"
"pyobjc-framework-screensaver","ronaldoussoren/pyobjc"
"pyobjc-framework-scriptingbridge","ronaldoussoren/pyobjc"
"pyobjc-framework-searchkit","ronaldoussoren/pyobjc"
"pyobjc-framework-servicemanagement","ronaldoussoren/pyobjc"
"pyobjc-framework-social","ronaldoussoren/pyobjc"
"pyobjc-framework-soundanalysis","ronaldoussoren/pyobjc"
"pyobjc-framework-speech","ronaldoussoren/pyobjc"
"pyobjc-framework-storekit","ronaldoussoren/pyobjc"
"pyobjc-framework-systemextensions","ronaldoussoren/pyobjc"
"pyobjc-framework-uniformtypeidentifiers","ronaldoussoren/pyobjc"
"pyobjc-framework-usernotifications","ronaldoussoren/pyobjc"
"pyobjc-framework-videotoolbox","ronaldoussoren/pyobjc"
"pyobjc-framework-vision","ronaldoussoren/pyobjc"
"pyocd","pyocd/pyocd"
"pyod","yzhao062/pyod"
"pyodbc","mkleehammer/pyodbc"
"pyogrio","geopandas/pyogrio"
"pyomo","pyomo/pyomo"
"pyopengl","mcfletch/pyopengl"
"pyopenssl","pyca/pyopenssl"
"pyorc","noirello/pyorc"
"pyparsing","pyparsing/pyparsing"
"pypcap","pynetwork/pypcap"
"pypd","pagerduty/pagerduty-api-python-client"
"pypdf","py-pdf/pypdf"
"pypdf3","sfneal/pypdf3"
"pypdfium2","pypdfium2-team/pypdfium2"
"pyperclip","asweigart/pyperclip"
"pyphen","kozea/pyphen"
"pypika","kayak/pypika"
"pypinyin","mozillazg/python-pinyin"
"pyppeteer","pyppeteer/pyppeteer"
"pyppmd","miurahr/pyppmd"
"pyproj","pyproj4/pyproj"
"pyproject-api","tox-dev/pyproject-api"
"pyproject-hooks","pypa/pyproject-hooks"
"pyproject-metadata","pypa/pyproject-metadata"
"pypsrp","jborean93/pypsrp"
"pypubsub","schollii/pypubsub"
"pypyp","hauntsaninja/pyp"
"pyqrcode","mnooner256/pyqrcode"
"pyqt5-sip","python-sip/sip"
"pyqt5-tools","altendky/pyqt-tools"
"pyqt6-sip","python-sip/sip"
"pyqtgraph","pyqtgraph/pyqtgraph"
"pyquaternion","kieranwynn/pyquaternion"
"pyquery","gawel/pyquery"
"pyramid-jinja2","pylons/pyramid_jinja2"
"pyramid-mako","pylons/pyramid_mako"
"pyramid-tm","pylons/pyramid_tm"
"pyrate-limiter","vutran1710/pyratelimiter"
"pyreadstat","roche/pyreadstat"
"pyrect","asweigart/pyrect"
"pyrepl","bretello/pyrepl"
"pyrestcli","danicarrion/pyrestcli"
"pyrfc3339","kurtraschke/pyrfc3339"
"pyright","robertcraigie/pyright-python"
"pyro-api","pyro-ppl/pyro-api"
"pyro-ppl","pyro-ppl/pyro"
"pyrogram","pyrogram/pyrogram"
"pyroma","regebro/pyroma"
"pyroute2","svinota/pyroute2"
"pyrsistent","tobgu/pyrsistent"
"pysam","pysam-developers/pysam"
"pyscreenshot","ponty/pyscreenshot"
"pyscreeze","asweigart/pyscreeze"
"pyserde","yukinarit/pyserde"
"pyserial-asyncio","pyserial/pyserial-asyncio"
"pysha3","tiran/pysha3"
"pyshark","kiminewt/pyshark"
"pyshp","geospatialpython/pyshp"
"pysmi","lextudio/pysmi"
"pysmi-lextudio","lextudio/pysmi"
"pysnmp","lextudio/pysnmp"
"pysnmp-lextudio","lextudio/pysnmp"
"pysnooper","cool-rr/pysnooper"
"pysocks","anorov/pysocks"
"pysolr","django-haystack/pysolr"
"pysoundfile","bastibe/python-soundfile"
"pyspark-pandas","adgaudio/pyspark_pandas"
"pyspark-stubs","zero323/pyspark-stubs"
"pyspark-test","debugger24/pyspark-test"
"pyspellchecker","barrust/pyspellchecker"
"pyspnego","jborean93/pyspnego"
"pysqlite3","coleifer/pysqlite3"
"pysqlite3-binary","coleifer/pysqlite3"
"pystac","stac-utils/pystac"
"pystache","pennydreadfulmtg/pystache"
"pyston","pyston/pyston"
"pyston-autoload","pyston/pyston"
"pysubtypes","matthewgdv/subtypes"
"pytablewriter","thombashi/pytablewriter"
"pytd","treasure-data/pytd"
"pyte","selectel/pyte"
"pytelegrambotapi","eternnoir/pytelegrambotapi"
"pytenable","tenable/pytenable"
"pytesseract","madmaze/pytesseract"
"pytest","pytest-dev/pytest"
"pytest-aiohttp","aio-libs/pytest-aiohttp"
"pytest-alembic","schireson/pytest-alembic"
"pytest-ansible","ansible/pytest-ansible"
"pytest-assume","astraw38/pytest-assume"
"pytest-asyncio","pytest-dev/pytest-asyncio"
"pytest-azurepipelines","azure/pytest-azurepipelines"
"pytest-base-url","pytest-dev/pytest-base-url"
"pytest-bdd","pytest-dev/pytest-bdd"
"pytest-black","coherent-oss/pytest-black"
"pytest-cases","smarie/python-pytest-cases"
"pytest-celery","celery/pytest-celery"
"pytest-clarity","darrenburns/pytest-clarity"
"pytest-custom-exit-code","yashtodi94/pytest-custom_exit_code"
"pytest-datadir","gabrielcnr/pytest-datadir"
"pytest-deadfixtures","jllorencetti/pytest-deadfixtures"
"pytest-dependency","rkrahl/pytest-dependency"
"pytest-django","pytest-dev/pytest-django"
"pytest-docker","avast/pytest-docker"
"pytest-doctestplus","scientific-python/pytest-doctestplus"
"pytest-dotenv","quiqua/pytest-dotenv"
"pytest-env","pytest-dev/pytest-env"
"pytest-faulthandler","pytest-dev/pytest-faulthandler"
"pytest-fixture-config","man-group/pytest-plugins"
"pytest-flake8","coherent-oss/pytest-flake8"
"pytest-flakefinder","dropbox/pytest-flakefinder"
"pytest-flask","pytest-dev/pytest-flask"
"pytest-forked","pytest-dev/pytest-forked"
"pytest-freezegun","ktosiek/pytest-freezegun"
"pytest-github-actions-annotate-failures","pytest-dev/pytest-github-actions-annotate-failures"
"pytest-html","pytest-dev/pytest-html"
"pytest-httpserver","csernazs/pytest-httpserver"
"pytest-httpx","colin-b/pytest_httpx"
"pytest-icdiff","hjwp/pytest-icdiff"
"pytest-instafail","pytest-dev/pytest-instafail"
"pytest-isort","stephrdev/pytest-isort"
"pytest-json-report","numirias/pytest-json-report"
"pytest-lazy-fixture","tvorog/pytest-lazy-fixture"
"pytest-localserver","pytest-dev/pytest-localserver"
"pytest-logger","aurzenligl/pytest-logger"
"pytest-messenger","pytest-dev/pytest-messenger"
"pytest-mock","pytest-dev/pytest-mock"
"pytest-mypy","realpython/pytest-mypy"
"pytest-nunit","pytest-dev/pytest-nunit"
"pytest-order","pytest-dev/pytest-order"
"pytest-ordering","ftobia/pytest-ordering"
"pytest-playwright","microsoft/playwright-pytest"
"pytest-postgresql","dbfixtures/pytest-postgresql"
"pytest-profiling","man-group/pytest-plugins"
"pytest-pylint","carsongee/pytest-pylint"
"pytest-qt","pytest-dev/pytest-qt"
"pytest-randomly","pytest-dev/pytest-randomly"
"pytest-recording","kiwicom/pytest-recording"
"pytest-remotedata","astropy/pytest-remotedata"
"pytest-reportportal","reportportal/agent-python-pytest"
"pytest-rerunfailures","pytest-dev/pytest-rerunfailures"
"pytest-runner","pytest-dev/pytest-runner"
"pytest-selenium","pytest-dev/pytest-selenium"
"pytest-server-fixtures","man-group/pytest-plugins"
"pytest-shard","adamgleave/pytest-shard"
"pytest-shutil","man-group/pytest-plugins"
"pytest-snapshot","joseph-roitman/pytest-snapshot"
"pytest-socket","miketheman/pytest-socket"
"pytest-spark","malexer/pytest-spark"
"pytest-split","jerry-git/pytest-split"
"pytest-subprocess","aklajnert/pytest-subprocess"
"pytest-subtests","pytest-dev/pytest-subtests"
"pytest-sugar","teemu/pytest-sugar"
"pytest-testrail","allankp/pytest-testrail"
"pytest-timeout","pytest-dev/pytest-timeout"
"pytest-variables","pytest-dev/pytest-variables"
"pytest-vcr","ktosiek/pytest-vcr"
"pytest-virtualenv","man-group/pytest-plugins"
"pytest-watch","joeyespo/pytest-watch"
"pytest-xdist","pytest-dev/pytest-xdist"
"pythainlp","pythainlp/pythainlp"
"python-amazon-sp-api","saleweaver/python-amazon-sp-api"
"python-anticaptcha","ad-m/python-anticaptcha"
"python-arango","arangodb/python-arango"
"python-barcode","whynothugo/python-barcode"
"python-baseconv","semente/python-baseconv"
"python-benedict","fabiocaccamo/python-benedict"
"python-binance","sammchardy/python-binance"
"python-binary-memcached","jaysonsantos/python-binary-memcached"
"python-box","cdgriffith/box"
"python-can","hardbyte/python-can"
"python-constraint","python-constraint/python-constraint"
"python-crfsuite","scrapinghub/python-crfsuite"
"python-dateutil","dateutil/dateutil"
"python-dev-tools","vpoulailleau/python-dev-tools"
"python-docx","python-openxml/python-docx"
"python-dotenv","theskumar/python-dotenv"
"python-dynamodb-lock","mohankishore/python_dynamodb_lock"
"python-editor","fmoo/python-editor"
"python-engineio","miguelgrinberg/python-engineio"
"python-etcd","jplana/python-etcd"
"python-frontmatter","eyeseast/python-frontmatter"
"python-fsutil","fabiocaccamo/python-fsutil"
"python-gettext","hannosch/python-gettext"
"python-gflags","google/python-gflags"
"python-gitlab","python-gitlab/python-gitlab"
"python-gnupg","vsajip/python-gnupg"
"python-graphql-client","prodigyeducation/python-graphql-client"
"python-hcl2","amplify-education/python-hcl2"
"python-helpscout-v2","santiher/python-helpscout-v2"
"python-hosts","jonhadfield/python-hosts"
"python-http-client","sendgrid/python-http-client"
"python-igraph","igraph/python-igraph"
"python-ipware","un33k/python-ipware"
"python-iso639","jacksonllee/iso639"
"python-jose","mpdavis/python-jose"
"python-jsonpath","jg-rp/python-jsonpath"
"python-jsonrpc-server","palantir/python-jsonrpc-server"
"python-jwt","davedoesdev/python-jwt"
"python-language-server","palantir/python-language-server"
"python-ldap","python-ldap/python-ldap"
"python-logging-loki","greyzmeem/python-logging-loki"
"python-logstash","vklochan/python-logstash"
"python-logstash-async","eht16/python-logstash-async"
"python-louvain","taynaud/python-louvain"
"python-lsp-jsonrpc","python-lsp/python-lsp-jsonrpc"
"python-lsp-server","python-lsp/python-lsp-server"
"python-magic","ahupp/python-magic"
"python-memcached","linsomniac/python-memcached"
"python-miio","rytilahti/python-miio"
"python-mimeparse","falconry/python-mimeparse"
"python-monkey-business","theatlantic/python-monkey-business"
"python-multipart","kludex/python-multipart"
"python-nvd3","simplejson/simplejson"
"python-on-whales","gabrieldemarmiesse/python-on-whales"
"python-openid","openid/python-openid"
"python-pam","firefighterblu3/python-pam"
"python-pptx","scanny/python-pptx"
"python-quickbooks","ej2/python-quickbooks"
"python-rapidjson","python-rapidjson/python-rapidjson"
