repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
eemeli/yaml,github,1657,,npm,1,npm,yaml,1920125563,,,,,0.000476,,,,32.39,59.14,54.71,100,61.98,22,0,1,9226,21825,136,7.8,1,232,219,13,96.05,82.02,72.49,74.74,80.83,isc,registry,False,False,True,4,0,4,True,True,True,True,False,True,,,,,,,True,True,True,True,True,70.78,13,gh/119439276
ljharb/qs,github,8927,,npm,1,npm,qs,3660152090,,,,,0.001030,,,,47.85,64.21,59.50,100,66.91,19,0,1,6656,5053,71,5.2,2,97,79,18,81.58,68.38,82.06,66.36,74.24,bsd-3-clause,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,70.48,14,gh/22266795
yaml/libyaml,github,1124,,cpp,1,cpp,libyaml,,,,158064,534774,,,,0.001252,25.66,55.14,50.44,100,58.34,2,0,1,7551,17066,231,3.6,0,56,21,35,86.90,82.25,79.49,90.47,84.67,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,70.28,15,gh/2699072
rust-lang/regex,github,3955,,crates,5,crates,regex,,,421211756,,,,,0.008743,,58.31,78.17,60.96,100,70.22,72,0,1,6538,160481,59,6.2,1,222,231,-9,80.86,84.48,72.49,49.31,70.30,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,70.26,16,gh/27890669
pallets/jinja,github,11593,,pypi,1,pypi,jinja2,,1946778150,,,,,0.003622,,,47.08,75.12,57.09,100,66.47,68,0,1,4897,22875,44,5.6,8,362,339,23,69.98,74.29,91.63,63.39,74.13,bsd-3-clause,registry,False,False,True,35,0,35,True,False,True,False,True,True,,,,,,,True,True,True,True,True,70.20,17,gh/994551
aws/aws-sdk-js-v3,github,3610,,npm,60,npm,@aws-sdk/types,20083655883,,,,,0.005888,,,,80.08,75.70,64.52,100,74.29,135,0,1,6123,7263086,188,5.6,0,2449,2464,-15,78.25,96.03,50.00,50.45,65.98,apache-2.0,registry,False,False,False,0,1,1,False,False,False,False,False,False,,,,,amazon.com,company,True,True,False,True,False,70.01,,gh/87228090
bytecodealliance/rustix,github,1973,,crates,1,crates,rustix,,,108458700,,,,,0.002181,,32.62,70.24,54.69,100,63.10,123,0,1,7136,87336,74,5.1,1,330,260,70,84.47,84.23,72.49,70.49,77.65,apache-2.0 with llvm-exception or apache-2.0 or mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,bytecodealliance.org,nonprofit,,,True,True,True,True,True,70.00,18,gh/295544240
nodeca/js-yaml,github,6604,,npm,2,npm,js-yaml,3738461615,,,,,0.001177,,,,50.84,65.09,56.53,100,65.51,6,0,1,3673,16108,61,4.2,1,106,75,31,60.61,75.01,72.49,94.07,74.62,mit,registry,False,False,True,4,0,4,True,True,True,True,False,False,,nodeca,,,,,True,True,True,True,True,69.92,19,gh/2504175
vuejs/core,github,53546,,npm,11,npm,@vue/shared,1871030412,,,,,0.000782,,,,41.39,62.40,65.04,100,69.40,418,0,1,2734,150278,165,5.6,1,4753,4199,554,52.29,90.85,72.49,70.94,70.30,mit,registry,False,False,False,0,0,0,True,True,True,False,False,True,,vuejs,,,,,True,True,True,True,True,69.85,20,gh/137078487
prettier/prettier,github,51830,,npm,1,npm,prettier,1649474181,,,,,0.000502,,,,33.26,59.48,68.38,100,70.30,274,0,1,4067,154148,188,6.5,0,2423,1874,549,63.77,91.70,50.00,77.88,69.08,mit,registry,False,False,True,46,0,46,False,False,True,True,False,True,,prettier,,,,,True,True,True,True,True,69.69,21,gh/75104123
zloirock/core-js,github,25492,,npm,3,npm,core-js,3681606080,,,,,0.001409,,,,54.17,66.28,61.35,100,68.85,54,0,1,9088,115976,521,4,0,302,320,-18,95.33,92.81,65.01,42.97,70.51,mit,registry,False,False,True,0,0,0,True,False,True,True,False,True,,core-js,,,,,True,True,True,True,True,69.68,22,gh/11481338
nodeca/argparse,github,508,,npm,1,npm,argparse,3485207914,,,,,0.001809,,,,58.31,67.93,41.60,100,57.58,1,0,1,10000,9991,37,3.5,0,20,13,7,100.00,67.31,81.08,90.10,83.74,python-2.0,registry,False,False,True,4,0,4,True,False,True,False,False,False,,nodeca,,,,,True,True,True,True,True,69.44,23,gh/4325614
rust-lang/futures-rs,github,5848,,crates,17,crates,futures,,,728364866,,,,,0.018533,,67.46,82.47,54.56,100,67.73,101,0,1,3112,45666,31,7.2,4,251,170,81,55.79,73.62,87.32,70.97,71.03,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,69.36,24,gh/55077261
time-rs/time,github,1301,,crates,4,crates,time,,,228999264,,,,,0.002523,,34.72,71.07,54.65,100,63.37,53,0,1,8344,44401,37,5.3,1,261,248,13,91.35,75.12,72.49,65.99,75.69,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,69.26,25,gh/26459635
lz4/lz4,github,11786,,cpp,1,cpp,lz4,,,,212800,1828779,,,,0.006698,45.72,67.36,56.41,100,65.15,83,0,1,4144,29512,162,7.2,3,208,176,32,64.37,84.10,85.17,63.03,73.42,bsd-2-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,69.16,,gh/18106269
facebook/regenerator,github,3831,,npm,2,npm,regenerator-runtime,3447121495,,,,,0.001088,,,,48.69,64.58,52.21,100,62.65,9,0,1,5745,111319,41,4,0,32,16,16,75.80,79.34,65.01,86.40,76.24,mit,registry,False,True,False,0,0,0,False,False,False,False,False,False,,,,,meta.com,company,True,True,False,False,False,69.11,,gh/13346571
jonschlinkert/kind-of,github,354,,npm,1,npm,kind-of,6107198344,,,,,0.002858,,,,66.61,70.94,44.17,100,60.26,1,0,1,10000,790,56,3,0,5,1,4,100.00,51.75,92.71,82.02,79.20,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,69.08,26,gh/24491562
chardet/chardet,github,2612,,pypi,1,pypi,chardet,,903669093,,,,,0.001384,,,29.44,68.66,55.96,100,63.39,13,0,1,6970,296091,90,6.8,0,48,30,18,83.49,89.49,50.00,85.85,75.25,0bsd,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,69.07,,gh/5196969
jridgewell/sourcemaps,github,43,,npm,4,npm,@jridgewell/sourcemap-codec,7522126217,,,,,0.005208,,,,78.46,74.89,52.02,100,66.55,14,0,1,8839,11191,23,3.9,0,33,31,2,94.02,62.23,72.20,61.84,71.49,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,68.98,,gh/897142826
giampaolo/psutil,github,11150,,pypi,1,pypi,psutil,,1155983200,,,,,0.001872,,,32.81,70.69,60.06,100,66.39,81,0,1,6508,50667,72,5.4,0,456,287,169,80.67,82.34,50.00,78.85,71.54,bsd-3-clause,registry,False,False,True,6,0,6,True,False,True,False,False,True,,psutil,,,,,True,True,True,True,True,68.92,27,gh/20101515
libexpat/libexpat,github,1322,,cpp,1,cpp,expat,,,,229837,425033,,,,0.001732,29.70,57.51,59.05,100,64.15,45,0,1,5508,39626,79,8,40,153,157,-4,74.22,81.86,97.37,50.61,73.97,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,68.89,28,gh/80314213
pypa/setuptools,github,2825,,pypi,1,pypi,setuptools,,4396526259,,,,,0.008049,,,58.21,80.48,62.15,100,71.16,232,0,2,2635,102557,352,5.8,4,1097,993,104,36.30,91.90,87.32,65.56,66.11,mit,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,psf,nonprofit,,,True,True,True,True,True,68.59,29,gh/54980593
ajv-validator/ajv,github,14689,,npm,1,npm,ajv,4749148152,,,,,0.001963,,,,60.76,68.46,56.11,100,66.59,90,0,1,3731,26567,65,6.6,1,721,529,192,61.08,78.58,72.49,71.04,70.51,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,ajv,,,,,True,True,True,True,True,68.52,30,gh/35914020
medikoo/es5-ext,github,179,,npm,2,npm,es5-ext,977912229,,,,,0.000951,,,,45.48,63.69,44.54,100,57.64,4,0,1,8767,16897,30,3.8,1,26,20,6,93.63,68.47,75.48,90.89,81.44,isc,registry,False,False,True,3,6,9,True,False,True,False,False,True,,,,,,,True,True,True,True,True,68.51,31,gh/1792941
gitoxidelabs/gitoxide,github,11239,,crates,59,crates,gix-path,,,223774499,,,,,0.002046,,31.99,69.88,55.26,,54.18,176,0,1,6913,233265,163,7.3,11,645,505,140,83.14,92.01,93.54,78.36,86.53,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,gitoxide,,,,,True,True,True,True,True,68.47,32,gh/136510559
libjpeg-turbo/libjpeg-turbo,github,4295,,cpp,1,cpp,libjpeg-turbo,,,,189260,1803821,,,,0.004248,37.76,64.04,54.75,,53.79,18,0,1,9190,164952,205,5.4,4,267,263,4,95.86,92.12,87.32,74.50,87.06,bsd-3-clause,override,False,False,True,9,0,9,True,True,True,False,False,False,,,,,,,True,True,True,True,True,68.43,33,gh/39760454
clap-rs/clap,github,16338,,crates,8,crates,clap,,,354032841,,,,,0.004009,,42.76,73.72,64.60,100,70.41,306,0,1,5701,82196,81,5.5,0,1198,1008,190,75.50,84.83,50.00,60.91,66.46,mit or apache-2.0,registry,False,False,True,12,0,12,True,False,True,False,False,True,,clap,,,,,True,True,True,True,True,68.41,34,gh/31315121
cssnano/cssnano,github,4961,,npm,38,npm,cssnano-utils,16783949571,,,,,0.004206,,,,75.68,73.48,57.45,100,69.39,44,0,1,7582,26873,26,7.5,0,202,177,25,87.07,68.59,50.00,68.96,67.36,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,cssnano,,,,,True,True,True,True,True,68.37,35,gh/33943153
json5/json5,github,7115,,npm,1,npm,json5,3569089794,,,,,0.001182,,,,51.07,65.12,52.03,100,62.84,8,0,1,5578,3294,26,3,1,45,36,9,74.69,56.45,92.71,75.99,73.82,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,68.11,,gh/4463453
grahamdumpleton/wrapt,github,2281,,pypi,1,pypi,wrapt,,1308995152,,,,,0.003180,,,43.09,74.24,53.73,100,63.97,18,0,1,7742,18868,34,4.1,0,100,85,15,87.99,70.29,59.30,74.76,72.36,bsd-2-clause,registry,False,False,True,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,68.04,36,gh/10357291
mrmlnc/fast-glob,github,2808,,npm,1,npm,fast-glob,2222932790,,,,,0.000705,,,,39.48,61.72,47.85,100,58.83,13,0,1,7826,14922,41,3.3,0,91,83,8,88.46,70.40,84.46,72.87,78.68,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,68.03,,gh/77467076
boto/botocore,github,1613,,pypi,1,pypi,botocore,,5144473449,,,,,0.020512,,,89.90,86.76,62.76,100,75.32,72,0,1,7074,105655,22,7.9,0,462,471,-9,84.11,70.38,50.00,47.42,61.21,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,amazon.com,company,True,True,False,True,False,67.90,,gh/6670942
sinclairzx81/typebox,github,6700,,npm,1,npm,@sinclair/typebox,1060874605,,,,,0.001032,,,,47.96,64.23,53.84,100,63.52,47,0,1,8288,90850,364,4.8,0,787,780,7,91.04,91.45,50.00,65.12,72.16,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.70,,gh/87454905
csstree/csstree,github,2095,,npm,1,npm,css-tree,1353539774,,,,,0.000613,,,,36.66,60.80,45.22,100,56.88,16,0,1,7995,19432,81,3.9,0,126,96,30,89.41,78.80,72.20,81.65,80.28,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,csstree,,,,,True,True,True,True,True,67.57,37,gh/67236461
rust-cli/anstyle,github,160,,crates,10,crates,anstyle,,,322618276,,,,,0.005328,,48.30,75.34,53.89,100,64.70,25,0,1,8370,11522,16,7,1,45,34,11,91.49,55.75,72.49,66.74,70.48,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,67.53,38,gh/493821282
python-pillow/pillow,github,13535,,"pypi,cpp",2,pypi,pillow,,1010238435,,0,91084,,0.002009,,0.000070,35.12,78.90,62.10,100,68.66,153,0,1,4714,124879,152,8.6,46,1329,1475,-146,68.66,89.85,97.85,32.16,66.38,mit-cmu,registry,False,False,True,3,0,3,True,False,True,False,True,True,,,,,,,True,True,True,True,True,67.51,39,gh/5171600
coveragepy/coveragepy,github,3390,,pypi,1,pypi,coverage,,778493181,,,,,0.001348,,,29.17,68.49,60.44,100,66.03,97,0,1,8904,51465,44,7.7,0,643,625,18,94.36,77.57,50.00,60.61,68.63,apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,True,True,,coveragepy,,,,,True,True,True,True,True,67.32,40,gh/138421996
frenic/csstype,github,1815,,npm,1,npm,csstype,1384764346,,,,,0.000762,,,,41.16,62.23,44.55,100,57.07,5,0,1,8426,4425,46,3.5,0,64,31,33,91.79,63.92,81.08,83.59,79.41,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.32,,gh/104001328
mrabarnett/mrab-regex,github,583,,pypi,1,pypi,regex,,642621876,,,,,0.001280,,,28.25,68.14,46.97,100,57.82,6,0,1,8195,70357,1237,4.6,0,176,127,49,90.53,91.33,50.00,90.37,78.18,apache-2.0 and cnri-python,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.23,,gh/309446978
util-linux/util-linux,github,3134,,cpp,1,cpp,util-linux,,,,230126,239271,,,,0.002066,31.86,58.79,65.49,100,68.36,406,0,2,1893,255927,185,7.4,10,993,710,283,30.77,92.76,92.34,72.45,66.10,bsd-3-clause and bsd-4-clause-uc and gpl-2.0-only and gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.1-or-later and licenseref-homebrew-public-domain,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.22,,gh/2339555
caolan/async,github,28173,,npm,1,npm,async,2674037462,,,,,0.000763,,,,41.24,62.24,58.59,100,65.50,19,0,1,2911,37684,52,4.4,1,76,69,7,53.95,78.00,72.49,73.89,68.90,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.18,,gh/698041
httplib2/httplib2,github,509,,pypi,1,pypi,httplib2,,519161834,,,,,0.001321,,,28.77,68.35,49.62,100,59.48,19,0,1,4287,11344,156,5.7,2,32,12,20,65.48,77.76,82.06,79.30,75.87,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,67.18,,gh/53002916
dtolnay/proc-macro2,github,917,,crates,1,crates,proc-macro2,,,167070671,,,,,0.027251,,80.31,84.67,54.81,100,69.38,11,0,1,9470,7792,25,5.4,0,87,86,1,97.31,61.14,50.00,59.70,64.92,mit or apache-2.0,registry,False,False,True,126,0,126,True,False,True,False,False,True,,,,,,,True,True,True,True,True,67.11,41,gh/91860126
floating-ui/floating-ui,github,32577,,npm,7,npm,@floating-ui/utils,2470111976,,,,,0.000970,,,,46.06,63.82,62.80,100,68.67,98,0,1,6349,47265,42,5.1,0,790,771,19,79.68,76.71,50.00,60.23,65.50,mit,registry,False,False,True,1,0,1,True,False,True,False,False,False,,floating-ui,,,,,True,True,True,True,True,67.07,42,gh/54994103
isaacs/minipass,github,258,,npm,1,npm,minipass,3597497870,,,,,0.003656,,,,71.36,72.56,44.89,100,61.33,7,0,1,8338,4295,22,3,0,13,12,1,91.31,55.71,92.71,60.47,73.08,blueoak-1.0.0,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,,,,,True,True,True,True,True,66.95,43,gh/84886212
curl/curl,github,41686,,cpp,1,cpp,curl,,,,202088,1060193,,,,0.001589,28.96,56.88,69.92,100,70.54,654,0,2,2535,315586,248,8.9,112,2720,2740,-20,35.60,94.45,99.52,48.57,63.49,curl,registry,False,False,True,67,0,67,True,False,True,False,False,True,,curl,,,,,True,True,True,True,True,66.92,44,gh/569041
conventional-changelog/conventional-changelog,github,8431,,npm,19,npm,conventional-commits-parser,2107061652,,,,,0.000638,,,,37.47,61.06,56.70,100,63.87,48,0,1,4058,21305,27,5.1,1,192,106,86,63.70,68.33,72.49,76.27,70.04,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.88,,gh/15639771
petkaantonov/bluebird,github,20573,,npm,1,npm,bluebird,1365445291,,,,,0.000329,,,,25.23,56.70,55.73,100,61.63,4,0,2,3061,44080,63,2.4,0,30,16,14,39.12,80.33,98.84,89.22,72.56,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.87,,gh/12670444
micromark/micromark,github,2169,,npm,21,npm,micromark-util-symbol,4452770828,,,,,0.002328,,,,63.28,69.59,48.25,100,62.24,18,0,1,8319,23301,27,4,0,47,44,3,91.21,69.10,65.01,64.70,71.75,mit,registry,False,False,False,0,0,0,False,False,True,True,False,True,,,,,,,True,True,True,True,True,66.83,45,gh/157420458
postcss/postcss,github,28975,,npm,1,npm,postcss,3601232288,,,,,0.001063,,,,48.48,64.43,63.48,100,69.38,99,0,1,3330,12660,66,6.8,3,294,275,19,57.71,73.72,85.17,47.36,64.36,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,postcss,,,,,True,True,True,True,True,66.82,46,gh/13078968
pallets/werkzeug,github,6858,,pypi,1,pypi,werkzeug,,1175233602,,,,,0.002285,,,37.46,72.03,62.01,100,68.16,112,0,1,4503,35262,34,6.7,11,412,437,-25,67.10,73.14,93.54,39.90,65.42,bsd-3-clause,registry,False,False,True,35,0,35,True,False,True,False,True,True,,,,,,,True,True,True,True,True,66.78,47,gh/997338
follow-redirects/follow-redirects,github,581,,npm,1,npm,follow-redirects,1941780844,,,,,0.000666,,,,38.39,61.35,54.16,100,62.47,14,0,1,6874,3190,23,4.9,4,69,56,13,82.91,54.87,87.32,65.28,71.36,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,66.77,48,gh/6697086
taiki-e/portable-atomic,github,233,,crates,2,crates,portable-atomic,,,40578438,,,,,0.006192,,53.42,76.20,41.85,100,58.07,7,0,1,9702,34943,95,7.8,0,43,33,10,98.50,82.53,50.00,84.69,76.60,apache-2.0 or mit,registry,False,False,True,15,0,15,True,False,True,False,False,True,,,,,,,True,True,True,True,True,66.69,49,gh/448365131
legrandin/pycryptodome,github,3226,,pypi,2,pypi,pycryptodomex,,661201828,,,,,0.001047,,,25.51,66.78,52.18,100,60.54,62,0,1,6636,122488,30,5.6,1,240,235,5,81.46,76.23,72.49,64.49,73.40,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.66,,gh/19378935
browserslist/browserslist,github,13527,,npm,1,npm,browserslist,2396165212,,,,,0.001412,,,,54.31,66.30,61.50,100,68.96,60,0,1,6151,5524,83,6.4,1,177,165,12,78.43,70.05,72.49,43.22,64.41,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,browserslist,,,,,True,True,True,True,True,66.65,50,gh/27971466
grantjenks/python-sortedcontainers,github,3933,,pypi,1,pypi,sortedcontainers,,588723102,,,,,0.001038,,,25.30,66.73,48.31,100,58.19,7,0,1,7590,11408,17,3.5,0,69,55,14,87.12,57.21,81.08,83.78,76.28,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,python-sortedcontainers,,,,,True,True,True,True,True,66.62,51,gh/17144859
suguru03/neo-async,github,653,,npm,1,npm,neo-async,1200260947,,,,,0.000438,,,,30.46,58.59,42.21,100,54.23,0,1,1,10000,47351,27,2.8,0,4,4,0,100.00,71.72,96.51,64.56,81.76,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.59,,gh/27030361
isaacs/node-tar,github,912,,npm,1,npm,tar,1397835547,,,,,0.000344,,,,26.10,56.99,56.42,100,62.16,14,0,1,6210,19345,68,6.2,7,83,87,-4,78.80,77.14,90.67,46.75,71.25,blueoak-1.0.0,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,,,,,True,True,True,True,True,66.55,52,gh/1534331
jridgewell/resolve-uri,github,11,,npm,1,npm,@jridgewell/resolve-uri,1546516659,,,,,0.001189,,,,51.19,65.16,38.60,100,54.80,3,0,1,9122,57151,14,3.2,0,6,2,4,95.51,60.38,86.47,85.54,80.82,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.55,,gh/196878944
systemd/systemd,github,16246,,cpp,1,cpp,systemd,,,,229282,72406,,,,0.008949,49.83,69.48,75.65,,71.65,1361,0,3,1295,1040532,589,8.9,23,6798,5523,1275,20.78,97.57,96.17,74.58,61.75,lgpl-2.1-or-later and gpl-2.0-or-later and cc0-1.0 and lgpl-2.0-or-later and mit and mit-0 and licenseref-homebrew-public-domain and (lgpl-2.0-or-later with linux-syscall-note) and (gpl-1.0-or-later with linux-syscall-note) and (gpl-2.0-or-later with linux-syscall-note) and (gpl-2.0-only with linux-syscall-note) and (bsd-3-clause or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-or-later with linux-syscall-note)) and (gpl-2.0-only or bsd-2-clause),registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,66.52,53,gh/32873313
stub42/pytz,github,388,,pypi,1,pypi,pytz,,1973381728,,,,,0.003397,,,46.05,74.69,47.88,100,60.80,6,0,1,6772,13591,108,4.8,0,68,38,30,82.29,77.41,50.00,87.77,72.71,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,66.49,54,gh/63155638
harfbuzz/harfbuzz,github,5584,,cpp,1,cpp,harfbuzz,,,,165196,2501400,,,,0.002581,34.42,60.41,63.52,100,67.59,153,0,1,5301,206211,298,7.7,3,909,1056,-147,72.81,94.17,85.17,31.29,65.38,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,harfbuzz,,,,,True,True,True,True,True,66.48,55,gh/5050525
andialbrecht/sqlparse,github,4004,,pypi,1,pypi,sqlparse,,522460507,,,,,0.001102,,,26.26,67.13,52.10,100,60.60,31,0,1,5268,7927,28,4.8,3,140,59,81,72.58,62.89,85.17,72.13,72.77,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.41,,gh/4067434
madler/zlib,github,6825,,cpp,1,cpp,zlib,,,,230123,890331,,,,0.015856,55.14,73.65,53.92,100,65.23,57,0,2,3309,45341,210,5,7,294,287,7,40.68,87.28,90.67,64.78,67.58,zlib,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.39,,gh/2359378
kjd/idna,github,277,,pypi,1,pypi,idna,,4206538302,,,,,0.011448,,,68.57,82.84,54.12,100,67.61,19,0,1,4929,39202,23,7.8,1,47,48,-1,70.21,68.14,72.49,52.06,65.18,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.38,,gh/10323585
pypa/distlib,github,63,,pypi,1,pypi,distlib,,862617888,,,,,0.001560,,,30.57,69.46,48.49,100,59.10,20,0,1,6808,28462,45,3.5,0,80,79,1,82.51,75.23,81.08,61.41,74.56,python-2.0,registry,False,False,True,22,0,22,False,False,False,False,False,False,,,psf,nonprofit,,,True,True,True,True,True,66.38,56,gh/436970140
yaml/pyyaml,github,2885,,pypi,1,pypi,pyyaml,,3002941970,,,,,0.006099,,,54.10,78.62,52.80,100,64.95,6,0,2,2944,9447,46,4.6,3,282,184,98,38.37,69.20,85.17,93.64,67.84,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.38,,gh/2700147
moxystudio/node-cross-spawn,github,1169,,npm,1,npm,cross-spawn,3548636608,,,,,0.000978,,,,46.35,63.87,52.85,100,62.73,3,0,1,7278,907,11,2.7,1,22,5,17,85.31,37.42,97.36,78.03,70.18,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.35,,gh/21335844
eliben/pycparser,github,3537,,pypi,1,pypi,pycparser,,2056716588,,,,,0.017795,,,84.26,85.81,52.21,100,68.33,26,0,1,3071,23263,72,5.8,0,126,97,29,55.42,79.07,50.00,77.97,64.29,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,66.28,,gh/10589864
pyparsing/pyparsing,github,2466,,pypi,1,pypi,pyparsing,,1336544702,,,,,0.003342,,,45.38,74.58,53.35,100,64.01,49,0,1,7275,51030,61,5.3,0,230,222,8,85.29,80.90,50.00,63.81,68.50,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,pyparsing,,,,,True,True,True,True,True,66.22,57,gh/91262163
7rulnik/source-map-js,github,102,,npm,1,npm,source-map-js,1140951973,,,,,0.000925,,,,44.36,63.51,49.40,100,60.43,9,0,1,4333,7956,29,3,0,12,7,5,65.83,63.47,92.71,70.95,72.40,bsd-3-clause,registry,False,False,True,2,0,2,False,False,False,False,False,False,,,,,,,True,True,True,True,True,66.14,58,gh/330043541
colinhacks/zod,github,42515,,npm,1,npm,zod,525559186,,,,,0.000331,,,,25.43,56.75,61.83,100,65.32,451,0,1,3958,70510,148,5.2,1,2730,2597,133,62.91,87.32,72.49,50.04,66.81,mit,registry,False,False,True,56,0,56,True,False,True,False,False,True,,,,,,,True,True,True,True,True,66.06,59,gh/245704608
serde-rs/json,github,5554,,crates,1,crates,serde_json,,,128363670,,,,,0.014553,,66.01,81.08,59.89,100,70.64,60,0,1,5852,23077,10,5.6,0,339,224,115,76.50,51.95,50.00,73.09,61.73,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,66.03,60,gh/35894511
estools/estraverse,github,967,,npm,1,npm,estraverse,3928480631,,,,,0.001953,,,,60.56,68.43,42.74,100,58.54,2,0,1,5000,7969,51,3.4,0,3,2,1,70.71,69.13,82.24,75.31,74.18,bsd-2-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,65.90,,gh/6145439
alexhuszagh/rust-lexical,github,356,,crates,7,crates,lexical-util,,,85038119,,,,,0.001134,,25.18,66.50,45.82,100,56.66,15,0,1,9085,75422,61,5.4,2,77,78,-1,95.32,81.97,82.06,53.79,76.63,mit/apache-2.0,registry,False,False,False,0,1,1,False,False,False,False,False,False,,,,,,,True,False,True,True,False,65.89,,gh/155286170
