repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
es-shims/math-intrinsics,github,2,,npm,1,npm,math-intrinsics,1260727030,,,,,0.000666,,,,38.32,61.35,25.94,,31.91,1,0,1,10000,290,5,3.9,0,2,0,2,100.00,20.32,72.20,69.54,56.52,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,42.47,596,gh/902014040
jonschlinkert/is-extendable,github,19,,npm,1,npm,is-extendable,2573743693,,,,,0.001041,,,,48.27,64.29,25.89,100,46.79,0,1,1,10000,48,3,2.9,0,0,0,0,100.00,7.33,95.77,30.69,38.31,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,42.34,597,gh/38225016
sindresorhus/is-plain-obj,github,104,,npm,1,npm,is-plain-obj,1918582933,,,,,0.000813,,,,41.87,62.66,32.86,100,50.17,2,0,1,5372,121,7,3.8,0,1,3,-2,73.29,17.50,75.48,16.66,35.64,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,42.29,598,gh/38923193
inspect-js/is-array-buffer,github,13,,npm,1,npm,is-array-buffer,822491026,,,,,0.000385,,,,28.19,57.73,32.86,100,48.31,2,0,1,8580,92,5,4.7,0,0,0,0,92.63,13.38,50.00,30.27,37.01,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,42.28,599,gh/45977026
sindresorhus/path-is-absolute,github,43,,npm,1,npm,path-is-absolute,2045497637,,,,,0.000469,,,,31.96,59.04,24.47,100,43.78,0,1,1,10000,46,7,3.6,0,0,0,0,100.00,11.51,79.49,30.27,40.79,mit,registry,False,True,True,184,12,196,False,False,True,False,False,True,,sindresorhus,,,,,True,True,True,False,False,42.26,,gh/30900285
ljharb/call-bind-apply-helpers,github,5,,npm,1,npm,call-bind-apply-helpers,1322503033,,,,,0.003139,,,,68.68,71.56,27.26,,37.98,1,0,1,10000,110,4,4,0,4,1,3,100.00,12.74,65.01,57.12,46.64,mit,registry,False,False,True,67,23,90,True,False,True,False,False,True,,,,,,,True,True,True,True,True,42.09,600,gh/898190951
ljharb/concat-map,github,3,,npm,1,npm,concat-map,2201332805,,,,,0.000496,,,,33.11,59.40,26.30,100,45.03,1,0,1,10000,67,3,4,0,1,0,1,100.00,8.09,65.01,45.38,39.31,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,42.07,601,gh/548993448
feross/queue-microtask,github,189,,npm,1,npm,queue-microtask,1486628430,,,,,0.000855,,,,43.03,62.99,31.73,100,49.64,1,0,1,10000,45,3,3.8,0,2,2,0,100.00,7.10,75.48,29.95,35.59,mit,registry,False,False,True,8,0,8,True,False,True,True,False,True,,,,,,,True,True,True,True,True,42.03,602,gh/207021895
djc/rustc-version-rs,github,64,,crates,1,crates,rustc_version,,,74185311,,,,,0.001207,,26.12,66.86,39.34,100,52.90,4,0,1,8540,880,2,4.2,0,7,17,-10,92.41,15.23,56.13,15.71,33.38,mit or apache-2.0,registry,False,False,True,27,0,27,True,False,True,False,False,True,,,,,,,True,True,True,True,True,42.02,603,gh/41272773
sindresorhus/onetime,github,166,,npm,1,npm,onetime,2745353456,,,,,0.000975,,,,46.15,63.86,35.31,100,52.19,3,0,1,5000,87,4,4.1,0,0,0,0,70.71,11.71,59.30,26.16,33.67,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,41.92,604,gh/14847357
inspect-js/has-bigints,github,8,,npm,1,npm,has-bigints,1286146149,,,,,0.000648,,,,37.66,61.17,32.15,100,49.17,2,0,1,9201,55,4,4.1,0,2,1,1,95.92,9.39,59.30,30.43,35.71,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,41.90,605,gh/201714166
component/toidentifier,github,6,,npm,1,npm,toidentifier,1561606135,,,,,0.000492,,,,32.96,59.35,21.56,100,42.17,1,0,1,10000,116,2,3.3,0,0,0,0,100.00,8.47,84.46,41.81,41.59,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,41.88,,gh/114743189
sindresorhus/is-path-inside,github,40,,npm,1,npm,is-path-inside,1586697705,,,,,0.000624,,,,37.09,60.91,32.78,100,49.47,3,0,1,5510,159,4,3.9,0,0,2,-2,74.23,15.27,72.20,17.98,34.83,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,41.51,606,gh/21054113
fb55/domelementtype,github,29,,npm,1,npm,domelementtype,1738720072,,,,,0.001626,,,,56.59,67.22,39.42,100,56.03,2,0,1,8025,54,3,6.1,0,2,2,0,89.58,7.61,50.00,25.29,30.47,bsd-2-clause,registry,False,False,True,6,0,6,True,False,True,True,False,True,,,,,,,True,True,True,True,True,41.32,607,gh/6627835
rust-lang-nursery/lazy-static.rs,github,2028,,crates,1,crates,lazy_static,,,105692614,,,,,0.002825,,37.08,71.72,49.49,100,60.57,14,0,3,1213,552,3,5.2,0,23,13,10,20.11,17.52,50.00,35.13,28.05,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,41.22,,gh/21157492
douglasdwyer/wasm_sync,github,16,,crates,1,crates,wasm_sync,,,44049,,,,,0.001713,,30.72,68.86,17.65,,25.68,1,0,1,10000,1638,6,2.2,0,1,1,0,100.00,31.36,99.26,61.38,66.11,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,41.20,,gh/668034655
sindresorhus/is-unicode-supported,github,86,,npm,1,npm,is-unicode-supported,1110064190,,,,,0.000854,,,,42.95,62.98,28.21,100,47.52,5,0,1,5800,49,11,3.9,0,2,2,0,76.16,14.28,72.20,20.54,35.64,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,41.15,608,gh/348660847
jonschlinkert/map-cache,github,20,,npm,1,npm,map-cache,805161480,,,,,0.000387,,,,28.30,57.77,15.74,100,38.05,0,1,1,10000,140,2,2.9,0,0,0,0,100.00,9.33,95.77,43.61,44.43,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,41.12,609,gh/32450614
sindresorhus/strip-final-newline,github,38,,npm,2,npm,strip-final-newline,2499850395,,,,,0.000641,,,,37.53,61.09,30.53,100,48.18,3,0,1,4438,88,4,3.9,0,1,1,0,66.62,11.77,72.20,26.31,34.93,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,41.02,610,gh/47453723
rust-lang/cfg-if,github,636,,crates,1,crates,cfg-if,,,146597768,,,,,0.006071,,52.81,76.09,44.40,100,59.53,8,0,2,1982,228,3,5.1,0,18,16,2,31.48,14.20,50.00,28.32,28.21,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,40.98,611,gh/38723660
ljharb/gopd,github,2,,npm,1,npm,gopd,1617818206,,,,,0.002759,,,,66.06,70.71,29.49,100,51.37,1,0,1,10000,55,1,4.1,0,2,0,2,100.00,4.33,59.30,43.91,32.59,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,40.92,612,gh/560708130
wesleytodd/setprototypeof,github,53,,npm,1,npm,setprototypeof,2295278530,,,,,0.000658,,,,37.92,61.26,29.09,100,47.37,0,1,1,10000,41,3,3.6,0,0,0,0,100.00,6.71,79.49,28.84,35.22,isc,registry,False,False,True,1,3,4,True,False,True,False,False,True,,,,,,,True,True,True,True,True,40.85,613,gh/30301031
kevva/shebang-command,github,24,,npm,1,npm,shebang-command,2978338713,,,,,0.000948,,,,45.29,63.67,20.26,100,43.05,0,1,1,10000,38,4,3.7,0,1,0,1,100.00,7.84,77.38,37.14,38.74,mit,registry,False,False,False,0,0,0,False,False,True,False,False,False,,,,,,,True,True,True,True,True,40.84,614,gh/47402913
certifi/python-certifi,github,966,,pypi,1,pypi,certifi,,4348365957,,,,,0.011619,,,69.71,82.94,54.33,100,67.86,19,0,2,1856,180,2,7.1,3,82,91,-9,30.46,10.39,85.17,13.53,24.57,mpl-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,40.83,,gh/3060959
fontconfig/fontconfig,gitlab,,20,cpp,1,cpp,fontconfig,,,,195595,1634403,,,,0.002122,32.09,58.98,,0,22.77,53,0,1,4126,41476,297,4,0,222,155,67,64.23,87.68,65.01,77.58,73.00,mit-modern-variant,gitlab,False,False,,,0,0,False,False,False,False,False,False,,,freedesktop.org,nonprofit,,,True,True,True,True,True,40.77,616,gl/freedesktop-890
jshttp/methods,github,180,,npm,1,npm,methods,1378561537,,,,,0.000337,,,,25.83,56.86,37.20,100,50.59,2,0,1,5000,190,3,6.3,0,2,3,-1,70.71,13.30,50.00,24.80,32.86,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,40.77,615,gh/8274071
sindresorhus/mimic-function,github,96,,npm,2,npm,mimic-function,2884118757,,,,,0.001516,,,,55.18,66.76,32.72,,39.78,4,0,2,3776,312,7,3.9,0,4,4,0,43.45,24.59,72.20,37.26,41.17,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,40.47,617,gh/71381729
mathiasbynens/unicode-canonical-property-names-ecmascript,github,13,,npm,1,npm,unicode-canonical-property-names-ecmascript,943013777,,,,,0.000333,,,,25.56,56.78,27.57,100,44.78,1,0,1,10000,85,1,3.3,0,0,0,0,100.00,5.34,84.46,38.34,36.26,mit,registry,False,False,True,4,0,4,False,False,False,False,False,True,,,,,,,True,True,True,True,True,40.30,618,gh/88346537
sindresorhus/path-key,github,46,,npm,1,npm,path-key,3449793390,,,,,0.001349,,,,53.21,65.99,31.14,100,50.60,3,0,1,5000,72,3,3.9,0,1,1,0,70.71,8.48,72.20,24.19,31.99,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,40.23,619,gh/48706449
ljharb/safe-regex-test,github,8,,npm,1,npm,safe-regex-test,1134769524,,,,,0.000506,,,,33.36,59.54,33.84,100,49.59,2,0,1,9356,58,2,4.1,0,1,0,1,96.73,6.23,59.30,31.11,32.47,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,40.13,620,gh/540138887
ljharb/possible-typed-array-names,github,1,,npm,1,npm,possible-typed-array-names,1374989399,,,,,0.000687,,,,38.93,61.55,26.71,100,46.07,1,0,1,10000,36,3,4,0,1,0,1,100.00,6.30,65.01,36.18,34.89,mit,registry,False,False,True,67,23,90,True,False,True,False,False,True,,,,,,,True,True,True,True,True,40.09,621,gh/760136716
node-fetch/fetch-blob,github,64,,npm,1,npm,fetch-blob,200767156,,,,,0.000542,,,,34.51,59.99,38.59,0,32.60,4,0,1,6163,928,15,4.4,0,23,24,-1,78.50,40.99,51.90,35.31,49.28,mit,registry,False,False,True,4,0,4,False,False,False,True,False,True,,,,,,,True,True,True,True,True,40.08,622,gh/186960326
ljharb/side-channel-list,github,3,,npm,1,npm,side-channel-list,981960258,,,,,0.000462,,,,31.54,58.93,27.96,,32.28,1,0,1,10000,217,5,4.7,0,2,1,1,100.00,18.86,50.00,62.70,49.31,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,39.90,623,gh/901451610
jaraco/pytest-perf,github,5,,pypi,1,pypi,pytest-perf,,55436,,,,,0.001140,,,26.92,67.36,37.35,,39.80,14,0,1,6901,426,4,4.4,0,11,7,4,83.07,19.88,51.90,29.44,39.86,mit,registry,False,False,True,2,0,2,False,False,False,False,False,True,,,,,,,True,True,True,True,True,39.83,624,gh/372026120
sindresorhus/read-package-up,github,268,,npm,2,npm,read-pkg-up,1823892751,,,,,0.000413,,,,29.70,58.19,36.60,100,50.75,3,0,1,7734,57,2,3.9,0,6,6,0,87.94,6.18,72.20,23.34,30.94,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,39.63,625,gh/41842429
npm/json-parse-even-better-errors,github,27,,npm,1,npm,json-parse-even-better-errors,1674905420,,,,,0.000445,,,,30.68,58.69,36.62,100,50.91,3,0,1,6033,32,11,6.6,0,2,2,0,77.67,11.14,50.00,20.78,30.79,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,39.59,,gh/211384370
ljharb/call-bound,github,5,,npm,1,npm,call-bound,2181729364,,,,,0.004160,,,,74.85,73.41,28.18,,39.67,1,0,1,10000,80,2,4,0,3,1,2,100.00,7.28,65.01,51.35,39.48,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,39.57,626,gh/898125972
sindresorhus/to-fast-properties,github,244,,npm,1,npm,to-fast-properties,1505668641,,,,,0.000388,,,,28.42,57.79,33.26,100,48.58,4,0,1,3878,69,4,3.8,0,1,1,0,62.27,10.04,75.48,22.79,32.20,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,39.55,627,gh/31656998
npm/ssri,github,58,,npm,1,npm,ssri,1418243240,,,,,0.000372,,,,27.39,57.50,51.78,100,59.56,11,0,2,2435,32,17,6.4,1,6,5,1,34.89,12.66,72.49,14.83,26.25,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,39.54,,gh/193817839
inspect-js/array-buffer-byte-length,github,2,,npm,1,npm,array-buffer-byte-length,1245670821,,,,,0.000337,,,,25.79,56.86,27.60,100,44.83,1,0,1,10000,43,3,4.2,0,1,0,1,100.00,6.87,56.13,38.20,34.84,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,39.52,628,gh/607836784
sindresorhus/detect-newline,github,55,,npm,1,npm,detect-newline,1058610705,,,,,0.000471,,,,32.10,59.06,29.65,100,46.91,3,0,1,5000,51,5,3.8,0,1,1,0,70.71,10.11,75.48,22.61,33.23,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,39.48,629,gh/21304485
sindresorhus/restore-cursor,github,41,,npm,1,npm,restore-cursor,1872580942,,,,,0.000840,,,,42.61,62.87,31.89,100,49.68,3,0,1,5938,81,1,3,0,0,0,0,77.06,5.24,92.71,25.29,31.19,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,39.36,630,gh/23512229
ljharb/es-errors,github,10,,npm,1,npm,es-errors,2148077856,,,,,0.006317,,,,81.91,76.16,25.76,100,51.26,1,0,1,10000,47,1,4.8,0,3,2,1,100.00,4.05,50.00,39.88,29.98,mit,registry,False,False,True,67,23,90,True,False,True,False,False,True,,,,,,,True,True,True,True,True,39.20,631,gh/752160492
npm/hosted-git-info,github,236,,npm,1,npm,hosted-git-info,2210433382,,,,,0.000704,,,,39.41,61.71,55.60,100,63.47,14,0,2,2607,32,26,6.5,1,21,23,-2,36.10,14.13,72.49,9.07,24.06,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,39.08,,gh/25002984
es-shims/dunder-proto,github,1,,npm,1,npm,dunder-proto,1268797599,,,,,0.001145,,,,50.03,64.92,25.96,,33.84,1,0,1,10000,153,2,3.9,0,3,2,1,100.00,9.82,72.20,58.27,45.08,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,39.06,632,gh/898274312
definitelytyped/definitelytyped,github,51205,,npm,209,npm,@types/node,65726340534,,,,,0.028597,,,,89.38,86.11,70.19,100,79.66,6542,0,280,73,1106290,47,7,0,980,3982,-3002,1.00,85.33,50.00,29.02,18.76,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,microsoft.com,company,True,True,False,True,False,38.66,,gh/6093316
sindresorhus/log-symbols,github,769,,npm,1,npm,log-symbols,1610700825,,,,,0.000399,,,,28.93,57.96,41.12,100,53.36,5,0,1,5000,54,5,3.8,0,1,5,-4,70.71,10.31,75.48,11.07,27.94,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,38.61,633,gh/21673868
graydon/exhaustigen-rs,github,66,,crates,1,crates,exhaustigen,,,2646,,,,,0.001465,,28.18,67.96,18.87,,26.17,1,0,1,10000,217,4,2.2,0,1,0,1,100.00,16.88,99.26,62.70,56.93,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,38.60,,gh/432630522
daaku/nodejs-tmpl,github,20,,npm,1,npm,tmpl,978722202,,,,,0.000606,,,,36.48,60.72,42.43,100,55.18,1,0,1,10000,25,1,2.6,1,1,1,0,100.00,2.01,98.10,26.79,26.96,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,38.57,,gh/2171213
inspect-js/available-typed-arrays,github,3,,npm,1,npm,available-typed-arrays,1106229772,,,,,0.000416,,,,29.82,58.24,33.98,100,49.19,3,0,1,8989,35,3,4.1,0,4,3,1,94.81,6.04,59.30,24.57,30.22,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,38.56,634,gh/235965505
libtiff/libtiff,gitlab,,100,cpp,1,cpp,tiff,,,,72450,1648669,,,,0.002705,35.01,60.75,,0,23.94,82,0,2,2111,118652,308,6.1,101,509,522,-13,32.49,92.27,99.28,49.92,62.08,libtiff,gitlab,False,False,,,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,38.55,,gl/4720790
npm/abbrev-js,github,167,,npm,1,npm,abbrev,1082624047,,,,,0.000555,,,,34.84,60.15,38.26,100,52.46,6,0,1,3745,32,16,6.7,0,1,1,0,61.20,12.32,50.00,17.01,28.30,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,38.53,,gh/554893
rust-embedded/critical-section,github,162,,crates,1,crates,critical-section,,,6101659,,,,,0.001535,,28.62,68.23,37.60,,40.31,13,0,1,3489,649,3,4.4,0,20,18,2,59.07,17.97,51.90,32.91,36.69,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,38.46,,gh/365854323
sindresorhus/package-directory,github,251,,npm,1,npm,pkg-dir,2846876227,,,,,0.000985,,,,46.45,63.92,33.52,100,51.15,4,0,1,6327,44,2,4,0,3,2,1,79.54,5.55,65.01,23.55,28.67,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,38.29,635,gh/41724281
sindresorhus/path-exists,github,156,,npm,1,npm,path-exists,3976523916,,,,,0.000896,,,,43.90,63.30,34.80,100,51.60,2,0,1,5556,36,2,3.8,0,3,3,0,74.54,4.98,75.48,23.17,28.39,mit,registry,False,False,True,186,12,198,False,False,True,False,False,True,,sindresorhus,,,,,True,True,True,True,True,38.27,636,gh/34965664
sindresorhus/is-inside-container,github,76,,npm,1,npm,is-inside-container,324898749,,,,,0.000628,,,,37.22,60.95,17.84,100,40.52,1,0,1,10000,44,3,3.6,0,1,1,0,100.00,7.02,79.49,29.62,35.86,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,38.12,637,gh/601943060
chicoxyzzy/node-releases,github,38,,npm,1,npm,node-releases,2006897955,,,,,0.000692,,,,39.07,61.60,48.18,100,58.97,5,0,1,5952,31,3,4.2,0,11,10,1,77.15,4.52,56.13,18.78,24.62,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,38.10,,gh/73765596
sindresorhus/has-flag,github,96,,npm,1,npm,has-flag,8989739584,,,,,0.002128,,,,62.19,68.99,33.71,100,53.34,3,0,1,4400,29,5,3.9,0,0,0,0,66.33,5.61,72.20,20.32,27.18,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,38.08,638,gh/38718671
sindresorhus/find-up-simple,github,84,,npm,1,npm,find-up-simple,98040328,,,,,0.001127,,,,49.58,64.81,24.95,,33.01,2,0,1,5918,498,2,3.9,0,3,3,0,76.93,13.48,72.20,49.63,43.91,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,38.07,639,gh/714044439
ljharb/side-channel-weakmap,github,1,,npm,1,npm,side-channel-weakmap,985662635,,,,,0.000462,,,,31.59,58.94,20.99,,27.06,1,0,1,10000,198,8,4.2,0,1,0,1,100.00,23.44,56.13,61.70,53.38,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,38.01,640,gh/901188921
inspect-js/typed-array-buffer,github,5,,npm,1,npm,typed-array-buffer,1073632181,,,,,0.000342,,,,26.00,56.96,28.37,100,45.32,1,0,1,10000,42,2,5.2,0,1,0,1,100.00,5.37,50.00,37.90,31.76,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,37.94,641,gh/649850465
colorjs/color-name,github,124,,npm,1,npm,color-name,8442877283,,,,,0.003954,,,,74.04,73.08,38.14,100,57.60,3,0,2,3571,177,0,3.2,1,7,7,0,42.26,2.98,86.47,35.51,24.94,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,37.90,642,gh/27038309
sindresorhus/strip-bom,github,112,,npm,2,npm,strip-bom,2929552647,,,,,0.000909,,,,44.08,63.39,31.80,100,49.83,2,0,1,5556,32,3,3.9,0,1,1,0,74.54,5.77,72.20,22.23,28.82,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,37.90,643,gh/18444852
isaacs/fs-minipass,github,20,,npm,2,npm,fs-minipass,1627039008,,,,,0.000459,,,,31.45,58.89,38.17,100,51.94,4,0,1,5350,30,9,5,0,1,1,0,73.14,7.70,50.00,19.59,27.25,isc,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,,,,,True,True,True,True,True,37.62,644,gh/102982143
npm/node-which,github,352,,npm,1,npm,which,3977998056,,,,,0.001441,,,,54.59,66.43,45.54,100,59.43,8,0,1,3246,32,8,6.5,0,7,8,-1,56.97,9.87,50.00,11.41,23.80,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,37.61,,gh/2169708
gnome/glib,gitlab,,136,cpp,1,cpp,glib,,,,216841,3003625,,,,0.007268,48.03,67.96,,0,29.00,479,0,4,1320,838709,813,7.6,0,1562,1543,19,18.17,97.57,50.00,62.04,48.43,lgpl-2.1,gitlab,False,False,,,0,0,False,False,False,False,False,False,,,gnome,nonprofit,,,True,True,True,True,True,37.48,645,gl/gnome-658
debian/ca-certificates,gitlab,,2,cpp,1,cpp,ca-certificates,,,,0,4731609,,,,0.006118,43.58,66.70,,,55.14,9,0,1,4400,225,0,3.9,1,0,0,0,66.33,3.23,72.49,26.11,25.23,gpl-2.0-or-later and mpl-2.0,override,False,False,,,0,0,False,False,False,False,False,False,,,debian.org,nonprofit,,,True,True,True,True,True,37.30,646,gl/debian-2995
ljharb/get-proto,github,3,,npm,1,npm,get-proto,2416975787,,,,,0.001149,,,,50.14,64.94,23.34,,31.89,1,0,1,10000,105,3,4,0,1,0,1,100.00,10.36,65.01,53.04,43.47,mit,registry,False,False,True,67,23,90,True,False,True,False,False,True,,,,,,,True,True,True,True,True,37.23,647,gh/911035271
sindresorhus/escape-string-regexp,github,598,,npm,1,npm,escape-string-regexp,5467926208,,,,,0.001833,,,,59.03,68.01,36.49,100,54.60,3,0,1,5000,38,2,3.9,0,8,9,-1,70.71,5.11,72.20,15.19,25.09,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,37.01,648,gh/21169121
npm/nopt,github,542,,npm,1,npm,nopt,1466086215,,,,,0.000365,,,,26.95,57.38,45.02,100,55.45,5,0,1,3872,32,23,6.4,0,4,10,-6,62.23,13.82,50.00,8.19,24.36,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,36.75,,gh/1544436
npm/write-file-atomic,github,249,,npm,1,npm,write-file-atomic,2151343941,,,,,0.000532,,,,34.14,59.87,44.04,100,55.82,6,0,1,3726,32,24,6.7,0,8,15,-7,61.04,13.92,50.00,7.98,24.13,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,36.70,,gh/23896209
inspect-js/node-supports-preserve-symlinks-flag,github,1,,npm,1,npm,supports-preserve-symlinks-flag,1810099692,,,,,0.000790,,,,41.47,62.47,21.27,100,43.16,1,0,1,10000,41,1,4,0,1,0,1,100.00,3.75,65.01,37.59,30.94,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,36.54,649,gh/443970899
eventualbuddha/lines-and-columns,github,27,,npm,1,npm,lines-and-columns,1655669678,,,,,0.000382,,,,27.96,57.68,30.07,,33.26,2,0,1,8200,180,1,2.6,0,1,1,0,90.55,7.35,98.10,38.73,39.88,mit,registry,False,False,False,0,1,1,False,False,False,False,False,False,,,,,,,True,False,True,True,False,36.42,,gh/47284288
sindresorhus/callsites,github,271,,npm,1,npm,callsites,2163659095,,,,,0.001022,,,,47.65,64.16,34.36,100,51.80,3,0,1,5938,62,1,3.8,0,5,6,-1,77.06,4.45,75.48,16.33,25.50,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,36.34,650,gh/18938743
ljharb/side-channel-map,github,1,,npm,1,npm,side-channel-map,983505596,,,,,0.000540,,,,34.46,59.97,20.99,,27.55,1,0,1,10000,182,3,4,0,1,0,1,100.00,13.27,65.01,60.63,47.82,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,36.30,651,gh/901191461
sindresorhus/is-fullwidth-code-point,github,51,,npm,1,npm,is-fullwidth-code-point,4706890774,,,,,0.001338,,,,53.08,65.94,37.21,100,54.23,4,0,1,5200,29,3,4.1,0,3,3,0,72.11,4.14,59.30,18.80,24.02,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,36.09,652,gh/39222301
sindresorhus/p-try,github,62,,npm,1,npm,p-try,2387159154,,,,,0.000538,,,,34.41,59.93,31.17,100,48.14,2,0,1,6250,39,1,3.8,0,1,1,0,79.06,3.66,75.48,23.52,26.77,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,35.90,653,gh/71534796
