repo,platform,ecosystem,top_eco_pkg,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,concentration,complexity,security,workload,risk_score,score,oss,intent,nonprofit,active,eligible,priority,eco_priority,repo_id
reactivex/rxjs,github,npm,rxjs,36.72,60.80,59.60,100,65.51,32.02,86.59,50.00,30.81,45.46,54.57,True,True,True,True,True,326,172,gh/32247847
webpack/watchpack,github,npm,watchpack,27.21,57.43,49.92,100,58.42,36.79,61.75,50.00,59.02,50.88,54.52,True,True,True,True,True,327,173,gh/24119524
uuidjs/uuid,github,npm,uuid,53.75,66.15,55.44,100,65.25,64.19,47.44,50.00,28.22,45.53,54.51,True,True,True,True,True,328,174,gh/1203139
micromatch/anymatch,github,npm,anymatch,37.34,61.02,42.35,100,55.25,61.24,32.19,77.30,54.77,53.75,54.49,True,True,True,True,True,329,175,gh/11458302
webpack/minimizer-webpack-plugin,github,npm,terser-webpack-plugin,25.63,56.78,48.87,100,57.56,36.37,68.83,50.00,56.47,51.56,54.48,True,True,True,True,True,330,176,gh/143057914
microsoft/tslib,github,npm,tslib,83.92,86.04,51.34,100,67.80,33.32,54.07,50.00,40.71,43.76,54.47,True,True,False,True,False,,,gh/34414315
stebalien/tempfile,github,crates,tempfile,47.28,75.11,53.86,100,64.55,58.96,48.28,50.00,31.34,45.96,54.47,True,False,True,True,False,,,gh/33832372
eslint/eslint,github,npm,eslint,39.91,61.83,70.96,100,72.75,12.80,87.45,50.00,49.35,40.77,54.46,True,True,True,True,True,331,177,gh/11061773
mafintosh/end-of-stream,github,npm,end-of-stream,40.56,62.02,39.32,100,53.85,70.71,29.97,86.48,49.82,54.97,54.41,True,True,True,True,True,332,178,gh/14732255
requests/toolbelt,github,pypi,requests-toolbelt,30.42,69.28,52.07,100,61.21,30.67,47.91,51.85,71.53,48.32,54.38,True,True,True,True,True,333,68,gh/15515181
rust-random/rngs,github,crates,rand_xorshift,36.27,71.40,39.33,100,54.36,56.37,51.10,50.00,60.29,54.28,54.32,True,True,True,True,True,334,55,gh/209510094
samn/json-stable-stringify,github,npm,json-stable-stringify-without-jsonify,26.03,56.97,26.45,100,44.17,100.00,34.05,98.42,59.39,66.79,54.31,True,False,True,True,False,,,gh/76598131
ljharb/set-function-length,github,npm,set-function-length,40.79,62.07,29.54,100,48.01,100.00,32.97,64.94,66.39,61.40,54.29,True,True,True,True,True,335,179,gh/704249795
nodejs/readable-stream,github,npm,readable-stream,67.76,71.23,50.17,100,64.00,35.50,78.77,50.00,32.11,46.03,54.28,True,True,True,True,True,336,180,gh/5187096
node-fetch/node-fetch,github,npm,node-fetch,43.64,63.16,57.61,100,65.25,11.82,69.45,82.06,61.60,45.13,54.27,True,True,True,True,True,337,181,gh/29849956
sindresorhus/type-fest,github,npm,type-fest,67.19,70.95,55.33,100,67.01,23.35,64.89,50.00,48.82,43.85,54.21,True,True,True,True,True,338,182,gh/175398594
pandas-dev/pandas,github,pypi,pandas,47.45,75.27,69.02,100,73.68,9.77,93.94,50.00,54.67,39.80,54.15,True,True,True,True,True,339,69,gh/858127
pypa/packaging,github,pypi,packaging,73.43,84.02,58.69,100,70.96,16.32,64.58,50.00,55.28,41.31,54.14,True,True,True,True,True,340,70,gh/19837758
snowflakedb/snowflake-connector-python,github,pypi,snowflake-connector-python,25.61,66.78,51.75,100,60.29,10.76,86.24,89.47,67.23,48.61,54.14,True,False,True,True,False,,,gh/62262074
tartley/colorama,github,pypi,colorama,66.44,82.23,48.83,100,64.16,32.43,40.26,56.07,59.24,45.63,54.11,True,True,True,True,True,341,71,gh/18892209
mui/material-ui,github,npm,@mui/utils,25.03,56.61,69.31,100,69.75,9.24,88.03,50.00,76.22,41.96,54.10,True,True,False,True,False,,,gh/23083156
pallets/markupsafe,github,pypi,markupsafe,60.75,81.21,49.52,100,63.91,87.81,29.64,50.00,33.44,45.67,54.03,True,True,True,True,True,342,72,gh/734244
hyperium/http,github,crates,http,30.22,68.71,52.02,100,61.10,14.68,67.79,82.06,63.23,47.67,53.97,True,True,True,True,True,343,56,gh/84983058
linux-pam/linux-pam,github,cpp,pam,28.45,56.52,52.88,,50.28,21.76,84.46,89.47,68.24,57.88,53.95,True,False,True,True,False,,,gh/76264690
jslicense/spdx-correct.js,github,npm,spdx-correct,30.55,58.66,38.72,100,52.15,89.58,23.09,84.48,54.88,55.65,53.87,True,False,True,True,False,,,gh/34817196
isaacs/rimraf,github,npm,rimraf,47.55,64.14,55.22,100,64.30,85.65,54.78,50.00,17.67,45.12,53.86,True,True,True,True,True,344,183,gh/1341324
sindresorhus/globals,github,npm,globals,44.45,63.52,56.96,100,64.97,39.74,42.90,50.00,46.35,44.58,53.82,True,True,True,True,True,345,184,gh/15186239
rvagg/bl,github,npm,bl,25.69,56.82,55.36,100,61.47,34.25,50.75,50.00,56.66,47.11,53.81,True,True,True,True,True,346,185,gh/10706095
sindresorhus/file-type,github,npm,file-type,25.86,56.92,54.30,100,60.86,34.03,70.82,72.49,29.33,47.58,53.81,True,True,True,True,True,347,186,gh/19105307
wasm-bindgen/wasm-bindgen,github,crates,wasm-bindgen,62.09,79.88,57.07,100,68.44,10.03,85.43,50.00,74.66,42.29,53.80,True,True,True,True,True,348,57,gh/114685405
lukeed/dequal,github,npm,dequal,26.38,57.11,30.51,100,46.65,66.33,53.47,56.07,74.28,61.99,53.78,True,True,True,True,True,349,187,gh/174421655
sindresorhus/get-stream,github,npm,get-stream,49.69,64.81,41.85,100,56.56,82.46,39.70,64.94,32.04,51.09,53.76,True,True,True,True,True,350,188,gh/44264225
psf/requests,github,pypi,requests,79.13,85.24,63.03,100,74.25,14.18,59.96,89.47,30.05,38.88,53.73,True,True,True,True,True,351,73,gh/1362490
inspect-js/has-symbols,github,npm,has-symbols,64.99,70.41,31.28,100,52.31,100.00,30.21,64.94,47.22,55.17,53.72,True,True,True,True,True,352,189,gh/68573418
sindresorhus/find-up,github,npm,find-up,56.75,67.32,42.96,100,58.18,69.53,40.18,64.94,33.30,49.58,53.71,True,True,True,True,True,353,190,gh/41723004
fastify/fast-uri,github,npm,fast-uri,33.72,59.66,48.57,100,58.48,38.00,53.84,50.00,57.80,49.31,53.70,True,True,True,True,True,354,191,gh/419317518
tukaani-project/xz,github,cpp,xz,50.83,69.92,50.63,0,42.45,73.82,84.05,50.00,68.60,67.92,53.70,True,True,True,True,True,355,34,gh/553665726
sindresorhus/p-map,github,npm,p-map,36.00,60.59,41.58,100,54.61,56.36,41.11,75.40,44.15,52.70,53.65,True,True,True,True,True,356,192,gh/71526722
estools/esrecurse,github,npm,esrecurse,34.79,60.09,39.89,100,53.42,79.06,35.98,92.71,31.83,53.83,53.62,True,False,True,True,False,,,gh/27429822
ljharb/define-properties,github,npm,define-properties,56.92,67.37,30.88,100,50.96,100.00,22.39,72.12,62.77,56.42,53.62,True,True,True,True,True,357,193,gh/28768789
python-hyper/h11,github,pypi,h11,40.06,72.58,48.50,100,60.36,20.83,53.13,72.49,64.19,47.64,53.62,True,False,True,True,False,,,gh/57372073
chalk/slice-ansi,github,npm,slice-ansi,37.60,61.16,38.51,100,52.98,84.16,27.60,72.49,51.43,54.25,53.61,True,True,True,True,True,358,194,gh/43191689
1g4-mirror/libunistring,github,cpp,libunistring,44.27,66.98,29.89,,36.32,100.00,63.87,84.48,72.21,79.01,53.57,True,False,True,True,False,,,gh/1165671691
lukeed/kleur,github,npm,kleur,28.46,57.82,41.26,100,53.38,57.73,29.77,84.48,57.39,53.73,53.55,True,True,True,True,True,359,195,gh/140393403
python/importlib_resources,github,pypi,importlib-resources,31.39,70.02,51.04,100,60.76,81.10,41.04,50.00,29.58,47.10,53.50,True,True,True,True,True,360,74,gh/306147182
axios/axios,github,npm,axios,33.82,59.73,66.58,100,69.30,15.16,78.07,89.47,27.41,41.28,53.49,True,True,True,True,True,361,196,gh/23088740
rust-lang/cc-rs,github,crates,cc,45.34,74.69,59.44,100,67.67,12.21,77.85,72.49,46.17,42.23,53.46,True,True,True,True,True,362,58,gh/26039547
cosmiconfig/cosmiconfig,github,npm,cosmiconfig,40.13,61.92,44.42,100,56.86,38.87,51.06,50.00,64.09,50.22,53.44,True,True,True,True,True,364,197,gh/45750507
freedesktop-unofficial-mirror/cairo,github,cpp,cairo-graphics-library,31.64,58.68,27.16,,31.66,100.00,92.42,98.10,73.04,90.21,53.44,True,True,True,True,True,363,35,gh/34372735
webpack/schema-utils,github,npm,schema-utils,51.67,65.35,44.80,100,58.58,42.01,64.83,50.00,41.33,48.71,53.42,True,True,True,True,True,365,198,gh/80306715
astanin/python-tabulate,github,pypi,tabulate,25.09,66.65,49.72,100,59.01,24.37,72.33,50.00,61.96,48.34,53.41,True,False,True,True,False,,,gh/205875548
teambition/merge2,github,npm,merge2,32.43,59.14,40.02,100,53.17,70.71,28.87,82.26,49.24,53.62,53.39,True,True,True,True,True,366,199,gh/25396227
open-telemetry/opentelemetry-python,github,pypi,opentelemetry-api,56.66,80.20,60.27,100,69.85,11.51,71.09,50.00,67.50,40.77,53.36,True,True,True,True,True,367,75,gh/185478926
cyan4973/xxhash,github,cpp,xxhash,35.31,61.94,52.10,,51.23,37.09,81.54,50.00,61.76,55.28,53.22,True,False,True,True,False,,,gh/19330466
terkelg/sisteransi,github,npm,sisteransi,26.48,57.20,36.47,100,50.25,100.00,17.94,88.17,63.47,56.29,53.18,True,True,True,True,True,368,200,gh/122441239
servo/rust-smallvec,github,crates,smallvec,31.24,69.08,51.41,100,60.88,18.53,50.92,88.04,55.61,46.36,53.13,True,True,True,True,True,369,59,gh/33456236
autotools-mirror/libtool,github,cpp,libtool,26.97,55.93,47.21,,45.77,53.99,69.21,82.26,46.91,61.62,53.11,True,True,True,True,True,370,36,gh/47662711
yargs/cliui,github,npm,cliui,47.75,64.17,41.97,100,56.37,44.03,38.79,50.00,72.45,49.87,53.02,True,True,True,True,True,371,201,gh/34287546
isaacs/core-util-is,github,npm,core-util-is,35.47,60.49,29.79,100,47.47,100.00,20.09,98.84,61.44,59.10,52.97,True,True,True,True,True,372,202,gh/12391440
tritondatacenter/node-extsprintf,github,npm,extsprintf,31.22,58.83,27.97,100,45.79,100.00,29.55,86.48,54.85,61.19,52.93,True,False,True,True,False,,,gh/4058064
feross/run-parallel,github,npm,run-parallel,36.24,60.64,34.20,100,50.21,100.00,18.51,77.30,67.39,55.72,52.89,True,True,True,True,True,373,203,gh/18700638
rogdham/backports.zstd,github,pypi,backports-zstd,57.44,80.23,28.92,,38.90,98.38,70.65,50.00,76.44,71.79,52.85,True,False,True,True,False,,,gh/977687927
chronotope/humantime,github,crates,humantime,26.00,66.85,43.94,100,55.65,60.47,38.72,50.00,54.08,50.16,52.83,True,False,True,True,False,,,gh/59320323
sindresorhus/globby,github,npm,globby,39.84,61.80,54.97,100,63.15,65.76,47.78,56.07,21.61,44.17,52.81,True,True,True,True,True,374,204,gh/21069494
websocket-client/websocket-client,github,pypi,websocket-client,28.38,68.19,52.07,100,60.90,78.94,61.68,64.94,13.89,45.78,52.80,True,False,True,True,False,,,gh/1202362
mcollina/fastq,github,npm,fastq,36.06,60.60,46.16,100,57.36,63.56,35.93,50.00,48.60,48.54,52.77,True,True,True,True,True,375,205,gh/37368217
apache/arrow-rs,github,crates,arrow-schema,26.24,66.89,63.70,,59.42,8.22,92.51,87.32,72.54,46.85,52.76,True,True,True,True,True,376,60,gh/358917250
stream-utils/destroy,github,npm,destroy,25.33,56.71,30.18,100,46.31,100.00,28.72,84.48,53.67,60.07,52.74,True,False,True,True,False,,,gh/15544623
raynos/function-bind,github,npm,function-bind,77.46,74.48,37.36,100,57.61,94.61,21.06,50.00,54.51,48.27,52.73,True,True,True,True,True,377,206,gh/10727014
sindresorhus/p-limit,github,npm,p-limit,71.72,72.62,45.34,100,61.64,71.34,23.36,50.00,49.16,44.99,52.66,True,True,True,True,True,378,207,gh/71542716
raszi/node-tmp,github,npm,tmp,33.31,59.48,51.52,100,60.19,42.87,56.19,72.49,25.60,45.98,52.61,True,False,True,True,False,,,gh/2313213
sinonjs/commons,github,npm,@sinonjs/commons,38.59,61.46,41.86,100,55.12,97.19,29.24,79.41,28.11,50.19,52.60,True,True,True,True,True,379,208,gh/143001748
istanbuljs/schema,github,npm,@istanbuljs/schema,32.62,59.19,32.95,100,48.95,100.00,25.38,50.00,80.23,56.49,52.59,True,True,True,True,True,381,210,gh/211950686
mm2/little-cms,github,cpp,lcms,30.96,58.54,52.56,0,40.49,80.59,83.84,50.00,64.42,68.30,52.59,True,False,True,True,False,,,gh/507969
pillarjs/parseurl,github,npm,parseurl,33.46,59.58,35.80,100,50.78,90.87,39.84,50.00,48.59,54.46,52.59,True,True,True,True,True,380,209,gh/17533192
syntax-tree/unist-util-is,github,npm,unist-util-is,25.46,56.75,38.56,100,51.36,91.04,38.51,72.12,33.05,53.77,52.55,True,True,True,True,True,382,211,gh/41795086
auth0/node-jwa,github,npm,jwa,26.66,57.24,36.81,100,50.48,70.71,33.30,50.00,75.94,54.68,52.54,True,True,False,True,False,,,gh/8116861
inspect-js/is-core-module,github,npm,is-core-module,45.86,63.77,39.28,100,54.53,97.66,27.32,59.24,41.57,50.63,52.54,True,True,True,True,True,383,212,gh/24578130
kevinbeaty/any-promise,github,npm,any-promise,27.43,57.52,20.64,100,40.88,100.00,37.13,96.52,57.99,67.52,52.54,True,False,True,True,False,,,gh/26247715
dtolnay/dissimilar,github,crates,dissimilar,39.13,72.22,36.30,,41.14,96.08,53.77,50.00,78.19,67.04,52.52,True,True,True,True,True,384,61,gh/229514821
realpython/pytest-mypy,github,pypi,pytest-mypy,43.73,74.45,43.41,,47.33,97.90,42.09,77.30,35.99,58.19,52.48,True,False,True,True,False,,,gh/69576530
juliangruber/balanced-match,github,npm,balanced-match,73.25,73.04,41.34,100,59.43,85.65,30.42,50.00,35.34,46.32,52.47,True,True,True,True,True,385,213,gh/13538817
troygoode/node-require-directory,github,npm,require-directory,29.91,58.25,25.19,100,43.93,100.00,31.07,95.78,51.66,62.62,52.45,True,False,True,True,False,,,gh/3053807
rust-itertools/itertools,github,crates,itertools,35.74,71.27,54.77,100,63.56,20.22,57.50,50.00,60.11,43.24,52.42,True,True,True,True,True,386,62,gh/22360263
lukeed/escalade,github,npm,escalade,43.73,63.18,33.69,100,50.90,86.90,22.89,86.48,49.28,53.96,52.41,True,True,True,True,True,388,215,gh/273568715
yargs/yargs,github,npm,yargs,49.35,64.77,56.10,100,65.07,16.73,61.95,50.00,61.32,42.22,52.41,True,True,True,True,True,387,214,gh/14210523
react/create-react-app,github,npm,confusing-browser-globals,32.29,59.10,57.85,100,63.85,6.40,83.89,72.49,87.18,42.92,52.35,True,True,False,True,False,,,gh/63537249
feross/ieee754,github,npm,ieee754,55.33,66.82,32.27,100,51.58,100.00,23.11,77.30,44.57,53.12,52.34,True,True,True,True,True,389,216,gh/15489525
rust-random/rand_core,github,crates,rand_core,55.34,76.66,43.11,100,59.07,55.44,30.04,82.06,33.14,46.13,52.20,True,True,True,True,True,390,63,gh/1086593277
matplotlib/matplotlib,github,pypi,matplotlib,26.15,67.08,68.52,100,70.43,12.06,92.42,50.00,39.90,38.62,52.15,True,True,True,True,True,391,76,gh/1385122
sindresorhus/camelcase,github,npm,camelcase,52.42,65.62,46.25,100,59.55,65.27,38.85,64.94,26.35,45.64,52.13,True,True,True,True,True,392,217,gh/25116836
sailfishos-mirror/bzip2,github,cpp,bzip2,30.74,58.48,30.02,,33.67,100.00,74.53,72.49,77.93,80.55,52.08,True,False,True,True,False,,,gh/251322671
ajv-validator/ajv-formats,github,npm,ajv-formats,32.67,59.19,40.58,100,53.53,63.96,29.08,72.12,48.89,50.61,52.05,True,True,True,True,True,393,218,gh/281084700
jshttp/mime-types,github,npm,mime-types,51.55,65.32,47.03,100,59.91,76.27,33.94,50.00,32.27,45.21,52.04,True,True,True,True,True,394,219,gh/19380178
pexpect/ptyprocess,github,pypi,ptyprocess,33.00,70.77,43.95,100,56.75,21.43,51.31,84.48,55.67,47.69,52.02,True,False,True,True,False,,,gh/24727748
jamesmunns/postcard,github,crates,postcard,42.36,73.71,47.68,,50.27,33.74,77.68,50.00,63.98,53.81,52.01,True,False,True,True,False,,,gh/179385478
micromatch/is-glob,github,npm,is-glob,58.13,67.85,32.27,100,51.96,41.65,44.68,77.30,51.12,52.07,52.01,True,True,True,True,True,395,220,gh/28179425
sindresorhus/strip-json-comments,github,npm,strip-json-comments,40.64,62.04,39.81,100,54.15,76.03,35.65,75.40,30.46,49.95,52.01,True,True,True,True,True,396,221,gh/14468669
gitpython-developers/smmap,github,pypi,smmap,32.63,70.55,45.45,100,57.59,58.45,46.85,50.00,35.48,46.95,52.00,True,True,True,True,True,397,77,gh/1865144
mhammond/pywin32,github,pypi,pywin32,41.62,73.35,47.79,,50.21,38.69,96.88,72.49,30.69,53.74,51.95,True,False,True,True,False,,,gh/108187130
pyca/bcrypt,github,pypi,bcrypt,25.93,66.99,50.58,100,59.64,68.50,36.95,50.00,33.16,45.26,51.95,True,False,True,True,False,,,gh/9993757
jonschlinkert/is-plain-object,github,npm,is-plain-object,55.63,67.03,36.13,100,53.94,100.00,12.69,92.71,53.18,50.01,51.94,True,True,True,True,True,398,222,gh/24306940
rust-lang/log,github,crates,log,56.76,77.37,55.99,100,67.01,31.53,48.73,50.00,33.99,40.20,51.90,True,True,True,True,True,399,64,gh/27974762
kpdecker/jsdiff,github,npm,diff,31.77,58.97,51.96,100,60.25,87.01,63.62,50.00,14.34,44.63,51.86,True,False,True,True,False,,,gh/1542219
debian/giflib,gitlab,cpp,giflib,27.78,56.35,,,42.06,35.54,76.18,91.63,66.80,63.80,51.80,True,True,True,True,True,400,37,gl/debian-12522
pillarjs/finalhandler,github,npm,finalhandler,28.97,57.96,43.90,100,55.03,64.53,36.17,50.00,48.11,48.68,51.76,True,True,True,True,True,401,223,gh/20547377
inspect-js/is-accessor-descriptor,github,npm,is-accessor-descriptor,38.12,61.28,32.18,100,49.25,100.00,31.22,59.24,47.18,54.35,51.74,True,True,True,True,True,402,224,gh/41658954
huggingface/huggingface_hub,github,pypi,huggingface-hub,25.19,66.71,58.18,100,64.10,13.15,78.37,50.00,58.97,41.75,51.73,True,True,False,True,False,,,gh/323591830
json-c/json-c,github,cpp,json-c,39.69,64.35,51.30,,51.48,25.93,81.16,82.06,42.32,51.99,51.73,True,False,True,True,False,,,gh/1139119
mafintosh/tar-stream,github,npm,tar-stream,26.34,57.10,45.62,100,55.72,72.68,48.47,72.12,20.95,48.03,51.73,True,True,True,True,True,403,225,gh/15340089
sindresorhus/import-fresh,github,npm,import-fresh,38.52,61.45,40.05,100,54.03,82.46,20.94,72.12,48.28,49.52,51.73,True,True,True,True,True,405,226,gh/22020904
xorg/proto/xorgproto,gitlab,cpp,xorgproto,36.87,63.55,,,50.21,30.83,76.88,50.00,68.03,53.29,51.73,True,True,True,True,True,404,38,gl/freedesktop-788
gitpython-developers/gitdb,github,pypi,gitdb,26.59,67.18,47.98,100,58.16,29.46,53.86,50.00,56.44,46.00,51.72,True,True,True,True,True,406,78,gh/1126093
jprichardson/node-jsonfile,github,npm,jsonfile,43.47,63.13,41.00,100,55.26,66.33,30.96,75.40,35.46,48.41,51.72,True,False,True,True,False,,,gh/5754307
motdotla/dotenv,github,npm,dotenv,35.41,60.48,59.87,100,65.51,84.18,38.68,50.00,17.06,40.82,51.71,True,True,True,True,True,407,227,gh/11205780
jbgutierrez/path-parse,github,npm,path-parse,42.11,62.72,44.19,100,57.00,61.24,17.44,97.36,46.25,46.83,51.67,True,False,True,True,False,,,gh/34113780
sindresorhus/pify,github,npm,pify,47.04,64.01,39.99,100,55.10,68.47,33.10,72.12,33.74,48.46,51.67,True,True,True,True,True,408,228,gh/41585934
davidhalter/parso,github,pypi,parso,26.04,67.01,50.65,100,59.69,16.14,77.05,50.00,63.97,44.66,51.63,True,True,True,True,True,409,79,gh/90668463
burntsushi/quickcheck,github,crates,quickcheck,57.52,77.59,49.21,100,63.04,29.42,33.69,50.00,64.18,42.23,51.60,True,True,True,True,True,410,65,gh/17559913
isaacs/package-json-from-dist,github,npm,package-json-from-dist,38.86,61.55,23.23,100,43.98,100.00,26.55,95.78,52.75,60.52,51.59,True,True,True,True,True,411,229,gh/800543709
jonschlinkert/has-values,github,npm,has-values,33.41,59.56,22.27,100,42.66,100.00,28.04,92.71,58.11,62.34,51.57,True,True,True,True,True,412,230,gh/33009186
rust-lang/hashbrown,github,crates,hashbrown,33.29,70.60,53.27,100,62.35,12.49,57.86,72.49,62.05,42.46,51.45,True,True,True,True,True,413,66,gh/155119796
sindresorhus/object-assign,github,npm,object-assign,40.34,61.96,38.43,100,53.29,70.71,24.05,72.12,49.51,49.64,51.43,True,True,True,True,True,414,231,gh/16457190
pyasn1/pyasn1-modules,github,pypi,pyasn1-modules,49.43,76.22,41.63,100,57.54,36.82,65.85,50.00,36.68,45.92,51.40,True,True,True,True,True,415,80,gh/512723354
sindresorhus/resolve-from,github,npm,resolve-from,52.94,65.93,36.46,100,53.76,100.00,16.12,72.12,49.43,48.96,51.30,True,True,True,True,True,416,232,gh/22022707
floatdrop/require-from-string,github,npm,require-from-string,39.55,61.77,28.92,100,47.48,100.00,18.56,95.78,52.93,55.38,51.28,True,False,True,False,False,,,gh/39301848
rust-lang/libc,github,crates,libc,63.27,80.60,62.53,100,71.91,7.10,91.38,50.00,55.13,36.57,51.28,True,True,True,True,True,417,67,gh/29197565
aio-libs/frozenlist,github,pypi,frozenlist,39.81,72.55,45.24,100,58.38,66.83,28.51,50.00,42.92,44.97,51.24,True,True,True,True,True,418,81,gh/204197530
comex/rust-shlex,github,crates,shlex,27.37,67.35,39.22,100,53.00,36.21,40.26,72.49,56.92,49.52,51.23,True,False,True,True,False,,,gh/37886228
lovell/detect-libc,github,npm,detect-libc,25.00,56.60,39.63,100,51.94,79.90,32.77,51.85,47.99,50.52,51.23,True,False,True,True,False,,,gh/96149091
jonschlinkert/word-wrap,github,npm,word-wrap,28.50,57.83,47.72,100,57.26,65.62,20.52,84.48,38.54,45.76,51.19,True,True,True,True,True,419,233,gh/18260583
inspect-js/is-regex,github,npm,is-regex,35.24,60.38,38.27,100,52.52,100.00,20.09,50.00,61.44,49.84,51.16,True,True,True,True,True,420,234,gh/15930063
servo/rust-url,github,crates,percent-encoding,41.60,73.39,53.45,100,63.57,8.71,75.28,72.49,60.47,41.17,51.16,True,True,True,True,True,421,68,gh/14934771
inspect-js/which-typed-array,github,npm,which-typed-array,46.55,63.93,36.96,100,53.22,98.71,22.57,53.33,49.10,49.15,51.14,True,True,True,True,True,422,235,gh/43708371
sindresorhus/quick-lru,github,npm,quick-lru,28.58,57.84,42.76,100,54.30,75.58,32.76,59.24,36.53,48.11,51.11,True,True,True,True,True,423,236,gh/86679721
chalk/ansi-styles,github,npm,ansi-styles,74.44,73.32,42.22,100,60.11,59.67,22.81,72.49,35.38,43.22,50.97,True,True,True,True,True,424,237,gh/11803168
react/metro,github,npm,metro-source-map,30.16,58.38,52.62,,50.53,21.10,86.17,50.00,76.72,51.39,50.96,True,True,False,True,False,,,gh/76504246
jonschlinkert/global-prefix,github,npm,global-prefix,29.09,58.00,31.86,100,47.82,100.00,20.37,75.40,56.39,54.25,50.93,True,True,True,True,True,425,238,gh/31455984
criterion-rs/criterion.rs,github,crates,criterion,64.61,80.85,53.82,100,66.84,15.30,59.10,50.00,50.10,38.79,50.92,True,False,True,True,False,,,gh/1081104682
pixman/pixman,gitlab,cpp,pixman,25.52,54.76,,,40.14,28.99,84.83,87.32,81.09,64.60,50.92,True,True,True,True,True,427,39,gl/freedesktop-158
proptest-rs/proptest,github,crates,proptest,37.94,71.81,53.33,100,62.97,12.50,64.25,50.00,71.51,41.17,50.92,True,False,True,True,False,,,gh/94702898
tox-dev/platformdirs,github,pypi,platformdirs,45.05,74.54,54.26,100,64.51,31.42,43.40,50.00,38.31,40.20,50.92,True,True,True,True,True,426,82,gh/367032142
es-shims/string.prototype.trimend,github,npm,string.prototype.trimend,27.50,57.54,34.99,100,49.50,100.00,19.25,64.94,60.00,52.33,50.90,True,True,True,True,True,428,239,gh/114682758
isaacs/yallist,github,npm,yallist,52.30,65.61,28.64,100,48.97,86.90,27.70,95.78,33.91,52.88,50.89,True,True,True,True,True,429,240,gh/48222381
sailfishos-mirror/readline,github,cpp,readline,40.19,64.47,21.54,,29.24,100.00,88.30,95.78,72.63,88.53,50.88,True,False,True,True,False,,,gh/251362875
isaacs/isexe,github,npm,isexe,57.95,67.77,27.43,100,49.03,91.36,25.41,50.00,66.48,52.71,50.84,True,True,True,True,True,430,241,gh/49804297
rust-random/getrandom,github,crates,getrandom,49.37,75.66,52.60,100,64.06,38.06,38.90,50.00,35.40,40.23,50.77,True,True,True,True,True,431,69,gh/166545969
burntsushi/winapi-util,github,crates,winapi-util,48.84,75.37,38.31,100,55.41,77.37,23.89,53.33,47.43,46.50,50.76,True,True,True,True,True,432,70,gh/146040682
gulpjs/glob-parent,github,npm,glob-parent,49.13,64.73,46.30,100,59.17,38.73,22.96,82.06,49.09,43.50,50.73,True,True,True,True,True,433,242,gh/29154915
mathiasbynens/regexpu-core,github,npm,regexpu-core,33.87,59.77,39.68,100,53.17,40.27,64.78,79.41,26.34,48.33,50.69,True,True,True,True,True,434,243,gh/49437324
gcc-mirror/gcc,github,cpp,gcc,69.56,82.86,68.29,,70.27,2.98,99.68,82.26,72.39,36.47,50.62,True,True,True,True,True,435,40,gh/22711503
theskumar/python-dotenv,github,pypi,python-dotenv,28.12,68.06,54.19,100,62.13,32.12,42.21,50.00,42.68,41.24,50.62,True,False,True,True,False,,,gh/23727790
iarna/aproba,github,npm,aproba,28.77,57.90,29.22,100,46.20,70.71,26.25,100.00,50.72,55.39,50.59,True,False,True,True,False,,,gh/31432421
tjguk/wmi,github,pypi,wmi,27.15,67.59,23.71,,29.63,100.00,62.62,98.84,89.70,86.32,50.57,True,False,True,True,False,,,gh/23124645
rayon-rs/either,github,crates,either,36.54,71.47,45.28,100,57.97,57.34,26.60,56.07,43.96,44.03,50.52,True,True,True,True,True,436,71,gh/42479602
jonathanong/ee-first,github,npm,ee-first,42.53,62.82,20.96,100,43.11,100.00,20.96,92.71,63.04,59.16,50.50,True,False,True,True,False,,,gh/20707897
jonschlinkert/define-property,github,npm,define-property,49.46,64.78,26.98,100,47.61,100.00,18.87,95.78,45.19,53.46,50.45,True,True,True,True,True,437,244,gh/40633359
scikit-learn/scikit-learn,github,pypi,scikit-learn,25.72,66.92,69.87,100,71.19,4.16,88.37,85.17,52.19,35.75,50.45,True,True,True,True,True,438,83,gh/843222
raynos/xtend,github,npm,xtend,29.29,58.08,39.20,100,52.26,100.00,14.83,84.48,44.38,48.56,50.38,True,True,True,False,False,,,gh/4419184
pydantic/typing-inspection,github,pypi,typing-inspection,30.00,68.78,30.14,,34.95,87.90,52.10,77.30,78.40,72.58,50.37,True,True,True,True,True,439,84,gh/930576948
gnome/gdk-pixbuf,gitlab,cpp,gdk-pixbuf,25.39,54.75,,,40.07,31.73,81.67,92.34,66.93,63.26,50.35,True,True,True,True,True,440,41,gl/gnome-1548
es-shims/es-set-tostringtag,github,npm,es-set-tostringtag,31.36,58.88,29.29,100,46.60,100.00,22.02,72.12,54.98,54.36,50.33,True,True,True,True,True,441,245,gh/580683868
inspect-js/has-proto,github,npm,has-proto,28.89,57.93,29.96,100,46.66,100.00,20.40,72.12,58.98,54.27,50.32,True,True,True,True,True,442,246,gh/577580747
langchain-ai/langchain,github,pypi,langchain-core,27.87,67.99,68.73,100,70.82,4.72,90.69,96.41,39.58,35.75,50.32,True,True,False,True,False,,,gh/552661142
