repo,repo_id,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_links,has_funding_yml,funding_link_platforms,has_funding_json,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,bf_maintainer_fundable,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
dtolnay/unicode-ident,gh/492639579,True,126,0,126,11.68,109,29,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,49,True,True
eemeli/yaml,gh/119439276,True,4,0,4,37.23,1657,150,True,True,"github,tidelift",True,True,https://github.com/sponsors/eemeli,False,,True,5,,0,100.0,,,,,1,72,True,True
ehmicky/human-signals,gh/214467546,False,0,0,0,100.0,286,14,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
eliben/pycparser,gh/10589864,False,0,0,0,100.0,3537,642,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
emotion-js/emotion,gh/92570536,False,0,1,1,42.79,18010,1133,True,True,open_collective,False,False,,False,,True,1,emotion,14576.64,3.28,,,,,1,24,True,True
encode/httpcore,gh/237210639,True,32,0,32,18.67,540,164,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,57,True,True
encode/httpx,gh/179492861,True,32,0,32,18.67,15243,1133,True,True,github,False,False,,False,,False,1,,0,100.0,,,,,1,57,True,True
epoberezkin/fast-deep-equal,gh/94483360,True,14,0,14,26.75,2046,112,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,64,True,True
epoberezkin/fast-json-stable-stringify,gh/108103016,True,14,0,14,26.75,321,37,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,64,True,True
epoberezkin/json-schema-traverse,gh/93333933,True,14,0,14,26.75,103,20,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,64,True,True
es-shims/array-includes,gh/28753032,False,0,0,0,100.0,43,13,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/dunder-proto,gh/898274312,False,0,0,0,100.0,1,1,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/es-object-atoms,gh/773229339,False,0,0,0,100.0,5,2,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/es-set-tostringtag,gh/580683868,False,0,0,0,100.0,2,2,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/math-intrinsics,gh/902014040,False,0,0,0,100.0,2,1,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/object.values,gh/41723335,False,0,0,0,100.0,72,7,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
es-shims/regexp.prototype.flags,gh/26932422,False,0,0,0,100.0,8,10,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
es-shims/string.prototype.trimend,gh/114682758,False,0,0,0,100.0,5,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
es-shims/string.prototype.trimstart,gh/114682105,False,0,0,0,100.0,4,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
eslint-community/eslint-utils,gh/568240379,False,0,0,0,100.0,23,12,True,True,"github,open_collective,tidelift",False,True,https://opencollective.com/eslint,False,,True,4,,0,100.0,,,,,1,79,True,True
eslint/doctrine,gh/4286644,,,0,0,100.0,461,69,,,,False,False,,False,,False,0,eslint,43757.98,1.42,,,,,1,24,True,True
eslint/eslint,gh/11061773,True,68,0,68,16.38,27221,4974,True,True,"github,open_collective,tidelift",False,True,https://eslint.org/donate,False,,True,4,eslint,43757.98,1.42,lf/openjs,nonprofit,,,0.5,11,True,True
eslint/js,gh/27620277,True,68,0,68,16.38,2379,225,True,True,"github,open_collective,tidelift",False,True,https://opencollective.com/eslint,False,,True,4,eslint,43757.98,1.42,,,,,1,13,True,True
eslint/rewrite,gh/791446923,True,68,0,68,16.38,333,44,True,True,"github,open_collective,tidelift",False,False,,False,,True,3,eslint,43757.98,1.42,,,,,1,13,True,True
estools/escodegen,gh/3611422,False,0,0,0,100.0,2687,336,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
estools/esquery,gh/11412938,False,0,0,0,100.0,886,94,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
estools/esrecurse,gh/27429822,False,0,0,0,100.0,80,18,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
estools/estraverse,gh/6145439,False,0,0,0,100.0,967,134,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
estools/esutils,gh/14677293,False,0,0,0,100.0,123,28,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
ethers-io/ethers.js,gh/63465664,True,6,0,6,33.73,8659,2109,True,True,"github,custom",False,True,https://gitcoin.co/grants/13/ethersjs-complete-simple-and-tiny-2,False,,False,3,ethers,145,17.03,,,,,1,39,True,True
evanw/esbuild,gh/61137153,False,0,0,0,100.0,39865,1304,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
evanw/node-source-map-support,gh/7682781,False,0,0,0,100.0,2193,223,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
eventualbuddha/lines-and-columns,gh/47284288,False,0,1,1,42.79,27,6,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,75,False,True
executablebooks/markdown-it-py,gh/249956697,False,0,0,0,100.0,1291,100,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
executablebooks/mdurl,gh/387293763,False,0,0,0,100.0,14,11,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
exodusoss/bytes,gh/885154008,False,0,0,0,100.0,14,5,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
expressjs/body-parser,gh/15669006,False,0,0,0,100.0,5501,753,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
expressjs/serve-static,gh/17464338,False,0,0,0,100.0,1424,240,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
facebook/prop-types,gh/87597642,,,0,0,100.0,4455,348,,,,False,False,,False,,False,0,for-the-mage,0,100.0,,,,,1,100,True,True
facebook/regenerator,gh/13346571,,,0,0,100.0,3831,1140,,,,False,False,,False,,False,0,for-the-mage,0,100.0,,,,,1,100,True,True
facebook/watchman,gh/6930489,False,0,0,0,100.0,13570,1060,False,False,,False,False,,False,,True,0,,0,100.0,,,meta.com,company,0,1,True,False
facebook/zstd,gh/29759715,False,0,0,0,100.0,27026,2465,False,False,,False,False,,False,,False,0,,0,100.0,,,meta.com,company,0,1,True,False
facelessuser/soupsieve,gh/160789418,True,12,0,12,28.06,266,48,True,True,"github,custom",False,False,,False,,True,2,,0,100.0,,,,,1,65,True,True
fastify/fast-uri,gh/419317518,True,13,0,13,27.29,102,12,True,True,"github,open_collective",False,True,https://github.com/sponsors/fastify,False,,True,3,,0,100.0,,,,,1,65,True,True
faye/websocket-driver-node,gh/9733816,False,0,0,0,100.0,109,34,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
fb55/boolbase,gh/16864585,True,6,0,6,33.73,20,6,True,True,github,False,True,https://github.com/sponsors/fb55,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/css-select,gh/3411063,True,6,0,6,33.73,629,77,True,True,github,False,True,https://github.com/sponsors/fb55,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/css-what,gh/4460687,True,6,0,6,33.73,246,49,True,True,github,False,True,https://github.com/sponsors/fb55,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/domelementtype,gh/6627835,True,6,0,6,33.73,29,19,True,True,github,False,True,https://github.com/sponsors/fb55,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/domhandler,gh/5414232,True,6,0,6,33.73,364,67,True,True,github,False,True,https://github.com/fb55/domhandler?sponsor=1,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/domutils,gh/6627949,True,6,0,6,33.73,224,62,True,True,github,False,True,https://github.com/fb55/domutils?sponsor=1,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/entities,gh/3172629,True,6,0,6,33.73,378,73,True,True,github,False,True,https://github.com/fb55/entities?sponsor=1,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/htmlparser2,gh/2279062,True,6,0,6,33.73,4777,396,True,True,github,False,True,https://github.com/fb55/htmlparser2?sponsor=1,False,,True,2,,0,100.0,,,,,1,70,True,True
fb55/nth-check,gh/16864923,True,6,0,6,33.73,63,32,True,True,github,False,True,https://github.com/fb55/nth-check?sponsor=1,False,,True,2,,0,100.0,,,,,1,70,True,True
felixge/node-combined-stream,gh/1787452,False,0,0,0,100.0,144,34,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
felixge/node-delayed-stream,gh/1783893,False,0,0,0,100.0,55,15,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
feross/buffer,gh/14494363,True,8,0,8,30.9,1882,259,True,True,"github,tidelift",False,True,https://github.com/sponsors/feross,False,,True,3,,0,100.0,,,,,1,68,True,True
feross/ieee754,gh/15489525,True,8,0,8,30.9,122,39,True,True,"github,tidelift",False,True,https://github.com/sponsors/feross,False,,True,3,,0,100.0,,,,,1,68,True,True
feross/is-buffer,gh/25997846,True,8,0,8,30.9,93,33,True,True,"github,tidelift",False,True,https://github.com/sponsors/feross,False,,True,3,,0,100.0,,,,,1,68,True,True
feross/queue-microtask,gh/207021895,True,8,0,8,30.9,189,15,True,True,github,False,True,https://github.com/sponsors/feross,False,,True,2,,0,100.0,,,,,1,68,True,True
feross/run-parallel,gh/18700638,True,8,0,8,30.9,387,17,True,True,github,False,True,https://github.com/sponsors/feross,False,,True,2,,0,100.0,,,,,1,68,True,True
feross/safe-buffer,gh/49538897,True,8,0,8,30.9,351,41,True,True,"github,tidelift",False,True,https://github.com/sponsors/feross,False,,True,3,,0,100.0,,,,,1,68,True,True
ffmpeg/ffmpeg,gh/1614410,True,40,0,40,17.69,59336,13746,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,56,True,True
firebase/firebase-js-sdk,gh/89290483,False,0,0,0,100.0,5109,1009,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
fitzgen/glob-to-regexp,gh/11461122,,,,0,100.0,150,24,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
floatdrop/require-from-string,gh/39301848,,,,0,100.0,298,33,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
floating-ui/floating-ui,gh/54994103,True,1,0,1,42.79,32577,1679,True,True,"github,open_collective",False,False,,False,,False,2,floating-ui,10404.82,3.93,,,,,1,26,True,True
follow-redirects/follow-redirects,gh/6697086,False,0,0,0,100.0,581,180,True,True,github,False,True,https://github.com/sponsors/RubenVerborgh,False,,True,2,,0,100.0,,,,,1,79,True,True
form-data/form-data,gh/1755793,False,0,0,0,100.0,2347,390,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
formatjs/formatjs,gh/19117456,False,0,0,0,100.0,14707,1385,False,False,,False,False,,False,,False,0,formatjs,80,17.47,,,,,1,56,True,True
freedesktop-unofficial-mirror/cairo,gh/34372735,False,0,0,0,100.0,0,0,False,False,,False,False,,False,,False,0,,0,100.0,freedesktop.org,nonprofit,,,0.5,79,True,True
freetype/freetype,gh/187000659,False,0,0,0,100.0,816,402,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
frenic/csstype,gh/104001328,False,0,0,0,100.0,1815,75,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
frommi/miniz_oxide,gh/96124162,False,0,0,0,100.0,233,71,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
fsevents/fsevents,gh/1402936,False,0,0,0,100.0,568,119,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
fsspec/filesystem_spec,gh/130727736,False,0,0,0,100.0,1306,440,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
fsspec/s3fs,gh/53987953,False,0,0,0,100.0,1023,290,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
garycourt/uri-js,gh/989080,False,0,0,0,100.0,317,65,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gcc-mirror/gcc,gh/22711503,False,0,0,0,100.0,10877,4745,False,False,,False,False,,False,,False,0,,0,100.0,fsf/gnu,nonprofit,,,0.5,79,True,True
getsentry/sentry-javascript,gh/3328572,False,0,0,0,100.0,8642,1767,True,True,custom,False,False,,False,,True,1,,0,100.0,,,sentry.io,company,0,1,True,False
giampaolo/psutil,gh/20101515,True,6,0,6,33.73,11150,1477,True,True,"github,tidelift,open_collective,custom",False,False,,False,,True,4,psutil,82.92,17.36,,,,,1,39,True,True
git/git,gh/36502,False,0,0,0,100.0,60617,27847,False,False,,False,False,,False,,False,0,,0,100.0,sfc,nonprofit,,,0.5,79,True,True
gitlab-freedesktop-mirrors/libxcb,gh/444023705,False,0,0,0,100.0,1,1,False,False,,False,False,,False,,False,0,,0,100.0,xorg,nonprofit,,,0.5,79,True,True
gitoxidelabs/gitoxide,gh/136510559,False,0,0,0,100.0,11239,455,True,True,"github,open_collective",False,False,,False,,True,2,,0,100.0,,,,,1,100,True,True
gitpython-developers/gitdb,gh/1126093,False,0,0,0,100.0,225,68,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
gitpython-developers/smmap,gh/1865144,False,0,0,0,100.0,74,31,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
gkz/levn,gh/13287279,False,0,0,0,100.0,86,8,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gkz/optionator,gh/13435927,False,0,0,0,100.0,166,16,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gkz/prelude-ls,gh/4457759,False,0,0,0,100.0,427,58,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gkz/type-check,gh/13182168,False,0,0,0,100.0,211,16,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gmp-mirror/gmp,gh/681340775,False,0,0,0,100.0,25,7,False,False,,False,False,,False,,False,0,,0,100.0,fsf/gnu,nonprofit,,,0.5,79,True,True
gnome/pango,gh/4537144,False,0,0,0,100.0,182,51,False,False,,False,False,,False,,False,0,,0,100.0,gnome,nonprofit,,,0.5,79,True,True
google/brotli,gh/24993138,False,0,0,0,100.0,14674,1337,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
google/zerocopy,gh/534354967,False,0,0,0,100.0,2279,151,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
googleapis/google-cloud-python,gh/16316451,False,0,0,0,100.0,5275,1683,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
googleapis/python-cloud-core,gh/226992462,,,0,0,100.0,34,19,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
googleapis/python-crc32c,gh/159736041,,,0,0,100.0,28,33,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
googlechrome/workbox,gh/55424670,False,0,0,0,100.0,12938,872,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
grahamdumpleton/wrapt,gh/10357291,True,0,0,0,100.0,2281,246,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
grantjenks/python-sortedcontainers,gh/17144859,False,0,0,0,100.0,3933,228,False,False,,False,False,,False,,False,0,python-sortedcontainers,0,100.0,,,,,1,100,True,True
graydon/exhaustigen-rs,gh/432630522,False,0,0,0,100.0,66,7,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
gregberge/svgr,gh/102155012,True,2,0,2,40.5,11027,438,True,True,"github,open_collective",False,True,https://github.com/sponsors/gregberge,False,,True,3,,0,100.0,,,,,1,74,True,True
grncdr/merge-stream,gh/10579821,False,0,0,0,100.0,212,15,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
grpc/grpc,gh/27729880,False,0,0,0,100.0,44676,11138,False,False,,False,False,,False,,False,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
gsnedders/python-webencodings,gh/7043404,False,0,0,0,100.0,39,34,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
guillaumegomez/doc-comment,gh/127254922,True,11,0,11,28.38,102,5,True,True,"github,patreon",False,False,,False,,True,2,,0,100.0,,,,,1,66,True,True
gulpjs/glob-parent,gh/29154915,True,8,0,8,30.9,83,51,True,True,"github,tidelift,open_collective",False,False,,False,,True,3,gulpjs,11722.14,3.71,,,,,1,23,True,True
gweis/isodate,gh/6449370,False,0,0,0,100.0,174,63,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
gyscos/zstd-rs,gh/52115335,False,0,0,0,100.0,634,131,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
hapijs/hoek,gh/5831189,False,0,0,0,100.0,483,178,False,False,,False,False,,False,,True,0,hapijs,11518.81,3.82,,,,,1,34,True,True
harfbuzz/harfbuzz,gh/5050525,False,0,0,0,100.0,5584,728,False,False,,False,False,,False,,False,0,harfbuzz,0,100.0,,,,,1,100,True,True
hiddentao/fast-levenshtein,gh/9490451,False,0,0,0,100.0,611,50,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
httplib2/httplib2,gh/53002916,False,0,0,0,100.0,509,190,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
huggingface/huggingface_hub,gh/323591830,False,0,5,5,34.72,3552,1000,False,False,,False,False,,False,,False,0,,0,100.0,,,huggingface.co,company,0,1,True,False
hukkin/tomli,gh/370616797,False,0,0,0,100.0,560,55,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
hyperium/http,gh/84983058,False,0,0,0,100.0,1326,361,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
hyperium/http-body,gh/183281612,False,0,0,0,100.0,162,67,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
iarna/aproba,gh/31432421,False,0,0,0,100.0,133,15,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
import-js/eslint-plugin-import,gh/32238354,False,0,0,0,100.0,5906,1545,True,True,"github,open_collective,tidelift",False,False,,False,,True,3,eslint-plugin-import,1650.40,6.22,,,,,1,40,True,True
indexmap-rs/indexmap,gh/68294628,False,0,0,0,100.0,2349,187,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
indutny/bn.js,gh/19176350,True,6,2,8,30.9,1230,153,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,68,True,True
indygreg/python-zstandard,gh/67307930,True,8,0,8,30.9,628,114,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,68,True,True
inikulin/parse5,gh/8862593,False,0,0,0,100.0,3886,251,True,True,"github,open_collective",False,True,https://github.com/inikulin/parse5?sponsor=1,False,,False,3,parse5,45,17.58,,,,,1,56,True,True
inspect-js/array-buffer-byte-length,gh/607836784,False,0,0,0,100.0,2,0,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/available-typed-arrays,gh/235965505,False,0,0,0,100.0,3,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/functions-have-names,gh/198357138,False,0,0,0,100.0,9,1,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/has-bigints,gh/201714166,False,0,0,0,100.0,8,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/has-property-descriptors,gh/481834578,False,0,0,0,100.0,3,1,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/has-proto,gh/577580747,False,0,0,0,100.0,6,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/has-symbols,gh/68573418,False,0,0,0,100.0,18,6,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/has-tostringtag,gh/392913710,False,0,0,0,100.0,5,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/hasown,gh/703350811,False,0,0,0,100.0,2,1,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/is-accessor-descriptor,gh/41658954,False,0,0,0,100.0,15,4,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/is-arguments,gh/15725461,False,0,0,0,100.0,17,7,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/is-array-buffer,gh/45977026,False,0,0,0,100.0,13,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-bigint,gh/149682261,False,0,0,0,100.0,7,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-boolean-object,gh/34700259,False,0,0,0,100.0,8,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-callable,gh/30012910,False,0,0,0,100.0,42,9,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-core-module,gh/24578130,False,0,0,0,100.0,26,11,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-data-descriptor,gh/41659073,False,0,0,0,100.0,21,6,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/is-data-view,gh/751048078,False,0,0,0,100.0,2,0,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-date-object,gh/29991041,False,0,0,0,100.0,16,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-descriptor,gh/41658845,False,0,0,0,100.0,12,4,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/is-number-object,gh/29991666,False,0,0,0,100.0,8,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-regex,gh/15930063,False,0,0,0,100.0,24,11,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-string,gh/30010185,False,0,0,0,100.0,22,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-symbol,gh/29791606,False,0,0,0,100.0,19,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/is-typed-array,gh/43528820,False,0,0,0,100.0,12,7,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,False,0,0,0,100.0,1,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/object-inspect,gh/11683441,False,0,0,0,100.0,161,44,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/typed-array-buffer,gh/649850465,False,0,0,0,100.0,5,0,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
inspect-js/which-boxed-primitive,gh/201685155,False,0,0,0,100.0,7,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
inspect-js/which-typed-array,gh/43708371,False,0,0,0,100.0,11,5,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
ipython/traitlets,gh/14993021,True,4,0,4,37.23,650,209,True,True,tidelift,False,False,,True,custom,True,2,,0,100.0,,,,,1,72,True,True
isaacs/chownr,gh/3858354,True,22,0,22,22.6,29,16,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/cliui,gh/634056857,True,22,0,22,22.6,2,2,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/core-util-is,gh/12391440,True,22,0,22,22.6,101,20,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/fs-minipass,gh/102982143,True,22,0,22,22.6,20,4,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/fs.realpath,gh/61231712,True,22,0,22,22.6,25,11,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/inflight-deprecated-do-not-use,gh/19442260,,,0,0,100.0,76,18,,,,False,False,,False,,False,0,,0,100.0,,,,,1,100,True,True
isaacs/inherits,gh/1580001,True,22,0,22,22.6,353,84,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/isexe,gh/49804297,True,22,0,22,22.6,52,20,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/minimatch,gh/2056549,True,22,0,22,22.6,3500,336,True,True,github,False,True,https://github.com/sponsors/isaacs,False,,True,2,,0,100.0,,,,,1,61,True,True
isaacs/minipass,gh/84886212,True,22,0,22,22.6,258,29,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/minizlib,gh/86429676,True,22,0,22,22.6,84,12,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/node-glob,gh/357681,True,22,0,22,22.6,8722,526,True,True,github,False,True,https://github.com/sponsors/isaacs,False,,True,2,,0,100.0,,,,,1,61,True,True
isaacs/node-graceful-fs,gh/2077020,True,22,0,22,22.6,1303,150,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/node-lru-cache,gh/679662,True,22,0,22,22.6,5870,366,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/node-mkdirp,gh/2718248,True,22,0,22,22.6,199,40,True,True,github,False,True,https://github.com/sponsors/isaacs,False,,True,2,,0,100.0,,,,,1,61,True,True
isaacs/node-tar,gh/1534331,True,22,0,22,22.6,912,256,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/once,gh/5409660,True,22,0,22,22.6,225,27,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
isaacs/package-json-from-dist,gh/800543709,True,22,0,22,22.6,10,1,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,61,True,True
