"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"floatdrop/require-from-string","github","gh/39301848","https://github.com/floatdrop/require-from-string.git","","True","npm","1","npm","require-from-string","39.5549","61.77","A","A","","","","28.92","1","47.48"
"isaacs/core-util-is","github","gh/12391440","https://github.com/isaacs/core-util-is.git","","True","npm","1","npm","core-util-is","35.4701","60.48","A","A","","","","29.79","1","47.47"
"","","","","","False","pypi","1","pypi","py4j","27.2715","67.65","A","","A","","","","","47.46"
"wesleytodd/setprototypeof","github","gh/30301031","https://github.com/wesleytodd/setprototypeof.git","","True","npm","1","npm","setprototypeof","37.924","61.26","A","A","","","","29.09","1","47.37"
"realpython/pytest-mypy","github","gh/69576530","https://github.com/realpython/pytest-mypy.git","","True","pypi","1","pypi","pytest-mypy","43.8711","74.45","A","","A","","","43.41","","47.35"
"ljharb/internal-slot","github","gh/216159146","https://github.com/ljharb/internal-slot.git","","True","npm","1","npm","internal-slot","29.4537","58.13","A","A","","","","30.92","1","47.31"
"businho/pytest-ruff","github","gh/599731435","https://github.com/businho/pytest-ruff.git","","True","pypi","1","pypi","pytest-ruff","65.5691","81.98","A","","A","","","38.48","","47.30"
"google/flatbuffers","github","gh/19953044","https://github.com/google/flatbuffers.git","","True","npm,pypi,crates","3","pypi","flatbuffers","11.9535","82.61","B","C","B","C","","","","47.28"
"inspect-js/functions-have-names","github","gh/198357138","https://github.com/inspect-js/functions-have-names.git","","True","npm","1","npm","functions-have-names","25.527","56.76","A","A","","","","31.70","1","47.25"
"stefanpenner/get-caller-file","github","gh/48818175","https://github.com/stefanpenner/get-caller-file.git","","True","npm","1","npm","get-caller-file","37.0309","60.91","A","A","","","","29.07","1","47.24"
"lddubeau/xmlchars","github","gh/139881982","https://github.com/lddubeau/xmlchars.git","","True","npm","1","npm","xmlchars","28.1108","57.73","A","A","","","","31.10","1","47.24"
"inspect-js/is-string","github","gh/30010185","https://github.com/inspect-js/is-string.git","","True","npm","1","npm","is-string","31.9136","59.02","A","A","","","","30.20","1","47.21"
"mathiasbynens/unicode-property-aliases-ecmascript","github","gh/88333533","https://github.com/mathiasbynens/unicode-property-aliases-ecmascript.git","","True","npm","1","npm","unicode-property-aliases-ecmascript","25.6601","56.82","A","A","","","","31.48","1","47.14"
"gsnedders/python-webencodings","github","gh/7043404","https://github.com/gsnedders/python-webencodings.git","","True","pypi","1","pypi","webencodings","29.5765","68.68","A","","A","","","28.79","1","47.10"
"inspect-js/is-boolean-object","github","gh/34700259","https://github.com/inspect-js/is-boolean-object.git","","True","npm","1","npm","is-boolean-object","26.626","57.22","A","A","","","","31.14","1","47.07"
"inspect-js/is-number-object","github","gh/29991666","https://github.com/inspect-js/is-number-object.git","","True","npm","1","npm","is-number-object","26.5548","57.22","A","A","","","","31.03","1","47.00"
"linusu/buffer-from","github","gh/66025821","https://github.com/linusu/buffer-from.git","","True","npm","1","npm","buffer-from","41.0869","62.20","A","A","","","","27.77","1","46.99"
"sindresorhus/detect-newline","github","gh/21304485","https://github.com/sindresorhus/detect-newline.git","","True","npm","1","npm","detect-newline","32.1013","59.06","A","A","","","","29.65","1","46.91"
"ipython/ipython","github","gh/658518","https://github.com/ipython/ipython.git","","True","pypi,cpp","2","pypi","ipython","21.0585","72.76","B","","B","","C","","","46.91"
"jonschlinkert/is-extendable","github","gh/38225016","https://github.com/jonschlinkert/is-extendable.git","","True","npm","1","npm","is-extendable","48.2663","64.28","A","A","","","","25.89","1","46.79"
"davisjam/safe-regex","github","gh/90781457","https://github.com/davisjam/safe-regex.git","","True","npm","1","npm","safe-regex","27.0235","57.40","A","A","","","","30.57","1","46.78"
"sindresorhus/is-binary-path","github","gh/29771247","https://github.com/sindresorhus/is-binary-path.git","","True","npm","1","npm","is-binary-path","31.4048","58.89","A","A","","","","29.50","1","46.73"
"inspect-js/has-proto","github","gh/577580747","https://github.com/inspect-js/has-proto.git","","True","npm","1","npm","has-proto","28.8902","57.93","A","A","","","","29.96","1","46.66"
"lukeed/dequal","github","gh/174421655","https://github.com/lukeed/dequal.git","","True","npm","1","npm","dequal","26.3782","57.11","A","A","","","","30.51","1","46.65"
"es-shims/es-set-tostringtag","github","gh/580683868","https://github.com/es-shims/es-set-tostringtag.git","","True","npm","1","npm","es-set-tostringtag","31.359","58.88","A","A","","","","29.29","1","46.60"
"jonschlinkert/extend-shallow","github","gh/25867410","https://github.com/jonschlinkert/extend-shallow.git","","True","npm","1","npm","extend-shallow","46.6447","63.97","A","A","","","","25.75","1","46.51"
"zertosh/loose-envify","github","gh/41947687","https://github.com/zertosh/loose-envify.git","","True","npm","1","npm","loose-envify","41.6283","62.53","A","A","","","","26.81","1","46.50"
"xorg-team/lib/libxau","gitlab","gl/debian-4307","https://salsa.debian.org/xorg-team/lib/libxau.git","","True","cpp","1","cpp","libxau","33.3017","59.69","A","","","","A","","","46.50"
"mathiasbynens/cssesc","github","gh/12001360","https://github.com/mathiasbynens/cssesc.git","","True","npm","1","npm","cssesc","49.0175","64.67","A","A","","","","25.09","1","46.42"
"stream-utils/destroy","github","gh/15544623","https://github.com/stream-utils/destroy.git","","True","npm","1","npm","destroy","25.3286","56.71","A","A","","","","30.18","1","46.31"
"dougwilson/nodejs-depd","github","gh/20848667","https://github.com/dougwilson/nodejs-depd.git","","True","npm","1","npm","depd","39.6259","61.79","A","A","","","","26.92","1","46.29"
"fb55/boolbase","github","gh/16864585","https://github.com/fb55/boolbase.git","","True","npm","1","npm","boolbase","36.3582","60.68","A","A","","","","27.62","1","46.28"
"thlorenz/deep-is","github","gh/9345558","https://github.com/thlorenz/deep-is.git","","True","npm","1","npm","deep-is","30.9955","58.78","A","A","","","","28.81","1","46.26"
"iarna/aproba","github","gh/31432421","https://github.com/iarna/aproba.git","","True","npm","1","npm","aproba","28.7716","57.90","A","A","","","","29.22","1","46.20"
"ehmicky/human-signals","github","gh/214467546","https://github.com/ehmicky/human-signals.git","","True","npm","1","npm","human-signals","35.5286","60.52","A","A","","","","27.57","1","46.15"
"loganfsmyth/gensync","github","gh/132383032","https://github.com/loganfsmyth/gensync.git","","True","npm","1","npm","gensync","27.2433","57.45","A","A","","","","29.43","1","46.13"
"micromatch/is-extglob","github","gh/31788841","https://github.com/micromatch/is-extglob.git","","True","npm","1","npm","is-extglob","61.5641","68.72","A","A","","","","21.79","1","46.10"
"ljharb/possible-typed-array-names","github","gh/760136716","https://github.com/ljharb/possible-typed-array-names.git","","True","npm","1","npm","possible-typed-array-names","38.928","61.55","A","A","","","","26.71","1","46.07"
"sphinx-doc/sphinx","github","gh/28710753","https://github.com/sphinx-doc/sphinx.git","","True","pypi,cpp","2","pypi","sphinx","18.6771","73.46","B","","B","","C","","","46.07"
"fitzgen/glob-to-regexp","github","gh/11461122","https://github.com/fitzgen/glob-to-regexp.git","","True","npm","1","npm","glob-to-regexp","26.7692","57.32","A","A","","","","29.38","1","46.04"
"sindresorhus/node-defaults","github","gh/7985040","https://github.com/sindresorhus/node-defaults.git","","True","npm","1","npm","defaults","27.3172","57.49","A","A","","","","29.22","1","46.01"
"unshiftio/requires-port","github","gh/26316179","https://github.com/unshiftio/requires-port.git","","True","npm","1","npm","requires-port","29.5765","58.17","A","A","","","","28.58","1","45.92"
"sindresorhus/lowercase-keys","github","gh/29769737","https://github.com/sindresorhus/lowercase-keys.git","","True","npm","1","npm","lowercase-keys","32.7678","59.25","A","A","","","","27.82","1","45.89"
"jslicense/spdx-exceptions.json","github","gh/40062896","https://github.com/jslicense/spdx-exceptions.json.git","","True","npm","1","npm","spdx-exceptions","34.5675","60.03","A","A","","","","27.35","1","45.87"
"gkz/levn","github","gh/13287279","https://github.com/gkz/levn.git","","True","npm","1","npm","levn","36.9688","60.89","A","A","","","","26.78","1","45.85"
"tritondatacenter/node-extsprintf","github","gh/4058064","https://github.com/tritondatacenter/node-extsprintf.git","","True","npm","1","npm","extsprintf","31.2222","58.83","A","A","","","","27.97","1","45.79"
"marshmallow-code/marshmallow","github","gh/14284859","https://github.com/marshmallow-code/marshmallow.git","","True","pypi","1","pypi","marshmallow","24.9905","66.59","B","","B","","","","","45.79"
"autotools-mirror/libtool","github","gh/47662711","https://github.com/autotools-mirror/libtool.git","https://git.savannah.gnu.org/git/libtool.git","True","cpp","1","cpp","libtool","26.7478","55.93","A","","","","A","47.21","","45.74"
"llvm/llvm-project","github","gh/75821432","https://github.com/llvm/llvm-project.git","","True","pypi,cpp","3","cpp","llvm","23.2387","68.22","B","","C","","B","","","45.73"
"jupyter-server/jupyter_server","github","gh/68849978","https://github.com/jupyter-server/jupyter_server.git","","True","pypi","2","pypi","jupyter-server","24.8895","66.54","B","","B","","","","","45.71"
"medikoo/type","github","gh/177198492","https://github.com/medikoo/type.git","","True","npm","1","npm","type","40.4181","61.96","A","A","","","","25.75","1","45.69"
"xorg-team/lib/libxdmcp","gitlab","gl/debian-4313","https://salsa.debian.org/xorg-team/lib/libxdmcp.git","","True","cpp","1","cpp","libxdmcp","32.3162","59.07","A","","","","A","","","45.69"
"pexpect/pexpect","github","gh/12902206","https://github.com/pexpect/pexpect.git","","True","pypi","1","pypi","pexpect","24.7886","66.54","B","","B","","","","","45.66"
"rthalley/dnspython","github","gh/2261155","https://github.com/rthalley/dnspython.git","","True","pypi","1","pypi","dnspython","24.6881","66.52","B","","B","","","","","45.60"
"python-poetry/poetry-core","github","gh/238972646","https://github.com/python-poetry/poetry-core.git","","True","pypi","1","pypi","poetry-core","24.5876","66.51","B","","B","","","","","45.55"
"sval-rs/sval","github","gh/157205610","https://github.com/sval-rs/sval.git","","True","crates","12","crates","sval","52.2264","75.90","A","","","A","","39.32","","45.51"
"hermit-os/hermit-rs","github","gh/216283035","https://github.com/hermit-os/hermit-rs.git","","True","crates","1","crates","hermit-abi","24.7455","66.22","B","","","B","","","","45.48"
"joblib/threadpoolctl","github","gh/177753680","https://github.com/joblib/threadpoolctl.git","","True","pypi","1","pypi","threadpoolctl","24.4883","66.43","B","","B","","","","","45.46"
"ljharb/es-shim-unscopables","github","gh/480458584","https://github.com/ljharb/es-shim-unscopables.git","","True","npm","1","npm","es-shim-unscopables","27.8432","57.66","A","A","","","","28.15","1","45.44"
"jaredhanson/utils-merge","github","gh/11349896","https://github.com/jaredhanson/utils-merge.git","","True","npm","1","npm","utils-merge","25.197","56.69","A","A","","","","28.75","1","45.44"
"inspect-js/is-data-view","github","gh/751048078","https://github.com/inspect-js/is-data-view.git","","True","npm","1","npm","is-data-view","32.3375","59.13","A","A","","","","27.14","1","45.43"
"pre-commit/pre-commit","github","gh/17689377","https://github.com/pre-commit/pre-commit.git","","True","pypi,cpp","2","pypi","pre-commit","17.8264","73.02","B","","B","","C","","","45.42"
"aio-libs/aiohappyeyeballs","github","gh/729599104","https://github.com/aio-libs/aiohappyeyeballs.git","","True","pypi","1","pypi","aiohappyeyeballs","24.3891","66.43","B","","B","","","","","45.41"
"storyyeller/stable_deref_trait","github","gh/84378452","https://github.com/storyyeller/stable_deref_trait.git","","True","crates","1","crates","stable_deref_trait","24.6389","66.15","B","","","B","","","","45.39"
"plotters-rs/plotters","github","gh/183275571","https://github.com/plotters-rs/plotters.git","","True","crates","4","crates","plotters","24.5325","66.14","B","","","B","","","","45.34"
"inspect-js/typed-array-buffer","github","gh/649850465","https://github.com/inspect-js/typed-array-buffer.git","","True","npm","1","npm","typed-array-buffer","25.9981","56.96","A","A","","","","28.37","1","45.32"
"gitpython-developers/gitpython","github","gh/1126087","https://github.com/gitpython-developers/gitpython.git","","True","pypi","1","pypi","gitpython","24.2916","66.31","B","","B","","","","","45.30"
"sergiobenitez/version_check","github","gh/79016769","https://github.com/sergiobenitez/version_check.git","","True","crates","1","crates","version_check","24.4273","66.08","B","","","B","","","","45.25"
"tornadoweb/tornado","github","gh/301742","https://github.com/tornadoweb/tornado.git","","True","pypi","1","pypi","tornado","24.1945","66.28","B","","B","","","","","45.24"
"medikoo/d","github","gh/10817569","https://github.com/medikoo/d.git","","True","npm","1","npm","d","33.7703","59.73","A","A","","","","26.46","1","45.23"
"kemitchell/validate-npm-package-license.js","github","gh/35000460","https://github.com/kemitchell/validate-npm-package-license.js.git","","True","npm","1","npm","validate-npm-package-license","29.4945","58.13","A","A","","","","27.44","1","45.23"
"seanmonstar/num_cpus","github","gh/32363061","https://github.com/seanmonstar/num_cpus.git","","True","crates","1","crates","num_cpus","24.322","66.08","B","","","B","","","","45.20"
