"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"patrick-steele-idem/app-module-path-node","github","gh/15614538","https://github.com/patrick-steele-idem/app-module-path-node.git","","True","npm","1","npm","app-module-path","0.2351","33.50","C","C","","","","","","16.87"
"nuxt-contrib/opencollective","github","gh/144468654","https://github.com/nuxt-contrib/opencollective.git","","True","npm","1","npm","@nuxt/opencollective","0.2342","33.49","C","C","","","","","","16.86"
"andreinwald/uri-js-replace","github","gh/782949203","https://github.com/andreinwald/uri-js-replace.git","","True","npm","1","npm","uri-js-replace","0.2332","33.49","C","C","","","","","","16.86"
"drses/weak-map","github","gh/11934327","https://github.com/drses/weak-map.git","","True","npm","1","npm","weak-map","0.2322","33.48","C","C","","","","","","16.86"
"futursolo/pinned","github","gh/540469793","https://github.com/futursolo/pinned.git","","True","crates","1","crates","pinned","0.1129","33.60","C","","","C","","","","16.86"
"","","","","","False","cpp","1","cpp","debian:libavfilter8","1.7947","31.91","C","","","","C","","","16.85"
"lodash-archive/lodash-cli","github","gh/12422224","https://github.com/lodash-archive/lodash-cli.git","","True","npm","1","npm","lodash._objecttypes","0.2313","33.46","C","C","","","","","","16.85"
"toddbluhm/env-cmd","github","gh/65864451","https://github.com/toddbluhm/env-cmd.git","","True","npm","1","npm","env-cmd","0.2303","33.46","C","C","","","","","","16.85"
"artichoke/rand_mt","github","gh/247368341","https://github.com/artichoke/rand_mt.git","","True","crates","1","crates","rand_mt","0.1126","33.58","C","","","C","","","","16.85"
"masci/banks","github","gh/649329198","https://github.com/masci/banks.git","","True","pypi","1","pypi","banks","0.072","33.63","C","","C","","","","","16.85"
"betterproto/python-betterproto2","github","gh/898569034","https://github.com/betterproto/python-betterproto2.git","","True","pypi","1","pypi","betterproto2","0.0713","33.63","C","","C","","","","","16.85"
"libvirt-team/libvirt","gitlab","gl/debian-9747","https://salsa.debian.org/libvirt-team/libvirt.git","","True","cpp","1","cpp","libvirt","1.7889","31.90","C","","","","C","","","16.84"
"debian/libpst","gitlab","gl/debian-19109","https://salsa.debian.org/debian/libpst.git","","True","cpp","1","cpp","libpst","1.7832","31.89","C","","","","C","","","16.84"
"ianstormtaylor/to-space-case","github","gh/12937424","https://github.com/ianstormtaylor/to-space-case.git","","True","npm","1","npm","to-space-case","0.2293","33.45","C","C","","","","","","16.84"
"","","","","","False","crates","1","crates","recvmsg","0.1122","33.57","C","","","C","","","","16.84"
"qt-kde-team/extras/libdbusmenu-qt","gitlab","gl/debian-13422","https://salsa.debian.org/qt-kde-team/extras/libdbusmenu-qt.git","","True","cpp","1","cpp","libdbusmenu-qt","1.7774","31.89","C","","","","C","","","16.83"
"logrocket/redux-logger","github","gh/40568608","https://github.com/logrocket/redux-logger.git","","True","npm","1","npm","redux-logger","0.2284","33.44","C","C","","","","","","16.83"
"sindresorhus/p-throttle","github","gh/71544230","https://github.com/sindresorhus/p-throttle.git","","True","npm","1","npm","p-throttle","0.2274","33.44","C","C","","","","","","16.83"
"eslint-stylistic/eslint-stylistic","github","gh/690373692","https://github.com/eslint-stylistic/eslint-stylistic.git","","True","npm","1","npm","@stylistic/eslint-plugin","0.2265","33.43","C","C","","","","","","16.83"
"hapijs/wreck","github","gh/15372882","https://github.com/hapijs/wreck.git","","True","npm","1","npm","@hapi/wreck","0.2255","33.43","C","C","","","","","","16.83"
"uutils/num-prime","github","gh/445724311","https://github.com/uutils/num-prime.git","","True","crates","1","crates","num-prime","0.1118","33.55","C","","","C","","","","16.83"
"tautropfli/terminal-colorsaurus","github","gh/744085291","https://github.com/tautropfli/terminal-colorsaurus.git","","True","crates","2","crates","terminal-colorsaurus","0.1115","33.54","C","","","C","","","","16.83"
"med-team/parallel","gitlab","gl/debian-59468","https://salsa.debian.org/med-team/parallel.git","","True","cpp","1","cpp","parallel","1.7716","31.87","C","","","","C","","","16.82"
"broccolijs/node-symlink-or-copy","github","gh/22017670","https://github.com/broccolijs/node-symlink-or-copy.git","","True","npm","1","npm","symlink-or-copy","0.2245","33.42","C","C","","","","","","16.82"
"wasmerio/pirita","github","","https://github.com/wasmerio/pirita.git","","False","crates","1","crates","webc","0.1111","33.52","C","","","C","","","","16.82"
"rodmitry/debug_unsafe","github","gh/923581624","https://github.com/rodmitry/debug_unsafe.git","","True","crates","1","crates","debug_unsafe","0.1108","33.52","C","","","C","","","","16.82"
"tiborschneider/prefix-trie","github","gh/583640405","https://github.com/tiborschneider/prefix-trie.git","","True","crates","1","crates","prefix-trie","0.1104","33.52","C","","","C","","","","16.82"
"paritytech/jam-codec","github","gh/967649190","https://github.com/paritytech/jam-codec.git","","True","crates","2","crates","jam-codec","0.1101","33.52","C","","","C","","","","16.82"
"mapbox/geojson-rewind","github","gh/15216063","https://github.com/mapbox/geojson-rewind.git","","True","npm","1","npm","@mapbox/geojson-rewind","0.2236","33.40","C","C","","","","","","16.81"
"syntax-tree/estree-util-attach-comments","github","gh/323391785","https://github.com/syntax-tree/estree-util-attach-comments.git","","True","npm","1","npm","estree-util-attach-comments","0.2226","33.40","C","C","","","","","","16.81"
"automattic/juice","github","gh/2536587","https://github.com/automattic/juice.git","","True","npm","1","npm","juice","0.2217","33.39","C","C","","","","","","16.81"
"anthropics/anthropic-sdk-typescript","github","gh/595176353","https://github.com/anthropics/anthropic-sdk-typescript.git","","True","npm","1","npm","@anthropic-ai/sdk","0.2207","33.39","C","C","","","","","","16.81"
"scanny/python-oxmsg","github","gh/805942755","https://github.com/scanny/python-oxmsg.git","","True","pypi","1","pypi","python-oxmsg","0.0705","33.54","C","","C","","","","","16.81"
"frameworks/kdoctools","gitlab","gl/kde-2787","https://invent.kde.org/frameworks/kdoctools","","True","cpp","1","cpp","kdoctools","1.7659","31.83","C","","","","C","","","16.80"
"tryghost/node-sqlite3","github","gh/1367055","https://github.com/tryghost/node-sqlite3.git","","True","npm","1","npm","sqlite3","0.2198","33.38","C","C","","","","","","16.80"
"leecrossley/replaceall","github","gh/15802603","https://github.com/leecrossley/replaceall.git","","True","npm","1","npm","replaceall","0.2188","33.38","C","C","","","","","","16.80"
"nu11ptr/flexgen","github","gh/476064384","https://github.com/nu11ptr/flexgen.git","","True","crates","1","crates","rust-format","0.1097","33.50","C","","","C","","","","16.80"
"jonhoo/fantoccini","github","gh/92643295","https://github.com/jonhoo/fantoccini.git","","True","crates","1","crates","fantoccini","0.1094","33.50","C","","","C","","","","16.80"
"compio-rs/compio","github","gh/684184786","https://github.com/compio-rs/compio.git","","True","crates","17","crates","compio-buf","0.109","33.50","C","","","C","","","","16.80"
"blackbeam/rust-mysql-simple","github","gh/16957443","https://github.com/blackbeam/rust-mysql-simple.git","","True","crates","1","crates","mysql","0.1087","33.49","C","","","C","","","","16.80"
"timendum/grapheme","github","gh/870697554","https://github.com/timendum/grapheme.git","","True","pypi","1","pypi","graphemeu","0.0698","33.53","C","","C","","","","","16.80"
"metabrainz/libmusicbrainz","github","gh/3983393","https://github.com/metabrainz/libmusicbrainz.git","","True","cpp","1","cpp","libmusicbrainz","1.7602","31.82","C","","","","C","","","16.79"
"stevenvachon/is-urlsearchparams","github","gh/163671466","https://github.com/stevenvachon/is-urlsearchparams.git","","True","npm","1","npm","is-urlsearchparams","0.2179","33.37","C","C","","","","","","16.79"
"foliojs/pdfkit","github","gh/2030956","https://github.com/foliojs/pdfkit.git","","True","npm","1","npm","pdfkit","0.2169","33.36","C","C","","","","","","16.79"
"testing-library/eslint-plugin-jest-dom","github","gh/217930699","https://github.com/testing-library/eslint-plugin-jest-dom.git","","True","npm","1","npm","eslint-plugin-jest-dom","0.216","33.36","C","C","","","","","","16.79"
"octokit/auth-oauth-app.js","github","gh/191261083","https://github.com/octokit/auth-oauth-app.js.git","","True","npm","1","npm","@octokit/auth-oauth-app","0.215","33.36","C","C","","","","","","16.79"
"ignlg/heap-js","github","gh/98323278","https://github.com/ignlg/heap-js.git","","True","npm","1","npm","heap-js","0.2141","33.36","C","C","","","","","","16.79"
"sindresorhus/beeper","github","gh/27369198","https://github.com/sindresorhus/beeper.git","","True","npm","1","npm","beeper","0.2131","33.36","C","C","","","","","","16.79"
"hercules-team/augeas","github","gh/59056","https://github.com/hercules-team/augeas.git","","True","cpp","1","cpp","augeas","1.7545","31.81","C","","","","C","","","16.78"
"alampros/react-confetti","github","gh/56616589","https://github.com/alampros/react-confetti.git","","True","npm","1","npm","react-confetti","0.2122","33.35","C","C","","","","","","16.78"
"kamicane/require-relative","github","gh/15338292","https://github.com/kamicane/require-relative.git","","True","npm","1","npm","require-relative","0.2112","33.34","C","C","","","","","","16.78"
"assertables/assertables-rust-crate","github","gh/354377425","https://github.com/assertables/assertables-rust-crate.git","","True","crates","1","crates","assertables","0.1083","33.46","C","","","C","","","","16.78"
"oozcitak/xmlbuilder2","github","gh/170750231","https://github.com/oozcitak/xmlbuilder2.git","","True","npm","1","npm","xmlbuilder2","0.2103","33.33","C","C","","","","","","16.77"
"sindresorhus/is-png","github","gh/19000266","https://github.com/sindresorhus/is-png.git","","True","npm","1","npm","is-png","0.2093","33.33","C","C","","","","","","16.77"
"heroku/http-call","github","gh/82116194","https://github.com/heroku/http-call.git","","True","npm","1","npm","http-call","0.2084","33.33","C","C","","","","","","16.77"
"swiftgen/swiftgen","github","gh/39166950","https://github.com/swiftgen/swiftgen.git","","True","cpp","1","cpp","swiftgen","1.7488","31.78","C","","","","C","","","16.76"
"","","","","","False","cpp","1","cpp","debian:libnetpbm10","1.7431","31.77","C","","","","C","","","16.76"
"facebookarchive/draft-js","github","gh/52113921","https://github.com/facebookarchive/draft-js.git","","True","npm","1","npm","draft-js","0.2074","33.32","C","C","","","","","","16.76"
"postmanlabs/postman-collection","github","gh/52270857","https://github.com/postmanlabs/postman-collection.git","","True","npm","1","npm","postman-collection","0.2065","33.32","C","C","","","","","","16.76"
"petebacondarwin/node-canonical-path","github","gh/15323082","https://github.com/petebacondarwin/node-canonical-path.git","","True","npm","1","npm","canonical-path","0.2055","33.31","C","C","","","","","","16.76"
"nolimits4web/dom7","github","gh/88166856","https://github.com/nolimits4web/dom7.git","","True","npm","1","npm","dom7","0.2046","33.31","C","C","","","","","","16.76"
"forbeslindesay/spawn-sync","github","gh/15812700","https://github.com/forbeslindesay/spawn-sync.git","","True","npm","1","npm","spawn-sync","0.2037","33.31","C","C","","","","","","16.76"
"pipewire/pipewire-rs","gitlab","gl/freedesktop-6687","https://gitlab.freedesktop.org/pipewire/pipewire-rs.git","","True","crates","4","crates","pipewire","0.108","33.42","C","","","C","","","","16.76"
"emerentius/ord_subset","github","gh/41244208","https://github.com/emerentius/ord_subset.git","","True","crates","1","crates","ord_subset","0.1076","33.41","C","","","C","","","","16.76"
"mbrubeck/unicode-reverse","github","gh/75320047","https://github.com/mbrubeck/unicode-reverse.git","","True","crates","1","crates","unicode-reverse","0.1073","33.41","C","","","C","","","","16.76"
"dataengineeringlabs/avro-schema","github","gh/439934600","https://github.com/dataengineeringlabs/avro-schema.git","","True","crates","1","crates","avro-schema","0.1069","33.41","C","","","C","","","","16.76"
"treeverse/dvc-studio-client","github","gh/578560909","https://github.com/treeverse/dvc-studio-client.git","","True","pypi","1","pypi","dvc-studio-client","0.0691","33.45","C","","C","","","","","16.76"
"cryptocoinjs/keccak","github","gh/76049716","https://github.com/cryptocoinjs/keccak.git","","True","npm","1","npm","keccak","0.2018","33.30","C","C","","","","","","16.75"
"npm/stringify-package","github","gh/141324283","https://github.com/npm/stringify-package.git","","True","npm","1","npm","stringify-package","0.2008","33.30","C","C","","","","","","16.75"
"daniel5151/gdbstub","github","gh/225993667","https://github.com/daniel5151/gdbstub.git","","True","crates","1","crates","gdbstub","0.1066","33.39","C","","","C","","","","16.75"
"zommiommy/mem_dbg-rs","github","gh/676091369","https://github.com/zommiommy/mem_dbg-rs.git","","True","crates","2","crates","mem_dbg","0.1063","33.39","C","","","C","","","","16.75"
"confluentinc/librdkafka","github","gh/5870069","https://github.com/confluentinc/librdkafka.git","","True","cpp","1","cpp","librdkafka","1.7375","31.74","C","","","","C","","","16.74"
"webpro-nl/knip","github","gh/545508308","https://github.com/webpro-nl/knip.git","","True","npm","1","npm","knip","0.1999","33.29","C","C","","","","","","16.74"
"joliss/promise-map-series","github","gh/17303262","https://github.com/joliss/promise-map-series.git","","True","npm","1","npm","promise-map-series","0.1989","33.27","C","C","","","","","","16.73"
"aws-amplify/amplify-js","github","gh/105590837","https://github.com/aws-amplify/amplify-js.git","","True","npm","1","npm","amazon-cognito-identity-js","0.198","33.27","C","C","","","","","","16.73"
"unjs/unimport","github","gh/459141315","https://github.com/unjs/unimport.git","","True","npm","1","npm","unimport","0.1971","33.27","C","C","","","","","","16.73"
"node-cron/node-cron","github","gh/51018902","https://github.com/node-cron/node-cron.git","","True","npm","1","npm","node-cron","0.1961","33.26","C","C","","","","","","16.73"
"electron-userland/electron-builder","github","gh/35998691","https://github.com/electron-userland/electron-builder.git","","True","npm","1","npm","builder-util-runtime","0.1952","33.26","C","C","","","","","","16.73"
"cowboy/node-getobject","github","gh/14598229","https://github.com/cowboy/node-getobject.git","","True","npm","1","npm","getobject","0.1943","33.26","C","C","","","","","","16.73"
"mlua-rs/lua-src-rs","github","gh/235211975","https://github.com/mlua-rs/lua-src-rs.git","","True","crates","1","crates","lua-src","0.1059","33.36","C","","","C","","","","16.73"
"google/commonlooputils","github","gh/294654664","https://github.com/google/commonlooputils.git","","True","pypi","1","pypi","clu","0.0683","33.39","C","","C","","","","","16.73"
"science-team/qhull","gitlab","gl/debian-3646","https://salsa.debian.org/science-team/qhull.git","","True","cpp","1","cpp","qhull","1.7318","31.70","C","","","","C","","","16.72"
"jkroso/normalize-svg-path","github","gh/15308278","https://github.com/jkroso/normalize-svg-path.git","","True","npm","1","npm","normalize-svg-path","0.1933","33.24","C","C","","","","","","16.72"
"gr2m/universal-github-app-jwt","github","gh/205579747","https://github.com/gr2m/universal-github-app-jwt.git","","True","npm","1","npm","universal-github-app-jwt","0.1924","33.24","C","C","","","","","","16.72"
"rauschma/openurl","github","gh/3541864","https://github.com/rauschma/openurl.git","","True","npm","1","npm","openurl","0.1915","33.24","C","C","","","","","","16.72"
"joepie91/node-stream-length","github","gh/29167384","https://github.com/joepie91/node-stream-length.git","","True","npm","1","npm","stream-length","0.1905","33.24","C","C","","","","","","16.72"
"seiflotfy/rust-farmhash","github","gh/38903810","https://github.com/seiflotfy/rust-farmhash.git","","True","crates","1","crates","farmhash","0.1056","33.34","C","","","C","","","","16.72"
"bytecodealliance/arf-strings","github","gh/258657486","https://github.com/bytecodealliance/arf-strings.git","","True","crates","1","crates","arf-strings","0.1052","33.34","C","","","C","","","","16.72"
"atolab/uhlc-rs","github","gh/281922299","https://github.com/atolab/uhlc-rs.git","","True","crates","1","crates","uhlc","0.1049","33.34","C","","","C","","","","16.72"
"quietmisdreavus/synchronoise","github","gh/83364914","https://github.com/quietmisdreavus/synchronoise.git","","True","crates","1","crates","synchronoise","0.1045","33.34","C","","","C","","","","16.72"
"neosmart/prettysize-rs","github","gh/144234651","https://github.com/neosmart/prettysize-rs.git","","True","crates","1","crates","size","0.1042","33.34","C","","","C","","","","16.72"
"rustadopt/uzers-rs","github","gh/680920507","https://github.com/rustadopt/uzers-rs.git","","True","crates","1","crates","uzers","0.1039","33.34","C","","","C","","","","16.72"
"ferristseng/rust-multipart-rfc7578","github","gh/111944466","https://github.com/ferristseng/rust-multipart-rfc7578.git","","True","crates","2","crates","common-multipart-rfc7578","0.1035","33.34","C","","","C","","","","16.72"
"jenv/jenv","github","gh/7808903","https://github.com/jenv/jenv.git","","True","cpp","1","cpp","jenv","1.7262","31.69","C","","","","C","","","16.71"
"gaearon/base16-js","github","gh/43076341","https://github.com/gaearon/base16-js.git","","True","npm","1","npm","base16","0.1896","33.24","C","C","","","","","","16.71"
"mqttjs/mqtt-packet","github","gh/22286586","https://github.com/mqttjs/mqtt-packet.git","","True","npm","1","npm","mqtt-packet","0.1887","33.23","C","C","","","","","","16.71"
"gregjacobs/autolinker.js","github","gh/3811990","https://github.com/gregjacobs/autolinker.js.git","","True","npm","1","npm","autolinker","0.1877","33.23","C","C","","","","","","16.71"
"linusu/react-native-get-random-values","github","gh/145406739","https://github.com/linusu/react-native-get-random-values.git","","True","npm","1","npm","react-native-get-random-values","0.1868","33.23","C","C","","","","","","16.71"
"gvergnaud/ts-pattern","github","gh/266582853","https://github.com/gvergnaud/ts-pattern.git","","True","npm","1","npm","ts-pattern","0.1859","33.23","C","C","","","","","","16.71"
"chaijs/sinon-chai","github","gh/3433845","https://github.com/chaijs/sinon-chai.git","","True","npm","1","npm","sinon-chai","0.1849","33.23","C","C","","","","","","16.71"
"peculiarventures/bytestream.js","github","gh/65186443","https://github.com/peculiarventures/bytestream.js.git","","True","npm","1","npm","bytestreamjs","0.184","33.23","C","C","","","","","","16.71"
"mooman219/fontdue","github","gh/200122012","https://github.com/mooman219/fontdue.git","","True","crates","1","crates","fontdue","0.1032","33.31","C","","","C","","","","16.71"
"rust-windowing/tiny-xlib","github","gh/645401004","https://github.com/rust-windowing/tiny-xlib.git","","True","crates","1","crates","tiny-xlib","0.1028","33.31","C","","","C","","","","16.71"
"gnome-team/gdk-pixbuf-xlib","gitlab","gl/debian-56218","https://salsa.debian.org/gnome-team/gdk-pixbuf-xlib.git","","True","cpp","1","cpp","gdk-pixbuf-xlib","1.7206","31.68","C","","","","C","","","16.70"
"cucumber/cucumber-expressions-javascript","github","","https://github.com/cucumber/cucumber-expressions-javascript.git","","False","npm","1","npm","cucumber-expressions","0.1831","33.22","C","C","","","","","","16.70"
"postmanlabs/postman-request","github","gh/66355330","https://github.com/postmanlabs/postman-request.git","","True","npm","1","npm","postman-request","0.1821","33.22","C","C","","","","","","16.70"
"stylelint-scss/stylelint-config-standard-scss","github","gh/416273994","https://github.com/stylelint-scss/stylelint-config-standard-scss.git","","True","npm","1","npm","stylelint-config-standard-scss","0.1812","33.21","C","C","","","","","","16.70"
"tesuji/junction","github","gh/186016625","https://github.com/tesuji/junction.git","","True","crates","1","crates","junction","0.1025","33.29","C","","","C","","","","16.70"
"xmlto","custom","","https://pagure.io/xmlto/","","True","cpp","1","cpp","xmlto","1.715","31.66","C","","","","C","","","16.69"
"microsoft/vscode-json-languageservice","github","gh/61871004","https://github.com/microsoft/vscode-json-languageservice.git","","True","npm","1","npm","vscode-json-languageservice","0.1803","33.20","C","C","","","","","","16.69"
"spxg/sqlite-wasm-rs","github","gh/907001986","https://github.com/spxg/sqlite-wasm-rs.git","","True","crates","1","crates","sqlite-wasm-rs","0.1022","33.27","C","","","C","","","","16.69"
"rustpq/pqclean","github","","https://github.com/rustpq/pqclean.git","","False","crates","1","crates","pqcrypto-traits","0.1018","33.27","C","","","C","","","","16.69"
"yeoman/generator","github","gh/5151909","https://github.com/yeoman/generator.git","","True","npm","1","npm","yeoman-generator","0.1794","33.19","C","C","","","","","","16.68"
"byron/tui-crates","github","gh/363770194","https://github.com/byron/tui-crates.git","","True","crates","2","crates","tui-react","0.1015","33.26","C","","","C","","","","16.68"
"rogerbinns/apsw","github","gh/15502383","https://github.com/rogerbinns/apsw.git","","True","pypi","1","pypi","apsw","0.0669","33.30","C","","C","","","","","16.68"
"richienb/node-polyfill-webpack-plugin","github","gh/303600210","https://github.com/richienb/node-polyfill-webpack-plugin.git","","True","npm","1","npm","node-polyfill-webpack-plugin","0.1784","33.17","C","C","","","","","","16.67"
"launchdarkly/js-eventsource","github","gh/159416468","https://github.com/launchdarkly/js-eventsource.git","","True","npm","1","npm","launchdarkly-eventsource","0.1775","33.17","C","C","","","","","","16.67"
"wojtekmaj/merge-refs","github","gh/240489485","https://github.com/wojtekmaj/merge-refs.git","","True","npm","1","npm","merge-refs","0.1766","33.17","C","C","","","","","","16.67"
"typicaljoe/taffydb","github","gh/184711","https://github.com/typicaljoe/taffydb.git","","True","npm","1","npm","taffydb","0.1757","33.16","C","C","","","","","","16.67"
"antfu-collective/error-stack-parser-es","github","gh/665599792","https://github.com/antfu-collective/error-stack-parser-es.git","","True","npm","1","npm","error-stack-parser-es","0.1747","33.16","C","C","","","","","","16.67"
"cberner/redb","github","gh/150013328","https://github.com/cberner/redb.git","","True","crates","1","crates","redb","0.1011","33.24","C","","","C","","","","16.67"
"azriel91/tynm","github","gh/230809368","https://github.com/azriel91/tynm.git","","True","crates","1","crates","tynm","0.1008","33.24","C","","","C","","","","16.67"
"skogler/mapbox_earcut_python","github","gh/126377575","https://github.com/skogler/mapbox_earcut_python.git","","True","pypi","1","pypi","mapbox-earcut","0.0662","33.27","C","","C","","","","","16.67"
"","","","","","False","cpp","1","cpp","editorconfig-core-unclassified","1.7094","31.62","C","","","","C","","","16.66"
"debian/colord-gtk","gitlab","gl/debian-27103","https://salsa.debian.org/debian/colord-gtk.git","","True","cpp","1","cpp","colord-gtk","1.7039","31.61","C","","","","C","","","16.66"
"react-native-async-storage/async-storage","github","gh/169431434","https://github.com/react-native-async-storage/async-storage.git","","True","npm","1","npm","@react-native-async-storage/async-storage","0.1738","33.15","C","C","","","","","","16.66"
"slowli/tracing-toolbox","github","gh/558348539","https://github.com/slowli/tracing-toolbox.git","","True","crates","2","crates","tracing-capture","0.1005","33.22","C","","","C","","","","16.66"
"gnome/libadwaita","github","gh/353172967","https://github.com/gnome/libadwaita.git","","True","cpp","1","cpp","libadwaita","1.6983","31.61","C","","","","C","","","16.65"
"npm/read-installed","github","gh/4631265","https://github.com/npm/read-installed.git","","True","npm","1","npm","read-installed","0.1729","33.13","C","C","","","","","","16.65"
"plopjs/plop","github","gh/19317081","https://github.com/plopjs/plop.git","","True","npm","1","npm","node-plop","0.172","33.13","C","C","","","","","","16.65"
"wojtekmaj/make-cancellable-promise","github","gh/197370324","https://github.com/wojtekmaj/make-cancellable-promise.git","","True","npm","1","npm","make-cancellable-promise","0.1711","33.12","C","C","","","","","","16.65"
"medikoo/process-utils","github","gh/135427292","https://github.com/medikoo/process-utils.git","","True","npm","1","npm","process-utils","0.1702","33.12","C","C","","","","","","16.65"
"mingyli/assoc","github","gh/343229086","https://github.com/mingyli/assoc.git","","True","crates","1","crates","assoc","0.1001","33.20","C","","","C","","","","16.65"
"stainless-steel/sqlite3-src","github","gh/52718583","https://github.com/stainless-steel/sqlite3-src.git","","True","crates","1","crates","sqlite3-src","0.0998","33.20","C","","","C","","","","16.65"
"mercysimp/libunity","github","gh/997723496","https://github.com/mercysimp/libunity.git","","True","cpp","1","cpp","libunity","1.6928","31.58","C","","","","C","","","16.64"
"webpack-contrib/worker-loader","github","gh/5316517","https://github.com/webpack-contrib/worker-loader.git","","True","npm","1","npm","worker-loader","0.1692","33.12","C","C","","","","","","16.64"
"jaredhanson/passport-local","github","gh/2587163","https://github.com/jaredhanson/passport-local.git","","True","npm","1","npm","passport-local","0.1683","33.12","C","C","","","","","","16.64"
"pillarjs/resolve-path","github","gh/18032158","https://github.com/pillarjs/resolve-path.git","","True","npm","1","npm","resolve-path","0.1674","33.12","C","C","","","","","","16.64"
"moox/postcss-message-helpers","github","gh/27088842","https://github.com/moox/postcss-message-helpers.git","","True","npm","1","npm","postcss-message-helpers","0.1665","33.12","C","C","","","","","","16.64"
"nathan7/snakeize","github","gh/9039272","https://github.com/nathan7/snakeize.git","","True","npm","1","npm","snakeize","0.1656","33.12","C","C","","","","","","16.64"
"sonarsource/sonarjs","github","gh/4335519","https://github.com/sonarsource/sonarjs.git","","True","npm","1","npm","eslint-plugin-sonarjs","0.1647","33.11","C","C","","","","","","16.64"
"canop/deser-hjson","github","gh/323161232","https://github.com/canop/deser-hjson.git","","True","crates","1","crates","deser-hjson","0.0995","33.19","C","","","C","","","","16.64"
"nobodyxu/vec-strings","github","gh/432921810","https://github.com/nobodyxu/vec-strings.git","","True","crates","1","crates","vec-strings","0.0991","33.19","C","","","C","","","","16.64"
"gnome-team/gupnp-igd","gitlab","gl/debian-18795","https://salsa.debian.org/gnome-team/gupnp-igd.git","","True","cpp","1","cpp","gupnp-igd","1.6873","31.58","C","","","","C","","","16.63"
"pinojs/pino-http","github","gh/56715772","https://github.com/pinojs/pino-http.git","","True","npm","1","npm","pino-http","0.1637","33.09","C","C","","","","","","16.63"
"vadimdemedes/code-excerpt","github","gh/73625932","https://github.com/vadimdemedes/code-excerpt.git","","True","npm","1","npm","code-excerpt","0.1628","33.09","C","C","","","","","","16.63"
"facebook/react-native-deprecated-modules","github","gh/72218996","https://github.com/facebook/react-native-deprecated-modules.git","","True","npm","1","npm","deprecated-react-native-prop-types","0.1619","33.09","C","C","","","","","","16.63"
"format-message/format-message","github","gh/30384919","https://github.com/format-message/format-message.git","","True","npm","1","npm","lookup-closest-locale","0.161","33.09","C","C","","","","","","16.63"
"debian/usbredir","gitlab","gl/debian-31074","https://salsa.debian.org/debian/usbredir.git","","True","cpp","1","cpp","usbredir","1.6818","31.56","C","","","","C","","","16.62"
"vuejs/vue-cli","github","gh/48626335","https://github.com/vuejs/vue-cli.git","","True","npm","1","npm","@vue/babel-preset-app","0.1601","33.08","C","C","","","","","","16.62"
"glium/glium","github","gh/24766967","https://github.com/glium/glium.git","","True","crates","1","crates","glium","0.0988","33.15","C","","","C","","","","16.62"
"zhiburt/expectrl","github","gh/380309062","https://github.com/zhiburt/expectrl.git","","True","crates","1","crates","expectrl","0.0985","33.15","C","","","C","","","","16.62"
"awslabs/metrique","github","gh/1013726409","https://github.com/awslabs/metrique.git","","True","crates","12","crates","metrique","0.0981","33.14","C","","","C","","","","16.62"
"games-team/box2d","gitlab","gl/debian-23687","https://salsa.debian.org/games-team/box2d.git","","True","cpp","1","cpp","box2d","1.6763","31.54","C","","","","C","","","16.61"
"xfce-extras-team/lightdm","gitlab","gl/debian-19230","https://salsa.debian.org/xfce-extras-team/lightdm.git","","True","cpp","1","cpp","lightdm","1.6708","31.54","C","","","","C","","","16.61"
"kenwheeler/slick","github","gh/18049133","https://github.com/kenwheeler/slick.git","","True","npm","1","npm","slick-carousel","0.1592","33.07","C","C","","","","","","16.61"
"microsoft/vscode-textmate","github","gh/42534055","https://github.com/microsoft/vscode-textmate.git","","True","npm","1","npm","vscode-textmate","0.1583","33.06","C","C","","","","","","16.61"
"xotic750/simple-call-x","github","gh/202744425","https://github.com/xotic750/simple-call-x.git","","True","npm","1","npm","simple-call-x","0.1574","33.06","C","C","","","","","","16.61"
"medikoo/essentials","github","gh/164098020","https://github.com/medikoo/essentials.git","","True","npm","1","npm","essentials","0.1565","33.06","C","C","","","","","","16.61"
"mriise/smol-base-x","github","gh/454639414","https://github.com/mriise/smol-base-x.git","","True","crates","1","crates","match-lookup","0.0978","33.12","C","","","C","","","","16.61"
"debian/libmspack","gitlab","gl/debian-20763","https://salsa.debian.org/debian/libmspack.git","","True","cpp","1","cpp","libmspack","1.6653","31.53","C","","","","C","","","16.60"
"googlechrome/lighthouse-stack-packs","github","gh/160883062","https://github.com/googlechrome/lighthouse-stack-packs.git","","True","npm","1","npm","lighthouse-stack-packs","0.1556","33.05","C","C","","","","","","16.60"
"software-mansion/react-native-reanimated","github","gh/130961487","https://github.com/software-mansion/react-native-reanimated.git","","True","npm","1","npm","react-native-reanimated","0.1546","33.04","C","C","","","","","","16.60"
"expressjs/method-override","github","gh/17359182","https://github.com/expressjs/method-override.git","","True","npm","1","npm","method-override","0.1537","33.04","C","C","","","","","","16.60"
"webdeveric/webpack-assets-manifest","github","gh/52750309","https://github.com/webdeveric/webpack-assets-manifest.git","","True","npm","1","npm","webpack-assets-manifest","0.1528","33.04","C","C","","","","","","16.60"
