repo,repo_id,status,ac_2021_2025,bf_2021_2025,hhi_2021_2025,contributors_lifetime,bf_lifetime,hhi_lifetime,commits_2021_2025,commits_lifetime,bots_lifetime,clone_seconds,error,fetched_at
rustcrypto/hashes,74106774,ok,62,2,2242,88,1,3316,295,631,1,0.6,,2026-05-18T23:29:32+00:00
rustcrypto/stream-ciphers,83051505,ok,17,2,2838,30,1,3855,144,436,1,0.6,,2026-05-18T23:29:32+00:00
rustcrypto/traits,85605821,ok,51,1,5679,71,1,5799,1074,1686,2,1.0,,2026-05-18T23:29:32+00:00
rustcrypto/utils,77307442,ok,58,1,5243,77,1,4919,804,1211,1,0.7,,2026-05-18T23:29:32+00:00
rvagg/bl,10706095,ok,10,2,2346,39,2,2309,18,188,2,0.5,,2026-05-18T23:29:32+00:00
rvagg/through2,11808187,ok,0,0,0,21,1,4624,0,112,1,0.4,,2026-05-18T23:29:32+00:00
ryanzim/universalify,87651180,ok,3,1,4400,5,1,6837,5,28,0,0.5,,2026-05-18T23:29:33+00:00
salesforce/tough-cookie,2606873,ok,14,1,4091,38,2,2591,156,481,1,0.6,,2026-05-18T23:29:33+00:00
samn/json-stable-stringify,76598131,ok,0,0,0,9,1,4863,0,32,0,0.4,,2026-05-18T23:29:33+00:00
samverschueren/decode-uri-component,91837954,ok,3,1,7083,3,1,8061,12,19,0,0.5,,2026-05-18T23:29:33+00:00
sboudrias/inquirer.js,10114077,ok,98,1,6708,253,1,5952,887,1691,2,1.1,,2026-05-18T23:29:33+00:00
scikit-build/ninja-python-distributions,75102202,ok,6,1,5744,9,2,3670,101,183,2,0.5,,2026-05-18T23:29:33+00:00
scikit-learn/scikit-learn,843222,ok,1383,15,260,3329,17,207,6862,30674,2,5.3,,2026-05-18T23:29:33+00:00
scipy/scipy,1460385,ok,874,9,456,1852,18,229,9377,30512,0,5.3,,2026-05-18T23:29:33+00:00
seanmonstar/reqwest,62350380,ok,215,11,1148,399,9,1751,504,1195,1,0.7,,2026-05-18T23:29:33+00:00
sec-ant/readable-stream,569980966,ok,1,1,10000,1,1,10000,52,55,3,0.6,,2026-05-18T23:29:33+00:00
selinuxproject/selinux,20648799,ok,53,2,2955,176,5,761,1221,4108,0,2.4,,2026-05-18T23:29:34+00:00
serde-rs/bytes,87358441,ok,5,1,7857,8,1,8510,95,192,0,0.9,,2026-05-18T23:29:34+00:00
serde-rs/json,35894511,ok,60,1,5852,140,1,6034,574,1482,0,0.7,,2026-05-18T23:29:34+00:00
serde-rs/serde,14367737,ok,67,1,5754,201,1,3888,990,3531,0,1.0,,2026-05-18T23:29:34+00:00
servo/rust-fnv,33499190,ok,6,2,2099,17,4,975,9,42,0,0.8,,2026-05-18T23:29:35+00:00
servo/rust-smallvec,33456236,ok,35,4,1374,94,6,1156,88,337,0,0.8,,2026-05-18T23:29:35+00:00
servo/rust-url,14934771,ok,72,8,607,193,3,1839,208,1097,1,0.9,,2026-05-18T23:29:35+00:00
sinclairzx81/sinclair-typebox,1122129819,ok,1,1,10000,1,1,10000,8,12,0,0.9,,2026-05-18T23:29:35+00:00
sindresorhus/ansi-escapes,40721875,ok,9,1,5339,17,1,5943,29,82,0,0.5,,2026-05-18T23:29:36+00:00
sindresorhus/array-union,21005682,ok,3,1,4400,9,1,4583,5,24,0,0.5,,2026-05-18T23:29:36+00:00
sindresorhus/binary-extensions,29771015,ok,5,1,4000,23,1,3093,10,68,0,0.7,,2026-05-18T23:29:36+00:00
sindresorhus/callsites,18938743,ok,3,1,5938,7,1,5179,8,37,0,0.7,,2026-05-18T23:29:36+00:00
sindresorhus/camelcase,25116836,ok,11,1,4260,29,1,4038,28,100,0,0.7,,2026-05-18T23:29:37+00:00
sindresorhus/clean-stack,62838930,ok,8,1,4941,15,1,5139,26,59,0,0.6,,2026-05-18T23:29:37+00:00
sindresorhus/cli-cursor,23512396,ok,2,1,6800,6,1,6811,5,28,0,0.5,,2026-05-18T23:29:37+00:00
sindresorhus/crypto-random-string,73665728,ok,3,1,4062,8,1,3848,8,33,0,0.5,,2026-05-18T23:29:37+00:00
sindresorhus/decamelize,29773710,ok,5,1,5030,15,1,3964,13,55,0,0.5,,2026-05-18T23:29:37+00:00
sindresorhus/detect-newline,21304485,ok,3,1,5000,9,1,5900,6,38,0,0.5,,2026-05-18T23:29:37+00:00
sindresorhus/environment,793180075,ok,1,1,10000,1,1,10000,5,5,0,0.5,,2026-05-18T23:29:37+00:00
sindresorhus/escape-string-regexp,21169121,ok,3,1,5000,8,1,3535,6,33,0,0.6,,2026-05-18T23:29:38+00:00
sindresorhus/execa,47475908,ok,24,1,7427,65,1,4987,503,822,0,0.6,,2026-05-18T23:29:38+00:00
sindresorhus/figures,21672939,ok,5,1,6362,12,2,3879,63,127,0,0.7,,2026-05-18T23:29:38+00:00
sindresorhus/file-type,19105307,ok,42,2,2316,121,2,2525,210,625,0,0.6,,2026-05-18T23:29:38+00:00
sindresorhus/find-cache-directory,48783244,ok,4,1,5833,14,2,2743,12,54,0,0.6,,2026-05-18T23:29:38+00:00
sindresorhus/find-up,41723004,ok,7,1,4835,17,1,4768,22,76,0,0.5,,2026-05-18T23:29:38+00:00
sindresorhus/find-up-simple,714044439,ok,2,1,5918,2,1,5918,7,7,0,0.5,,2026-05-18T23:29:39+00:00
sindresorhus/get-east-asian-width,711160838,ok,2,1,5000,3,1,4656,20,25,1,0.5,,2026-05-18T23:29:39+00:00
sindresorhus/get-stream,44264225,ok,6,1,6800,18,2,3599,75,123,0,0.5,,2026-05-18T23:29:39+00:00
sindresorhus/globals,15186239,ok,26,2,3158,102,2,2497,128,369,1,0.6,,2026-05-18T23:29:39+00:00
sindresorhus/globby,21069494,ok,14,1,4325,50,1,3477,111,257,0,0.6,,2026-05-18T23:29:39+00:00
sindresorhus/has-flag,38718671,ok,3,1,4400,7,1,5413,5,22,0,0.6,,2026-05-18T23:29:39+00:00
sindresorhus/import-fresh,22020904,ok,2,1,6800,8,1,6216,5,37,0,0.5,,2026-05-18T23:29:39+00:00
sindresorhus/import-local,90292430,ok,5,1,4000,8,1,5489,10,30,0,0.5,,2026-05-18T23:29:40+00:00
sindresorhus/indent-string,20576837,ok,3,1,4400,11,1,5926,5,47,0,0.8,,2026-05-18T23:29:40+00:00
sindresorhus/is-binary-path,29771247,ok,2,1,5556,6,1,4463,3,22,0,0.7,,2026-05-18T23:29:40+00:00
sindresorhus/is-docker,33590534,ok,2,1,8673,7,1,6566,14,31,0,0.5,,2026-05-18T23:29:40+00:00
sindresorhus/is-fullwidth-code-point,39222301,ok,4,1,5200,9,1,4438,10,26,0,1.0,,2026-05-18T23:29:40+00:00
sindresorhus/is-inside-container,601943060,ok,1,1,10000,1,1,10000,3,3,0,0.5,,2026-05-18T23:29:40+00:00
sindresorhus/is-path-inside,21054113,ok,3,1,5510,8,1,5023,7,33,0,0.5,,2026-05-18T23:29:40+00:00
sindresorhus/is-plain-obj,38923193,ok,2,1,5372,7,1,4078,11,29,0,0.5,,2026-05-18T23:29:40+00:00
sindresorhus/is-stream,29436825,ok,3,1,5000,6,1,5923,14,33,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/is-unicode-supported,348660847,ok,5,1,5800,5,1,5800,20,20,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/is-wsl,88415331,ok,2,1,6800,7,1,5872,5,25,0,0.6,,2026-05-18T23:29:41+00:00
sindresorhus/leven,22794601,ok,3,1,6296,8,1,5648,9,39,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/locate-path,74266248,ok,5,1,5030,8,1,5723,13,32,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/log-symbols,21673868,ok,5,1,5000,13,1,4224,16,47,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/lowercase-keys,29769737,ok,2,1,6800,3,1,8231,5,21,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/make-dir,90776169,ok,4,1,6327,11,1,4822,14,60,0,0.5,,2026-05-18T23:29:41+00:00
sindresorhus/meow,25121561,ok,14,2,3144,45,1,3578,68,203,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/mimic-function,71381729,ok,4,2,3776,12,2,3133,14,51,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/mimic-response,93189529,ok,2,1,6250,6,1,5455,4,22,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/node-defaults,7985040,ok,2,1,8472,5,1,3636,12,22,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/normalize-url,29094022,ok,12,1,5841,44,1,4328,46,174,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/npm-run-path,48707028,ok,3,1,4650,7,1,4274,20,42,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/object-assign,16457190,ok,2,1,5000,14,1,4835,2,61,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/onetime,14847357,ok,3,1,5000,9,1,6160,6,50,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/open,18469325,ok,26,1,3954,57,1,4258,100,217,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/p-limit,71542716,ok,8,1,5089,18,1,5665,27,76,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/p-locate,74265632,ok,3,1,5000,6,1,6159,6,27,0,0.5,,2026-05-18T23:29:42+00:00
sindresorhus/p-map,71526722,ok,11,1,3176,18,1,3821,39,69,0,0.4,,2026-05-18T23:29:43+00:00
sindresorhus/p-try,71534796,ok,2,1,6250,5,1,5225,4,17,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/package-directory,41724281,ok,4,1,6327,9,1,5800,14,41,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/parent-module,50187748,ok,3,1,6600,6,1,6598,10,26,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/parse-json,41367145,ok,9,1,3518,15,1,4443,35,65,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/path-exists,34965664,ok,2,1,5556,7,1,4848,3,25,0,0.4,,2026-05-18T23:29:43+00:00
sindresorhus/path-key,48706449,ok,3,1,5000,6,1,4876,6,22,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/path-type,41905436,ok,3,1,5000,7,1,5000,6,26,0,0.5,,2026-05-18T23:29:43+00:00
sindresorhus/pify,41585934,ok,3,1,4688,16,1,4853,8,68,0,0.6,,2026-05-18T23:29:43+00:00
sindresorhus/quick-lru,86679721,ok,6,1,5713,17,1,4724,31,69,0,0.4,,2026-05-18T23:29:44+00:00
sindresorhus/read-package-up,41842429,ok,3,1,7734,9,1,6800,16,45,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/read-pkg,41790094,ok,4,1,7300,9,1,6931,20,53,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/resolve-cwd,47504070,ok,1,1,10000,4,1,6533,1,15,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/resolve-from,22022707,ok,1,1,10000,7,1,5533,1,30,0,0.4,,2026-05-18T23:29:44+00:00
sindresorhus/restore-cursor,23512229,ok,3,1,5938,6,1,6074,8,22,0,0.4,,2026-05-18T23:29:44+00:00
sindresorhus/shebang-regex,30903733,ok,2,1,5556,4,1,6327,3,14,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/slash,11516031,ok,5,1,4380,8,1,6272,11,33,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/string-width,39222730,ok,7,1,4759,14,1,5450,35,78,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/strip-bom,18444852,ok,2,1,5556,7,1,6914,3,35,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/strip-final-newline,47453723,ok,3,1,4438,4,1,4900,13,20,0,0.5,,2026-05-18T23:25:53+00:00
sindresorhus/strip-indent,18242629,ok,3,1,6600,8,1,6850,10,40,0,0.5,,2026-05-18T23:29:44+00:00
sindresorhus/strip-json-comments,14468669,ok,5,1,5781,21,1,5172,16,74,0,0.5,,2026-05-18T23:29:45+00:00
sindresorhus/tagged-tag,795552264,ok,1,1,10000,1,1,10000,4,5,0,0.5,,2026-05-18T23:25:52+00:00
sindresorhus/to-fast-properties,31656998,ok,4,1,3878,8,1,4902,7,32,0,0.5,,2026-05-18T23:29:45+00:00
sindresorhus/type-fest,175398594,ok,183,3,1635,212,2,1763,745,935,1,0.5,,2026-05-18T23:29:45+00:00
sindresorhus/unicorn-magic,716660564,ok,2,1,8472,2,1,8472,12,12,0,0.5,,2026-05-18T23:29:45+00:00
sindresorhus/yocto-queue,315531538,ok,4,1,6533,4,1,6886,15,17,0,0.5,,2026-05-18T23:29:45+00:00
sinonjs/commons,143001748,ok,2,1,9445,9,1,7013,35,108,2,0.5,,2026-05-18T23:29:45+00:00
sinonjs/fake-timers,16523712,ok,35,1,3240,82,2,2195,223,673,2,0.5,,2026-05-18T23:29:45+00:00
smithy-lang/smithy-rs,308027791,ok,136,4,1100,148,4,1075,2906,3117,0,1.0,,2026-05-18T23:29:45+00:00
smithy-lang/smithy-typescript,208319207,ok,81,3,1198,101,3,1101,1995,2859,3,0.8,,2026-05-18T23:29:45+00:00
smol-rs/fastrand,267368764,ok,19,2,2886,24,2,2214,85,138,0,0.6,,2026-05-18T23:29:45+00:00
snowflakedb/snowflake-connector-python,62262074,ok,124,7,811,155,2,1503,930,1795,1,1.0,,2026-05-18T23:29:45+00:00
socketio/socket.io,557980,ok,124,1,7096,555,2,2418,976,6487,1,1.3,,2026-05-18T23:29:45+00:00
sqlalchemy/sqlalchemy,159271175,ok,372,1,4397,811,1,5906,3111,15273,1,2.6,,2026-05-18T23:29:46+00:00
sqlite/sqlite,176278485,ok,8,1,3849,38,2,2616,8104,29538,0,3.4,,2026-05-18T23:29:46+00:00
srijs/rust-crc32fast,157348282,ok,6,1,7688,12,1,7009,40,97,0,0.4,,2026-05-18T23:29:46+00:00
stebalien/tempfile,33832372,ok,46,1,3476,77,1,4589,178,419,2,0.5,,2026-05-18T23:29:46+00:00
stefanpenner/get-caller-file,48818175,ok,0,0,0,5,1,7052,0,42,0,0.4,,2026-05-18T23:29:47+00:00
storybookjs/storybook,54173593,ok,1092,5,833,2380,6,731,30320,55121,7,6.5,,2026-05-18T23:29:47+00:00
stream-utils/destroy,15544623,ok,1,1,10000,3,1,8174,46,130,0,0.5,,2026-05-18T23:29:47+00:00
stream-utils/raw-body,12823654,ok,4,1,8394,17,1,7166,127,529,1,0.5,,2026-05-18T23:29:47+00:00
stream-utils/unpipe,37428186,ok,0,0,0,1,1,10000,0,81,0,0.6,,2026-05-18T23:29:47+00:00
streamich/memfs,37490572,ok,43,1,5064,65,2,3414,777,1513,5,0.9,,2026-05-18T23:29:47+00:00
stub42/pytz,63155638,ok,6,1,6772,21,1,6048,75,612,0,0.8,,2026-05-18T23:29:47+00:00
suguru03/neo-async,27030361,ok,0,0,0,18,1,9099,0,926,1,0.6,,2026-05-18T23:29:48+00:00
sval-rs/sval,157205610,ok,3,1,9541,7,1,9464,171,367,0,0.6,,2026-05-18T23:29:48+00:00
swc-project/swc,115110181,ok,323,2,2744,374,2,2509,10506,11756,4,2.1,,2026-05-18T23:29:48+00:00
syntax-tree/unist-util-is,41795086,ok,5,1,8288,6,1,8557,55,132,0,0.6,,2026-05-18T23:29:49+00:00
systemd/systemd,32873313,ok,1362,3,1295,2950,3,1257,31557,78550,1,7.1,,2026-05-18T23:29:49+00:00
taiki-e/pin-project,164668916,ok,4,1,9813,12,1,9100,530,1200,0,0.6,,2026-05-18T23:29:49+00:00
taiki-e/pin-project-lite,216847853,ok,9,1,7991,10,1,8565,447,657,0,0.8,,2026-05-18T23:29:49+00:00
taiki-e/portable-atomic,448365131,ok,7,1,9702,8,1,9707,1728,1828,1,0.7,,2026-05-18T23:29:49+00:00
tapjs/signal-exit,35711072,ok,4,1,8384,14,2,3435,35,107,0,0.6,,2026-05-18T23:29:49+00:00
tapjs/stack-utils,48974178,ok,3,1,6454,13,2,2628,19,93,0,0.6,,2026-05-18T23:29:50+00:00
tartley/colorama,18892209,ok,13,2,2104,50,2,1432,73,293,0,0.6,,2026-05-18T23:29:50+00:00
teambition/merge2,25396227,ok,2,1,5000,6,1,6931,2,35,1,0.5,,2026-05-18T23:29:50+00:00
teddriggs/darling,89984100,ok,36,1,5716,49,1,6715,275,539,0,0.6,,2026-05-18T23:29:50+00:00
tehshrike/deepmerge,3276413,ok,7,1,3254,36,1,4010,13,273,0,0.6,,2026-05-18T23:29:50+00:00
terkelg/sisteransi,122441239,ok,0,0,0,6,1,6811,0,28,0,0.7,,2026-05-18T23:29:51+00:00
terser/terser,29097127,ok,61,1,6539,258,2,2052,504,3202,3,0.7,,2026-05-18T23:29:51+00:00
textualize/rich,220809393,ok,231,2,2521,287,1,3968,1906,3270,3,0.8,,2026-05-18T23:25:52+00:00
theskumar/python-dotenv,23727790,ok,43,2,2063,107,2,2544,133,416,1,0.5,,2026-05-18T23:29:51+00:00
thkukuk/rpcsvc-proto,55140533,ok,3,1,5938,7,1,6006,8,26,0,0.5,,2026-05-18T23:29:51+00:00
thlorenz/convert-source-map,8751561,ok,7,2,2654,27,1,3894,18,114,0,0.5,,2026-05-18T23:29:51+00:00
thlorenz/deep-is,9345558,ok,1,1,10000,4,2,4236,1,24,0,0.5,,2026-05-18T23:29:51+00:00
thomasdickey/ncurses-snapshots,65149533,ok,1,1,10000,1,1,10000,267,1650,0,0.6,,2026-05-18T23:29:52+00:00
tim-kos/node-retry,1738798,ok,3,1,4400,26,2,2986,5,124,0,0.5,,2026-05-18T23:29:52+00:00
time-rs/time,26459635,ok,53,1,8344,72,1,8360,727,1268,0,0.6,,2026-05-18T23:29:52+00:00
tj/commander.js,2206953,ok,37,1,5973,196,2,2344,324,1075,1,0.6,,2026-05-18T23:29:52+00:00
tj/node-cookie-signature,6229722,ok,3,1,6358,10,2,2874,18,54,0,0.5,,2026-05-18T23:29:52+00:00
tjguk/wmi,23124645,ok,0,0,0,3,1,4898,0,814,0,0.6,,2026-05-18T23:29:52+00:00
tkem/cachetools,18006791,ok,13,1,7209,20,1,8339,157,413,1,0.5,,2026-05-18T23:29:53+00:00
tokio-rs/bytes,30062547,ok,63,4,866,130,4,1424,160,546,0,0.5,,2026-05-18T23:29:53+00:00
tokio-rs/loom,161875917,ok,37,4,973,57,2,1845,102,235,0,0.5,,2026-05-18T23:29:53+00:00
tokio-rs/prost,94262864,ok,121,2,1695,166,2,2107,383,772,1,0.5,,2026-05-18T23:29:53+00:00
tokio-rs/slab,37093133,ok,20,1,3420,40,2,1388,65,128,0,0.5,,2026-05-18T23:29:53+00:00
tokio-rs/tokio,67836789,ok,609,14,643,1004,13,466,1999,4333,1,0.9,,2026-05-18T23:29:53+00:00
tokio-rs/tracing,165289175,ok,202,3,1681,312,1,2685,731,1599,2,0.9,,2026-05-18T23:29:53+00:00
toml-rs/toml,95902102,ok,56,1,8813,158,1,4588,1484,2281,4,1.1,,2026-05-18T23:29:53+00:00
tootallnate/proxy-agents,11293703,ok,27,1,4329,45,1,5899,120,291,3,0.6,,2026-05-18T23:29:54+00:00
tootallnate/util-deprecate,19321056,ok,0,0,0,3,1,5938,0,8,0,0.5,,2026-05-18T23:29:54+00:00
tower-rs/tower,98244646,ok,64,5,1004,107,5,784,197,607,0,0.5,,2026-05-18T23:29:54+00:00
tox-dev/filelock,17098256,ok,42,1,3073,59,2,2242,137,288,2,0.5,,2026-05-18T23:29:55+00:00
tox-dev/platformdirs,367032142,ok,46,2,1975,83,4,1001,168,388,2,0.5,,2026-05-18T23:29:55+00:00
tqdm/tqdm,36804486,ok,28,1,7519,116,1,5530,270,1740,1,0.7,,2026-05-18T23:29:55+00:00
tritondatacenter/node-assert-plus,4767976,ok,1,1,10000,10,2,1951,2,35,0,0.5,,2026-05-18T23:29:55+00:00
tritondatacenter/node-extsprintf,4058064,ok,1,1,10000,5,1,4700,1,20,0,0.5,,2026-05-18T23:29:55+00:00
troygoode/node-require-directory,3053807,ok,0,0,0,10,1,7371,0,70,0,0.5,,2026-05-18T23:29:55+00:00
trysound/postcss-value-parser,40920306,ok,3,2,3333,15,1,4798,3,107,0,0.5,,2026-05-18T23:29:55+00:00
tsconfig/bases,263697285,ok,87,15,334,95,12,713,229,281,0,0.5,,2026-05-18T23:29:55+00:00
tukaani-project/xz,553665726,ok,39,1,5449,62,1,6715,1702,3013,0,0.9,,2026-05-18T23:29:56+00:00
typescript-eslint/typescript-eslint,165536154,ok,476,6,738,778,6,579,2855,4707,7,1.4,,2026-05-18T23:29:56+00:00
unicode-org/icu,49244766,ok,138,5,673,267,6,730,2149,33621,1,13.9,,2026-05-18T23:29:56+00:00
unicode-org/icu4x,243395141,ok,119,2,1942,141,2,1869,4233,4899,1,2.3,,2026-05-18T23:29:56+00:00
unicode-rs/unicode-xid,34637906,ok,14,2,1620,23,4,970,36,61,0,0.9,,2026-05-18T23:29:56+00:00
unshiftio/requires-port,26316179,ok,1,1,10000,3,1,5106,17,37,1,0.7,,2026-05-18T23:29:56+00:00
uqfoundation/dill,11031844,ok,21,1,6326,46,1,3468,224,685,1,0.9,,2026-05-18T23:29:56+00:00
urllib3/urllib3,2410676,ok,135,3,1072,389,5,688,700,3506,1,0.8,,2026-05-18T23:29:57+00:00
util-linux/util-linux,2339555,ok,406,2,1893,1058,1,2674,5366,20744,1,2.3,,2026-05-18T23:29:57+00:00
uuidjs/uuid,1203139,ok,29,1,4120,82,2,3163,146,553,3,0.7,,2026-05-18T23:29:57+00:00
vercel/ai,644461337,ok,513,3,1962,631,3,1615,4257,5237,8,2.5,,2026-05-18T23:29:57+00:00
vercel/ms,3655872,ok,11,1,3587,40,3,1368,38,154,2,0.5,,2026-05-18T23:29:58+00:00
vercel/next.js,70107786,ok,2605,11,340,3935,13,313,24411,33585,8,6.0,,2026-05-18T23:29:58+00:00
visionmedia/bytes.js,4626886,ok,1,1,10000,20,1,5865,27,162,0,0.5,,2026-05-18T23:29:58+00:00
vitest-dev/vitest,434708679,ok,681,2,1720,747,2,1674,4980,5433,2,1.8,,2026-05-18T23:29:58+00:00
vorner/signal-hook,137260008,ok,28,1,3434,36,1,5178,129,289,1,0.7,,2026-05-18T23:29:59+00:00
vuejs/core,137078487,ok,418,1,2734,617,1,3596,3276,5948,3,1.1,,2026-05-18T23:25:52+00:00
wasm-bindgen/wasm-bindgen,114685405,ok,284,7,704,537,5,1078,972,3478,4,0.9,,2026-05-18T23:29:59+00:00
watson/ci-info,71475907,ok,21,1,3283,35,2,2322,127,210,0,0.8,,2026-05-18T23:29:59+00:00
wbond/asn1crypto,36823669,ok,10,1,5855,37,1,7801,78,758,0,0.6,,2026-05-18T23:30:00+00:00
webmproject/libwebp,23368445,ok,37,1,4136,78,2,2758,802,4007,0,0.9,,2026-05-18T23:30:00+00:00
webpack/enhanced-resolve,5400204,ok,32,2,1991,78,2,2371,227,741,3,0.7,,2026-05-18T23:30:00+00:00
webpack/schema-utils,80306715,ok,6,2,3529,20,4,1239,68,191,1,0.5,,2026-05-18T23:30:00+00:00
webpack/tapable,7730086,ok,9,2,2396,37,1,3233,24,218,2,0.5,,2026-05-18T23:30:00+00:00
webpack/terser-webpack-plugin,143057914,ok,17,2,2645,37,1,3354,172,407,2,0.8,,2026-05-18T23:30:01+00:00
webpack/watchpack,24119524,ok,9,2,2707,32,1,4984,55,326,2,0.6,,2026-05-18T23:30:01+00:00
webpack/webpack-sources,48954523,ok,11,1,4007,29,1,3665,87,233,2,0.5,,2026-05-18T23:30:01+00:00
webreflection/flatted,131121620,ok,5,1,8635,11,1,7647,56,148,1,0.5,,2026-05-18T23:30:01+00:00
webreflection/html-escaper,33597730,ok,1,1,10000,1,1,10000,6,27,0,0.6,,2026-05-18T23:30:01+00:00
websocket-client/websocket-client,1202362,ok,58,1,6231,224,2,2127,364,1037,0,0.6,,2026-05-18T23:30:02+00:00
websockets/ws,2744972,ok,27,1,7984,203,2,2737,281,1623,1,0.6,,2026-05-18T23:30:02+00:00
wesleytodd/setprototypeof,30301031,ok,0,0,0,5,1,6512,0,25,0,0.5,,2026-05-18T23:30:02+00:00
whitequark/ipaddr.js,2110585,ok,10,3,1500,41,2,2134,20,175,0,0.7,,2026-05-18T23:30:02+00:00
withoutboats/heck,86326466,ok,7,1,4201,13,2,3026,24,57,0,0.6,,2026-05-18T23:30:02+00:00
xiph/ogg,33956205,ok,11,2,2853,62,3,1409,38,600,0,0.8,,2026-05-18T23:30:02+00:00
xtuc/webassemblyjs,113006071,ok,12,1,3716,37,1,6140,71,1636,3,1.3,,2026-05-18T23:30:03+00:00
yahoo/serialize-javascript,24106944,ok,9,2,2653,27,2,2640,21,101,2,0.5,,2026-05-18T23:30:03+00:00
yaml/libyaml,2699072,ok,2,1,7551,34,2,2266,7,226,0,0.5,,2026-05-18T23:30:03+00:00
yaml/pyyaml,2700147,ok,6,2,2944,40,1,3104,44,325,0,0.6,,2026-05-18T23:30:03+00:00
yargs/cliui,34287546,ok,3,2,3878,14,2,2138,7,102,2,0.6,,2026-05-18T23:30:03+00:00
yargs/set-blocking,58830287,ok,1,1,10000,6,2,2781,1,13,0,0.5,,2026-05-18T23:30:03+00:00
yargs/y18n,39720886,ok,3,1,5000,16,3,1614,6,78,3,0.7,,2026-05-18T23:30:04+00:00
yargs/yargs,14210523,ok,75,4,1120,300,2,1902,166,1562,3,0.6,,2026-05-18T23:30:04+00:00
yargs/yargs-parser,50258379,ok,14,2,2196,55,1,3329,35,298,3,0.6,,2026-05-18T23:30:04+00:00
yuzujs/setimmediate,1981208,ok,0,0,0,12,1,4736,0,110,0,0.5,,2026-05-18T23:30:04+00:00
zertosh/loose-envify,41947687,ok,0,0,0,5,1,7556,0,30,0,0.5,,2026-05-18T23:30:04+00:00
zesterer/spin-rs,21686666,ok,27,2,1664,59,2,1682,93,316,0,0.6,,2026-05-18T23:30:04+00:00
zloirock/core-js,11481338,ok,54,1,9088,144,1,9020,4266,7506,0,1.0,,2026-05-18T23:30:05+00:00
