repo,repo_id,cve_count_5y,cve_ids_5y,packages_queried,fetched_at
ljharb/es-errors,752160492,0,,npm:es-errors,2026-05-03T15:44:10+00:00
ljharb/es-object-atoms,773229339,0,,npm:es-object-atoms,2026-05-03T15:44:10+00:00
ljharb/es-shim-unscopables,480458584,0,,npm:es-shim-unscopables,2026-05-03T15:44:10+00:00
ljharb/es-to-primitive,32377814,0,,npm:es-to-primitive,2026-05-03T15:44:10+00:00
ljharb/get-intrinsic,308516559,0,,npm:get-intrinsic,2026-05-03T15:44:10+00:00
ljharb/get-proto,911035271,0,,npm:get-proto,2026-05-03T15:44:10+00:00
ljharb/gopd,560708130,0,,npm:gopd,2026-05-03T15:44:10+00:00
ljharb/has-bigints,201714166,0,,npm:has-bigints,2026-05-03T15:44:10+00:00
ljharb/internal-slot,216159146,0,,npm:internal-slot,2026-05-03T15:44:11+00:00
ljharb/object-keys,9103992,0,,npm:object-keys,2026-05-03T15:44:11+00:00
ljharb/object.assign,17755831,0,,npm:object.assign,2026-05-03T15:44:11+00:00
ljharb/possible-typed-array-names,760136716,0,,npm:possible-typed-array-names,2026-05-03T15:44:11+00:00
ljharb/qs,22266795,2,"CVE-2022-24999,CVE-2025-15284",npm:qs,2026-05-03T15:44:11+00:00
ljharb/safe-regex-test,540138887,0,,npm:safe-regex-test,2026-05-03T15:44:11+00:00
ljharb/set-function-length,704249795,0,,npm:set-function-length,2026-05-03T15:44:11+00:00
ljharb/side-channel,225239081,0,,npm:side-channel,2026-05-03T15:44:11+00:00
ljharb/side-channel-list,901451610,0,,npm:side-channel-list,2026-05-03T15:44:11+00:00
ljharb/side-channel-map,901191461,0,,npm:side-channel-map,2026-05-03T15:44:11+00:00
ljharb/side-channel-weakmap,901188921,0,,npm:side-channel-weakmap,2026-05-03T15:44:11+00:00
lodash/lodash,3955647,2,"CVE-2020-28500,CVE-2021-23337","npm:lodash,npm:lodash.debounce,npm:lodash.merge,npm:lodash.memoize,npm:lodash.isplainobject,npm:lodash.uniq,npm:lodash.once,npm:lodash.camelcase,npm:lodash._reinterpolate,npm:lodash.isstring,npm:lodash.sortby,npm:lodash.clonedeep,npm:lodash.isboolean,npm:lodash.get,npm:lodash.truncate,npm:lodash.includes,npm:lodash.isinteger,npm:lodash.isnumber,npm:lodash-es,npm:lodash.isequal,npm:lodash.defaults,npm:lodash.templatesettings,npm:lodash.flatten,npm:lodash.flattendeep,npm:lodash.template,npm:lodash.isarguments,npm:lodash.difference,npm:lodash.union,npm:lodash.throttle,npm:lodash.kebabcase,npm:lodash.isfunction,npm:lodash.mergewith,npm:lodash.escaperegexp,npm:lodash.snakecase,npm:lodash.keys,npm:lodash.isobject,npm:lodash.escape,npm:lodash.pick,npm:lodash.ismatch,npm:lodash.set,npm:lodash.assign,npm:lodash.isempty,npm:lodash.isnil,npm:lodash.startcase,npm:lodash.upperfirst,npm:lodash.map,npm:lodash.isarray,npm:lodash.uniqby,npm:lodash.groupby,npm:lodash._getnative,npm:lodash.isfinite,npm:lodash.isundefined,npm:lodash.foreach,npm:lodash.mapvalues,npm:lodash._basecopy,npm:lodash.omit,npm:lodash.has,npm:lodash.capitalize,npm:lodash.reduce,npm:lodash._isiterateecall,npm:lodash._bindcallback,npm:lodash.clone,npm:lodash.restparam,npm:lodash.find,npm:lodash.castarray,npm:lodash.zip,npm:lodash.some,npm:lodash._root,npm:lodash.bind,npm:lodash.defaultsdeep,npm:lodash.filter,npm:lodash.assignin,npm:lodash.toarray,npm:lodash.pickby,npm:lodash.deburr,npm:lodash._baseassign,npm:lodash._basetostring,npm:lodash.curry,npm:lodash.unescape,npm:lodash.reject,npm:lodash.padend,npm:lodash.values,npm:lodash.flow,npm:lodash.transform,npm:lodash.topath,npm:lodash._reevaluate,npm:lodash._reescape,npm:lodash._basevalues",2026-05-03T15:45:39+00:00
loganfsmyth/gensync,132383032,0,,npm:gensync,2026-05-03T15:44:12+00:00
lokathor/bytemuck,209673558,0,,"crates.io:bytemuck,crates.io:bytemuck_derive",2026-05-03T15:44:13+00:00
lukeed/dequal,174421655,0,,npm:dequal,2026-05-03T15:44:12+00:00
lukeed/escalade,273568715,0,,npm:escalade,2026-05-03T15:44:12+00:00
lukeed/kleur,140393403,0,,npm:kleur,2026-05-03T15:44:12+00:00
lxml/lxml,1353927,6,"CVE-2014-3146,CVE-2018-19787,CVE-2020-27783,CVE-2021-28957,CVE-2021-43818,CVE-2022-2309",PyPI:lxml,2026-05-03T15:44:12+00:00
lydell/js-tokens,17552490,0,,npm:js-tokens,2026-05-03T15:44:12+00:00
mafintosh/end-of-stream,14732255,0,,npm:end-of-stream,2026-05-03T15:44:12+00:00
mafintosh/pump,12118126,0,,npm:pump,2026-05-03T15:44:12+00:00
mafintosh/tar-stream,15340089,0,,npm:tar-stream,2026-05-03T15:44:13+00:00
marshallpierce/rust-base64,47371310,1,CVE-2017-1000430,crates.io:base64,2026-05-03T15:44:13+00:00
mathiasbynens/cssesc,12001360,0,,npm:cssesc,2026-05-03T15:44:13+00:00
mathiasbynens/emoji-regex,24557614,0,,npm:emoji-regex,2026-05-03T15:44:13+00:00
mathiasbynens/jsesc,10498729,0,,npm:jsesc,2026-05-03T15:44:13+00:00
mathiasbynens/punycode.js,2755924,0,,"npm:punycode,npm:punycode.js",2026-05-03T15:44:14+00:00
mathiasbynens/regenerate,10182772,0,,npm:regenerate,2026-05-03T15:44:13+00:00
mathiasbynens/regexpu-core,49437324,0,,npm:regexpu-core,2026-05-03T15:44:13+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,0,,npm:unicode-canonical-property-names-ecmascript,2026-05-03T15:44:13+00:00
mathiasbynens/unicode-property-aliases-ecmascript,88333533,0,,npm:unicode-property-aliases-ecmascript,2026-05-03T15:44:14+00:00
matklad/once_cell,143220272,1,CVE-2019-16141,crates.io:once_cell,2026-05-03T15:44:14+00:00
matplotlib/matplotlib,1385122,0,,PyPI:matplotlib,2026-05-03T15:44:14+00:00
mcavage/node-assert-plus,4767976,0,,npm:assert-plus,2026-05-03T15:44:14+00:00
mcollina/fastq,37368217,0,,npm:fastq,2026-05-03T15:44:14+00:00
mcollina/reusify,42106515,0,,npm:reusify,2026-05-03T15:44:14+00:00
medikoo/d,10817569,0,,npm:d,2026-05-03T15:44:14+00:00
medikoo/es5-ext,1792941,1,CVE-2024-27088,"npm:es5-ext,npm:ext",2026-05-03T15:44:15+00:00
medikoo/es6-symbol,14423385,0,,npm:es6-symbol,2026-05-03T15:44:14+00:00
medikoo/type,177198492,0,,npm:type,2026-05-03T15:44:14+00:00
mhammond/pywin32,108187130,1,CVE-2021-32559,PyPI:pywin32,2026-05-03T15:44:15+00:00
micheles/decorator,14656555,0,,PyPI:decorator,2026-05-03T15:44:15+00:00
micromark/micromark,157420458,0,,"npm:micromark-util-symbol,npm:micromark-util-types,npm:micromark-util-character,npm:micromark-factory-space,npm:micromark-util-chunked,npm:micromark,npm:micromark-util-decode-numeric-character-reference,npm:micromark-util-encode,npm:micromark-util-normalize-identifier,npm:micromark-util-sanitize-uri,npm:micromark-util-decode-string,npm:micromark-util-classify-character,npm:micromark-util-resolve-all,npm:micromark-util-combine-extensions,npm:micromark-core-commonmark,npm:micromark-util-subtokenize,npm:micromark-factory-whitespace,npm:micromark-util-html-tag-name,npm:micromark-factory-title,npm:micromark-factory-label,npm:micromark-factory-destination",2026-05-03T15:44:35+00:00
micromatch/anymatch,11458302,0,,npm:anymatch,2026-05-03T15:44:15+00:00
micromatch/braces,25475303,2,"CVE-2018-1109,CVE-2024-4068",npm:braces,2026-05-03T15:44:15+00:00
micromatch/is-glob,28179425,0,,npm:is-glob,2026-05-03T15:44:15+00:00
micromatch/micromatch,27359938,1,CVE-2024-4067,npm:micromatch,2026-05-03T15:44:15+00:00
micromatch/picomatch,156211895,0,,npm:picomatch,2026-05-03T15:44:15+00:00
micromatch/to-regex-range,40355891,0,,npm:to-regex-range,2026-05-03T15:44:15+00:00
microsoft/tslib,34414315,0,,npm:tslib,2026-05-03T15:44:16+00:00
microsoft/typescript,20929025,0,,npm:typescript,2026-05-03T15:44:16+00:00
microsoft/windows-rs,208102250,1,GHSA-x4mq-m75f-mx8m,"crates.io:windows-sys,crates.io:windows-link,crates.io:windows_x86_64_msvc,crates.io:windows_x86_64_gnu,crates.io:windows_aarch64_msvc,crates.io:windows_i686_msvc,crates.io:windows_i686_gnu,crates.io:windows_x86_64_gnullvm,crates.io:windows_aarch64_gnullvm,crates.io:windows-targets,crates.io:windows-core,crates.io:windows_i686_gnullvm,crates.io:windows-result,crates.io:windows-strings,crates.io:windows,crates.io:windows-implement,crates.io:windows-interface,crates.io:windows-bindgen,crates.io:windows-registry,crates.io:windows-future,crates.io:windows-collections,crates.io:windows-numerics,crates.io:windows-threading,crates.io:windows-version",2026-05-03T15:44:39+00:00
minimistjs/minimist,549230701,1,CVE-2021-44906,npm:minimist,2026-05-03T15:44:16+00:00
mitsuhiko/insta,165561258,0,,crates.io:insta,2026-05-03T15:44:16+00:00
moment/moment,1424470,2,"CVE-2022-24785,CVE-2022-31129",npm:moment,2026-05-03T15:44:16+00:00
more-itertools/more-itertools,4144530,0,,PyPI:more-itertools,2026-05-03T15:44:16+00:00
motdotla/dotenv,11205780,0,,npm:dotenv,2026-05-03T15:44:16+00:00
moxystudio/node-cross-spawn,21335844,1,CVE-2024-21538,npm:cross-spawn,2026-05-03T15:44:16+00:00
mozilla/source-map,2014930,0,,npm:source-map,2026-05-03T15:44:16+00:00
mrabarnett/mrab-regex,309446978,0,,PyPI:regex,2026-05-03T15:44:17+00:00
mrmlnc/fast-glob,77467076,0,,npm:fast-glob,2026-05-03T15:44:17+00:00
msgpack/msgpack-python,2242705,0,,"PyPI:msgpack,PyPI:msgpack-python",2026-05-03T15:44:18+00:00
mvdnes/spin-rs,21686666,2,"CVE-2019-16137,GHSA-2qv5-7mw5-j3cg",crates.io:spin,2026-05-03T15:44:17+00:00
mysticatea/abort-controller,105228556,0,,npm:abort-controller,2026-05-03T15:44:17+00:00
mysticatea/event-target-shim,31137469,0,,npm:event-target-shim,2026-05-03T15:44:17+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,0,,npm:babel-preset-current-node-syntax,2026-05-03T15:44:17+00:00
node-fetch/fetch-blob,186960326,0,,npm:fetch-blob,2026-05-03T15:44:17+00:00
node-fetch/node-fetch,29849956,2,"CVE-2022-0235,CVE-2022-2596",npm:node-fetch,2026-05-03T15:44:18+00:00
nodeca/argparse,4325614,0,,npm:argparse,2026-05-03T15:44:18+00:00
nodeca/js-yaml,2504175,1,CVE-2025-64718,"npm:js-yaml,npm:@zkochan/js-yaml",2026-05-03T15:44:19+00:00
nodeca/pako,16231859,0,,npm:pako,2026-05-03T15:44:18+00:00
nodejs/readable-stream,5187096,0,,npm:readable-stream,2026-05-03T15:44:18+00:00
nodejs/string_decoder,95052330,0,,npm:string_decoder,2026-05-03T15:44:18+00:00
nodejs/undici,133092972,15,"BIT-node-2023-23936,CVE-2022-31150,CVE-2022-31151,CVE-2022-32210,CVE-2022-35948,CVE-2022-35949,CVE-2023-24807,CVE-2023-45143,CVE-2024-24750,CVE-2024-24758,CVE-2024-30260,CVE-2024-30261,CVE-2024-38372,CVE-2025-22150,CVE-2025-47279","npm:undici-types,npm:undici",2026-05-03T15:44:20+00:00
nodelib/nodelib,129310478,0,,"npm:@nodelib/fs.stat,npm:@nodelib/fs.scandir,npm:@nodelib/fs.walk",2026-05-03T15:44:20+00:00
npm/abbrev-js,554893,0,,npm:abbrev,2026-05-03T15:44:19+00:00
npm/cacache,193812470,0,,npm:cacache,2026-05-03T15:44:19+00:00
npm/fs-minipass,102982143,0,,"npm:fs-minipass,npm:@isaacs/fs-minipass",2026-05-03T15:44:20+00:00
npm/hosted-git-info,25002984,1,CVE-2021-23362,npm:hosted-git-info,2026-05-03T15:44:19+00:00
npm/inflight,19442260,0,,npm:inflight,2026-05-03T15:44:19+00:00
npm/ini,2167680,0,,npm:ini,2026-05-03T15:44:19+00:00
npm/json-parse-even-better-errors,211384370,0,,npm:json-parse-even-better-errors,2026-05-03T15:44:19+00:00
npm/mute-stream,5159166,0,,npm:mute-stream,2026-05-03T15:44:20+00:00
npm/node-semver,1357199,1,CVE-2022-25883,npm:semver,2026-05-03T15:44:20+00:00
npm/node-which,2169708,0,,npm:which,2026-05-03T15:44:20+00:00
npm/nopt,1544436,0,,npm:nopt,2026-05-03T15:44:20+00:00
npm/normalize-package-data,9301720,0,,npm:normalize-package-data,2026-05-03T15:44:20+00:00
npm/ssri,193817839,1,CVE-2021-27290,npm:ssri,2026-05-03T15:44:21+00:00
npm/unique-slug,35246620,0,,npm:unique-slug,2026-05-03T15:44:20+00:00
npm/wrappy,24208073,0,,npm:wrappy,2026-05-03T15:44:21+00:00
npm/write-file-atomic,23896209,0,,npm:write-file-atomic,2026-05-03T15:44:21+00:00
numpy/numpy,908607,8,"CVE-2014-1858,CVE-2014-1859,CVE-2017-12852,CVE-2019-6446,CVE-2021-33430,CVE-2021-34141,CVE-2021-41495,CVE-2021-41496",PyPI:numpy,2026-05-03T15:44:23+00:00
nv/cssom,1025209,0,,npm:cssom,2026-05-03T15:44:21+00:00
nvzqz/static-assertions-rs,100129252,0,,crates.io:static_assertions,2026-05-03T15:44:21+00:00
oauthlib/oauthlib,2811323,1,CVE-2022-36087,PyPI:oauthlib,2026-05-03T15:44:21+00:00
octokit/openapi-types.ts,304109193,0,,npm:@octokit/openapi-types,2026-05-03T15:44:21+00:00
octokit/types.ts,216109757,0,,npm:@octokit/types,2026-05-03T15:44:21+00:00
oozcitak/xmlbuilder-js,1042809,0,,npm:xmlbuilder,2026-05-03T15:44:22+00:00
open-telemetry/opentelemetry-js,185901023,1,GHSA-f8pq-3926-8gx5,"npm:@opentelemetry/semantic-conventions,npm:@opentelemetry/core,npm:@opentelemetry/api,npm:@opentelemetry/instrumentation,npm:@opentelemetry/api-logs,npm:@opentelemetry/resources,npm:@opentelemetry/sdk-trace-base,npm:@opentelemetry/otlp-transformer,npm:@opentelemetry/sdk-metrics,npm:@opentelemetry/sdk-logs,npm:@opentelemetry/otlp-exporter-base,npm:@opentelemetry/context-async-hooks,npm:@opentelemetry/instrumentation-http,npm:@opentelemetry/sdk-trace-node,npm:@opentelemetry/propagator-b3,npm:@opentelemetry/propagator-jaeger,npm:@opentelemetry/otlp-grpc-exporter-base,npm:@opentelemetry/exporter-trace-otlp-http,npm:@opentelemetry/exporter-zipkin,npm:@opentelemetry/exporter-trace-otlp-grpc,npm:@opentelemetry/exporter-trace-otlp-proto,npm:@opentelemetry/sdk-node,npm:@opentelemetry/exporter-metrics-otlp-http,npm:@opentelemetry/exporter-logs-otlp-http,npm:@opentelemetry/instrumentation-grpc,npm:@opentelemetry/exporter-logs-otlp-grpc,npm:@opentelemetry/exporter-logs-otlp-proto,npm:@opentelemetry/exporter-metrics-otlp-proto,npm:@opentelemetry/exporter-metrics-otlp-grpc,npm:@opentelemetry/exporter-prometheus,npm:@opentelemetry/configuration",2026-05-03T15:44:52+00:00
open-telemetry/opentelemetry-js-contrib,255986659,0,,"npm:@opentelemetry/instrumentation-undici,npm:@opentelemetry/sql-common,npm:@opentelemetry/instrumentation-kafkajs,npm:@opentelemetry/redis-common,npm:@opentelemetry/instrumentation-mongoose,npm:@opentelemetry/instrumentation-express,npm:@opentelemetry/instrumentation-fs,npm:@opentelemetry/instrumentation-amqplib,npm:@opentelemetry/instrumentation-pg,npm:@opentelemetry/instrumentation-dataloader,npm:@opentelemetry/instrumentation-lru-memoizer,npm:@opentelemetry/instrumentation-mongodb,npm:@opentelemetry/instrumentation-graphql,npm:@opentelemetry/instrumentation-ioredis,npm:@opentelemetry/instrumentation-tedious,npm:@opentelemetry/instrumentation-mysql,npm:@opentelemetry/instrumentation-koa,npm:@opentelemetry/instrumentation-hapi,npm:@opentelemetry/instrumentation-mysql2,npm:@opentelemetry/instrumentation-connect,npm:@opentelemetry/instrumentation-generic-pool,npm:@opentelemetry/instrumentation-knex,npm:@opentelemetry/instrumentation-nestjs-core,npm:@opentelemetry/instrumentation-redis,npm:@opentelemetry/instrumentation-cucumber",2026-05-03T15:44:46+00:00
open-telemetry/opentelemetry-python,185478926,1,CVE-2023-43810,"PyPI:opentelemetry-api,PyPI:opentelemetry-semantic-conventions,PyPI:opentelemetry-proto,PyPI:opentelemetry-sdk,PyPI:opentelemetry-exporter-otlp-proto-http,PyPI:opentelemetry-exporter-otlp-proto-grpc,PyPI:opentelemetry-instrumentation,PyPI:opentelemetry-exporter-otlp-proto-common,PyPI:opentelemetry-exporter-otlp,PyPI:opentelemetry-exporter-prometheus",2026-05-03T15:44:32+00:00
pallets/click,19103692,0,,PyPI:click,2026-05-03T15:44:22+00:00
pallets/flask,596892,2,"CVE-2023-30861,CVE-2025-47278",PyPI:flask,2026-05-03T15:44:22+00:00
pallets/itsdangerous,1945034,0,,PyPI:itsdangerous,2026-05-03T15:44:22+00:00
pallets/jinja,994551,8,"CVE-2014-0012,CVE-2014-1402,CVE-2020-28493,CVE-2024-22195,CVE-2024-34064,CVE-2024-56201,CVE-2024-56326,CVE-2025-27516",PyPI:jinja2,2026-05-03T15:44:23+00:00
pallets/markupsafe,734244,0,,PyPI:markupsafe,2026-05-03T15:44:22+00:00
pallets/werkzeug,997338,11,"CVE-2016-10516,CVE-2019-14322,CVE-2020-28724,CVE-2022-29361,CVE-2023-23934,CVE-2023-25577,CVE-2023-46136,CVE-2024-34069,CVE-2024-49766,CVE-2024-49767,CVE-2025-66221",PyPI:werkzeug,2026-05-03T15:44:23+00:00
pandas-dev/pandas,858127,0,,PyPI:pandas,2026-05-03T15:44:23+00:00
paramiko/paramiko,119609,3,"CVE-2008-0299,CVE-2022-24302,CVE-2023-48795",PyPI:paramiko,2026-05-03T15:44:23+00:00
paulmillr/chokidar,4090287,0,,npm:chokidar,2026-05-03T15:44:23+00:00
paulmillr/readdirp,4494405,0,,npm:readdirp,2026-05-03T15:44:23+00:00
pest-parser/pest,56964647,0,,"crates.io:pest,crates.io:pest_generator,crates.io:pest_derive,crates.io:pest_meta",2026-05-03T15:44:26+00:00
peternator7/strum,80964373,0,,"crates.io:strum_macros,crates.io:strum",2026-05-03T15:44:25+00:00
petkaantonov/bluebird,12670444,0,,npm:bluebird,2026-05-03T15:44:24+00:00
pexpect/ptyprocess,24727748,0,,PyPI:ptyprocess,2026-05-03T15:44:24+00:00
pillarjs/encodeurl,60721766,0,,npm:encodeurl,2026-05-03T15:44:24+00:00
pillarjs/finalhandler,20547377,0,,npm:finalhandler,2026-05-03T15:44:24+00:00
pillarjs/iconv-lite,2743221,0,,npm:iconv-lite,2026-05-03T15:44:24+00:00
pillarjs/parseurl,17533192,0,,npm:parseurl,2026-05-03T15:44:25+00:00
pillarjs/path-to-regexp,5265803,2,"CVE-2024-45296,CVE-2024-52798",npm:path-to-regexp,2026-05-03T15:44:25+00:00
pillarjs/send,4879977,1,CVE-2024-43799,npm:send,2026-05-03T15:44:25+00:00
postcss/postcss,13078968,3,"CVE-2021-23368,CVE-2021-23382,CVE-2023-44270",npm:postcss,2026-05-03T15:44:25+00:00
postcss/postcss-selector-parser,36500102,0,,npm:postcss-selector-parser,2026-05-03T15:44:25+00:00
prettier/prettier,75104123,0,,npm:prettier,2026-05-03T15:44:26+00:00
primus/eventemitter3,13100677,0,,npm:eventemitter3,2026-05-03T15:44:26+00:00
proptest-rs/proptest,94702898,0,,"crates.io:proptest,crates.io:proptest-macro,crates.io:proptest-derive",2026-05-03T15:44:28+00:00
psf/requests,1362490,6,"CVE-2014-1829,CVE-2014-1830,CVE-2015-2296,CVE-2023-32681,CVE-2024-35195,CVE-2024-47081",PyPI:requests,2026-05-03T15:44:26+00:00
psycopg/psycopg2,7730829,0,,"PyPI:psycopg2-binary,PyPI:psycopg2",2026-05-03T15:44:27+00:00
pvorb/node-clone,2317381,0,,npm:clone,2026-05-03T15:44:26+00:00
py4j/py4j,1045976,0,,PyPI:py4j,2026-05-03T15:44:27+00:00
pyasn1/pyasn1,512723255,0,,PyPI:pyasn1,2026-05-03T15:44:27+00:00
pyasn1/pyasn1-modules,512723354,0,,PyPI:pyasn1-modules,2026-05-03T15:44:27+00:00
pyca/bcrypt,9993757,0,,PyPI:bcrypt,2026-05-03T15:44:27+00:00
pyca/cryptography,11939484,16,"CVE-2016-9243,CVE-2020-25659,CVE-2020-36242,CVE-2023-0286,CVE-2023-23931,CVE-2023-38325,CVE-2023-49083,CVE-2023-50782,CVE-2024-0727,CVE-2024-12797,CVE-2024-26130,GHSA-39hc-v87j-747x,GHSA-5cpq-8wj7-hf2v,GHSA-h4gh-qq45-vh27,GHSA-jm77-qphf-c4w8,GHSA-v8gr-m533-ghj9",PyPI:cryptography,2026-05-03T15:44:28+00:00
pyca/pynacl,8350032,1,CVE-2025-69277,PyPI:pynacl,2026-05-03T15:44:28+00:00
pyca/pyopenssl,15778059,1,CVE-2013-4314,PyPI:pyopenssl,2026-05-03T15:44:28+00:00
pydantic/pydantic,90194616,2,"CVE-2021-29510,CVE-2024-3772",PyPI:pydantic,2026-05-03T15:44:28+00:00
pydantic/typing-inspection,930576948,0,,PyPI:typing-inspection,2026-05-03T15:44:28+00:00
pygments/pygments,205564111,4,"CVE-2015-8557,CVE-2021-20270,CVE-2021-27291,CVE-2022-40896",PyPI:pygments,2026-05-03T15:44:28+00:00
pypa/distlib,436970140,0,,PyPI:distlib,2026-05-03T15:44:29+00:00
pypa/packaging,19837758,0,,PyPI:packaging,2026-05-03T15:44:28+00:00
pypa/pip,1446467,8,"CVE-2013-1629,CVE-2013-1888,CVE-2013-5123,CVE-2014-8991,CVE-2019-20916,CVE-2021-3572,CVE-2023-5752,CVE-2025-8869",PyPI:pip,2026-05-03T15:44:29+00:00
pypa/setuptools,54980593,4,"BIT-setuptools-2022-40897,BIT-setuptools-2024-6345,BIT-setuptools-2025-47273,CVE-2013-1633",PyPI:setuptools,2026-05-03T15:44:29+00:00
pypa/virtualenv,1446474,2,"BIT-virtualenv-2024-53899,CVE-2011-4617",PyPI:virtualenv,2026-05-03T15:44:29+00:00
pypa/wheel,98346885,1,CVE-2022-40898,PyPI:wheel,2026-05-03T15:44:29+00:00
pyparsing/pyparsing,91262163,0,,PyPI:pyparsing,2026-05-03T15:44:29+00:00
pytest-dev/iniconfig,66012563,0,,PyPI:iniconfig,2026-05-03T15:44:29+00:00
pytest-dev/pluggy,34739117,0,,PyPI:pluggy,2026-05-03T15:44:30+00:00
pytest-dev/pytest,37489525,0,,PyPI:pytest,2026-05-03T15:44:30+00:00
python-attrs/attrs,29918975,0,,PyPI:attrs,2026-05-03T15:44:30+00:00
python-cffi/cffi,696427398,0,,PyPI:cffi,2026-05-03T15:44:30+00:00
python-greenlet/greenlet,3003137,0,,PyPI:greenlet,2026-05-03T15:44:30+00:00
python-hyper/brotlicffi,43543393,0,,PyPI:brotlicffi,2026-05-03T15:44:30+00:00
python-hyper/h11,57372073,1,CVE-2025-43859,PyPI:h11,2026-05-03T15:44:30+00:00
python-jsonschema/jsonschema,3072629,0,,PyPI:jsonschema,2026-05-03T15:44:31+00:00
python-jsonschema/referencing,569027868,0,,PyPI:referencing,2026-05-03T15:44:31+00:00
python-poetry/poetry-core,238972646,0,,PyPI:poetry-core,2026-05-03T15:44:31+00:00
python-poetry/tomlkit,140365570,0,,PyPI:tomlkit,2026-05-03T15:44:31+00:00
python-trio/sniffio,142657210,0,,PyPI:sniffio,2026-05-03T15:44:31+00:00
python/importlib_metadata,306448340,0,,PyPI:importlib-metadata,2026-05-03T15:44:31+00:00
python/importlib_resources,306147182,0,,PyPI:importlib-resources,2026-05-03T15:44:31+00:00
python/mypy,7053637,0,,PyPI:mypy,2026-05-03T15:44:31+00:00
python/typeshed,31696383,0,,"PyPI:types-requests,PyPI:types-python-dateutil,PyPI:types-pyyaml,PyPI:types-pytz,PyPI:types-urllib3,PyPI:types-pyopenssl,PyPI:types-paramiko,PyPI:types-dataclasses,PyPI:types-tabulate,PyPI:types-deprecated,PyPI:types-aiofiles,PyPI:types-croniter,PyPI:types-certifi,PyPI:types-pymysql,PyPI:types-cryptography,PyPI:types-markupsafe,PyPI:types-python-slugify,PyPI:types-mock,PyPI:types-retry,PyPI:types-pillow,PyPI:types-psycopg2,PyPI:types-ujson,PyPI:types-freezegun,PyPI:types-beautifulsoup4,PyPI:types-jinja2",2026-05-03T15:44:55+00:00
python/typing,24604008,0,,PyPI:typing,2026-05-03T15:44:32+00:00
python/tzdata,242158882,0,,PyPI:tzdata,2026-05-03T15:44:32+00:00
qix-/color-convert,1874305,1,CVE-2025-59162,npm:color-convert,2026-05-03T15:44:32+00:00
qix-/node-error-ex,41388258,1,CVE-2025-59330,npm:error-ex,2026-05-03T15:44:32+00:00
qix-/node-is-arrayish,41376759,1,CVE-2025-59331,npm:is-arrayish,2026-05-03T15:44:33+00:00
radix-ui/primitives,273499522,0,,"npm:@radix-ui/react-compose-refs,npm:@radix-ui/react-slot,npm:@radix-ui/react-use-layout-effect,npm:@radix-ui/react-primitive,npm:@radix-ui/react-use-callback-ref,npm:@radix-ui/react-context,npm:@radix-ui/primitive,npm:@radix-ui/react-use-controllable-state,npm:@radix-ui/react-use-effect-event,npm:@radix-ui/react-id,npm:@radix-ui/rect,npm:@radix-ui/react-direction,npm:@radix-ui/react-presence,npm:@radix-ui/react-dismissable-layer,npm:@radix-ui/react-portal,npm:@radix-ui/react-use-escape-keydown,npm:@radix-ui/react-collection,npm:@radix-ui/react-focus-scope,npm:@radix-ui/react-focus-guards,npm:@radix-ui/react-use-size,npm:@radix-ui/react-popper,npm:@radix-ui/react-dialog,npm:@radix-ui/react-roving-focus,npm:@radix-ui/react-arrow,npm:@radix-ui/react-use-rect,npm:@radix-ui/react-use-previous,npm:@radix-ui/react-visually-hidden,npm:@radix-ui/number,npm:@radix-ui/react-select,npm:@radix-ui/react-menu,npm:@radix-ui/react-toggle,npm:@radix-ui/react-separator,npm:@radix-ui/react-use-is-hydrated,npm:@radix-ui/react-dropdown-menu,npm:@radix-ui/react-toggle-group,npm:@radix-ui/react-tooltip,npm:@radix-ui/react-collapsible,npm:@radix-ui/react-popover,npm:@radix-ui/react-tabs,npm:@radix-ui/react-checkbox,npm:@radix-ui/react-label,npm:@radix-ui/react-accordion,npm:@radix-ui/react-switch,npm:@radix-ui/react-toast,npm:@radix-ui/react-scroll-area,npm:@radix-ui/react-radio-group,npm:@radix-ui/react-menubar,npm:@radix-ui/react-avatar,npm:@radix-ui/react-navigation-menu,npm:@radix-ui/react-slider,npm:@radix-ui/react-progress,npm:@radix-ui/react-alert-dialog,npm:@radix-ui/react-toolbar,npm:@radix-ui/react-hover-card,npm:@radix-ui/react-context-menu,npm:@radix-ui/react-aspect-ratio",2026-05-03T15:45:28+00:00
raszi/node-tmp,2313213,1,CVE-2025-54798,npm:tmp,2026-05-03T15:44:32+00:00
raynos/for-each,6006855,0,,npm:for-each,2026-05-03T15:44:33+00:00
raynos/function-bind,10727014,0,,npm:function-bind,2026-05-03T15:44:33+00:00
raynos/xtend,4419184,0,,npm:xtend,2026-05-03T15:44:33+00:00
rayon-rs/either,42479602,0,,crates.io:either,2026-05-03T15:44:33+00:00
rayon-rs/rayon,24725038,0,,"crates.io:rayon,crates.io:rayon-core",2026-05-03T15:44:34+00:00
reactivex/rxjs,32247847,0,,npm:rxjs,2026-05-03T15:44:33+00:00
realpython/pytest-mypy,69576530,0,,PyPI:pytest-mypy,2026-05-03T15:44:34+00:00
remix-run/react-router,19872456,2,"CVE-2025-43864,CVE-2025-43865","npm:react-router,npm:react-router-dom,npm:@remix-run/router",2026-05-03T15:44:35+00:00
