repo,repo_id,git_url,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
tokio-rs/slab,gh/37093133,https://github.com/tokio-rs/slab.git,2025,65,927,340,1267,6,src/lib.rs,758,1.2,2026-05-03T17:22:01Z
pytest-dev/iniconfig,gh/66012563,https://github.com/pytest-dev/iniconfig.git,2025,66,795,447,1242,6,src/iniconfig/__init__.py,613,0.9,2026-05-03T17:22:01Z
cuviper/autocfg,gh/135481335,https://github.com/cuviper/autocfg.git,2025,40,910,306,1216,13,src/lib.rs,466,0.7,2026-05-03T17:22:01Z
ehmicky/human-signals,gh/214467546,https://github.com/ehmicky/human-signals.git,2025,501,705,492,1197,15,src/main.d.ts,362,4.6,2026-05-03T17:22:01Z
npm/write-file-atomic,gh/23896209,https://github.com/npm/write-file-atomic.git,2025,99,678,518,1196,7,lib/index.js,309,1.3,2026-05-03T17:22:01Z
gulpjs/glob-parent,gh/29154915,https://github.com/gulpjs/glob-parent.git,2025,89,758,422,1180,3,test/index.test.js,589,0.8,2026-05-03T17:22:01Z
sindresorhus/figures,gh/21672939,https://github.com/sindresorhus/figures.git,2025,63,735,404,1139,5,index.js,613,0.6,2026-05-03T17:22:01Z
chalk/ansi-styles,gh/11803168,https://github.com/chalk/ansi-styles.git,2025,21,666,471,1137,5,index.d.ts,434,1.0,2026-05-03T17:22:01Z
sindresorhus/normalize-url,gh/29094022,https://github.com/sindresorhus/normalize-url.git,2025,47,783,350,1133,4,index.d.ts,595,1.1,2026-05-03T17:22:01Z
yargs/cliui,gh/34287546,https://github.com/yargs/cliui.git,2025,13,513,616,1129,10,test/cliui.cjs,492,0.9,2026-05-03T17:22:01Z
inspect-js/is-data-descriptor,gh/41659073,https://github.com/inspect-js/is-data-descriptor.git,2025,50,569,539,1108,3,test/index.js,628,1.0,2026-05-03T17:22:01Z
inspect-js/is-descriptor,gh/41658845,https://github.com/inspect-js/is-descriptor.git,2025,29,576,523,1099,3,test/index.js,714,0.7,2026-05-03T17:22:01Z
juliangruber/brace-expansion,gh/13539234,https://github.com/juliangruber/brace-expansion.git,2025,29,561,517,1078,14,index.js,547,0.7,2026-05-03T17:22:01Z
googleapis/python-crc32c,gh/159736041,https://github.com/googleapis/python-crc32c.git,2025,132,690,376,1066,15,.kokoro/noxfile.py,292,2.9,2026-05-03T17:22:01Z
npm/fs-minipass,gh/102982143,https://github.com/isaacs/fs-minipass.git,2025,38,576,485,1061,6,lib/index.js,449,0.6,2026-05-03T17:22:01Z
isaacs/fs-minipass,gh/102982143,https://github.com/isaacs/fs-minipass.git,2025,38,576,485,1061,6,lib/index.js,449,0.5,2026-05-18T00:11:16Z
rust-lang/pkg-config-rs,gh/26042035,https://github.com/rust-lang/pkg-config-rs.git,2025,65,761,283,1044,2,src/lib.rs,1018,1.9,2026-05-03T17:22:01Z
dtolnay/ryu,gh/142720484,https://github.com/dtolnay/ryu.git,2025,149,487,523,1010,25,src/pretty/mantissa.rs,112,2.2,2026-05-03T17:22:01Z
py4j/py4j,gh/1045976,https://github.com/py4j/py4j.git,2025,59,779,230,1009,160,py4j-python/src/py4j/java_gateway.py,114,23.6,2026-05-03T17:22:01Z
sindresorhus/p-limit,gh/71542716,https://github.com/sindresorhus/p-limit.git,2025,27,849,157,1006,7,benchmark.js,238,0.7,2026-05-03T17:22:01Z
cheeriojs/dom-serializer,gh/18991884,https://github.com/cheeriojs/dom-serializer.git,2025,1079,532,470,1002,4,src/index.spec.ts,371,2.5,2026-05-03T17:22:01Z
npm/json-parse-even-better-errors,gh/211384370,https://github.com/npm/json-parse-even-better-errors.git,2025,70,578,415,993,5,test/index.js,529,1.2,2026-05-03T17:22:01Z
hapijs/hoek,gh/5831189,https://github.com/hapijs/hoek.git,2025,37,755,221,976,47,test/index.js,161,1.1,2026-05-03T17:22:01Z
aio-libs/async-timeout,gh/67703198,https://github.com/aio-libs-abandoned/async-timeout.git,2025,240,523,452,975,3,async_timeout/__init__.py,589,0.8,2026-05-03T17:22:01Z
isaacs/isexe,gh/49804297,https://github.com/isaacs/isexe.git,2025,11,549,408,957,14,test/basic.js,221,0.6,2026-05-03T17:22:01Z
colorjs/color-name,gh/27038309,https://github.com/colorjs/color-name.git,2025,14,472,454,926,2,index.js,899,1.0,2026-05-03T17:22:01Z
medikoo/type,gh/177198492,https://github.com/medikoo/type.git,2025,57,831,93,924,78,test/constructor/is.js,53,0.8,2026-05-03T17:22:01Z
npm/node-which,gh/2169708,https://github.com/npm/node-which.git,2025,62,475,440,915,9,test/basic.js,197,0.8,2026-05-03T17:22:01Z
juliangruber/balanced-match,gh/13538817,https://github.com/juliangruber/balanced-match.git,2025,45,472,440,912,5,index.js,272,1.2,2026-05-03T17:22:01Z
rvagg/bl,gh/10706095,https://github.com/rvagg/bl.git,2025,80,818,93,911,4,BufferList.d.ts,431,0.7,2026-05-03T17:22:01Z
davidhalter/parso,gh/90668463,https://github.com/davidhalter/parso.git,2025,51,727,168,895,27,test/test_dump_tree.py,182,2.4,2026-05-03T17:22:01Z
mcollina/fastq,gh/37368217,https://github.com/mcollina/fastq.git,2025,46,815,78,893,10,test/promise.js,349,1.1,2026-05-03T17:22:01Z
fb55/domhandler,gh/5414232,https://github.com/fb55/domhandler.git,2025,1188,544,345,889,4,src/node.ts,514,5.1,2026-05-03T17:22:01Z
dtolnay/indoc,gh/54252316,https://github.com/dtolnay/indoc.git,2025,128,543,341,884,15,src/lib.rs,256,2.6,2026-05-03T17:22:01Z
jsdom/tr46,gh/36964214,https://github.com/jsdom/tr46.git,2025,38,534,348,882,13,scripts/generateRegexes.js,302,0.6,2026-05-03T17:22:01Z
dtolnay/ref-cast,gh/106295902,https://github.com/dtolnay/ref-cast.git,2025,145,704,149,853,19,derive/src/lib.rs,469,1.3,2026-05-03T17:22:01Z
businho/pytest-ruff,gh/599731435,https://github.com/businho/pytest-ruff.git,2025,39,613,234,847,11,pytest_ruff.py,370,0.6,2026-05-03T17:22:01Z
sindresorhus/string-width,gh/39222730,https://github.com/sindresorhus/string-width.git,2025,35,561,282,843,4,test.js,410,0.6,2026-05-03T17:22:01Z
burntsushi/quickcheck,gh/17559913,https://github.com/burntsushi/quickcheck.git,2025,29,476,355,831,10,src/arbitrary.rs,548,0.7,2026-05-03T17:22:01Z
isaacs/node-graceful-fs,gh/2077020,https://github.com/isaacs/node-graceful-fs.git,2025,36,519,304,823,17,graceful-fs.js,256,0.8,2026-05-03T17:22:01Z
raszi/node-tmp,gh/2313213,https://github.com/raszi/node-tmp.git,2025,42,458,352,810,10,lib/tmp.js,378,1.7,2026-05-03T17:22:01Z
sindresorhus/camelcase,gh/25116836,https://github.com/sindresorhus/camelcase.git,2025,28,615,192,807,4,index.js,327,1.1,2026-05-03T17:22:01Z
jaraco/pytest-perf,gh/372026120,https://github.com/jaraco/pytest-perf.git,2025,256,618,182,800,8,pytest_perf/plugin.py,332,0.5,2026-05-03T17:22:01Z
inspect-js/object-inspect,gh/11683441,https://github.com/inspect-js/object-inspect.git,2025,89,638,159,797,13,index.js,297,0.9,2026-05-03T17:22:01Z
sindresorhus/parse-json,gh/41367145,https://github.com/sindresorhus/parse-json.git,2025,35,596,200,796,4,index.js,362,1.3,2026-05-03T17:22:01Z
chalk/supports-color,gh/11855007,https://github.com/chalk/supports-color.git,2025,43,471,312,783,6,test.js,444,0.6,2026-05-03T17:22:01Z
isaacs/chownr,gh/3858354,https://github.com/isaacs/chownr.git,2025,12,395,371,766,9,chownr.js,167,0.9,2026-05-03T17:22:01Z
npm/mute-stream,gh/5159166,https://github.com/npm/mute-stream.git,2025,65,489,242,731,5,test/basic.js,406,0.7,2026-05-03T17:22:01Z
serde-rs/bytes,gh/87358441,https://github.com/serde-rs/bytes.git,2025,95,582,117,699,9,src/bytearray.rs,330,0.6,2026-05-03T17:22:01Z
python-hyper/brotlicffi,gh/43543393,https://github.com/python-hyper/brotlicffi.git,2025,26,539,160,699,9,src/brotlicffi/_api.py,255,1.1,2026-05-03T17:22:01Z
dtolnay/no-panic,gh/143469762,https://github.com/dtolnay/no-panic.git,2025,134,565,124,689,10,src/lib.rs,258,1.5,2026-05-03T17:22:01Z
webreflection/flatted,gh/131121620,https://github.com/webreflection/flatted.git,2025,58,500,180,680,17,python/flatted.py,157,1.2,2026-05-03T17:22:01Z
requests/requests-oauthlib,gh/6825724,https://github.com/requests/requests-oauthlib.git,2025,115,505,168,673,26,tests/examples/base.py,170,1.2,2026-05-03T17:22:01Z
requests/toolbelt,gh/15515181,https://github.com/requests/toolbelt.git,2025,45,261,410,671,31,requests_toolbelt/adapters/appengine.py,206,1.4,2026-05-03T17:22:01Z
feross/buffer,gh/14494363,https://github.com/feross/buffer.git,2025,24,482,174,656,7,index.js,273,1.3,2026-05-03T17:22:01Z
ljharb/define-data-property,gh/689109338,https://github.com/ljharb/define-data-property.git,2025,43,559,88,647,7,test/index.js,475,0.6,2026-05-03T17:22:01Z
jshttp/content-disposition,gh/24216676,https://github.com/jshttp/content-disposition.git,2025,53,324,318,642,2,test/test.js,632,0.7,2026-05-03T17:22:01Z
pillarjs/finalhandler,gh/20547377,https://github.com/pillarjs/finalhandler.git,2025,124,417,213,630,4,test/test.js,437,1.0,2026-05-03T17:22:01Z
jquery/esprima,gh/2833537,https://github.com/jquery/esprima.git,2025,14,454,176,630,47,src/parser.ts,312,23.1,2026-05-03T17:22:01Z
trysound/postcss-value-parser,gh/40920306,https://github.com/postcss/postcss-value-parser.git,2025,3,500,125,625,4,test/parse.js,580,1.0,2026-05-03T17:22:01Z
sindresorhus/crypto-random-string,gh/73665728,https://github.com/sindresorhus/crypto-random-string.git,2025,8,340,282,622,6,index.js,179,1.0,2026-05-03T17:22:01Z
dtolnay/rustversion,gh/183990447,https://github.com/dtolnay/rustversion.git,2025,107,402,220,622,11,src/lib.rs,202,0.8,2026-05-03T17:22:01Z
dtolnay/dissimilar,gh/229514821,https://github.com/dtolnay/dissimilar.git,2025,100,351,254,605,7,src/lib.rs,274,0.8,2026-05-03T17:22:01Z
tartley/colorama,gh/18892209,https://github.com/tartley/colorama.git,2025,75,385,219,604,19,colorama/winterm.py,130,1.4,2026-05-03T17:22:01Z
sindresorhus/npm-run-path,gh/48707028,https://github.com/sindresorhus/npm-run-path.git,2025,20,361,234,595,4,test.js,201,0.6,2026-05-03T17:22:01Z
ljharb/side-channel,gh/225239081,https://github.com/ljharb/side-channel.git,2025,33,274,315,589,4,index.js,337,0.9,2026-05-03T17:22:01Z
sindresorhus/find-up-simple,gh/714044439,https://github.com/sindresorhus/find-up-simple.git,2025,7,580,8,588,6,test.js,442,1.4,2026-05-03T17:22:01Z
aio-libs/aiosignal,gh/205007356,https://github.com/aio-libs/aiosignal.git,2025,574,288,293,581,6,docs/conf.py,185,1.9,2026-05-03T17:22:01Z
pillarjs/send,gh/4879977,https://github.com/pillarjs/send.git,2025,119,181,399,580,3,test/send.js,267,1.1,2026-05-03T17:22:01Z
facebook/prop-types,gh/87597642,https://github.com/facebook/prop-types.git,2025,26,544,35,579,6,__tests__/PropTypesProductionStandalone-test.js,214,1.2,2026-05-03T17:22:01Z
micromatch/picomatch,gh/156211895,https://github.com/micromatch/picomatch.git,2025,42,416,156,572,19,index.js,94,1.1,2026-05-03T17:22:01Z
sindresorhus/leven,gh/22794601,https://github.com/sindresorhus/leven.git,2025,9,416,154,570,5,index.js,194,0.6,2026-05-03T17:22:01Z
ajv-validator/ajv-formats,gh/281084700,https://github.com/ajv-validator/ajv-formats.git,2025,44,338,228,566,7,src/formats.ts,306,0.7,2026-05-03T17:22:01Z
srijs/rust-crc32fast,gh/157348282,https://github.com/srijs/rust-crc32fast.git,2025,40,292,262,554,11,src/combine.rs,206,0.9,2026-05-03T17:22:01Z
sindresorhus/read-pkg,gh/41790094,https://github.com/sindresorhus/read-pkg.git,2025,20,297,239,536,4,test/test.js,177,0.7,2026-05-03T17:22:01Z
jsdom/whatwg-mimetype,gh/71014420,https://github.com/jsdom/whatwg-mimetype.git,2025,12,303,227,530,7,test/api.js,306,1.4,2026-05-03T17:22:01Z
sindresorhus/is-stream,gh/29436825,https://github.com/sindresorhus/is-stream.git,2025,14,325,204,529,4,index.d.ts,196,0.7,2026-05-03T17:22:01Z
es-shims/regexp.prototype.flags,gh/26932422,https://github.com/es-shims/regexp.prototype.flags.git,2025,73,325,203,528,9,test/tests.js,231,0.7,2026-05-03T17:22:01Z
mathiasbynens/emoji-regex,gh/24557614,https://github.com/mathiasbynens/emoji-regex.git,2025,39,186,338,524,27,test/tests.js,232,1.1,2026-05-03T17:22:01Z
whitequark/ipaddr.js,gh/2110585,https://github.com/whitequark/ipaddr.js.git,2025,21,369,153,522,5,test/ipaddr.test.js,299,0.7,2026-05-03T17:22:01Z
yahoo/serialize-javascript,gh/24106944,https://github.com/yahoo/serialize-javascript.git,2025,60,328,186,514,2,test/unit/serialize.js,465,1.0,2026-05-03T17:22:01Z
autotools-mirror/autoconf,gh/47662429,https://github.com/autotools-mirror/autoconf.git,2025,261,293,219,512,13,lib/Autom4te/FileUtils.pm,138,11.0,2026-05-03T17:22:01Z
sindresorhus/pify,gh/41585934,https://github.com/sindresorhus/pify.git,2025,8,375,129,504,5,index.test-d.ts,273,1.3,2026-05-03T17:22:01Z
unicode-rs/unicode-xid,gh/34637906,https://github.com/unicode-rs/unicode-xid.git,2025,36,350,150,500,6,src/tables.rs,359,1.0,2026-05-03T17:22:01Z
withoutboats/heck,gh/86326466,https://github.com/withoutboats/heck.git,2025,24,377,108,485,9,src/lib.rs,148,0.9,2026-05-03T17:22:01Z
thlorenz/convert-source-map,gh/8751561,https://github.com/thlorenz/convert-source-map.git,2025,18,430,54,484,4,index.js,175,0.6,2026-05-03T17:22:01Z
jshttp/mime-db,gh/22970419,https://github.com/jshttp/mime-db.git,2025,200,251,231,482,9,scripts/fetch-iana.js,333,2.8,2026-05-03T17:22:01Z
sindresorhus/decamelize,gh/29773710,https://github.com/sindresorhus/decamelize.git,2025,13,368,104,472,4,test.js,252,0.6,2026-05-03T17:22:01Z
autotools-mirror/libtool,gh/47662711,https://github.com/autotools-mirror/libtool.git,2025,287,202,268,470,26,libltdl/ltdl.c,59,11.9,2026-05-03T17:22:01Z
sinonjs/commons,gh/143001748,https://github.com/sinonjs/commons.git,2025,45,251,216,467,32,lib/prototypes/copy-prototype-methods.js,66,2.2,2026-05-03T17:22:01Z
medikoo/es5-ext,gh/1792941,https://github.com/medikoo/es5-ext.git,2025,62,296,171,467,57,_postinstall.js,207,1.2,2026-05-03T17:22:01Z
rust-lang/glob,gh/23241722,https://github.com/rust-lang/glob.git,2025,55,329,134,463,2,src/lib.rs,332,1.9,2026-05-03T17:22:01Z
sindresorhus/clean-stack,gh/62838930,https://github.com/sindresorhus/clean-stack.git,2025,26,318,125,443,6,test.js,220,0.6,2026-05-03T17:22:01Z
sindresorhus/unicorn-magic,gh/716660564,https://github.com/sindresorhus/unicorn-magic.git,2025,12,351,87,438,6,index.d.ts,174,0.6,2026-05-03T17:22:01Z
sindresorhus/make-dir,gh/90776169,https://github.com/sindresorhus/make-dir.git,2025,15,266,172,438,6,test/sync.js,123,0.6,2026-05-03T17:22:01Z
gitpython-developers/gitdb,gh/1126093,https://github.com/gitpython-developers/gitdb.git,2025,69,201,229,430,35,gitdb/__init__.py,56,1.4,2026-05-03T17:22:01Z
evanw/node-source-map-support,gh/7682781,https://github.com/evanw/node-source-map-support.git,2025,11,249,177,426,4,browser-source-map-support.js,250,1.1,2026-05-03T17:22:01Z
inspect-js/which-typed-array,gh/43708371,https://github.com/inspect-js/which-typed-array.git,2025,77,287,134,421,4,index.js,251,0.7,2026-05-03T17:22:01Z
burntsushi/termcolor,gh/141345580,https://github.com/burntsushi/termcolor.git,2025,24,370,44,414,1,src/lib.rs,414,1.3,2026-05-03T17:22:01Z
jmespath/jmespath.py,gh/8300763,https://github.com/jmespath/jmespath.py.git,2025,43,111,278,389,12,docs/conf.py,101,1.8,2026-05-03T17:22:01Z
dtolnay/paste,gh/155652490,https://github.com/dtolnay/paste.git,2025,96,304,84,388,10,src/lib.rs,167,1.0,2026-05-03T17:22:01Z
npm/abbrev-js,gh/554893,https://github.com/npm/abbrev-js.git,2025,60,211,175,386,5,test/test.js,234,0.5,2026-05-03T17:22:01Z
sindresorhus/read-pkg-up,gh/41842429,https://github.com/sindresorhus/read-package-up.git,2025,16,174,211,385,4,index.d.ts,184,0.9,2026-05-03T17:22:01Z
sindresorhus/read-package-up,gh/41842429,https://github.com/sindresorhus/read-package-up.git,2025,16,174,211,385,4,index.d.ts,184,0.5,2026-05-18T00:11:16Z
sindresorhus/locate-path,gh/74266248,https://github.com/sindresorhus/locate-path.git,2025,13,214,153,367,4,index.d.ts,171,0.8,2026-05-03T17:22:01Z
isaacs/package-json-from-dist,gh/800543709,https://github.com/isaacs/package-json-from-dist.git,2025,6,351,11,362,3,test/index.ts,216,0.8,2026-05-03T17:22:01Z
ljharb/set-function-length,gh/704249795,https://github.com/ljharb/set-function-length.git,2025,34,328,21,349,6,test/index.js,125,0.9,2026-05-03T17:22:01Z
rich-harris/estree-walker,gh/33668779,https://github.com/rich-harris/estree-walker.git,2025,14,200,149,349,7,src/sync.js,114,1.6,2026-05-03T17:22:01Z
inspect-js/is-array-buffer,gh/45977026,https://github.com/inspect-js/is-array-buffer.git,2025,39,168,178,346,12,index.js,75,0.9,2026-05-03T17:22:01Z
stream-utils/raw-body,gh/12823654,https://github.com/stream-utils/raw-body.git,2025,138,328,17,345,8,test/index.js,92,0.8,2026-05-03T17:22:01Z
burntsushi/winapi-util,gh/146040682,https://github.com/burntsushi/winapi-util.git,2025,17,253,86,339,5,src/sysinfo.rs,181,0.5,2026-05-03T17:22:01Z
python/mypy_extensions,gh/165752308,https://github.com/python/mypy_extensions.git,2025,24,221,114,335,3,tests/testextensions.py,169,0.5,2026-05-18T00:11:16Z
servo/rust-fnv,gh/33499190,https://github.com/servo/rust-fnv.git,2025,9,250,77,327,1,lib.rs,327,0.8,2026-05-03T17:22:01Z
gozala/events,gh/1649251,https://github.com/browserify/events.git,2025,11,245,82,327,3,tests/events-once.js,224,0.6,2026-05-03T17:22:01Z
browserify/events,gh/1649251,https://github.com/browserify/events.git,2025,11,245,82,327,3,tests/events-once.js,224,0.5,2026-05-18T00:11:16Z
es-shims/math-intrinsics,gh/902014040,https://github.com/es-shims/math-intrinsics.git,2025,10,323,2,325,31,test/index.js,194,4.5,2026-05-03T17:22:01Z
ljharb/es-to-primitive,gh/32377814,https://github.com/ljharb/es-to-primitive.git,2025,32,161,161,322,12,test/es2015.js,97,1.1,2026-05-03T17:22:01Z
chalk/slice-ansi,gh/43191689,https://github.com/chalk/slice-ansi.git,2025,12,205,115,320,3,index.js,254,1.2,2026-05-03T17:22:01Z
ljharb/get-intrinsic,gh/308516559,https://github.com/ljharb/get-intrinsic.git,2025,91,206,103,309,2,index.js,232,1.2,2026-05-03T17:22:01Z
inspect-js/is-callable,gh/30012910,https://github.com/inspect-js/is-callable.git,2025,52,187,114,301,2,test/index.js,218,0.7,2026-05-03T17:22:01Z
chalk/ansi-regex,gh/20451415,https://github.com/chalk/ansi-regex.git,2025,16,208,86,294,6,test.js,196,0.7,2026-05-03T17:22:01Z
fb55/nth-check,gh/16864923,https://github.com/fb55/nth-check.git,2025,932,249,39,288,6,src/parse.ts,105,3.9,2026-05-03T17:22:01Z
python/tzdata,gh/242158882,https://github.com/python/tzdata.git,2025,68,199,88,287,4,update.py,185,0.8,2026-05-03T17:22:01Z
stream-utils/destroy,gh/15544623,https://github.com/stream-utils/destroy.git,2025,47,242,29,271,2,index.js,182,0.6,2026-05-03T17:22:01Z
micromatch/is-glob,gh/28179425,https://github.com/micromatch/is-glob.git,2025,7,195,72,267,3,index.js,212,0.8,2026-05-03T17:22:01Z
sindresorhus/node-defaults,gh/7985040,https://github.com/sindresorhus/node-defaults.git,2025,12,231,36,267,4,test.js,94,0.5,2026-05-03T17:22:01Z
certifi/python-certifi,gh/3060959,https://github.com/certifi/python-certifi.git,2025,158,143,123,266,4,certifi/core.py,121,1.8,2026-05-03T17:22:01Z
chicoxyzzy/node-releases,gh/73765596,https://github.com/chicoxyzzy/node-releases.git,2025,223,121,144,265,4,scripts/build.js,149,0.9,2026-05-03T17:22:01Z
opensuse/ca-certificates,gh/10785433,https://github.com/opensuse/ca-certificates.git,2025,32,256,4,260,2,test_update_ca_certificates.py,171,1.0,2026-05-03T17:22:01Z
npm/inflight,gh/19442260,https://github.com/isaacs/inflight-deprecated-do-not-use.git,2025,10,0,255,255,2,test.js,201,0.8,2026-05-03T17:22:01Z
ljharb/call-bind-apply-helpers,gh/898190951,https://github.com/ljharb/call-bind-apply-helpers.git,2025,12,226,27,253,13,index.d.ts,104,0.6,2026-05-03T17:22:01Z
eventualbuddha/lines-and-columns,gh/47284288,https://github.com/eventualbuddha/lines-and-columns.git,2025,10,129,122,251,3,test/test.ts,161,0.8,2026-05-03T17:22:01Z
burntsushi/walkdir,gh/42685794,https://github.com/burntsushi/walkdir.git,2025,12,201,46,247,4,src/tests/recursive.rs,116,1.0,2026-05-03T17:22:01Z
inspect-js/has-proto,gh/577580747,https://github.com/inspect-js/has-proto.git,2025,31,212,34,246,14,test/accessor.js,36,0.5,2026-05-03T17:22:01Z
sindresorhus/find-cache-dir,gh/48783244,https://github.com/sindresorhus/find-cache-directory.git,2025,12,142,103,245,4,test.js,91,1.1,2026-05-03T17:22:01Z
sindresorhus/find-cache-directory,gh/48783244,https://github.com/sindresorhus/find-cache-directory.git,2025,12,142,103,245,4,test.js,91,0.5,2026-05-18T00:11:16Z
ljharb/side-channel-list,gh/901451610,https://github.com/ljharb/side-channel-list.git,2025,5,244,0,244,4,index.js,113,0.5,2026-05-03T17:22:01Z
sindresorhus/is-docker,gh/33590534,https://github.com/sindresorhus/is-docker.git,2025,14,156,87,243,5,test.js,185,2.4,2026-05-03T17:22:01Z
jshttp/forwarded,gh/24300217,https://github.com/jshttp/forwarded.git,2025,50,195,33,228,3,test/test.js,149,0.9,2026-05-03T17:22:01Z
sindresorhus/restore-cursor,gh/23512229,https://github.com/sindresorhus/restore-cursor.git,2025,8,149,78,227,5,index.test.mjs,120,0.6,2026-05-03T17:22:01Z
ljharb/call-bind,gh/308533760,https://github.com/ljharb/call-bind.git,2025,53,118,106,224,9,index.js,83,0.8,2026-05-03T17:22:01Z
dmitrysoshnikov/regexp-tree,gh/85459304,https://github.com/dmitrysoshnikov/regexp-tree.git,2025,38,194,29,223,12,src/parser/__tests__/parser-basic-test.js,54,1.1,2026-05-03T17:22:01Z
ljharb/call-bound,gh/898125972,https://github.com/ljharb/call-bound.git,2025,20,198,24,222,3,index.d.ts,118,0.6,2026-05-03T17:22:01Z
inspect-js/is-typed-array,gh/43528820,https://github.com/inspect-js/is-typed-array.git,2025,63,92,129,221,3,index.js,161,1.1,2026-05-03T17:22:01Z
ljharb/side-channel-weakmap,gh/901188921,https://github.com/ljharb/side-channel-weakmap.git,2025,12,217,4,221,3,test/index.js,114,0.8,2026-05-03T17:22:01Z
sindresorhus/pkg-dir,gh/41724281,https://github.com/sindresorhus/package-directory.git,2025,14,119,102,221,4,index.d.ts,137,0.5,2026-05-03T17:22:01Z
sindresorhus/package-directory,gh/41724281,https://github.com/sindresorhus/package-directory.git,2025,14,119,102,221,4,index.d.ts,137,0.5,2026-05-18T00:11:16Z
isaacs/cliui,gh/634056857,https://github.com/isaacs/cliui.git,2025,14,120,98,218,11,test/cjs-esm-compare.cjs,68,0.7,2026-05-03T17:22:01Z
graydon/exhaustigen-rs,gh/432630522,https://github.com/graydon/exhaustigen-rs.git,2025,1,217,0,217,1,src/lib.rs,217,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-json-comments,gh/14468669,https://github.com/sindresorhus/strip-json-comments.git,2025,16,140,75,215,5,index.js,130,0.7,2026-05-03T17:22:01Z
jshttp/on-finished,gh/15349765,https://github.com/jshttp/on-finished.git,2025,61,184,24,208,2,test/test.js,141,0.8,2026-05-03T17:22:01Z
expressjs/serve-static,gh/17464338,https://github.com/expressjs/serve-static.git,2025,98,105,99,204,3,test/test.js,138,1.0,2026-05-03T17:22:01Z
sindresorhus/callsites,gh/18938743,https://github.com/sindresorhus/callsites.git,2025,8,112,91,203,4,index.d.ts,155,0.7,2026-05-03T17:22:01Z
ljharb/side-channel-map,gh/901191461,https://github.com/ljharb/side-channel-map.git,2025,9,198,1,199,3,test/index.js,114,0.6,2026-05-03T17:22:01Z
pyasn1/pyasn1-modules,gh/512723354,https://github.com/pyasn1/pyasn1-modules.git,2025,15,39,157,196,11,setup.py,132,1.1,2026-05-03T17:22:01Z
inspect-js/hasown,gh/703350811,https://github.com/inspect-js/hasown.git,2025,17,84,103,187,4,test/index.js,73,0.9,2026-05-03T17:22:01Z
sindresorhus/path-type,gh/41905436,https://github.com/sindresorhus/path-type.git,2025,6,101,84,185,5,index.d.ts,60,0.6,2026-05-03T17:22:01Z
gitpython-developers/smmap,gh/1865144,https://github.com/gitpython-developers/smmap.git,2025,66,65,118,183,11,setup.py,45,1.6,2026-05-03T17:22:01Z
jshttp/negotiator,gh/3275614,https://github.com/jshttp/negotiator.git,2025,55,95,87,182,5,index.js,71,0.9,2026-05-03T17:22:01Z
sindresorhus/is-path-inside,gh/21054113,https://github.com/sindresorhus/is-path-inside.git,2025,7,136,43,179,4,test.js,136,0.7,2026-05-03T17:22:01Z
istanbuljs/test-exclude,gh/60489570,https://github.com/istanbuljs/test-exclude.git,2025,5,89,88,177,6,tap-snapshots/test-glob.js-TAP.test.js,78,1.2,2026-05-03T17:22:01Z
python-trio/sniffio,gh/142657210,https://github.com/python-trio/sniffio.git,2025,33,84,92,176,5,sniffio/_impl.py,66,0.5,2026-05-03T17:22:01Z
litejs/natural-compare-lite,gh/9146732,https://github.com/litejs/natural-compare-lite.git,2025,11,97,77,174,3,test/index.js,97,0.7,2026-05-03T17:22:01Z
es-shims/dunder-proto,gh/898274312,https://github.com/es-shims/dunder-proto.git,2025,10,168,5,173,7,test/set.js,52,1.0,2026-05-03T17:22:01Z
indutny/bn.js,gh/19176350,https://github.com/indutny/bn.js.git,2025,15,104,68,172,4,lib/bn.js,138,2.0,2026-05-03T17:22:01Z
jshttp/http-errors,gh/23806086,https://github.com/jshttp/http-errors.git,2025,57,134,36,170,3,scripts/version-history.js,63,4.9,2026-05-03T17:22:01Z
es-shims/es-set-tostringtag,gh/580683868,https://github.com/es-shims/es-set-tostringtag.git,2025,34,150,20,170,3,test/index.js,107,0.8,2026-05-03T17:22:01Z
sindresorhus/mimic-fn,gh/71381729,https://github.com/sindresorhus/mimic-function.git,2025,14,88,79,167,4,test.js,82,1.1,2026-05-03T17:22:01Z
sindresorhus/mimic-function,gh/71381729,https://github.com/sindresorhus/mimic-function.git,2025,14,88,79,167,4,test.js,82,0.7,2026-05-03T17:22:01Z
rust-lang-nursery/lazy-static.rs,gh/21157492,https://github.com/rust-lang-nursery/lazy-static.rs.git,2025,26,64,101,165,13,src/inline_lazy.rs,30,1.3,2026-05-03T17:22:01Z
micromatch/micromatch,gh/27359938,https://github.com/micromatch/micromatch.git,2025,31,69,96,165,7,bench/glob-parent.js,53,1.8,2026-05-03T17:22:01Z
azure/msrest-for-python,gh/71186468,https://github.com/azure/msrest-for-python.git,2025,17,109,56,165,12,tests/test_serialization.py,50,1.7,2026-05-03T17:22:01Z
isaacs/core-util-is,gh/12391440,https://github.com/isaacs/core-util-is.git,2025,9,90,70,160,2,test.js,158,0.6,2026-05-03T17:22:01Z
