repo,repo_id,year,metric,value,fetched_at
xorg-team/lib/libxext,gl/debian-4314,2021,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2022,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2022,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2023,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2023,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2024,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2024,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2025,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2025,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxrender,gl/debian-4328,2021,closed_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2021,opened_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2022,closed_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2022,opened_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2023,closed_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2023,opened_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2024,closed_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2024,opened_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2025,closed_issues,0,2026-07-06T19:02:03+00:00
xorg-team/lib/libxrender,gl/debian-4328,2025,opened_issues,0,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2021,closed_issues,7,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2021,opened_issues,7,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2022,closed_issues,1,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2022,opened_issues,5,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2023,closed_issues,3,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2023,opened_issues,5,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2024,closed_issues,2,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2024,opened_issues,2,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2025,closed_issues,4,2026-07-06T19:02:03+00:00
xorg/proto/xorgproto,gl/freedesktop-788,2025,opened_issues,4,2026-07-06T19:02:03+00:00
