"package","github_repo","git","eco_guess","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"shaderc","google/shaderc","https://github.com/google/shaderc.git","","c/c++","15162","0","206","258","28283","31904","True","True","True","0.00004195","C","apache-2.0"
"localstack","","","","rust","18167","0","20771","10074","21310","20513","True","False","False","0.00004173","C","apache-2.0"
"libxkbcommon","xkbcommon/libxkbcommon","https://github.com/xkbcommon/libxkbcommon.git","","c/c++","18147","0","5826","5432","25506","35825","True","True","False","0.00004168","C","mit"
"libxv","","","","c/c++","17242","0","11506","8116","24080","25269","True","True","False","0.00004156","C","mit"
"aws-elasticbeanstalk","","","","rust","18079","0","26250","15830","16978","13258","True","False","False","0.00004153","C","apache-2.0"
"mypy","","","","rust","17956","0","9249","13038","33884","15653","True","False","False","0.00004124","C","mit"
"xsimd","xtensor-stack/xsimd","https://github.com/xtensor-stack/xsimd.git","","c/c++","10290","0","428","2200","19313","19221","False","True","False","0.00004121","C","bsd-3-clause"
"libxcursor","","","","c/c++","17057","0","15036","5875","24041","23279","True","True","False","0.00004113","C","mit"
"scala-cli","VirtusLab/scala-cli","https://github.com/virtuslab/scala-cli.git","","java","5","0","0","5","0","0","False","False","False","0.00004080","C","apache-2.0"
"confuse","libconfuse/libconfuse","https://github.com/libconfuse/libconfuse.git","","c/c++","13236","0","31714","4416","8650","8167","True","True","False","0.00004077","C","isc"
"streamlink","","","","c/c++","17736","0","24936","9460","20433","16118","True","True","False","0.00004074","C","bsd-2-clause"
"ideviceinstaller","libimobiledevice/ideviceinstaller","https://github.com/libimobiledevice/ideviceinstaller.git","","c/c++","17578","0","25641","8209","16830","19635","True","True","False","0.00004038","C","gpl-2.0-or-later"
"ssh-copy-id","","","","c/c++","17553","0","34861","9039","14084","12231","True","True","False","0.00004032","C","ssh-openssh"
"lazydocker","jesseduffield/lazydocker","https://github.com/jesseduffield/lazydocker.git","","go","17555","0","24003","6807","16987","22423","True","False","False","0.00004032","C","mit"
"libdrm","","","","c/c++","15776","0","0","5038","20604","21688","True","True","False","0.00004022","C","mit"
"daemontools","","","","c/c++","17509","0","68959","129","714","236","True","True","False","0.00004022","C","licenseref-homebrew-public-domain"
"groff","","","","c/c++","17499","0","39792","11004","12057","7144","True","True","False","0.00004019","C","gpl-3.0-or-later"
"pstoedit","woglu/pstoedit","https://github.com/woglu/pstoedit.git","","c/c++","16057","0","27007","4935","14014","18272","True","True","False","0.00004013","C","gpl-2.0-or-later"
"miniupnpc","miniupnp/miniupnp","https://github.com/miniupnp/miniupnp.git","","c/c++","14129","0","15385","3424","17030","20679","True","True","False","0.00004012","C","bsd-3-clause"
"dive","wagoodman/dive","https://github.com/wagoodman/dive.git","","go","17440","0","18603","9048","19147","22965","True","False","False","0.00004006","C","mit"
"zbar","","","","c/c++","17439","0","20811","8682","20322","19943","True","True","False","0.00004006","C","lgpl-2.1-only"
"pylint","","","","c/c++","17299","0","33676","6826","14822","13875","True","True","False","0.00003974","C","gpl-2.0-or-later"
"libxft","","","","c/c++","16754","0","39579","8676","8325","10438","True","True","False","0.00003969","C","mit"
"asciidoc","","","","c/c++","17255","0","8569","5196","25485","29771","True","True","False","0.00003963","C","gpl-2.0-or-later"
"freeglut","freeglut/freeglut","https://github.com/freeglut/freeglut.git","","c/c++","17176","0","13995","7137","25040","22535","True","True","False","0.00003945","C","mit"
"c-blosc","Blosc/c-blosc","https://github.com/blosc/c-blosc.git","","c/c++","14472","0","6569","2729","8514","40078","True","True","True","0.00003943","C","bsd-3-clause"
"cython","","","","c/c++","17067","0","27352","10989","15265","14662","True","True","False","0.00003920","C","apache-2.0"
"nodenv","nodenv/nodenv","https://github.com/nodenv/nodenv.git","","c/c++","17027","0","22935","11130","20377","13667","True","True","False","0.00003911","C","mit"
"upx","upx/upx","https://github.com/upx/upx.git","","c/c++","17009","0","36241","9839","11414","10545","True","True","True","0.00003907","C","gpl-2.0-or-later"
"appstream","ximion/appstream","https://github.com/ximion/appstream.git","","c/c++","15257","0","0","0","14021","16493","True","True","False","0.00003902","C","lgpl-2.1-or-later"
"lm-sensors","hramrach/lm-sensors","https://github.com/hramrach/lm-sensors.git","","c/c++","16968","0","0","6745","20567","23594","True","True","False","0.00003898","C","gpl-2.0-or-later or lgpl-2.1-or-later"
"dwarfutils","","","","c/c++","7947","0","2402","481","7670","21235","False","True","False","0.00003879","C","bsd-2-clause and lgpl-2.1-or-later and gpl-2.0-or-later"
"cmatrix","abishekvashok/cmatrix","https://github.com/abishekvashok/cmatrix.git","","c/c++","16775","0","27317","7673","15198","16912","True","True","False","0.00003853","C","gpl-3.0-or-later"
"prometheus","prometheus/prometheus","https://github.com/prometheus/prometheus.git","","go","16733","0","26721","6884","16898","16429","True","False","False","0.00003844","C","apache-2.0"
"dependency-check","dependency-check/DependencyCheck","https://github.com/dependency-check/dependencycheck.git","","java","16699","0","20044","6570","18944","21239","True","False","False","0.00003836","C","apache-2.0"
"freeimage","","","","c/c++","16639","0","17785","8388","20117","20267","True","True","False","0.00003822","C","freeimage"
"gtksourceview4","","","","c/c++","15922","0","39232","5317","11702","7440","True","True","False","0.00003821","C","lgpl-2.1-or-later"
"difftastic","Wilfred/difftastic","https://github.com/wilfred/difftastic.git","","rust","16490","0","20154","6193","21026","18588","True","False","False","0.00003788","C","mit"
"gzip","","","","c/c++","16483","0","16479","8650","24184","16621","True","True","False","0.00003786","C","gpl-3.0-or-later"
"clamav","Cisco-Talos/clamav","https://github.com/cisco-talos/clamav.git","","rust","16475","0","23659","8810","15936","17498","True","False","False","0.00003784","C","gpl-2.0-or-later"
"libscrypt","technion/libscrypt","https://github.com/technion/libscrypt.git","","c/c++","8959","0","23023","2816","4725","5274","False","True","False","0.00003778","C","bsd-2-clause"
"php-cs-fixer","PHP-CS-Fixer/PHP-CS-Fixer","https://github.com/php-cs-fixer/php-cs-fixer.git","","c/c++","16368","0","26881","9320","15297","13976","True","True","False","0.00003760","C","mit"
"figlet","","","","c/c++","16308","0","43178","4946","7347","9761","True","True","False","0.00003746","C","bsd-3-clause"
"autoconf-archive","","","","c/c++","16258","0","12364","4416","14816","33439","True","True","False","0.00003734","C","gpl-3.0-or-later"
"llvm@16","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","16219","0","0","10904","27319","10436","True","True","True","0.00003725","C","apache-2.0 with llvm-exception"
"libxxf86vm","","","","c/c++","13234","0","12259","6864","17834","15982","True","True","False","0.00003710","C","mit"
"apache-serf","","","","c/c++","0","0","0","0","0","0","False","True","False","0.00003703","C","apache-2.0"
"gtk-mac-integration","","","","c/c++","15394","0","24443","4835","19691","12608","True","True","False","0.00003697","C","lgpl-2.1-only"
"cdk8s","","","","node","16076","0","19908","9139","13006","22251","True","False","False","0.00003693","C","apache-2.0"
"ugrep","Genivia/ugrep","https://github.com/genivia/ugrep.git","","c/c++","16048","0","4474","3044","22866","33809","True","True","False","0.00003686","C","bsd-3-clause"
"ossp-uuid","","","","c/c++","15993","0","17749","7801","17918","20504","True","True","False","0.00003674","C","bsd-1-clause"
"libftdi","","","","c/c++","12942","0","29730","4906","8949","8183","True","True","False","0.00003661","C","lgpl-2.1-only"
"exercism","exercism/cli","https://github.com/exercism/cli.git","","go","15931","0","24094","5945","20507","13178","True","False","False","0.00003659","C","mit"
"aws-vault","ByteNess/aws-vault","https://github.com/byteness/aws-vault.git","","go","15742","0","20357","7397","9595","25622","True","False","False","0.00003616","C","mit"
"commitizen","","","","rust","15616","0","19573","8233","18791","15867","True","False","False","0.00003587","C","mit"
"minio-mc","minio/mc","https://github.com/minio/mc.git","","go","15603","0","20015","9308","20009","13081","True","False","False","0.00003584","C","agpl-3.0-or-later"
"bind","","","","c/c++","15549","0","19889","6912","15786","19610","True","True","False","0.00003572","C","mpl-2.0"
"cowsay","cowsay-org/cowsay","https://github.com/cowsay-org/cowsay.git","","c/c++","15542","0","21686","4870","12595","23020","True","True","False","0.00003570","C","gpl-3.0-only"
"libptytty","","","","c/c++","3301","0","0","0","0","3301","False","True","False","0.00003569","C","gpl-2.0-or-later"
"libebml","","","","c/c++","6385","0","16662","1940","4406","2534","False","True","False","0.00003554","C","lgpl-2.1-or-later"
"texlive","","","","java","15439","0","18705","7727","18588","16739","True","False","False","0.00003546","C","licenseref-homebrew-cannot-represent"
"ta-lib","ta-lib/ta-lib","https://github.com/ta-lib/ta-lib.git","","c/c++","15409","0","15438","5505","15359","25334","True","True","False","0.00003539","C","bsd-3-clause"
"git-flow","nvie/gitflow","https://github.com/nvie/gitflow.git","","c/c++","15340","0","29795","5565","11228","14773","True","True","False","0.00003524","C","bsd-2-clause"
"libiscsi","sahlberg/libiscsi","https://github.com/sahlberg/libiscsi.git","","c/c++","10397","0","14709","3327","12146","11408","False","True","False","0.00003523","C","licenseref-homebrew-public-domain and lgpl-2.1-or-later and gpl-2.0-or-later"
"awk","onetrueawk/awk","https://github.com/onetrueawk/awk.git","","c/c++","15332","0","17570","5831","16899","21029","True","True","False","0.00003522","C","smlnj"
"bash-completion@2","scop/bash-completion","https://github.com/scop/bash-completion.git","","c/c++","15235","0","18035","3602","21850","17454","True","True","False","0.00003499","C","gpl-2.0-or-later"
"iperf","","","","c/c++","15189","0","30040","6315","15656","8747","True","True","False","0.00003489","C","bsd-3-clause"
"aircrack-ng","","","","c/c++","15187","0","33968","6213","10355","10213","True","True","False","0.00003488","C","bsd-3-clause and gpl-2.0-or-later and (gpl-2.0-or-later with cryptsetup-openssl-exception)"
"libnet","libnet/libnet","https://github.com/libnet/libnet.git","","c/c++","15129","0","32480","6820","13681","7538","True","True","False","0.00003475","C","bsd-2-clause"
"tesseract-lang","tesseract-ocr/tessdata_fast","https://github.com/tesseract-ocr/tessdata_fast.git","","c/c++","15120","0","12861","4719","13539","29363","True","True","False","0.00003473","C","apache-2.0"
"sdl12-compat","libsdl-org/sdl12-compat","https://github.com/libsdl-org/sdl12-compat.git","","c/c++","15111","0","32922","9894","9634","7997","True","True","False","0.00003471","C","zlib and mit-0"
"goreleaser","goreleaser/goreleaser","https://github.com/goreleaser/goreleaser.git","","go","15102","0","19682","6966","15730","18032","True","False","False","0.00003469","C","mit"
"bottom","ClementTsang/bottom","https://github.com/clementtsang/bottom.git","","rust","15093","0","13002","12171","14663","20539","True","False","False","0.00003467","C","mit"
"pngquant","","","","rust","13602","0","19518","5774","12553","16563","True","False","False","0.00003453","C","gpl-3.0-or-later and hpnd and bsd-2-clause"
"cgns","CGNS/CGNS","https://github.com/cgns/cgns.git","","c/c++","11781","0","208","277","8544","38096","True","True","False","0.00003450","C","bsd-3-clause"
"binwalk","ReFirmLabs/binwalk","https://github.com/refirmlabs/binwalk.git","","rust","15010","0","27193","5091","16027","11732","True","False","False","0.00003448","C","mit"
"mupdf","","","","c/c++","14943","0","12239","6645","16597","24293","True","True","False","0.00003432","C","agpl-3.0-or-later"
"glow","charmbracelet/glow","https://github.com/charmbracelet/glow.git","","go","14843","0","12084","6635","13631","27025","True","False","False","0.00003409","C","mit"
"golang-migrate","golang-migrate/migrate","https://github.com/golang-migrate/migrate.git","","go","14836","0","17715","8490","17726","15414","True","False","False","0.00003408","C","mit"
"swift-protobuf","apple/swift-protobuf","https://github.com/apple/swift-protobuf.git","","c/c++","14695","0","12499","4072","15279","26930","True","True","False","0.00003375","C","apache-2.0"
"geckodriver","mozilla/geckodriver","https://github.com/mozilla/geckodriver.git","","rust","14695","0","34732","6134","9212","8703","True","False","False","0.00003375","C","mpl-2.0"
"cscope","","","","c/c++","7695","0","21651","2529","3494","3109","False","True","False","0.00003374","C","bsd-3-clause"
"libgphoto2","","","","c/c++","14679","0","8122","19106","22993","8498","True","True","False","0.00003372","C","lgpl-2.1-or-later"
"xorg-server","","","","c/c++","14615","0","318","623","27086","30435","True","True","False","0.00003357","C","mit and apsl-2.0"
"podman-compose","containers/podman-compose","https://github.com/containers/podman-compose.git","","c/c++","14608","0","8553","6009","15306","28565","True","True","False","0.00003355","C","gpl-2.0-only"
"julia","JuliaLang/julia","https://github.com/julialang/julia.git","","c/c++","14603","0","21029","7984","16336","13066","True","True","False","0.00003354","C","mit and bsd-3-clause and apache-2.0 and bsl-1.0"
"openssl@3.5","openssl/openssl","https://github.com/openssl/openssl.git","","c/c++","14599","0","0","0","0","14599","True","True","True","0.00003353","C","apache-2.0"
"clojure","clojure/brew-install","https://github.com/clojure/brew-install.git","","java","14584","0","27565","8655","11863","10255","True","False","False","0.00003350","C","epl-1.0"
"protoc-gen-go","protocolbuffers/protobuf-go","https://github.com/protocolbuffers/protobuf-go.git","","go","14579","0","20236","6343","16524","15213","True","False","False","0.00003349","C","bsd-3-clause"
"lychee","lycheeverse/lychee","https://github.com/lycheeverse/lychee.git","","rust","14499","0","763","4328","24405","28501","True","False","False","0.00003330","C","apache-2.0 or mit"
"ktlint","ktlint/ktlint","https://github.com/ktlint/ktlint.git","","java","14468","0","19502","7469","19830","11071","True","False","False","0.00003323","C","mit"
"cargo-c","lu-zero/cargo-c","https://github.com/lu-zero/cargo-c.git","","rust","14445","0","18036","7087","18038","14621","True","False","False","0.00003318","C","mit"
"swift-sh","mxcl/swift-sh","https://github.com/mxcl/swift-sh.git","","c/c++","14401","0","999","230","20781","35596","True","True","False","0.00003308","C","unlicense"
"cppzmq","zeromq/cppzmq","https://github.com/zeromq/cppzmq.git","","c/c++","14008","0","15995","6957","14444","18637","True","True","False","0.00003303","C","mit"
"azcopy","Azure/azure-storage-azcopy","https://github.com/azure/azure-storage-azcopy.git","","go","14334","0","14852","13370","13784","15331","True","False","False","0.00003292","C","mit"
"libxpm","","","","c/c++","14284","0","17292","5696","15799","18351","True","True","False","0.00003281","C","mit"
"fontforge","fontforge/fontforge","https://github.com/fontforge/fontforge.git","","c/c++","14282","0","29809","9134","7265","10920","True","True","False","0.00003281","C","gpl-3.0-or-later"
"plotutils","","","","c/c++","11285","0","19308","4272","10705","10858","True","True","False","0.00003274","C","gpl-3.0-or-later"
"bear","rizsotto/Bear","https://github.com/rizsotto/bear.git","","rust","14247","0","12537","7672","18646","18136","True","False","False","0.00003272","C","gpl-3.0-or-later"
"libadwaita","","","","c/c++","14240","0","5654","3040","23048","25219","True","True","False","0.00003271","C","lgpl-2.1-or-later"
"samba","","","","c/c++","14201","0","14533","6128","15894","20249","True","True","False","0.00003262","C","gpl-3.0-or-later"
"kcov","SimonKagstrom/kcov","https://github.com/simonkagstrom/kcov.git","","c/c++","14106","0","204","285","15079","40856","True","True","False","0.00003240","C","gpl-2.0-or-later"
"avrdude","avrdudes/avrdude","https://github.com/avrdudes/avrdude.git","","c/c++","14103","0","26089","6047","14896","9380","True","True","False","0.00003239","C","gpl-2.0-or-later"
"passt","","","","c/c++","14058","0","0","0","3367","24749","True","True","False","0.00003229","C","gpl-2.0-or-later and bsd-3-clause"
"velero","velero-io/velero","https://github.com/velero-io/velero.git","","go","14029","0","16213","5313","16409","18183","True","False","False","0.00003222","C","apache-2.0"
"mad","","https://codeberg.org/tenacityteam/libmad.git","","c/c++","11598","0","21463","4585","9707","10639","True","True","False","0.00003194","C","gpl-2.0-or-later"
"netcat","","","","c/c++","13851","0","23177","5955","13007","13267","True","True","False","0.00003182","C","gpl-2.0-or-later"
"aider","","","","rust","13790","0","0","0","5496","22084","True","False","False","0.00003168","C","apache-2.0"
"hadolint","hadolint/hadolint","https://github.com/hadolint/hadolint.git","","haskell","13724","0","16381","6692","13026","18799","True","False","False","0.00003152","C","gpl-3.0-only"
"libharu","libharu/libharu","https://github.com/libharu/libharu.git","","c/c++","10428","0","1454","311","5905","34045","False","True","False","0.00003139","C","zlib"
"rename","ap/rename","https://github.com/ap/rename.git","","c/c++","13654","0","27675","7294","10548","9099","True","True","False","0.00003136","C","artistic-1.0-perl or gpl-1.0-or-later"
"expect","","","","c/c++","13625","0","13649","4841","11904","24109","True","True","False","0.00003130","C","licenseref-homebrew-public-domain"
"vite","","","","node","13598","0","9519","5266","18612","20996","True","False","False","0.00003123","C","mit"
"faudio","FNA-XNA/FAudio","https://github.com/fna-xna/faudio.git","","c/c++","13510","0","2069","18783","26124","7066","True","True","False","0.00003103","C","zlib"
"dvc","","","","rust","13473","0","18391","14416","13169","7916","True","False","False","0.00003095","C","apache-2.0"
"minicom","","","","c/c++","13464","0","18092","4461","15335","15970","True","True","False","0.00003093","C","gpl-2.0-or-later"
"gum","charmbracelet/gum","https://github.com/charmbracelet/gum.git","","go","13445","0","7214","5028","16864","24675","True","False","False","0.00003088","C","mit"
"xcb-proto","","","","python","13346","0","19586","4705","11876","17220","True","False","False","0.00003066","C","mit"
"valgrind","","https://sourceware.org/pub/valgrind/valgrind-3.27.1.tar.bz2","","c/c++","13339","0","157","13112","28325","11765","True","True","False","0.00003064","C","gpl-2.0-or-later"
"dfu-util","","","","c/c++","13282","0","25349","4870","10265","12646","True","True","False","0.00003051","C","gpl-2.0-or-later"
"ladspa-sdk","","","","c/c++","13281","0","0","3939","16685","19219","True","True","False","0.00003051","C","lgpl-2.1-only"
"libxmlb","hughsie/libxmlb","https://github.com/hughsie/libxmlb.git","","c/c++","10382","0","0","98","16290","14758","False","True","False","0.00003048","C","lgpl-2.1-or-later"
"mysql-client@8.0","mysql/mysql-server","https://github.com/mysql/mysql-server.git","","c/c++","13232","0","0","399","23628","15670","True","True","True","0.00003039","C","gpl-2.0-only with universal-foss-exception-1.0"
"gedit","","https://gitlab.gnome.org/world/gedit/gedit.git","","c/c++","13216","0","24592","6023","14012","8237","True","True","False","0.00003036","C","gpl-2.0-or-later"
"python-tk@3.14","","","","c/c++","13199","0","0","0","0","13199","True","True","False","0.00003032","C","python-2.0"
"swi-prolog","","","","c/c++","13202","0","23844","3093","17751","8123","True","True","False","0.00003032","C","bsd-2-clause"
"screen","","","","c/c++","13170","0","21856","6313","11628","12884","True","True","False","0.00003025","C","gpl-3.0-or-later"
"linux-pam","linux-pam/linux-pam","https://github.com/linux-pam/linux-pam.git","","c/c++","13151","0","0","5009","16421","18023","True","True","False","0.00003021","C","bsd-3-clause or gpl-1.0-only"
"qcachegrind","","","","c/c++","13147","0","22589","6370","13339","10293","True","True","False","0.00003020","C","gpl-2.0-or-later"
"mycli","","","","rust","13144","0","18636","5412","11616","16913","True","False","False","0.00003019","C","bsd-3-clause"
"topgrade","topgrade-rs/topgrade","https://github.com/topgrade-rs/topgrade.git","","rust","13107","0","20794","5458","9861","16317","True","False","False","0.00003011","C","gpl-3.0-or-later"
"spice-gtk","","","","c/c++","12379","0","24624","8495","10929","5469","True","True","False","0.00003007","C","gpl-2.0-or-later and lgpl-2.1-or-later and bsd-3-clause"
"overmind","DarthSim/overmind","https://github.com/darthsim/overmind.git","","go","13060","0","14282","3712","7608","26639","True","False","False","0.00003000","C","mit"
"ast-grep","ast-grep/ast-grep","https://github.com/ast-grep/ast-grep.git","","rust","13035","0","0","1421","12610","25076","True","False","False","0.00002994","C","mit"
"nuget","","","","dotnet","13030","0","11023","3972","16341","20786","True","False","False","0.00002993","C","mit"
"lynx","","","","c/c++","13002","0","16309","6335","12358","17009","True","True","False","0.00002987","C","gpl-2.0-only"
"cassandra","","","","java","12985","0","25612","6893","11518","7917","True","False","False","0.00002983","C","apache-2.0"
"ethereum","ethereum/go-ethereum","https://github.com/ethereum/go-ethereum.git","","go","12985","0","26787","6455","10762","7938","True","False","False","0.00002983","C","lgpl-3.0-or-later"
"renovate","renovatebot/renovate","https://github.com/renovatebot/renovate.git","","node","12979","0","0","2834","15951","20153","True","False","False","0.00002981","C","agpl-3.0-only"
"stow","","","","c/c++","12954","0","8769","2390","20995","19665","True","True","False","0.00002976","C","gpl-3.0-or-later"
"grype","anchore/grype","https://github.com/anchore/grype.git","","go","12953","0","0","1911","14380","22568","True","False","False","0.00002975","C","apache-2.0"
"libmms","","","","c/c++","2855","0","518","3300","4128","3476","False","True","False","0.00002974","C","lgpl-2.1-or-later"
"capnp","capnproto/capnproto","https://github.com/capnproto/capnproto.git","","c/c++","12884","0","7529","10292","16262","17455","True","True","True","0.00002959","C","mit"
"spirv-headers","KhronosGroup/SPIRV-Headers","https://github.com/khronosgroup/spirv-headers.git","","c/c++","4096","0","175","678","1658","13875","False","True","False","0.00002958","C","mit"
"testdisk","","","","c/c++","12848","0","14481","4607","13110","19196","True","True","False","0.00002951","C","gpl-2.0-or-later"
"libserdes","confluentinc/libserdes","https://github.com/confluentinc/libserdes.git","","c/c++","10204","0","27744","2333","3243","7497","False","True","False","0.00002939","C","apache-2.0"
"oras","oras-project/oras","https://github.com/oras-project/oras.git","","go","12777","0","2107","2504","9956","36542","True","False","False","0.00002935","C","apache-2.0"
"mariadb-connector-c","","","","c/c++","12770","0","8664","3189","10365","28865","True","True","False","0.00002933","C","lgpl-2.1-or-later"
"stoken","stoken-dev/stoken","https://github.com/stoken-dev/stoken.git","","c/c++","9621","0","21781","3807","6729","6170","False","True","False","0.00002923","C","lgpl-2.1-or-later"
"pdm","","","","c/c++","12718","0","11552","6323","18862","14138","True","True","False","0.00002921","C","mit"
"bullet","bulletphysics/bullet3","https://github.com/bulletphysics/bullet3.git","","c/c++","12684","0","11894","6705","16597","15543","True","True","False","0.00002913","C","zlib"
"python-lsp-server","python-lsp/python-lsp-server","https://github.com/python-lsp/python-lsp-server.git","","rust","12637","0","584","10770","28228","10967","True","False","False","0.00002903","C","mit"
"flann","flann-lib/flann","https://github.com/flann-lib/flann.git","","c/c++","12627","0","13817","6675","15872","14144","True","True","False","0.00002900","C","bsd-3-clause"
"libgccjit","","","","c/c++","12589","0","20530","6542","11696","11589","True","True","False","0.00002892","C","gpl-3.0-or-later with gcc-exception-3.1"
"talloc","","","","c/c++","7190","0","11019","3899","7241","6601","False","True","False","0.00002887","C","gpl-3.0-or-later"
"httrack","xroche/httrack","https://github.com/xroche/httrack.git","","c/c++","12480","0","19406","5546","11883","13085","True","True","True","0.00002867","C","gpl-3.0-or-later with openvpn-openssl-exception"
"go-md2man","cpuguy83/go-md2man","https://github.com/cpuguy83/go-md2man.git","","go","12472","0","12877","6461","10601","19949","True","False","False","0.00002865","C","mit"
"operator-sdk","operator-framework/operator-sdk","https://github.com/operator-framework/operator-sdk.git","","go","12464","0","25160","6157","11121","7420","True","False","False","0.00002863","C","apache-2.0"
"zabbix","","","","c/c++","12416","0","37032","8394","2484","1757","True","True","False","0.00002852","C","agpl-3.0-only"
"dbmate","amacneil/dbmate","https://github.com/amacneil/dbmate.git","","go","12356","0","5031","1645","13691","29058","True","False","False","0.00002838","C","mit"
"usb.ids","","","","c/c++","11244","0","21964","3912","10718","8385","True","True","False","0.00002836","C","gpl-2.0-or-later or bsd-3-clause"
"mesa-glu","","https://gitlab.freedesktop.org/mesa/glu.git","","c/c++","12346","0","2856","5374","23561","17594","True","True","False","0.00002836","C","sgi-b-1.1 and sgi-b-2.0"
"solidity","argotorg/solidity","https://github.com/argotorg/solidity.git","","c/c++","12282","0","22513","6204","9758","10654","True","True","False","0.00002821","C","gpl-3.0-or-later and mit and bsd-3-clause and apache-2.0 and cc0-1.0"
"buildifier","bazelbuild/buildtools","https://github.com/bazelbuild/buildtools.git","","go","12279","0","9693","15474","12489","11462","True","False","False","0.00002820","C","apache-2.0"
"infracost","infracost/cli","https://github.com/infracost/cli.git","","go","12243","0","24559","8024","10656","5735","True","False","False","0.00002812","C","apache-2.0"
"libva","intel/libva","https://github.com/intel/libva.git","","c/c++","12230","0","0","6552","22536","7604","True","True","False","0.00002809","C","mit"
"talosctl","siderolabs/talos","https://github.com/siderolabs/talos.git","","go","12224","0","0","0","2136","22312","True","False","False","0.00002808","C","mpl-2.0"
"kcat","edenhill/kcat","https://github.com/edenhill/kcat.git","","c/c++","12189","0","23809","4309","7431","13207","True","True","False","0.00002800","C","bsd-2-clause"
"onigmo","k-takata/Onigmo","https://github.com/k-takata/onigmo.git","","c/c++","17","0","0","0","0","17","False","True","False","0.00002799","C","bsd-2-clause"
"snyk-cli","","","","node","12182","0","0","0","9204","15160","True","False","False","0.00002798","C","apache-2.0"
"libseccomp","seccomp/libseccomp","https://github.com/seccomp/libseccomp.git","","c/c++","9614","0","0","1204","6098","21541","False","True","False","0.00002786","C","lgpl-2.1-only"
"gopls","golang/tools","https://github.com/golang/tools.git","","go","12112","0","16148","5980","12920","13403","True","False","False","0.00002782","C","bsd-3-clause"
"sshpass","","","","c/c++","12072","0","310","61","20482","27435","True","True","False","0.00002773","C","gpl-2.0-only"
"libxdamage","","","","c/c++","12061","0","15497","6962","14772","11013","True","True","False","0.00002770","C","mit"
"re2c","skvadrik/re2c","https://github.com/skvadrik/re2c.git","","c/c++","12046","0","17015","5831","10444","14897","True","True","False","0.00002767","C","licenseref-homebrew-public-domain"
"pwgen","","","","c/c++","11964","0","22142","5376","11113","9227","True","True","False","0.00002748","C","gpl-2.0-only"
"osinfo-db","","","","c/c++","10134","0","22726","4717","8116","4979","False","True","False","0.00002744","C","gpl-2.0-or-later"
"licenseplist","mono0926/LicensePlist","https://github.com/mono0926/licenseplist.git","","c/c++","11948","0","713","9053","26161","11867","True","True","False","0.00002744","C","mit"
"ipopt","coin-or/Ipopt","https://github.com/coin-or/ipopt.git","","java","11926","0","12435","5105","15315","14849","True","False","False","0.00002739","C","epl-2.0"
"spaceship","spaceship-prompt/spaceship-prompt","https://github.com/spaceship-prompt/spaceship-prompt.git","","c/c++","11910","0","29046","4595","8328","5672","True","True","False","0.00002736","C","mit"
"tealdeer","tealdeer-rs/tealdeer","https://github.com/tealdeer-rs/tealdeer.git","","rust","11901","0","5887","1508","10903","29309","True","False","False","0.00002734","C","apache-2.0 or mit"
"go@1.21","","","","go","11900","0","0","0","17286","6515","True","False","False","0.00002733","C","bsd-3-clause"
"postgresql@18","","","","c/c++","11884","0","0","0","0","11884","True","True","False","0.00002730","C","postgresql"
"arduino-cli","arduino/arduino-cli","https://github.com/arduino/arduino-cli.git","","go","11852","0","16833","6324","13712","10540","True","False","False","0.00002722","C","gpl-3.0-only"
"asciidoctor","asciidoctor/asciidoctor","https://github.com/asciidoctor/asciidoctor.git","","c/c++","11846","0","16857","5371","15905","9252","True","True","False","0.00002721","C","mit"
"libtatsu","libimobiledevice/libtatsu","https://github.com/libimobiledevice/libtatsu.git","","c/c++","4412","0","0","0","739","8086","False","True","False","0.00002719","C","lgpl-2.1-or-later"
"slirp4netns","rootless-containers/slirp4netns","https://github.com/rootless-containers/slirp4netns.git","","c/c++","11831","0","0","1345","7331","26819","True","True","False","0.00002718","C","gpl-2.0-or-later"
"llvm@17","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","11826","0","0","0","19069","4584","True","True","True","0.00002716","C","apache-2.0 with llvm-exception"
"procs","dalance/procs","https://github.com/dalance/procs.git","","rust","11824","0","23357","2765","11827","9349","True","False","False","0.00002716","C","mit"
"hadoop","","","","java","11802","0","22390","5518","11470","7832","True","False","False","0.00002711","C","apache-2.0"
"transmission-cli","transmission/transmission","https://github.com/transmission/transmission.git","","c/c++","11778","0","10914","8655","13822","13723","True","True","False","0.00002705","C","gpl-2.0-only or gpl-3.0-only"
"tlrc","tldr-pages/tlrc","https://github.com/tldr-pages/tlrc.git","","rust","11737","0","0","0","8229","15245","True","False","False","0.00002696","C","mit"
"conftest","open-policy-agent/conftest","https://github.com/open-policy-agent/conftest.git","","go","11720","0","7580","3670","17802","17830","True","False","False","0.00002692","C","apache-2.0"
"virt-manager","","","","c/c++","11712","0","15727","5203","14413","11508","True","True","False","0.00002690","C","gpl-2.0-or-later"
"go@1.24","","","","go","11698","0","0","0","0","11698","True","False","False","0.00002687","C","bsd-3-clause"
"jsonnet","google/jsonnet","https://github.com/google/jsonnet.git","","c/c++","11693","0","13208","4290","11616","17659","True","True","True","0.00002686","C","apache-2.0"
