"package","github_repo","git","eco_guess","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"asciinema","asciinema/asciinema","https://github.com/asciinema/asciinema.git","","rust","11631","0","20758","6453","7369","11945","True","False","False","0.00002672","C","gpl-3.0-only"
"magic-wormhole","","","","rust","11624","0","11574","6157","15264","13504","True","False","False","0.00002670","C","mit"
"crystal","crystal-lang/crystal","https://github.com/crystal-lang/crystal.git","","c/c++","11626","0","16579","6078","13032","10816","True","True","False","0.00002670","C","apache-2.0"
"xinput","","https://gitlab.freedesktop.org/xorg/app/xinput.git","","c/c++","11586","0","476","7815","21622","16434","True","True","False","0.00002661","C","mit"
"haskell-stack","commercialhaskell/stack","https://github.com/commercialhaskell/stack.git","","haskell","11575","0","22186","6253","10427","7434","True","False","False","0.00002659","C","bsd-3-clause"
"fx","antonmedv/fx","https://github.com/antonmedv/fx.git","","go","11544","0","10630","6917","11402","17227","True","False","False","0.00002652","C","mit"
"wavpack","","","","c/c++","9771","0","4937","1952","16852","15345","False","True","False","0.00002641","C","bsd-3-clause"
"kube-ps1","jonmosco/kube-ps1","https://github.com/jonmosco/kube-ps1.git","","c/c++","11470","0","24440","5657","9844","5941","True","True","False","0.00002635","C","apache-2.0"
"swift-format","swiftlang/swift-format","https://github.com/swiftlang/swift-format.git","","c/c++","11462","0","4830","4686","16748","19587","True","True","False","0.00002633","C","apache-2.0"
"sccache","mozilla/sccache","https://github.com/mozilla/sccache.git","","rust","11438","0","6131","13290","13914","12419","True","False","False","0.00002627","C","apache-2.0"
"rpm","rpm-software-management/rpm","https://github.com/rpm-software-management/rpm.git","","rust","11411","0","24523","4887","8603","7634","True","False","False","0.00002621","C","gpl-2.0-or-later and lgpl-2.0-or-later"
"tox","","","","c/c++","11403","0","18144","8213","11540","7715","True","True","False","0.00002619","C","mit"
"fig2dev","","","","c/c++","10470","0","17540","5519","9164","9659","False","True","False","0.00002609","C","mit"
"llvm@21","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","0","0","0","0","0","0","False","True","True","0.00002609","C","apache-2.0 with llvm-exception"
"qrupdate","","https://gitlab.mpi-magdeburg.mpg.de/koehlerm/qrupdate-ng.git","","c/c++","10442","0","29377","3478","5163","3751","False","True","False","0.00002602","C","gpl-3.0-or-later"
"gimme-aws-creds","Nike-Inc/gimme-aws-creds","https://github.com/nike-inc/gimme-aws-creds.git","","c/c++","11289","0","18222","8374","12716","5845","True","True","False","0.00002593","C","apache-2.0"
"krew","kubernetes-sigs/krew","https://github.com/kubernetes-sigs/krew.git","","go","11275","0","13461","6183","11135","14323","True","False","False","0.00002590","C","apache-2.0"
"libultrahdr","google/libultrahdr","https://github.com/google/libultrahdr.git","","c/c++","9171","0","0","0","50","18293","False","True","True","0.00002585","C","apache-2.0"
"libdvdcss","","","","c/c++","7602","0","12307","2681","4974","10449","False","True","False","0.00002583","C","gpl-2.0-or-later"
"selenium-server","SeleniumHQ/selenium","https://github.com/seleniumhq/selenium.git","","java","11225","0","16922","4902","13642","9437","True","False","False","0.00002578","C","apache-2.0"
"phpmyadmin","","","","c/c++","11212","0","21345","5229","8051","10226","True","True","False","0.00002575","C","gpl-2.0-only and gpl-2.0-or-later and bsd-2-clause and bsd-3-clause and cc-by-3.0 and isc and lgpl-3.0-only and mit and mpl-2.0 and licenseref-homebrew-public-domain"
"okta-aws-cli","okta/okta-aws-cli","https://github.com/okta/okta-aws-cli.git","","go","11163","0","0","1860","6281","25349","True","False","False","0.00002564","C","apache-2.0"
"gping","orf/gping","https://github.com/orf/gping.git","","rust","11160","0","17939","7214","11425","8065","True","False","False","0.00002563","C","mit"
"etcd","etcd-io/etcd","https://github.com/etcd-io/etcd.git","","go","11137","0","14383","5513","12686","11966","True","False","False","0.00002558","C","apache-2.0"
"platformio","","","","c/c++","11132","0","16834","5748","11717","10231","True","True","False","0.00002557","C","apache-2.0"
"liquibase","liquibase/liquibase","https://github.com/liquibase/liquibase.git","","java","11133","0","15616","5863","12465","10590","True","False","False","0.00002557","C","apache-2.0"
"step","smallstep/cli","https://github.com/smallstep/cli.git","","go","11084","0","16073","4976","13646","9641","True","False","False","0.00002546","C","apache-2.0"
"gallery-dl","","https://codeberg.org/mikf/gallery-dl.git","","c/c++","11075","0","6849","3907","12740","20806","True","True","False","0.00002544","C","gpl-2.0-only"
"libtomcrypt","libtom/libtomcrypt","https://github.com/libtom/libtomcrypt.git","","c/c++","258","0","188","145","206","496","False","True","False","0.00002542","C","unlicense"
"lnav","tstack/lnav","https://github.com/tstack/lnav.git","","rust","11060","0","13833","3131","13124","14152","True","False","False","0.00002540","C","bsd-2-clause"
"libvirt-python","","","","c/c++","10341","0","0","0","9809","10873","False","True","False","0.00002539","C","lgpl-2.1-or-later"
"tomcat@9","","","","java","11045","0","18115","5847","10840","9381","True","False","False","0.00002537","C","apache-2.0"
"websocat","vi/websocat","https://github.com/vi/websocat.git","","rust","11025","0","15860","3885","11911","12446","True","False","False","0.00002532","C","mit"
"lld@19","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","10973","0","0","0","0","10973","True","True","True","0.00002520","C","apache-2.0 with llvm-exception"
"libplacebo","","https://code.videolan.org/videolan/libplacebo.git","","c/c++","8416","0","332","985","19228","13120","False","True","False","0.00002517","C","lgpl-2.1-or-later"
"dysk","Canop/dysk","https://github.com/canop/dysk.git","","rust","10932","0","0","43","5202","27551","True","False","False","0.00002511","C","mit"
"duktape","svaarala/duktape","https://github.com/svaarala/duktape.git","","c/c++","2971","0","437","3685","5956","1807","False","True","False","0.00002509","C","mit"
"gnuradio","gnuradio/gnuradio","https://github.com/gnuradio/gnuradio.git","","c/c++","10910","0","14976","5858","12796","10010","True","True","False","0.00002506","C","gpl-3.0-or-later"
"pigz","","","","c/c++","10901","0","15396","4308","6595","17306","True","True","False","0.00002504","C","zlib"
"gitui","gitui-org/gitui","https://github.com/gitui-org/gitui.git","","rust","10872","0","12391","6968","15760","8369","True","False","False","0.00002497","C","mit"
"libassuan@2","","","","c/c++","10799","0","0","0","18734","2865","True","True","False","0.00002481","C","lgpl-2.1-or-later and gpl-3.0-or-later and fsfullr"
"kompose","kubernetes/kompose","https://github.com/kubernetes/kompose.git","","go","10790","0","17173","5253","11434","9300","True","False","False","0.00002478","C","apache-2.0"
"qwen-code","QwenLM/qwen-code","https://github.com/qwenlm/qwen-code.git","","node","10779","0","0","0","0","10779","True","False","False","0.00002476","C","apache-2.0"
"ranger","","","","c/c++","10755","0","15632","4941","12195","10254","True","True","False","0.00002470","C","gpl-3.0-or-later"
"highlight","","https://gitlab.com/saalen/highlight.git","","c/c++","10745","0","19621","8098","8372","6889","True","True","False","0.00002468","C","gpl-3.0-or-later"
"periphery","peripheryapp/periphery","https://github.com/peripheryapp/periphery.git","","c/c++","10743","0","0","0","363","21124","True","True","False","0.00002468","C","mit"
"serverless","serverless/serverless","https://github.com/serverless/serverless.git","","node","10736","0","27262","7450","5367","2867","True","False","False","0.00002466","C","mit"
"lefthook","evilmartians/lefthook","https://github.com/evilmartians/lefthook.git","","go","10722","0","12165","6980","10339","13406","True","False","False","0.00002463","C","mit"
"libressl","","","","c/c++","10692","0","18681","8009","9524","6556","True","True","False","0.00002456","C","openssl"
"jack","jackaudio/jack2","https://github.com/jackaudio/jack2.git","","c/c++","10155","0","13650","5880","13397","7695","False","True","False","0.00002418","C","gpl-2.0-or-later"
"xcb-util-keysyms","","","","c/c++","5337","0","546","1521","10072","9212","False","True","False","0.00002414","C","x11"
"gtk-vnc","","https://gitlab.gnome.org/gnome/gtk-vnc.git","","c/c++","9720","0","17216","3363","8997","9305","False","True","False","0.00002396","C","lgpl-2.1-or-later"
"spice-protocol","","","","c/c++","9740","0","14103","4971","8581","11306","False","True","False","0.00002359","C","bsd-3-clause"
"libspiro","fontforge/libspiro","https://github.com/fontforge/libspiro.git","","c/c++","9528","0","27688","2430","4838","3159","False","True","False","0.00002353","C","gpl-3.0-or-later"
"usbredir","","","","c/c++","9546","0","18631","3079","9060","7416","False","True","False","0.00002314","C","gpl-2.0-or-later and lgpl-2.0-or-later"
"unpaper","","","","c/c++","8642","0","10705","4684","8987","10193","False","True","False","0.00002313","C","gpl-2.0-or-later"
"glpk","","","","c/c++","9025","0","18492","3675","7564","6370","False","True","False","0.00002277","C","gpl-3.0-or-later"
"libuninameslist","fontforge/libuninameslist","https://github.com/fontforge/libuninameslist.git","","c/c++","8948","0","21518","3321","6667","4288","False","True","False","0.00002219","C","bsd-3-clause"
"userspace-rcu","","","","c/c++","7967","0","1496","2584","9650","18141","False","True","False","0.00002209","C","lgpl-2.1-or-later and mit"
"ampl-asl","ampl/asl","https://github.com/ampl/asl.git","","c/c++","6183","0","0","0","1726","10640","False","True","False","0.00002196","C","bsd-3-clause"
"yuicompressor","yui/yuicompressor","https://github.com/yui/yuicompressor.git","","java","3862","0","6290","2931","3665","2563","False","False","False","0.00002182","C","bsd-3-clause"
"xcb-util","","","","c/c++","6058","0","821","1869","11316","10227","False","True","False","0.00002166","C","mit"
"lmdb","","https://git.openldap.org/openldap/openldap/-/archive/lmdb_0.9.35/openldap-lmdb_0.9.35.tar.bz2","","c/c++","8428","0","10423","4361","10116","8812","False","True","False","0.00002149","C","oldap-2.8"
"aften","","","","c/c++","4523","0","7874","2360","4379","3480","False","True","False","0.00002066","C","lgpl-2.1-or-later"
"libxkbfile","","","","c/c++","6219","0","642","1691","12054","10491","False","True","False","0.00002057","C","mit"
"libsigsegv","","","","c/c++","6669","0","13652","2474","4320","6232","False","True","False","0.00002021","C","gpl-2.0-or-later"
"libvirt-glib","","","","c/c++","8051","0","16907","2853","7446","5000","False","True","False","0.00002013","C","lgpl-2.1-or-later"
"uhd","EttusResearch/uhd","https://github.com/ettusresearch/uhd.git","","c/c++","8377","0","14063","4038","8398","7012","False","True","False","0.00002009","C","gpl-3.0-or-later and lgpl-3.0-or-later and mit and bsd-3-clause and apache-2.0"
"sleef","shibatch/sleef","https://github.com/shibatch/sleef.git","","c/c++","7235","0","0","10","11614","10083","False","True","False","0.00001991","C","bsl-1.0"
"libxmp","","","","c/c++","6905","0","3352","5000","7810","11458","False","True","False","0.00001983","C","lgpl-2.1-or-later"
"libfontenc","","","","c/c++","5838","0","919","412","11825","10196","False","True","False","0.00001964","C","mit"
"img2pdf","","https://gitlab.mister-muffin.de/josch/img2pdf.git","","c/c++","6940","0","0","244","5700","14877","False","True","False","0.00001922","C","lgpl-3.0-or-later"
"libgedit-gtksourceview","","https://gitlab.gnome.org/world/gedit/libgedit-gtksourceview.git","","c/c++","7026","0","0","3132","10719","7228","False","True","False","0.00001918","C","lgpl-2.1-only"
"jbig2enc","agl/jbig2enc","https://github.com/agl/jbig2enc.git","","c/c++","6693","0","9506","4771","4687","7810","False","True","False","0.00001866","C","apache-2.0"
"libmatroska","","","","c/c++","5894","0","16567","1862","2853","2297","False","True","False","0.00001861","C","lgpl-2.1-or-later"
"lld@21","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","0","0","0","0","0","0","False","True","True","0.00001832","C","apache-2.0 with llvm-exception"
"sdl3_ttf","libsdl-org/SDL_ttf","https://github.com/libsdl-org/sdl_ttf.git","","c/c++","7041","0","0","0","0","7041","False","True","False","0.00001813","C","zlib"
"libmd","","","","c/c++","5055","0","8091","4452","4449","3230","False","True","False","0.00001807","C","bsd-3-clause and bsd-2-clause and isc and beerware and licenseref-homebrew-public-domain"
"pygit2","","","","python","6255","0","0","7587","4959","6220","False","False","False","0.00001766","C","gpl-2.0-only with gcc-exception-2.0"
"woff2","google/woff2","https://github.com/google/woff2.git","","c/c++","6911","0","13692","3372","4878","5702","False","True","True","0.00001751","C","mit"
"game-music-emu","libgme/game-music-emu","https://github.com/libgme/game-music-emu.git","","c/c++","5862","0","1259","1044","10144","11002","False","True","False","0.00001743","C","lgpl-2.1-or-later and gpl-2.0-or-later"
"xauth","","","","c/c++","6857","0","1516","602","12216","13096","False","True","False","0.00001734","C","mit-open-group"
"clisp","","","","c/c++","6999","0","17499","2495","4014","3989","False","True","False","0.00001728","C","gpl-2.0-or-later"
"libhandy","","https://gitlab.gnome.org/gnome/libhandy.git","","c/c++","6897","0","9588","2508","9684","5811","False","True","False","0.00001727","C","lgpl-2.1-or-later"
