id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
6272,akiran/json2mq,json2mq (npm),1,0,0,0,1,97.385,,,,D,,,,D,False
6273,akiran/react-slick,react-slick (npm),1,0,0,0,1,99.5241,,,,D,,,,D,False
6274,akiran/string-convert,string-convert (npm),1,0,0,0,1,95.4979,,,,D,,,,D,False
6275,akoumjian/datefinder,datefinder (pypi),0,1,0,0,1,,98.8794,,,,D,,,D,False
6276,akubera/bigdecimal-rs,bigdecimal (crates),0,0,1,0,1,,,94.5809,,,,D,,D,False
6277,al45tair/netifaces,netifaces (pypi),0,1,0,0,1,,97.2254,,,,D,,,D,False
6278,al8n/fs4-rs,fs4 (crates),0,0,1,0,1,,,97.7654,,,,D,,D,False
6279,alacritty/crossfont,crossfont (crates),0,0,1,0,1,,,99.8536,,,,D,,D,False
6280,alampros/react-confetti,react-confetti (npm),1,0,0,0,1,99.7576,,,,D,,,,D,False
6281,alangpierce/sucrase,sucrase (npm),1,0,0,0,1,93.7116,,,,D,,,,D,False
6282,alanxz/rabbitmq-c,rabbitmq-c (cpp),0,0,0,1,1,,,,94.0261,,,,D,D,False
6283,albell/parse-srcset,parse-srcset (npm),1,0,0,0,1,97.9576,,,,D,,,,D,False
6284,aldanor/fast-float-rust,fast-float (crates),0,0,1,0,1,,,99.418,,,,D,,D,False
6285,aldanor/qoi-rust,qoi (crates),0,0,1,0,1,,,97.3193,,,,D,,D,False
6286,aldaronlau/png_pong,png_pong (crates),0,0,1,0,1,,,99.2482,,,,D,,D,False
6287,aleclarson/vite-tsconfig-paths,vite-tsconfig-paths (npm),1,0,0,0,1,98.7639,,,,D,,,,D,False
6288,alecmocatta/cap,cap (crates),0,0,1,0,1,,,99.9827,,,,D,,D,False
6289,alecmocatta/replace_with,replace_with (crates),0,0,1,0,1,,,98.9707,,,,D,,D,False
6290,alephalpha/build-time,build-time (crates),0,0,1,0,1,,,99.936,,,,D,,D,False
6291,aleshaoleg/postcss-sass,postcss-sass (npm),1,0,0,0,1,98.5205,,,,D,,,,D,False
6292,alex-d/check-disk-space,check-disk-space (npm),1,0,0,0,1,99.7091,,,,D,,,,D,False
6293,alexanderlukanin13/coolname,coolname (pypi),0,1,0,0,1,,99.7836,,,,D,,,D,False
6294,alexbrazier/simple-update-notifier,simple-update-notifier (npm),1,0,0,0,1,94.2102,,,,D,,,,D,False
6295,alexcrichton/bufstream,bufstream (crates),0,0,1,0,1,,,99.6944,,,,D,,D,False
6296,alexcrichton/bzip2-rs,bzip2-sys (crates),0,0,1,0,1,,,93.6852,,,,D,,D,False
6297,alexcrichton/dlmalloc-rs,dlmalloc (crates),0,0,1,0,1,,,98.9977,,,,D,,D,False
6298,alexcrichton/futures-rs,futures-cpupool (crates),0,0,1,0,1,,,99.3315,,,,D,,D,False
6299,alexcrichton/gcc-rs,gcc (crates),0,0,1,0,1,,,97.5374,,,,D,,D,False
6300,alexcrichton/nghttp2-rs,libnghttp2-sys (crates),0,0,1,0,1,,,98.1068,,,,D,,D,False
6301,alexcrichton/openssl-src-rs,openssl-src (crates),0,0,1,0,1,,,94.5344,,,,D,,D,False
6302,alexcrichton/wait-timeout,wait-timeout (crates),0,0,1,0,1,,,90.3088,,,,D,,D,False
6303,alexcrist/json-to-pretty-yaml,json-to-pretty-yaml (npm),1,0,0,0,1,98.046,,,,D,,,,D,False
6304,alexgorbatchev/crc,crc (npm),1,0,0,0,1,97.1247,,,,D,,,,D,False
6305,alexheretic/linked-hash-set,linked_hash_set (crates),0,0,1,0,1,,,98.1672,,,,D,,D,False
6306,alexheretic/owned-ttf-parser,owned_ttf_parser (crates),0,0,1,0,1,,,97.2164,,,,D,,D,False
6307,alexhuszagh/assert_float_eq,assert_float_eq (crates),0,0,1,0,1,,,99.9535,,,,D,,D,False
6308,alexhuszagh/fast-float-rust,fast-float2 (crates),0,0,1,0,1,,,99.7182,,,,D,,D,False
6309,alexhuszagh/i256-rs,i256 (crates),0,0,1,0,1,,,99.9986,,,,D,,D,False
6310,alexliesenfeld/async-object-pool,async-object-pool (crates),0,0,1,0,1,,,98.5758,,,,D,,D,False
6311,alexliesenfeld/tls-detect-rs,tls-detect (crates),0,0,1,0,1,,,99.9918,,,,D,,D,False
6312,alexmojaki/eval_type_backport,eval-type-backport (pypi),0,1,0,0,1,,95.0989,,,,D,,,D,False
6313,alexpasmantier/rust-devicons,devicons (crates),0,0,1,0,1,,,99.9977,,,,D,,D,False
6314,alexreardon/css-box-model,css-box-model (npm),1,0,0,0,1,97.8,,,,D,,,,D,False
6315,alexreardon/raf-schd,raf-schd (npm),1,0,0,0,1,97.9007,,,,D,,,,D,False
6316,alexreardon/use-memo-one,use-memo-one (npm),1,0,0,0,1,98.1609,,,,D,,,,D,False
6317,alfg/mp4-rust,mp4 (crates),0,0,1,0,1,,,99.2356,,,,D,,D,False
6318,alfiedotwtf/file-lock,file-lock (crates),0,0,1,0,1,,,99.8237,,,,D,,D,False
6319,algesten/qstring,qstring (crates),0,0,1,0,1,,,98.7334,,,,D,,D,False
6320,algesten/ureq,ureq (crates),0,0,1,0,1,,,94.5694,,,,D,,D,False
6321,algesten/ureq-proto,ureq-proto (crates),0,0,1,0,1,,,98.7131,,,,D,,D,False
6322,algesten/utf8-zero,utf8-zero (crates),0,0,1,0,1,,,99.882,,,,D,,D,False
6323,algolia/react-element-to-jsx-string,react-element-to-jsx-string (npm),1,0,0,0,1,96.4652,,,,D,,,,D,False
6324,alignof/raki,raki (crates),0,0,1,0,1,,,99.9996,,,,D,,D,False
6325,alir3z4/html2text,html2text (pypi),0,1,0,0,1,,96.6598,,,,D,,,D,False
6326,alisaifee/flask-limiter,flask-limiter (pypi),0,1,0,0,1,,93.6757,,,,D,,,D,False
6327,alkaline-ml/pmdarima,pmdarima (pypi),0,1,0,0,1,,97.432,,,,D,,,D,False
6328,alkis/decimal,decimal (crates),0,0,1,0,1,,,99.4595,,,,D,,D,False
6329,allan2/dotenvy,dotenvy (crates),0,0,1,0,1,,,94.7629,,,,D,,D,False
6330,allenap/shell-quote,shell-quote (crates),0,0,1,0,1,,,99.9804,,,,D,,D,False
6331,alliefitter/boto3_type_annotations,boto3-type-annotations (pypi),0,1,0,0,1,,98.5856,,,,D,,,D,False
6332,alloy-rs/chains,alloy-chains (crates),0,0,1,0,1,,,99.5568,,,,D,,D,False
6333,alloy-rs/hardforks,alloy-hardforks (crates),0,0,1,0,1,,,99.919,,,,D,,D,False
6334,alloy-rs/nybbles,nybbles (crates),0,0,1,0,1,,,99.5742,,,,D,,D,False
6335,alloy-rs/trie,alloy-trie (crates),0,0,1,0,1,,,99.4994,,,,D,,D,False
6336,almindor/mipidsi,mipidsi (crates),0,0,1,0,1,,,99.9939,,,,D,,D,False
6337,alonreznik/dynamodb-json,dynamodb-json (pypi),0,1,0,0,1,,97.9182,,,,D,,,D,False
6338,aloso/lexical-sort,lexical-sort (crates),0,0,1,0,1,,,99.8401,,,,D,,D,False
6339,alphagov/notifications-node-client,notifications-node-client (npm),1,0,0,0,1,96.2176,,,,D,,,,D,False
6340,althonos/blanket,blanket (crates),0,0,1,0,1,,,99.9779,,,,D,,D,False
6341,altsysrq/rusty-fork,rusty-fork (crates),0,0,1,0,1,,,91.1643,,,,D,,D,False
6342,amanieu/atomic-rs,atomic (crates),0,0,1,0,1,,,95.3376,,,,D,,D,False
6343,amanieu/corosensei,corosensei (crates),0,0,1,0,1,,,99.5787,,,,D,,D,False
6344,amanieu/intrusive-rs,intrusive-collections (crates),0,0,1,0,1,,,99.4806,,,,D,,D,False
6345,amanieu/minicov,minicov (crates),0,0,1,0,1,,,93.7147,,,,D,,D,False
6346,amanieu/seqlock,seqlock (crates),0,0,1,0,1,,,99.9155,,,,D,,D,False
6347,amasad/sane,sane (npm),1,0,0,0,1,92.012,,,,D,,,,D,False
6348,amirziai/flatten,flatten-json (pypi),0,1,0,0,1,,98.9789,,,,D,,,D,False
6349,amitdev/lru-dict,lru-dict (pypi),0,1,0,0,1,,98.3502,,,,D,,,D,False
6350,amitport/blob,blob (npm),1,0,0,0,1,97.2711,,,,D,,,,D,False
6351,amobiz/globjoin,globjoin (npm),1,0,0,0,1,95.8419,,,,D,,,,D,False
6352,amodm/webbrowser-rs,webbrowser (crates),0,0,1,0,1,,,98.3276,,,,D,,D,False
6353,amoffat/sh,sh (pypi),0,1,0,0,1,,94.1073,,,,D,,,D,False
6354,amplify-education/python-hcl2,python-hcl2 (pypi),0,1,0,0,1,,98.4091,,,,D,,,D,False
6355,amqp-node/amqplib,amqplib (npm),1,0,0,0,1,99.3675,,,,D,,,,D,False
6356,amqp-rs/async-openssl,async-openssl (crates),0,0,1,0,1,,,99.9867,,,,D,,D,False
6357,amqp-rs/async-rs,async-rs (crates),0,0,1,0,1,,,99.9244,,,,D,,D,False
6358,amqp-rs/lapin,lapin (crates),0,0,1,0,1,,,99.5379,,,,D,,D,False
6359,amqp-rs/pinky-swear,pinky-swear (crates),0,0,1,0,1,,,99.6079,,,,D,,D,False
6360,amqp-rs/rustls-connector,rustls-connector (crates),0,0,1,0,1,,,99.6156,,,,D,,D,False
6361,amqp-rs/tcp-stream,tcp-stream (crates),0,0,1,0,1,,,99.4339,,,,D,,D,False
6362,amrbashir/muda,muda (crates),0,0,1,0,1,,,99.2239,,,,D,,D,False
6363,amueller/word_cloud,wordcloud (pypi),0,1,0,0,1,,98.9097,,,,D,,,D,False
6364,analog-nico/stealthy-require,stealthy-require (npm),1,0,0,0,1,90.8512,,,,D,,,,D,False
6365,anatawa12/deflate64-rs,deflate64 (crates),0,0,1,0,1,,,97.264,,,,D,,D,False
6366,ancwrd1/p12-keystore,p12-keystore (crates),0,0,1,0,1,,,99.8474,,,,D,,D,False
6367,andarist/react-textarea-autosize,react-textarea-autosize (npm),1,0,0,0,1,96.2476,,,,D,,,,D,False
6368,andarist/use-composed-ref,use-composed-ref (npm),1,0,0,0,1,96.1912,,,,D,,,,D,False
6369,andarist/use-isomorphic-layout-effect,use-isomorphic-layout-effect (npm),1,0,0,0,1,91.9771,,,,D,,,,D,False
6370,andarist/use-latest,use-latest (npm),1,0,0,0,1,96.1072,,,,D,,,,D,False
6371,anders429/claims,claims (crates),0,0,1,0,1,,,99.0751,,,,D,,D,False
6372,anders429/serde_assert,serde_assert (crates),0,0,1,0,1,,,99.394,,,,D,,D,False
6373,anders429/substring,substring (crates),0,0,1,0,1,,,99.5651,,,,D,,D,False
6374,andersk/enum_primitive-rs,enum_primitive (crates),0,0,1,0,1,,,99.6486,,,,D,,D,False
6375,andlon/embed-doc-image,embed-doc-image (crates),0,0,1,0,1,,,99.9077,,,,D,,D,False
6376,andlon/numeric_literals,numeric_literals (crates),0,0,1,0,1,,,99.9841,,,,D,,D,False
6377,andreacorbellini/rust-atomic-write-file,atomic-write-file (crates),0,0,1,0,1,,,99.732,,,,D,,D,False
6378,andreasmadsen/stack-chain,stack-chain (npm),1,0,0,0,1,95.4334,,,,D,,,,D,False
6379,andreasots/base32,base32 (crates),0,0,1,0,1,,,98.6831,,,,D,,D,False
6380,andreinwald/uri-js-replace,uri-js-replace (npm),1,0,0,0,1,99.7365,,,,D,,,,D,False
6381,andrewdavidmackenzie/libproc-rs,libproc (crates),0,0,1,0,1,,,99.7494,,,,D,,D,False
6382,andrewhickman/defer,defer (crates),0,0,1,0,1,,,99.8718,,,,D,,D,False
6383,andrewhickman/fs-err,fs-err (crates),0,0,1,0,1,,,95.5196,,,,D,,D,False
6384,andrewhickman/id-set,id-set (crates),0,0,1,0,1,,,98.94,,,,D,,D,False
6385,andrewrk/node-findit,findit2 (npm),1,0,0,0,1,99.5717,,,,D,,,,D,False
6386,andrewrk/node-mv,mv (npm),1,0,0,0,1,97.0745,,,,D,,,,D,False
6387,andybarron/tokio-rayon,tokio-rayon (crates),0,0,1,0,1,,,99.8442,,,,D,,D,False
6388,andyjansson/css-unit-converter,css-unit-converter (npm),1,0,0,0,1,96.9684,,,,D,,,,D,False
6389,andylokandy/arraydeque,arraydeque (crates),0,0,1,0,1,,,97.7833,,,,D,,D,False
6390,andylokandy/nom-rule,nom-rule (crates),0,0,1,0,1,,,99.99,,,,D,,D,False
6391,angelicosphosphoros/keyed_priority_queue,keyed_priority_queue (crates),0,0,1,0,1,,,99.6841,,,,D,,D,False
6392,angular/components,@angular/cdk (npm),1,0,0,0,1,98.0198,,,,D,,,,D,False
6393,angular/protractor,protractor (npm),1,0,0,0,1,99.4033,,,,D,,,,D,True
6394,angular/webdriver-js-extender,webdriver-js-extender (npm),1,0,0,0,1,99.4299,,,,D,,,,D,False
6395,angular/webdriver-manager,webdriver-manager (npm),1,0,0,0,1,99.2486,,,,D,,,,D,False
6396,anonrig/fast-querystring,fast-querystring (npm),1,0,0,0,1,96.5348,,,,D,,,,D,False
6397,anseki/readline-sync,readline-sync (npm),1,0,0,0,1,99.0672,,,,D,,,,D,False
6398,ansible/ansible-compat,ansible-compat (pypi),0,1,0,0,1,,98.7416,,,,D,,,D,False
6399,ansible/ansible-lint,ansible-lint (pypi),0,1,0,0,1,,98.1148,,,,D,,,D,False
6400,answerdotai/fastcore,fastcore (pypi),0,1,0,0,1,,96.9377,,,,D,,,D,False
6401,answerdotai/fastprogress,fastprogress (pypi),0,1,0,0,1,,99.6323,,,,D,,,D,False
6402,ant-design/ant-design,antd (npm),1,0,0,0,1,99.0943,,,,D,,,,D,False
6403,ant-design/ant-design-colors,@ant-design/colors (npm),1,0,0,0,1,98.3058,,,,D,,,,D,False
6404,ant-design/cssinjs,@ant-design/cssinjs (npm),1,0,0,0,1,99.8482,,,,D,,,,D,False
6405,ant-design/cssinjs-util,@ant-design/cssinjs-utils (npm),1,0,0,0,1,99.9501,,,,D,,,,D,False
6406,ant-design/fast-color,@ant-design/fast-color (npm),1,0,0,0,1,97.4366,,,,D,,,,D,False
6407,ant-design/react-slick,@ant-design/react-slick (npm),1,0,0,0,1,99.5297,,,,D,,,,D,False
6408,antelle/node-stream-zip,node-stream-zip (npm),1,0,0,0,1,98.5769,,,,D,,,,D,False
6409,antfu-collective/birpc,birpc (npm),1,0,0,0,1,98.6091,,,,D,,,,D,False
6410,antfu-collective/local-pkg,local-pkg (npm),1,0,0,0,1,96.0879,,,,D,,,,D,False
6411,antfu-collective/package-manager-detector,package-manager-detector (npm),1,0,0,0,1,97.3242,,,,D,,,,D,False
6412,antfu-collective/vite-node,vite-node (npm),1,0,0,0,1,95.0784,,,,D,,,,D,False
6413,antfu/error-stack-parser-es,error-stack-parser-es (npm),1,0,0,0,1,99.795,,,,D,,,,D,False
6414,antfu/install-pkg,@antfu/install-pkg (npm),1,0,0,0,1,99.9353,,,,D,,,,D,False
6415,antfu/strip-literal,strip-literal (npm),1,0,0,0,1,95.9654,,,,D,,,,D,False
6416,antfu/utils,@antfu/utils (npm),1,0,0,0,1,99.6432,,,,D,,,,D,False
6417,antfu/vue-demi,vue-demi (npm),1,0,0,0,1,97.7396,,,,D,,,,D,False
6418,anthropics/anthropic-sdk-python,anthropic (pypi),0,1,0,0,1,,94.8487,,,,D,,,D,False
6419,anthropics/anthropic-sdk-typescript,@anthropic-ai/sdk (npm),1,0,0,0,1,99.749,,,,D,,,,D,False
6420,antifuchs/nonzero_ext,nonzero_ext (crates),0,0,1,0,1,,,97.0816,,,,D,,D,False
6421,anza-xyz/sbpf,solana-sbpf (crates),0,0,1,0,1,,,99.9261,,,,D,,D,False
6422,apache/arrow-js,apache-arrow (npm),1,0,0,0,1,99.9666,,,,D,,,,D,False
6423,apache/arrow-rs-object-store,object_store (crates),0,0,1,0,1,,,96.5757,,,,D,,D,False
6424,apache/cordova-node-xcode,xcode (npm),1,0,0,0,1,98.4815,,,,D,,,,D,False
6425,apache/datafusion-sqlparser-rs,sqlparser (crates),0,0,1,0,1,,,96.5881,,,,D,,D,False
6426,apache/iceberg-python,pyiceberg (pypi),0,1,0,0,1,,97.5039,,,,D,,,D,False
6427,apache/opendal,opendal (crates),0,0,1,0,1,,,99.7309,,,,D,,D,False
6428,apache/thrift,thrift (crates),0,0,1,0,1,,,96.2472,,,,D,,D,False
6429,aperezdc/ngx-fancyindex,nginx:http-fancyindex (cpp),0,0,0,1,1,,,,99.9763,,,,D,D,False
6430,apgoetz/pl011_qemu,pl011_drv (crates),0,0,1,0,1,,,99.9574,,,,D,,D,False
6431,apideck-libraries/better-ajv-errors,@apideck/better-ajv-errors (npm),1,0,0,0,1,97.3158,,,,D,,,,D,False
6432,apidevtools/openapi-schemas,@apidevtools/openapi-schemas (npm),1,0,0,0,1,98.6775,,,,D,,,,D,False
6433,apidevtools/swagger-methods,@apidevtools/swagger-methods (npm),1,0,0,0,1,98.6215,,,,D,,,,D,False
6434,apm-js-collab/tracing-hooks,@apm-js-collab/tracing-hooks (npm),1,0,0,0,1,99.9775,,,,D,,,,D,False
6435,apollographql/apollo-tooling,@apollographql/apollo-tools (npm),1,0,0,0,1,98.6321,,,,D,,,,D,False
6436,apollographql/graphql-subscriptions,graphql-subscriptions (npm),1,0,0,0,1,99.0715,,,,D,,,,D,False
6437,apollographql/graphql-tag,graphql-tag (npm),1,0,0,0,1,92.7575,,,,D,,,,D,False
6438,apollographql/invariant-packages,ts-invariant (npm),1,0,0,0,1,92.9976,,,,D,,,,D,False
6439,apollographql/protobuf.js,@apollo/protobufjs (npm),1,0,0,0,1,94.4672,,,,D,,,,D,False
6440,apollographql/zen-observable-ts,zen-observable-ts (npm),1,0,0,0,1,94.1016,,,,D,,,,D,False
6441,apollostack/subscriptions-transport-ws,subscriptions-transport-ws (npm),1,0,0,0,1,97.8048,,,,D,,,,D,True
6442,apostrophecms/apostrophe,sanitize-html (npm),1,0,0,0,1,98.022,,,,D,,,,D,False
6443,appandflow/react-native-safe-area-context,react-native-safe-area-context (npm),1,0,0,0,1,99.638,,,,D,,,,D,False
6444,appimagecommunity/libappimage,libappimage (cpp),0,0,0,1,1,,,,99.8349,,,,D,D,False
6445,appium/python-client,appium-python-client (pypi),0,1,0,0,1,,98.5905,,,,D,,,D,False
6446,apple-oss-distributions/remote_cmds,telnet-apple (cpp),0,0,0,1,1,,,,91.0887,,,,D,D,False
6447,apple/coremltools,coremltools (pypi),0,1,0,0,1,,99.8894,,,,D,,,D,False
6448,arangodb/python-arango,python-arango (pypi),0,1,0,0,1,,98.1904,,,,D,,,D,False
6449,arc-blroth/memory-stats,memory-stats (crates),0,0,1,0,1,,,96.9072,,,,D,,D,False
6450,arcanis/clipanion,clipanion (npm),1,0,0,0,1,98.8455,,,,D,,,,D,False
6451,arcanis/pnp-webpack-plugin,pnp-webpack-plugin (npm),1,0,0,0,1,93.2067,,,,D,,,,D,False
6452,arcanis/typanion,typanion (npm),1,0,0,0,1,97.7445,,,,D,,,,D,False
6453,archco/moo-color,moo-color (npm),1,0,0,0,1,97.9441,,,,D,,,,D,False
6454,architest/pymeeus,pymeeus (pypi),0,1,0,0,1,,92.9179,,,,D,,,D,False
6455,archiverjs/archiver-utils,archiver-utils (npm),1,0,0,0,1,90.2018,,,,D,,,,D,False
6456,archiverjs/node-archiver,archiver (npm),1,0,0,0,1,91.6272,,,,D,,,,D,False
6457,archiverjs/node-crc32-stream,crc32-stream (npm),1,0,0,0,1,90.6098,,,,D,,,,D,False
6458,archiverjs/node-zip-stream,zip-stream (npm),1,0,0,0,1,91.074,,,,D,,,,D,False
6459,archlinux/libudev0-shim,libudev0-shim (cpp),0,0,0,1,1,,,,99.7609,,,,D,D,False
6460,arcnmx/result-rs,result (crates),0,0,1,0,1,,,99.3367,,,,D,,D,False
6461,arcnmx/serde-ini,serde_ini (crates),0,0,1,0,1,,,99.4909,,,,D,,D,False
6462,arcnmx/serde-value,serde-value (crates),0,0,1,0,1,,,94.3298,,,,D,,D,False
6463,arcticaproject/librda,librda (cpp),0,0,0,1,1,,,,99.8308,,,,D,D,False
6464,ardaku/parsenic,parsenic (crates),0,0,1,0,1,,,99.3723,,,,D,,D,False
6465,ardaku/traitful,traitful (crates),0,0,1,0,1,,,98.7001,,,,D,,D,False
6466,ardaku/wasite,wasite (crates),0,0,1,0,1,,,96.5445,,,,D,,D,False
6467,ardaku/whoami,whoami (crates),0,0,1,0,1,,,94.3908,,,,D,,D,False
6468,argos-ci/jest-puppeteer,spawnd (npm),1,0,0,0,1,99.8526,,,,D,,,,D,False
6469,aria2/aria2,aria2 (cpp),0,0,0,1,1,,,,97.7691,,,,D,D,False
6470,arijit79/minus,minus (crates),0,0,1,0,1,,,99.9856,,,,D,,D,False
6471,ariperkkio/ast-v8-to-istanbul,ast-v8-to-istanbul (npm),1,0,0,0,1,97.8237,,,,D,,,,D,False
6472,arkworks-rs/groth16,ark-groth16 (crates),0,0,1,0,1,,,99.8294,,,,D,,D,False
6473,arkworks-rs/r1cs-std,ark-r1cs-std (crates),0,0,1,0,1,,,99.3572,,,,D,,D,False
6474,arkworks-rs/std,ark-std (crates),0,0,1,0,1,,,95.3475,,,,D,,D,False
6475,arnaudbarre/eslint-plugin-react-refresh,eslint-plugin-react-refresh (npm),1,0,0,0,1,97.9756,,,,D,,,,D,False
6476,arnaudbenard/redux-mock-store,redux-mock-store (npm),1,0,0,0,1,99.1309,,,,D,,,,D,False
6477,arnavion/k8s-openapi,k8s-openapi (crates),0,0,1,0,1,,,96.7325,,,,D,,D,False
6478,arnohaase/bytes-varint,bytes-varint (crates),0,0,1,0,1,,,98.8308,,,,D,,D,False
6479,arogozhnikov/einops,einops (pypi),0,1,0,0,1,,94.669,,,,D,,,D,False
6480,arthurbernard1/rustcrypt,rustcrypt-ct-macros (crates),0,0,1,0,1,,,99.3082,,,,D,,D,False
6481,arthurprs/metrohash-rs,metrohash (crates),0,0,1,0,1,,,94.7179,,,,D,,D,False
6482,arthurprs/quick-cache,quick_cache (crates),0,0,1,0,1,,,99.3007,,,,D,,D,False
6483,arthurvr/is-alphanumeric,is-alphanumeric (npm),1,0,0,0,1,99.5453,,,,D,,,,D,False
6484,artichoke/rand_mt,rand_mt (crates),0,0,1,0,1,,,99.8911,,,,D,,D,False
6485,arturkovacs/trash,trash (crates),0,0,1,0,1,,,99.6723,,,,D,,D,False
6486,arut/nginx-dav-ext-module,nginx:http-dav-ext (cpp),0,0,0,1,1,,,,99.6473,,,,D,D,False
6487,arviz-devs/arviz,arviz (pypi),0,1,0,0,1,,98.9033,,,,D,,,D,False
6488,as1100k/pastey,pastey (crates),0,0,1,0,1,,,98.9306,,,,D,,D,False
6489,asamuzak/csscolor,@asamuzakjp/css-color (npm),1,0,0,0,1,90.7787,,,,D,,,,D,False
6490,asamuzak/domselector,@asamuzakjp/dom-selector (npm),1,0,0,0,1,98.3336,,,,D,,,,D,False
6491,asana/python-asana,asana (pypi),0,1,0,0,1,,97.9657,,,,D,,,D,False
6492,ash-rs/ash,ash (crates),0,0,1,0,1,,,98.5737,,,,D,,D,False
6493,ashaffer/cached-path-relative,cached-path-relative (npm),1,0,0,0,1,99.0658,,,,D,,,,D,False
6494,ashleygwilliams/assert_approx_eq,assert_approx_eq (crates),0,0,1,0,1,,,99.0037,,,,D,,D,False
6495,asomers/futures-locks,futures-locks (crates),0,0,1,0,1,,,99.3881,,,,D,,D,False
6496,asomers/mio-aio,mio-aio (crates),0,0,1,0,1,,,94.0359,,,,D,,D,False
6497,aspectunk/russh-sftp,russh-sftp (crates),0,0,1,0,1,,,99.9818,,,,D,,D,False
6498,assemblyscript/assemblyscript,@assemblyscript/loader (npm),1,0,0,0,1,98.0761,,,,D,,,,D,False
6499,assert-rs/assert_cli,assert_cli (crates),0,0,1,0,1,,,99.9954,,,,D,,D,False
6500,assert-rs/assert_cmd,assert_cmd (crates),0,0,1,0,1,,,96.212,,,,D,,D,False
6501,assert-rs/assert_fs,assert_fs (crates),0,0,1,0,1,,,98.9369,,,,D,,D,False
6502,assert-rs/dir-diff,dir-diff (crates),0,0,1,0,1,,,99.4832,,,,D,,D,False
6503,assert-rs/docmatic,docmatic (crates),0,0,1,0,1,,,99.2897,,,,D,,D,False
6504,assimp/assimp,assimp (cpp),0,0,0,1,1,,,,92.7049,,,,D,D,False
6505,astonbitecode/java-locator,java-locator (crates),0,0,1,0,1,,,99.3693,,,,D,,D,False
6506,astrand/xclip,xclip (cpp),0,0,0,1,1,,,,99.6988,,,,D,D,False
6507,astronomer/astronomer-cosmos,astronomer-cosmos (pypi),0,1,0,0,1,,95.0913,,,,D,,,D,False
6508,astropy/astropy,astropy (pypi),0,1,0,0,1,,98.5154,,,,D,,,D,False
6509,astropy/astropy-iers-data,astropy-iers-data (pypi),0,1,0,0,1,,99.4475,,,,D,,,D,False
6510,asweigart/pyautogui,pyautogui (pypi),0,1,0,0,1,,99.7823,,,,D,,,D,False
6511,asweigart/pymsgbox,pymsgbox (pypi),0,1,0,0,1,,99.791,,,,D,,,D,False
6512,asweigart/pyperclip,pyperclip (pypi),0,1,0,0,1,,94.1912,,,,D,,,D,False
6513,asweigart/pyscreeze,pyscreeze (pypi),0,1,0,0,1,,99.742,,,,D,,,D,False
6514,async-email/async-native-tls,async-native-tls (crates),0,0,1,0,1,,,98.1978,,,,D,,D,False
6515,async-rs/async-attributes,async-attributes (crates),0,0,1,0,1,,,97.3418,,,,D,,D,False
6516,async-rs/futures-timer,futures-timer (crates),0,0,1,0,1,,,91.613,,,,D,,D,False
6517,async-std/async-tls,async-tls (crates),0,0,1,0,1,,,99.8483,,,,D,,D,False
6518,asynchronics/diatomic-waker,diatomic-waker (crates),0,0,1,0,1,,,99.7405,,,,D,,D,False
6519,at-icons/material,@icons/material (npm),1,0,0,0,1,98.7673,,,,D,,,,D,False
6520,atahabaki/bracoxide,bracoxide (crates),0,0,1,0,1,,,99.9917,,,,D,,D,False
6521,athre0z/color-backtrace,color-backtrace (crates),0,0,1,0,1,,,99.7286,,,,D,,D,False
6522,atlassian-api/atlassian-python-api,atlassian-python-api (pypi),0,1,0,0,1,,96.4951,,,,D,,,D,False
6523,atlassian/asap-authentication-python,atlassian-jwt-auth (pypi),0,1,0,0,1,,99.7059,,,,D,,,D,False
6524,atlassian/react-beautiful-dnd,react-beautiful-dnd (npm),1,0,0,0,1,98.7936,,,,D,,,,D,True
6525,atolab/uhlc-rs,uhlc (crates),0,0,1,0,1,,,99.8977,,,,D,,D,False
6526,atomiks/tippyjs,tippy.js (npm),1,0,0,0,1,98.5661,,,,D,,,,D,False
6527,aumetra/asynk-strim,asynk-strim (crates),0,0,1,0,1,,,99.9947,,,,D,,D,False
6528,aurora-is-near/aurora-engine,aurora-engine-modexp (crates),0,0,1,0,1,,,99.8438,,,,D,,D,False
6529,auth0/auth0-python,auth0-python (pypi),0,1,0,0,1,,99.3447,,,,D,,,D,False
6530,auth0/jwt-decode,jwt-decode (npm),1,0,0,0,1,93.8151,,,,D,,,,D,False
6531,auth0/node-jwks-rsa,jwks-rsa (npm),1,0,0,0,1,96.8651,,,,D,,,,D,False
6532,authlib/joserfc,joserfc (pypi),0,1,0,0,1,,98.678,,,,D,,,D,False
6533,auto-impl-rs/auto_impl,auto_impl (crates),0,0,1,0,1,,,96.7904,,,,D,,D,False
6534,automation-stack/node-machine-id,node-machine-id (npm),1,0,0,0,1,98.4097,,,,D,,,,D,False
6535,automattic/cli-table,cli-table (npm),1,0,0,0,1,96.8011,,,,D,,,,D,False
6536,automattic/juice,juice (npm),1,0,0,0,1,99.748,,,,D,,,,D,False
6537,automattic/mongoose,mongoose (npm),1,0,0,0,1,97.5554,,,,D,,,,D,False
6538,automattic/node-canvas,canvas (npm),1,0,0,0,1,98.3827,,,,D,,,,D,False
