id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
10004,newam/clap-num,clap-num (crates),0,0,1,0,1,,,99.5266,,,,D,,D,False
10005,newcomb-luke/color-hex,color-hex (crates),0,0,1,0,1,,,99.889,,,,D,,D,False
10006,newrelic/csec-node-agent,@newrelic/security-agent (npm),1,0,0,0,1,99.9671,,,,D,,,,D,False
10007,newrelic/node-newrelic,newrelic (npm),1,0,0,0,1,99.8242,,,,D,,,,D,False
10008,nextest-rs/datatest-stable,datatest-stable (crates),0,0,1,0,1,,,99.8865,,,,D,,D,False
10009,nextest-rs/future-queue,future-queue (crates),0,0,1,0,1,,,99.8734,,,,D,,D,False
10010,nextest-rs/locked-tripwire,locked-tripwire (crates),0,0,1,0,1,,,99.998,,,,D,,D,False
10011,nextest-rs/mukti,mukti-metadata (crates),0,0,1,0,1,,,99.8557,,,,D,,D,False
10012,nextest-rs/quick-junit,quick-junit (crates),0,0,1,0,1,,,99.6044,,,,D,,D,False
10013,nfarina/xmldoc,xmldoc (npm),1,0,0,0,1,98.5443,,,,D,,,,D,False
10014,nficano/humps,pyhumps (pypi),0,1,0,0,1,,97.8169,,,,D,,,D,False
10015,nfl/react-helmet,react-helmet (npm),1,0,0,0,1,98.1526,,,,D,,,,D,False
10016,nfrasser/linkifyjs,linkifyjs (npm),1,0,0,0,1,99.4864,,,,D,,,,D,False
10017,nfroidure/svg-pathdata,svg-pathdata (npm),1,0,0,0,1,98.6793,,,,D,,,,D,False
10018,nham/rust-base58,rust-base58 (crates),0,0,1,0,1,,,99.3273,,,,D,,D,False
10019,nhynes/jwk-rs,jsonwebkey (crates),0,0,1,0,1,,,99.8327,,,,D,,D,False
10020,nical/android_system_properties,android_system_properties (crates),0,0,1,0,1,,,91.7251,,,,D,,D,False
10021,nical/guillotiere,guillotiere (crates),0,0,1,0,1,,,99.6072,,,,D,,D,False
10022,nical/rust_debug,svg_fmt (crates),0,0,1,0,1,,,99.2596,,,,D,,D,False
10023,nickbabcock/rawzip,rawzip (crates),0,0,1,0,1,,,99.9886,,,,D,,D,False
10024,nickel-org/nickel.rs,nickel (crates),0,0,1,0,1,,,99.9592,,,,D,,D,False
10025,nickel-org/rust-mustache,mustache (crates),0,0,1,0,1,,,99.9295,,,,D,,D,False
10026,nicklockwood/swiftformat,swiftformat (cpp),0,0,0,1,1,,,,97.0943,,,,D,D,False
10027,nicolasklenert/enterpolation,enterpolation (crates),0,0,1,0,1,,,99.9923,,,,D,,D,False
10028,nicolasklenert/topology-traits,topology-traits (crates),0,0,1,0,1,,,99.9992,,,,D,,D,False
10029,nicolo-ribaudo/acorn-import-phases,acorn-import-phases (npm),1,0,0,0,1,94.5738,,,,D,,,,D,False
10030,nihaals/clap-complete-command,clap_complete_command (crates),0,0,1,0,1,,,99.8242,,,,D,,D,False
10031,nike-inc/cerberus-python-client,cerberus-python-client (pypi),0,1,0,0,1,,98.9246,,,,D,,,D,False
10032,niklak/dom_query,dom_query (crates),0,0,1,0,1,,,99.9974,,,,D,,D,False
10033,niklasad1/finito,finito (crates),0,0,1,0,1,,,99.9282,,,,D,,D,False
10034,niklasf/double-checked-cell,double-checked-cell (crates),0,0,1,0,1,,,99.9825,,,,D,,D,False
10035,niklasf/rust-btoi,btoi (crates),0,0,1,0,1,,,98.8478,,,,D,,D,False
10036,niklasmohrin/clircle,clircle (crates),0,0,1,0,1,,,99.8861,,,,D,,D,False
10037,niklasrosenstein/python-databind,databind (pypi),0,1,0,0,1,,99.8596,,,,D,,,D,False
10038,niklasvh/css-line-break,css-line-break (npm),1,0,0,0,1,97.223,,,,D,,,,D,False
10039,niklasvh/html2canvas,html2canvas (npm),1,0,0,0,1,98.2838,,,,D,,,,D,False
10040,niklasvh/text-segmentation,text-segmentation (npm),1,0,0,0,1,97.6627,,,,D,,,,D,False
10041,niklasvh/utrie,utrie (npm),1,0,0,0,1,93.9599,,,,D,,,,D,False
10042,nikolay-govorov/nanoid,nanoid (crates),0,0,1,0,1,,,99.0256,,,,D,,D,False
10043,nikomatsakis/dogged,dogged (crates),0,0,1,0,1,,,98.2975,,,,D,,D,False
10044,niksite/url-normalize,url-normalize (pypi),0,1,0,0,1,,98.0061,,,,D,,,D,False
10045,niksy/css-functions-list,css-functions-list (npm),1,0,0,0,1,97.6247,,,,D,,,,D,False
10046,niksy/isomorphic-timers-promises,isomorphic-timers-promises (npm),1,0,0,0,1,99.9908,,,,D,,,,D,False
10047,niksy/node-stdlib-browser,node-stdlib-browser (npm),1,0,0,0,1,99.9416,,,,D,,,,D,False
10048,niksy/throttle-debounce,throttle-debounce (npm),1,0,0,0,1,93.9475,,,,D,,,,D,False
10049,nilzona/path2d-polyfill,path2d (npm),1,0,0,0,1,99.6962,,,,D,,,,D,False
10050,nipunn1313/mypy-protobuf,mypy-protobuf (pypi),0,1,0,0,1,,97.0588,,,,D,,,D,False
10051,nirgit/simple-xml-to-json,simple-xml-to-json (npm),1,0,0,0,1,99.9941,,,,D,,,,D,False
10052,nixos/patchelf,patchelf (pypi),0,1,0,0,1,,98.518,,,,D,,,D,False
10053,nkbt/react-copy-to-clipboard,react-copy-to-clipboard (npm),1,0,0,0,1,99.365,,,,D,,,,D,False
10054,nkoriyama/aribb24,aribb24 (cpp),0,0,0,1,1,,,,90.6086,,,,D,D,False
10055,nlnetlabs/bcder,bcder (crates),0,0,1,0,1,,,98.6289,,,,D,,D,False
10056,nlohmann/json,nlohmann-json (cpp),0,0,0,1,1,,,,98.5047,,,,D,D,False
10057,nmfr/last-call-webpack-plugin,last-call-webpack-plugin (npm),1,0,0,0,1,95.5979,,,,D,,,,D,False
10058,nmfr/optimize-css-assets-webpack-plugin,optimize-css-assets-webpack-plugin (npm),1,0,0,0,1,96.3614,,,,D,,,,D,False
10059,nminhnguyen/react-shallow-renderer,react-shallow-renderer (npm),1,0,0,0,1,96.6864,,,,D,,,,D,False
10060,nneonneo/fixedint,fixedint (pypi),0,1,0,0,1,,98.3932,,,,D,,,D,False
10061,nnethercote/dhat-rs,dhat (crates),0,0,1,0,1,,,99.0271,,,,D,,D,False
10062,noahmorrison/chevron,chevron (pypi),0,1,0,0,1,,97.9021,,,,D,,,D,False
10063,nobodyxu/concurrent_arena,concurrent_arena (crates),0,0,1,0,1,,,99.9328,,,,D,,D,False
10064,nobodyxu/derive_destructure2,derive_destructure2 (crates),0,0,1,0,1,,,99.8579,,,,D,,D,False
10065,nobodyxu/vec-strings,vec-strings (crates),0,0,1,0,1,,,99.9028,,,,D,,D,False
10066,nock/nock,nock (npm),1,0,0,0,1,96.7522,,,,D,,,,D,False
10067,nock/propagate,propagate (npm),1,0,0,0,1,96.041,,,,D,,,,D,False
10068,node-cache/node-cache,node-cache (npm),1,0,0,0,1,97.0205,,,,D,,,,D,False
10069,node-config/node-config,config (npm),1,0,0,0,1,99.3923,,,,D,,,,D,False
10070,node-fetch/timeout-signal,timeout-signal (npm),1,0,0,0,1,99.6159,,,,D,,,,D,False
10071,node-formidable/formidable,formidable (npm),1,0,0,0,1,90.4906,,,,D,,,,D,False
10072,node-js-libs/cli,cli (npm),1,0,0,0,1,99.4772,,,,D,,,,D,False
10073,node-modules/agentkeepalive,agentkeepalive (npm),1,0,0,0,1,90.0773,,,,D,,,,D,False
10074,node-modules/cache-content-type,cache-content-type (npm),1,0,0,0,1,98.4647,,,,D,,,,D,False
10075,node-modules/charset,charset (npm),1,0,0,0,1,98.6706,,,,D,,,,D,False
10076,node-modules/compressing,compressing (npm),1,0,0,0,1,99.9948,,,,D,,,,D,False
10077,node-modules/get-ready,get-ready (npm),1,0,0,0,1,99.9952,,,,D,,,,D,False
10078,node-modules/yauzl,@eggjs/yauzl (npm),1,0,0,0,1,99.9991,,,,D,,,,D,False
10079,node-modules/ylru,ylru (npm),1,0,0,0,1,97.3602,,,,D,,,,D,False
10080,node-saml/xml-crypto,xml-crypto (npm),1,0,0,0,1,99.6463,,,,D,,,,D,False
10081,node-schedule/node-schedule,node-schedule (npm),1,0,0,0,1,98.8148,,,,D,,,,D,False
10082,nodejs/merve,merve (cpp),0,0,0,1,1,,,,96.5944,,,,D,D,False
10083,nodejs/nbytes,nbytes (cpp),0,0,0,1,1,,,,96.6025,,,,D,D,False
10084,nodejs/orchestrion-js,@apm-js-collab/code-transformer (npm),1,0,0,0,1,99.9574,,,,D,,,,D,False
10085,nodemailer/libbase64,libbase64 (npm),1,0,0,0,1,98.9334,,,,D,,,,D,False
10086,nodemailer/libmime,libmime (npm),1,0,0,0,1,98.8067,,,,D,,,,D,False
10087,nodemailer/libqp,libqp (npm),1,0,0,0,1,98.9654,,,,D,,,,D,False
10088,nodemailer/nodemailer,nodemailer (npm),1,0,0,0,1,96.3031,,,,D,,,,D,False
10089,nodenv/node-build,node-build (cpp),0,0,0,1,1,,,,98.2013,,,,D,D,False
10090,noderedis/node-redis-parser,redis-parser (npm),1,0,0,0,1,93.9972,,,,D,,,,D,False
10091,noderedis/redis-commands,redis-commands (npm),1,0,0,0,1,96.7978,,,,D,,,,D,False
10092,noderedis/redis-errors,redis-errors (npm),1,0,0,0,1,90.6418,,,,D,,,,D,False
10093,nokel81/scoped-env,scoped-env (crates),0,0,1,0,1,,,99.9219,,,,D,,D,False
10094,nolanlawson/blob-util,blob-util (npm),1,0,0,0,1,95.3963,,,,D,,,,D,False
10095,nolanlawson/marky,marky (npm),1,0,0,0,1,96.1874,,,,D,,,,D,False
10096,nolimits4web/dom7,dom7 (npm),1,0,0,0,1,99.7661,,,,D,,,,D,False
10097,nolimits4web/ssr-window,ssr-window (npm),1,0,0,0,1,98.3396,,,,D,,,,D,False
10098,nolimits4web/swiper,swiper (npm),1,0,0,0,1,98.371,,,,D,,,,D,False
10099,nolze/msoffcrypto-tool,msoffcrypto-tool (pypi),0,1,0,0,1,,99.7202,,,,D,,,D,False
10100,nomiddlename/date-format,date-format (npm),1,0,0,0,1,92.6958,,,,D,,,,D,False
10101,not-an-aardvark/eslint-rule-composer,eslint-rule-composer (npm),1,0,0,0,1,97.6476,,,,D,,,,D,False
10102,not-fl3/nanoserde,nanoserde (crates),0,0,1,0,1,,,94.9583,,,,D,,D,False
10103,not-fl3/quad-rand,quad-rand (crates),0,0,1,0,1,,,99.4046,,,,D,,D,False
10104,notatestuser/treeify,treeify (npm),1,0,0,0,1,98.9303,,,,D,,,,D,False
10105,notgull/tiny-xlib,tiny-xlib (crates),0,0,1,0,1,,,99.8998,,,,D,,D,False
10106,notgull/unsend,unsend (crates),0,0,1,0,1,,,99.4684,,,,D,,D,False
10107,notgull/xkeysym,xkeysym (crates),0,0,1,0,1,,,98.58,,,,D,,D,False
10108,notpeter/env-home,env_home (crates),0,0,1,0,1,,,98.9992,,,,D,,D,False
10109,notriddle/rust-float-ord,float-ord (crates),0,0,1,0,1,,,98.5011,,,,D,,D,False
10110,novemberborn/ignore-by-default,ignore-by-default (npm),1,0,0,0,1,93.3889,,,,D,,,,D,False
10111,novemberborn/package-hash,package-hash (npm),1,0,0,0,1,95.6024,,,,D,,,,D,False
10112,novemberborn/release-zalgo,release-zalgo (npm),1,0,0,0,1,95.5618,,,,D,,,,D,False
10113,novum/mikktspace-sys,mikktspace-sys (crates),0,0,1,0,1,,,99.973,,,,D,,D,False
10114,noxf/libwebp-sys,libwebp-sys (crates),0,0,1,0,1,,,99.6029,,,,D,,D,False
10115,npkgz/cli-progress,cli-progress (npm),1,0,0,0,1,96.4582,,,,D,,,,D,False
10116,npm-dom/is-dom,is-dom (npm),1,0,0,0,1,97.5966,,,,D,,,,D,False
10117,npm/agent,@npmcli/agent (npm),1,0,0,0,1,94.1502,,,,D,,,,D,False
10118,npm/bin-links,bin-links (npm),1,0,0,0,1,97.8637,,,,D,,,,D,False
10119,npm/ci-detect,@npmcli/ci-detect (npm),1,0,0,0,1,99.6042,,,,D,,,,D,True
10120,npm/cmd-shim,cmd-shim (npm),1,0,0,0,1,96.4155,,,,D,,,,D,False
10121,npm/copy-concurrently,copy-concurrently (npm),1,0,0,0,1,91.2513,,,,D,,,,D,True
10122,npm/deprecate-holder,crypto (npm),1,0,0,0,1,99.587,,,,D,,,,D,True
10123,npm/figgy-pudding,figgy-pudding (npm),1,0,0,0,1,92.0206,,,,D,,,,D,True
10124,npm/fs-write-stream-atomic,fs-write-stream-atomic (npm),1,0,0,0,1,90.1905,,,,D,,,,D,True
10125,npm/fstream,fstream (npm),1,0,0,0,1,94.7157,,,,D,,,,D,True
10126,npm/git,@npmcli/git (npm),1,0,0,0,1,92.9537,,,,D,,,,D,False
10127,npm/init-package-json,init-package-json (npm),1,0,0,0,1,97.7881,,,,D,,,,D,False
10128,npm/installed-package-contents,@npmcli/installed-package-contents (npm),1,0,0,0,1,94.1743,,,,D,,,,D,False
10129,npm/lifecycle,npm-lifecycle (npm),1,0,0,0,1,99.7326,,,,D,,,,D,True
10130,npm/lockfile,lockfile (npm),1,0,0,0,1,98.9441,,,,D,,,,D,False
10131,npm/map-workspaces,@npmcli/map-workspaces (npm),1,0,0,0,1,97.7833,,,,D,,,,D,False
10132,npm/metavuln-calculator,@npmcli/metavuln-calculator (npm),1,0,0,0,1,98.2938,,,,D,,,,D,False
10133,npm/move-concurrently,move-concurrently (npm),1,0,0,0,1,92.0726,,,,D,,,,D,True
10134,npm/name-from-folder,@npmcli/name-from-folder (npm),1,0,0,0,1,97.4204,,,,D,,,,D,False
10135,npm/node-fetch-npm,node-fetch-npm (npm),1,0,0,0,1,99.4359,,,,D,,,,D,True
10136,npm/node-gyp,@npmcli/node-gyp (npm),1,0,0,0,1,93.3819,,,,D,,,,D,False
10137,npm/npm-audit-report,npm-audit-report (npm),1,0,0,0,1,99.914,,,,D,,,,D,False
10138,npm/npm-install-checks,npm-install-checks (npm),1,0,0,0,1,92.0985,,,,D,,,,D,False
10139,npm/npm-packlist,npm-packlist (npm),1,0,0,0,1,90.8923,,,,D,,,,D,False
10140,npm/npm-pick-manifest,npm-pick-manifest (npm),1,0,0,0,1,91.6088,,,,D,,,,D,False
10141,npm/npm-profile,npm-profile (npm),1,0,0,0,1,99.8915,,,,D,,,,D,False
10142,npm/npm-registry-fetch,npm-registry-fetch (npm),1,0,0,0,1,90.4026,,,,D,,,,D,False
10143,npm/npm-user-validate,npm-user-validate (npm),1,0,0,0,1,99.8614,,,,D,,,,D,False
10144,npm/osenv,osenv (npm),1,0,0,0,1,93.5323,,,,D,,,,D,True
10145,npm/package-json,@npmcli/package-json (npm),1,0,0,0,1,93.9724,,,,D,,,,D,False
10146,npm/pacote,pacote (npm),1,0,0,0,1,92.7421,,,,D,,,,D,False
10147,npm/parse-conflict-json,parse-conflict-json (npm),1,0,0,0,1,98.2978,,,,D,,,,D,False
10148,npm/proggy,proggy (npm),1,0,0,0,1,99.9526,,,,D,,,,D,False
10149,npm/promise-spawn,@npmcli/promise-spawn (npm),1,0,0,0,1,92.064,,,,D,,,,D,False
10150,npm/promzard,promzard (npm),1,0,0,0,1,97.6349,,,,D,,,,D,False
10151,npm/query,@npmcli/query (npm),1,0,0,0,1,99.2315,,,,D,,,,D,False
10152,npm/read,read (npm),1,0,0,0,1,91.2415,,,,D,,,,D,False
10153,npm/read-cmd-shim,read-cmd-shim (npm),1,0,0,0,1,96.1761,,,,D,,,,D,False
10154,npm/read-package-json,read-package-json (npm),1,0,0,0,1,93.2775,,,,D,,,,D,True
10155,npm/read-package-json-fast,read-package-json-fast (npm),1,0,0,0,1,94.4502,,,,D,,,,D,False
10156,npm/read-package-tree,read-package-tree (npm),1,0,0,0,1,98.6461,,,,D,,,,D,True
10157,npm/readdir-scoped-modules,readdir-scoped-modules (npm),1,0,0,0,1,96.1149,,,,D,,,,D,True
10158,npm/redact,@npmcli/redact (npm),1,0,0,0,1,93.7181,,,,D,,,,D,False
10159,npm/run-script,@npmcli/run-script (npm),1,0,0,0,1,93.3681,,,,D,,,,D,False
10160,npm/stringify-package,stringify-package (npm),1,0,0,0,1,99.767,,,,D,,,,D,True
10161,npm/treeverse,treeverse (npm),1,0,0,0,1,98.3415,,,,D,,,,D,False
10162,nrc/derive-new,derive-new (crates),0,0,1,0,1,,,97.7798,,,,D,,D,False
10163,nrc/xmas-elf,xmas-elf (crates),0,0,1,0,1,,,99.934,,,,D,,D,False
10164,nrc/zero,zero (crates),0,0,1,0,1,,,99.923,,,,D,,D,False
10165,nrkn/css-select-base-adapter,css-select-base-adapter (npm),1,0,0,0,1,92.7652,,,,D,,,,D,False
10166,nteract/papermill,papermill (pypi),0,1,0,0,1,,97.6981,,,,D,,,D,False
10167,nteract/scrapbook,scrapbook (pypi),0,1,0,0,1,,99.6729,,,,D,,,D,False
10168,nu11ptr/flexgen,rust-format (crates),0,0,1,0,1,,,99.8936,,,,D,,D,False
10169,nugine/outref,outref (crates),0,0,1,0,1,,,94.4512,,,,D,,D,False
10170,nugine/rlimit,rlimit (crates),0,0,1,0,1,,,99.0584,,,,D,,D,False
10171,nukesor/comfy-table,comfy-table (crates),0,0,1,0,1,,,96.1977,,,,D,,D,False
10172,nullus157/bs58-rs,bs58 (crates),0,0,1,0,1,,,95.9004,,,,D,,D,False
10173,nullus157/cbor-diag-rs,cbor-diag (crates),0,0,1,0,1,,,99.8505,,,,D,,D,False
10174,numirias/pytest-json-report,pytest-json-report (pypi),0,1,0,0,1,,98.0429,,,,D,,,D,False
10175,nushell/reedline,reedline (crates),0,0,1,0,1,,,99.9355,,,,D,,D,False
10176,nuxinl/cloudabi,cloudabi (crates),0,0,1,0,1,,,98.766,,,,D,,D,False
10177,nuxt-contrib/opencollective,@nuxt/opencollective (npm),1,0,0,0,1,99.7355,,,,D,,,,D,False
10178,nvawda/bz2file,bz2file (pypi),0,1,0,0,1,,99.6018,,,,D,,,D,False
10179,nvidia/egl-wayland,egl-wayland (cpp),0,0,0,1,1,,,,99.9649,,,,D,D,False
10180,nvzqz/condtype,condtype (crates),0,0,1,0,1,,,98.0254,,,,D,,D,False
10181,nvzqz/embed-plist-rs,embed_plist (crates),0,0,1,0,1,,,99.4104,,,,D,,D,False
10182,nvzqz/impls,impls (crates),0,0,1,0,1,,,99.9491,,,,D,,D,False
10183,nwoltman/string-natural-compare,string-natural-compare (npm),1,0,0,0,1,93.6591,,,,D,,,,D,False
10184,nyurik/dup-indexer,dup-indexer (crates),0,0,1,0,1,,,99.9994,,,,D,,D,False
10185,nyx-space/hifitime,hifitime (crates),0,0,1,0,1,,,97.9304,,,,D,,D,False
10186,obi1kenobi/cargo-semver-checks,cargo-semver-checks (crates),0,0,1,0,1,,,99.9863,,,,D,,D,False
10187,obi1kenobi/trustfall-rustdoc,trustfall_rustdoc (crates),0,0,1,0,1,,,99.9978,,,,D,,D,False
10188,obi1kenobi/trustfall-rustdoc-adapter,trustfall-rustdoc-adapter (crates),0,0,1,0,1,,,99.9725,,,,D,,D,False
10189,obriencj/meanwhile,meanwhile (cpp),0,0,0,1,1,,,,99.3433,,,,D,D,False
10190,ocl-dev/ocl-icd,ocl-icd (cpp),0,0,0,1,1,,,,91.5523,,,,D,D,False
10191,oclif/cli-ux,cli-ux (npm),1,0,0,0,1,99.1322,,,,D,,,,D,True
10192,oclif/command,@oclif/command (npm),1,0,0,0,1,99.1627,,,,D,,,,D,True
10193,oclif/config,@oclif/config (npm),1,0,0,0,1,97.9711,,,,D,,,,D,True
10194,oclif/core,@oclif/core (npm),1,0,0,0,1,96.2438,,,,D,,,,D,False
10195,oclif/errors,@oclif/errors (npm),1,0,0,0,1,97.6652,,,,D,,,,D,True
10196,oclif/help,@oclif/help (npm),1,0,0,0,1,99.9204,,,,D,,,,D,True
10197,oclif/parser,@oclif/parser (npm),1,0,0,0,1,98.7589,,,,D,,,,D,True
10198,oclif/plugin-help,@oclif/plugin-help (npm),1,0,0,0,1,98.2392,,,,D,,,,D,False
10199,oclif/plugin-not-found,@oclif/plugin-not-found (npm),1,0,0,0,1,99.8358,,,,D,,,,D,False
10200,oclif/screen,@oclif/screen (npm),1,0,0,0,1,99.1392,,,,D,,,,D,True
10201,oconnor663/blake3-py,blake3 (pypi),0,1,0,0,1,,99.7432,,,,D,,,D,False
10202,oconnor663/duct.rs,duct (crates),0,0,1,0,1,,,97.7436,,,,D,,D,False
10203,oconnor663/os_pipe.rs,os_pipe (crates),0,0,1,0,1,,,92.4842,,,,D,,D,False
10204,oconnor663/shared_child.rs,shared_child (crates),0,0,1,0,1,,,97.6202,,,,D,,D,False
10205,oconnor663/shared_thread.rs,shared_thread (crates),0,0,1,0,1,,,99.4522,,,,D,,D,False
10206,oconnor663/sigchld.rs,sigchld (crates),0,0,1,0,1,,,98.918,,,,D,,D,False
10207,octet-stream/form-data,formdata-node (npm),1,0,0,0,1,97.6877,,,,D,,,,D,False
10208,octet-stream/form-data-encoder,form-data-encoder (npm),1,0,0,0,1,93.8911,,,,D,,,,D,False
10209,octokit/auth-app.js,@octokit/auth-app (npm),1,0,0,0,1,99.834,,,,D,,,,D,False
10210,octokit/auth-oauth-app.js,@octokit/auth-oauth-app (npm),1,0,0,0,1,99.7557,,,,D,,,,D,False
10211,octokit/auth-oauth-device.js,@octokit/auth-oauth-device (npm),1,0,0,0,1,99.3625,,,,D,,,,D,False
10212,octokit/auth-oauth-user.js,@octokit/auth-oauth-user (npm),1,0,0,0,1,99.507,,,,D,,,,D,False
10213,octokit/auth-token.js,@octokit/auth-token (npm),1,0,0,0,1,91.3475,,,,D,,,,D,False
10214,octokit/core.js,@octokit/core (npm),1,0,0,0,1,91.3759,,,,D,,,,D,False
10215,octokit/endpoint.js,@octokit/endpoint (npm),1,0,0,0,1,90.4357,,,,D,,,,D,False
10216,octokit/graphql.js,@octokit/graphql (npm),1,0,0,0,1,91.7006,,,,D,,,,D,False
10217,octokit/oauth-authorization-url.js,@octokit/oauth-authorization-url (npm),1,0,0,0,1,99.4561,,,,D,,,,D,False
10218,octokit/oauth-methods.js,@octokit/oauth-methods (npm),1,0,0,0,1,99.1695,,,,D,,,,D,False
10219,octokit/plugin-enterprise-rest.js,@octokit/plugin-enterprise-rest (npm),1,0,0,0,1,99.0701,,,,D,,,,D,False
10220,octokit/plugin-paginate-rest.js,@octokit/plugin-paginate-rest (npm),1,0,0,0,1,90.9534,,,,D,,,,D,False
10221,octokit/plugin-request-log.js,@octokit/plugin-request-log (npm),1,0,0,0,1,93.0049,,,,D,,,,D,False
10222,octokit/plugin-rest-endpoint-methods.js,@octokit/plugin-rest-endpoint-methods (npm),1,0,0,0,1,91.4229,,,,D,,,,D,False
10223,octokit/plugin-retry.js,@octokit/plugin-retry (npm),1,0,0,0,1,99.0411,,,,D,,,,D,False
10224,octokit/plugin-throttling.js,@octokit/plugin-throttling (npm),1,0,0,0,1,99.1832,,,,D,,,,D,False
10225,octokit/rest.js,@octokit/rest (npm),1,0,0,0,1,93.6061,,,,D,,,,D,False
10226,octplane/fsevent-rust,fsevent-sys (crates),0,0,1,0,1,,,97.2404,,,,D,,D,False
10227,ofalk/libdnet,libdnet (cpp),0,0,0,1,1,,,,93.0089,,,,D,D,False
10228,ofek/coincurve,coincurve (pypi),0,1,0,0,1,,99.9302,,,,D,,,D,False
10229,ofek/hatch-vcs,hatch-vcs (pypi),0,1,0,0,1,,97.6596,,,,D,,,D,False
10230,ofek/userpath,userpath (pypi),0,1,0,0,1,,93.6249,,,,D,,,D,False
10231,ofw/curlify,curlify (pypi),0,1,0,0,1,,96.3608,,,,D,,,D,False
10232,ogham/rust-ansi-term,ansi_term (crates),0,0,1,0,1,,,92.2905,,,,D,,D,False
10233,ogham/rust-number-prefix,number_prefix (crates),0,0,1,0,1,,,94.7404,,,,D,,D,False
10234,ogham/rust-users,users (crates),0,0,1,0,1,,,98.9291,,,,D,,D,False
10235,ogoffart/if_rust_version,if_rust_version (crates),0,0,1,0,1,,,97.884,,,,D,,D,False
10236,ogt/valid-url,valid-url (npm),1,0,0,0,1,97.1625,,,,D,,,,D,False
10237,ohadravid/win32job-rs,win32job (crates),0,0,1,0,1,,,99.9925,,,,D,,D,False
10238,oittaa/uuid6-python,uuid6 (pypi),0,1,0,0,1,,97.2378,,,,D,,,D,False
10239,ojarva/python-sshpubkeys,sshpubkeys (pypi),0,1,0,0,1,,98.954,,,,D,,,D,False
10240,okunishinishi/python-stringcase,stringcase (pypi),0,1,0,0,1,,94.7104,,,,D,,,D,False
10241,oli-obk/cargo_metadata,cargo_metadata (crates),0,0,1,0,1,,,92.3496,,,,D,,D,False
10242,oli-obk/ui_test,ui_test (crates),0,0,1,0,1,,,99.8875,,,,D,,D,False
10243,oliver-giersch/conquer-once,conquer-once (crates),0,0,1,0,1,,,99.9612,,,,D,,D,False
10244,oliver-giersch/conquer-util,conquer-util (crates),0,0,1,0,1,,,99.9279,,,,D,,D,False
10245,oliver-giersch/tagptr,tagptr (crates),0,0,1,0,1,,,96.3696,,,,D,,D,False
10246,olivernn/lunr.js,lunr (npm),1,0,0,0,1,97.8473,,,,D,,,,D,False
10247,oliviertassinari/babel-plugin-transform-react-remove-prop-types,babel-plugin-transform-react-remove-prop-types (npm),1,0,0,0,1,94.6179,,,,D,,,,D,False
10248,ollama/ollama-python,ollama (pypi),0,1,0,0,1,,99.4873,,,,D,,,D,False
10249,olson-sean-k/mitsein,mitsein (crates),0,0,1,0,1,,,99.9994,,,,D,,D,False
10250,olson-sean-k/pori,pori (crates),0,0,1,0,1,,,99.9583,,,,D,,D,False
10251,olson-sean-k/tardar,tardar (crates),0,0,1,0,1,,,99.9984,,,,D,,D,False
10252,olson-sean-k/wax,wax (crates),0,0,1,0,1,,,99.9668,,,,D,,D,False
10253,olxgroup-oss/libvips-rust-bindings,libvips (crates),0,0,1,0,1,,,99.964,,,,D,,D,False
10254,omgovich/react-colorful,react-colorful (npm),1,0,0,0,1,96.8492,,,,D,,,,D,False
10255,omichelsen/compare-versions,compare-versions (npm),1,0,0,0,1,94.9876,,,,D,,,,D,False
10256,omid/mutually_exclusive_features,mutually_exclusive_features (crates),0,0,1,0,1,,,99.6622,,,,D,,D,False
10257,omnidan/node-emoji,node-emoji (npm),1,0,0,0,1,94.1622,,,,D,,,,D,False
10258,omry/omegaconf,omegaconf (pypi),0,1,0,0,1,,91.1804,,,,D,,,D,False
10259,one-ini/core,@one-ini/wasm (npm),1,0,0,0,1,96.6765,,,,D,,,,D,False
10260,oneapi-src/level-zero,level-zero (cpp),0,0,0,1,1,,,,98.5843,,,,D,D,False
10261,oneapi-src/onednn,onednn (cpp),0,0,0,1,1,,,,99.7005,,,,D,D,False
10262,onegreyonewhite/pytimeparse2,pytimeparse2 (pypi),0,1,0,0,1,,99.6213,,,,D,,,D,False
10263,onlxltd/bonjour-service,bonjour-service (npm),1,0,0,0,1,93.3958,,,,D,,,,D,False
10264,oooutlk/tuplex,tuplex (crates),0,0,1,0,1,,,99.8583,,,,D,,D,False
10265,oozcitak/dom,@oozcitak/dom (npm),1,0,0,0,1,99.476,,,,D,,,,D,False
10266,oozcitak/infra,@oozcitak/infra (npm),1,0,0,0,1,98.2697,,,,D,,,,D,False
10267,oozcitak/url,@oozcitak/url (npm),1,0,0,0,1,99.3563,,,,D,,,,D,False
10268,oozcitak/util,@oozcitak/util (npm),1,0,0,0,1,96.1456,,,,D,,,,D,False
10269,oozcitak/xmlbuilder2,xmlbuilder2 (npm),1,0,0,0,1,99.7594,,,,D,,,,D,False
10270,opbeat/babel-plugin-add-react-displayname,babel-plugin-add-react-displayname (npm),1,0,0,0,1,97.2202,,,,D,,,,D,False
10271,open-circle/valibot,valibot (npm),1,0,0,0,1,99.894,,,,D,,,,D,False
