"package","ecosystem","github_repo","pagerank","value_class","top_eco","top_eco_pkg","top_eco_pct","repo_class","repo_packages","repo_ecosystems","is_eol"
"is-wayland","npm","sindresorhus/is-wayland","0.00000681","D","npm","is-wayland","0.0577","D","1","npm","False"
"dvc-task","pypi","","4.91e-06","D","pypi","dvc-task","0.0576","D","1","pypi","False"
"proj","crates","georust/proj","1.34e-06","D","crates","proj","0.0575","D","2","crates","False"
"proj-sys","crates","georust/proj","8.1e-07","D","crates","proj","0.0575","D","2","crates","False"
"libdmtx","cpp","","0.00000921","D","cpp","libdmtx","0.0574","D","1","cpp","False"
"async-shutdown","crates","de-vri-es/async-shutdown-rs","2.14e-06","D","crates","async-shutdown","0.0572","D","1","crates","False"
"geckodriver","npm","webdriverio-community/node-geckodriver","0.00000675","D","npm","geckodriver","0.0571","D","1","npm","False"
"fastar","pypi","","4.91e-06","D","pypi","fastar","0.0571","D","1","pypi","False"
"strict","crates","canop/strict","2.13e-06","D","crates","strict","0.057","D","1","crates","False"
"i_tree","crates","ishape-rust/itree","2.12e-06","D","crates","i_tree","0.0568","D","1","crates","False"
"serde-hex","crates","forrest-marshall/serde-hex","2.12e-06","D","crates","serde-hex","0.0566","D","1","crates","False"
"pdbp","pypi","mdmintz/pdbp","4.88e-06","D","pypi","pdbp","0.0566","D","1","pypi","False"
"calendarsupport","cpp","","0.00000908","D","cpp","calendarsupport","0.0564","D","1","cpp","False"
"w3f-pcs","crates","w3f/fflonk","2.11e-06","D","crates","w3f-pcs","0.0564","D","1","crates","False"
"@rc-component/qrcode","npm","react-component/qrcode","0.00000674","D","npm","@rc-component/qrcode","0.0564","D","1","npm","False"
"geos","crates","georust/geos","7.1e-07","D","crates","geos-sys","0.0562","D","3","crates","False"
"geos-src","crates","georust/geos","5.5e-07","D","crates","geos-sys","0.0562","D","3","crates","False"
"geos-sys","crates","georust/geos","8.4e-07","D","crates","geos-sys","0.0562","D","3","crates","False"
"selectors34","pypi","","4.87e-06","D","pypi","selectors34","0.0561","D","1","pypi","False"
"ark-vrf","crates","davxy/ark-vrf","2.1e-06","D","crates","ark-vrf","0.056","D","1","crates","False"
"i_key_sort","crates","ishape-rust/ikeysort","2.1e-06","D","crates","i_key_sort","0.0558","D","1","crates","False"
"@rc-component/tour","npm","react-component/tour","0.00000669","D","npm","@rc-component/tour","0.0557","D","1","npm","False"
"titlecase","crates","wezm/titlecase","2.1e-06","D","crates","titlecase","0.0556","D","1","crates","False"
"sqlalchemy-hana","pypi","sap/sqlalchemy-hana","4.86e-06","D","pypi","sqlalchemy-hana","0.0556","D","1","pypi","False"
"kmbox","cpp","","0.00000905","D","cpp","kmbox","0.0554","D","1","cpp","False"
"nucleo","crates","helix-editor/nucleo","4.6e-07","D","crates","nucleo-matcher","0.0553","D","2","crates","False"
"nucleo-matcher","crates","helix-editor/nucleo","1.63e-06","D","crates","nucleo-matcher","0.0553","D","2","crates","False"
"avro-rs","crates","flavray/avro-rs","2.08e-06","D","crates","avro-rs","0.0551","D","1","crates","False"
"magic-string-ast","npm","sxzz/magic-string-ast","0.00000662","D","npm","magic-string-ast","0.0551","D","1","npm","False"
"dvc-http","pypi","","4.74e-06","D","pypi","dvc-http","0.0551","D","1","pypi","False"
"tokio-tfo","crates","zonyitoo/tokio-tfo","2.08e-06","D","crates","tokio-tfo","0.0549","D","1","crates","False"
"abomonation","crates","timelydataflow/abomonation","2.07e-06","D","crates","abomonation","0.0547","D","1","crates","False"
"pyobjc-framework-accounts","pypi","","4.71e-06","D","pypi","pyobjc-framework-accounts","0.0547","D","1","pypi","False"
"better-panic","crates","mitsuhiko/better-panic","2.07e-06","D","crates","better-panic","0.0545","D","1","crates","False"
"kimap","cpp","","0.00000900","D","cpp","kimap","0.0544","D","1","cpp","False"
"unescape","npm","jonschlinkert/unescape","0.00000661","D","npm","unescape","0.0544","D","1","npm","False"
"offset-allocator","crates","pcwalton/offset-allocator","2.05e-06","D","crates","offset-allocator","0.0543","D","1","crates","False"
"paddlepaddle","pypi","paddlepaddle/paddle","4.67e-06","D","pypi","paddlepaddle","0.0542","D","1","pypi","False"
"coveralls-api","crates","xd009642/coveralls-api","2.05e-06","D","crates","coveralls-api","0.0541","D","1","crates","False"
"checkers","crates","udoprog/checkers","1.29e-06","D","crates","checkers","0.0539","D","2","crates","False"
"checkers-macros","crates","udoprog/checkers","7.6e-07","D","crates","checkers","0.0539","D","2","crates","False"
"ibig","crates","tczajka/ibig-rs","2.04e-06","D","crates","ibig","0.0537","D","1","crates","False"
"@commander-js/extra-typings","npm","commander-js/extra-typings","0.00000659","D","npm","@commander-js/extra-typings","0.0537","D","1","npm","False"
"sedonadb","pypi","","4.65e-06","D","pypi","sedonadb","0.0537","D","1","pypi","False"
"static_cell","crates","embassy-rs/static-cell","2.04e-06","D","crates","static_cell","0.0535","D","1","crates","False"
"kirigami-addons","cpp","","0.00000895","D","cpp","kirigami-addons","0.0534","D","1","cpp","False"
"fetch_unroll","crates","katyo/fetch_unroll","2.04e-06","D","crates","fetch_unroll","0.0533","D","1","crates","False"
"sqltrie","pypi","efiop/sqltrie","4.65e-06","D","pypi","sqltrie","0.0533","D","1","pypi","False"
"static-automata","crates","timothee-haudebourg/static-automata","1.1e-06","D","crates","static-automata","0.0531","D","2","crates","False"
"static-automata-macros","crates","timothee-haudebourg/static-automata","9.4e-07","D","crates","static-automata","0.0531","D","2","crates","False"
"broccoli-output-wrapper","npm","","0.00000645","D","npm","broccoli-output-wrapper","0.0531","D","1","npm","False"
"iddqd","crates","oxidecomputer/iddqd","2.03e-06","D","crates","iddqd","0.0529","D","1","crates","False"
"pyobjc-framework-spritekit","pypi","","4.6e-06","D","pypi","pyobjc-framework-spritekit","0.0528","D","1","pypi","False"
"tinyset","crates","droundy/tinyset","2.02e-06","D","crates","tinyset","0.0527","D","1","crates","False"
"include-file","crates","heaths/include-file","2.01e-06","D","crates","include-file","0.0525","D","1","crates","False"
"postgres","npm","porsager/postgres","0.00000642","D","npm","postgres","0.0525","D","1","npm","False"
"qtcanvaspainter","cpp","","0.00000887","D","cpp","qtcanvaspainter","0.0524","D","1","cpp","False"
"pyobjc-framework-contacts","pypi","","4.6e-06","D","pypi","pyobjc-framework-contacts","0.0524","D","1","pypi","False"
"papaya","crates","ibraheemdev/papaya","2.01e-06","D","crates","papaya","0.0523","D","1","crates","False"
"stm32f1","crates","stm32-rs/stm32-rs","2.01e-06","D","crates","stm32f1","0.0521","D","1","crates","False"
"ark-transcript","crates","w3f/ark-transcript","1.99e-06","D","crates","ark-transcript","0.0519","D","1","crates","False"
"ipyleaflet","pypi","jupyter-widgets/ipyleaflet","3.17e-06","D","pypi","ipyleaflet","0.0519","D","2","pypi","False"
"jupyter-leaflet","pypi","jupyter-widgets/ipyleaflet","1.41e-06","D","pypi","ipyleaflet","0.0519","D","2","pypi","False"
"@zip.js/zip.js","npm","gildas-lormeau/zip.js","0.00000642","D","npm","@zip.js/zip.js","0.0518","D","1","npm","False"
"capacity_builder","crates","dsherret/capacity_builder","1.17e-06","D","crates","capacity_builder","0.0517","D","2","crates","False"
"capacity_builder_macros","crates","dsherret/capacity_builder","8.2e-07","D","crates","capacity_builder","0.0517","D","2","crates","False"
"pipe-trait","crates","ksxgithub/pipe-trait","1.97e-06","D","crates","pipe-trait","0.0515","D","1","crates","False"
"qttasktree","cpp","","0.00000887","D","cpp","qttasktree","0.0514","D","1","cpp","False"
"sbvirtualdisplay","pypi","mdmintz/sbvirtualdisplay","4.54e-06","D","pypi","sbvirtualdisplay","0.0514","D","1","pypi","False"
"stackfuture","crates","microsoft/stackfuture","1.96e-06","D","crates","stackfuture","0.0513","D","1","crates","False"
"hono","npm","honojs/hono","0.00000638","D","npm","hono","0.0512","D","1","npm","False"
"tobj","crates","twinklebear/tobj","1.94e-06","D","crates","tobj","0.0511","D","1","crates","False"
"highspy","pypi","","4.43e-06","D","pypi","highspy","0.051","D","1","pypi","False"
"impls","crates","nvzqz/impls","1.94e-06","D","crates","impls","0.0509","D","1","crates","False"
"geographiclib","crates","savage13/geographiclib","1.93e-06","D","crates","geographiclib","0.0507","D","1","crates","False"
"treescope","pypi","","4.35e-06","D","pypi","treescope","0.0506","D","1","pypi","False"
"m_lexer","crates","matklad/m_lexer","1.91e-06","D","crates","m_lexer","0.0505","D","1","crates","False"
"@gerrit0/mini-shiki","npm","gerrit0/mini-shiki","0.00000636","D","npm","@gerrit0/mini-shiki","0.0505","D","1","npm","False"
"ksmtp","cpp","","0.00000885","D","cpp","ksmtp","0.0504","D","1","cpp","False"
"core-error","crates","core-error/core-error","1.91e-06","D","crates","core-error","0.0503","D","1","crates","False"
"typed-json","crates","conradludgate/typed-json","1.91e-06","D","crates","typed-json","0.0501","D","1","crates","False"
"auditwheel","pypi","pypa/auditwheel","4.34e-06","D","pypi","auditwheel","0.0501","D","1","pypi","False"
"term-table","crates","ryanbluth/term-table-rs","1.91e-06","D","crates","term-table","0.0499","D","1","crates","False"
"@ant-design/cssinjs-utils","npm","ant-design/cssinjs-util","0.00000630","D","npm","@ant-design/cssinjs-utils","0.0499","D","1","npm","False"
"conduit","crates","conduit-rust/conduit","1.9e-06","D","crates","conduit","0.0497","D","1","crates","False"
"array-api-compat","pypi","","4.31e-06","D","pypi","array-api-compat","0.0497","D","1","pypi","False"
"selinux-sys","crates","","1.9e-06","D","crates","selinux-sys","0.0496","D","1","crates","False"
"eventviews","cpp","","0.00000881","D","cpp","eventviews","0.0494","D","1","cpp","False"
"atomicow","crates","bevyengine/atomicow","1.9e-06","D","crates","atomicow","0.0494","D","1","crates","False"
"binary-version","npm","sindresorhus/binary-version","0.00000628","D","npm","binary-version","0.0493","D","1","npm","False"
"diracx-core","pypi","","4.3e-06","D","pypi","diracx-core","0.0493","D","1","pypi","False"
"tame-oauth","crates","embarkstudios/tame-oauth","1.9e-06","D","crates","tame-oauth","0.0492","D","1","crates","False"
"winauth","crates","steffengy/winauth-rs","1.9e-06","D","crates","winauth","0.049","D","1","crates","False"
"donfig","pypi","","4.26e-06","D","pypi","donfig","0.0489","D","1","pypi","False"
"dprint-core","crates","dprint/dprint","1.27e-06","D","crates","dprint-core","0.0488","D","3","crates","False"
"dprint-core-macros","crates","dprint/dprint","4.6e-07","D","crates","dprint-core","0.0488","D","3","crates","False"
"dprint-development","crates","dprint/dprint","1.7e-07","D","crates","dprint-core","0.0488","D","3","crates","False"
"@elastic/transport","npm","elastic/elastic-transport-js","0.00000623","D","npm","@elastic/transport","0.0487","D","1","npm","False"
"colored-diff","crates","cad97/colored-diff","1.89e-06","D","crates","colored-diff","0.0486","D","1","crates","False"
"libgravatar","cpp","","0.00000879","D","cpp","libgravatar","0.0484","D","1","cpp","False"
"crokey-proc_macros","crates","","1.88e-06","D","crates","crokey-proc_macros","0.0484","D","1","crates","False"
"pyobjc-framework-addressbook","pypi","","4.2e-06","D","pypi","pyobjc-framework-addressbook","0.0484","D","1","pypi","False"
"async-rustls","crates","smol-rs/async-rustls","1.88e-06","D","crates","async-rustls","0.0482","D","1","crates","False"
"bevy_state_macros","crates","","1.88e-06","D","crates","bevy_state_macros","0.048","D","1","crates","False"
"@streamparser/json","npm","juanjodiaz/streamparser-json","0.00000619","D","npm","@streamparser/json","0.048","D","1","npm","False"
"pyobjc-framework-launchservices","pypi","","4.19e-06","D","pypi","pyobjc-framework-launchservices","0.048","D","1","pypi","False"
"terminal-trx","crates","tautropfli/terminal-trx","1.88e-06","D","crates","terminal-trx","0.0479","D","1","crates","False"
"url-escape","crates","magiclen/url-escape","1.88e-06","D","crates","url-escape","0.0477","D","1","crates","False"
"pyobjc-framework-exceptionhandling","pypi","","4.18e-06","D","pypi","pyobjc-framework-exceptionhandling","0.0476","D","1","pypi","False"
"raqote","crates","jrmuizel/raqote","1.87e-06","D","crates","raqote","0.0475","D","1","crates","False"
"nginx:http-geoip2","cpp","leev/ngx_http_geoip2_module","0.00000870","D","cpp","nginx:http-geoip2","0.0474","D","1","cpp","False"
"proggy","npm","npm/proggy","0.00000614","D","npm","proggy","0.0474","D","1","npm","False"
"nodejs-sys","crates","elmarx/nodejs-sys","1.87e-06","D","crates","nodejs-sys","0.0473","D","1","crates","False"
"databind-json","pypi","","4.17e-06","D","pypi","databind-json","0.0472","D","1","pypi","False"
"embedded-svc","crates","esp-rs/embedded-svc","1.87e-06","D","crates","embedded-svc","0.0471","D","1","crates","False"
"cryptoki","crates","parallaxsecond/rust-cryptoki","8.6e-07","D","crates","cryptoki-sys","0.0469","D","2","crates","False"
"cryptoki-sys","crates","parallaxsecond/rust-cryptoki","1.01e-06","D","crates","cryptoki-sys","0.0469","D","2","crates","False"
"broccoli-node-api","npm","broccolijs/broccoli-node-api","0.00000614","D","npm","broccoli-node-api","0.0468","D","1","npm","False"
"pyobjc-framework-syncservices","pypi","","4.16e-06","D","pypi","pyobjc-framework-syncservices","0.0468","D","1","pypi","False"
"pulsar","crates","streamnative/pulsar-rs","1.86e-06","D","crates","pulsar","0.0467","D","1","crates","False"
"assert_float_eq","crates","alexhuszagh/assert_float_eq","1.86e-06","D","crates","assert_float_eq","0.0465","D","1","crates","False"
"libplasma","cpp","","0.00000870","D","cpp","libplasma","0.0464","D","1","cpp","False"
"text-block-macros","crates","ksxgithub/text-block-macros","1.85e-06","D","crates","text-block-macros","0.0464","D","1","crates","False"
"cucumber-tag-expressions","pypi","","4.14e-06","D","pypi","cucumber-tag-expressions","0.0463","D","1","pypi","False"
"lipsum","crates","mgeisler/lipsum","1.84e-06","D","crates","lipsum","0.0462","D","1","crates","False"
"@peculiar/asn1-pkcs9","npm","peculiarventures/asn1-schema","0.00000612","D","npm","@peculiar/asn1-pkcs9","0.0462","D","1","npm","False"
"av-scenechange","crates","rust-av/av-scenechange","1.83e-06","D","crates","av-scenechange","0.046","D","1","crates","False"
"databind-core","pypi","","4.14e-06","D","pypi","databind-core","0.0459","D","1","pypi","False"
"surrealdb","crates","surrealdb/surrealdb","9.2e-07","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealdb-core","crates","surrealdb/surrealdb","6.9e-07","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealdb-types","crates","surrealdb/surrealdb","3e-08","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealdb-types-derive","crates","surrealdb/surrealdb","3e-08","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealism-runtime","crates","surrealdb/surrealdb","1e-08","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealism-types","crates","surrealdb/surrealdb","0.0","D","crates","surrealdb","0.0458","D","7","crates","False"
"surrealml-core","crates","surrealdb/surrealdb","1.5e-07","D","crates","surrealdb","0.0458","D","7","crates","False"
"selinux","crates","","1.82e-06","D","crates","selinux","0.0456","D","1","crates","False"
"@peculiar/asn1-csr","npm","","0.00000612","D","npm","@peculiar/asn1-csr","0.0456","D","1","npm","False"
"a2a-sdk","pypi","","4.13e-06","D","pypi","a2a-sdk","0.0455","D","1","pypi","False"
"incidenceeditor","cpp","","0.00000865","D","cpp","incidenceeditor","0.0454","D","1","cpp","False"
"serial2","crates","de-vri-es/serial2-rs","1.82e-06","D","crates","serial2","0.0454","D","1","crates","False"
"plain_hasher","crates","","1.82e-06","D","crates","plain_hasher","0.0453","D","1","crates","False"
"sqlite3-sys","crates","stainless-steel/sqlite3-sys","1.81e-06","D","crates","sqlite3-sys","0.0451","D","1","crates","False"
"pyobjc-framework-notificationcenter","pypi","","4.13e-06","D","pypi","pyobjc-framework-notificationcenter","0.0451","D","1","pypi","False"
"stream-composer","npm","mafintosh/stream-composer","0.00000611","D","npm","stream-composer","0.045","D","1","npm","False"
"memsec","crates","quininer/memsec","1.81e-06","D","crates","memsec","0.0449","D","1","crates","False"
"intel-mkl-src","crates","rust-math/intel-mkl-src","9.5e-07","D","crates","intel-mkl-src","0.0447","D","2","crates","False"
"intel-mkl-tool","crates","rust-math/intel-mkl-src","8.5e-07","D","crates","intel-mkl-src","0.0447","D","2","crates","False"
"pyobjc-framework-multipeerconnectivity","pypi","","4.12e-06","D","pypi","pyobjc-framework-multipeerconnectivity","0.0447","D","1","pypi","False"
"libkscreen","cpp","","0.00000865","D","cpp","libkscreen","0.0445","D","1","cpp","False"
"select","crates","utkarshkukreti/select.rs","1.8e-06","D","crates","select","0.0445","D","1","crates","False"
"odbc-api","crates","pacman82/odbc-api","1.69e-06","D","crates","odbc-api","0.0444","D","2","crates","False"
"odbc-api-derive","crates","pacman82/odbc-api","1.1e-07","D","crates","odbc-api","0.0444","D","2","crates","False"
"@restart/ui","npm","react-restart/ui","0.00000604","D","npm","@restart/ui","0.0444","D","1","npm","False"
"pyobjc-framework-network","pypi","","4.1e-06","D","pypi","pyobjc-framework-network","0.0443","D","1","pypi","False"
"comemo","crates","typst/comemo","9.6e-07","D","crates","comemo","0.0442","D","2","crates","False"
"comemo-macros","crates","typst/comemo","8.4e-07","D","crates","comemo","0.0442","D","2","crates","False"
"recycler","crates","frankmcsherry/recycler","1.79e-06","D","crates","recycler","0.044","D","1","crates","False"
"pyobjc-framework-netfs","pypi","","4.09e-06","D","pypi","pyobjc-framework-netfs","0.0439","D","1","pypi","False"
"emojis","crates","rossmacarthur/emojis","1.79e-06","D","crates","emojis","0.0438","D","1","crates","False"
"@prisma/dev","npm","","0.00000603","D","npm","@prisma/dev","0.0438","D","1","npm","False"
"cedarwood","crates","mno2/cedarwood","1.79e-06","D","crates","cedarwood","0.0436","D","1","crates","False"
"sg3-utils","cpp","","0.00000853","D","cpp","sg3-utils","0.0435","D","1","cpp","False"
"test-with","crates","yanganto/test-with","1.67e-06","D","crates","test-with","0.0435","D","2","crates","False"
"test-with-derive","crates","yanganto/test-with","1.1e-07","D","crates","test-with","0.0435","D","2","crates","False"
"pyobjc-framework-findersync","pypi","","4.09e-06","D","pypi","pyobjc-framework-findersync","0.0435","D","1","pypi","False"
"parse_datetime","crates","uutils/parse_datetime","1.78e-06","D","crates","parse_datetime","0.0433","D","1","crates","False"
"clipboard-image","npm","sindresorhus/clipboard-image","0.00000600","D","npm","clipboard-image","0.0432","D","1","npm","False"
"mach_o_sys","crates","fitzgen/mach_o_sys","1.78e-06","D","crates","mach_o_sys","0.0431","D","1","crates","False"
"pyobjc-framework-instantmessage","pypi","","4.07e-06","D","pypi","pyobjc-framework-instantmessage","0.0431","D","1","pypi","False"
"termcodes","crates","","1.78e-06","D","crates","termcodes","0.0429","D","1","crates","False"
"armv8","crates","achreto/rust-armv8","1.77e-06","D","crates","armv8","0.0428","D","1","crates","False"
"redisvl","pypi","","3.94e-06","D","pypi","redisvl","0.0427","D","1","pypi","False"
"pl011_drv","crates","apgoetz/pl011_qemu","1.77e-06","D","crates","pl011_drv","0.0426","D","1","crates","False"
"@apm-js-collab/code-transformer","npm","nodejs/orchestrion-js","0.00000598","D","npm","@apm-js-collab/code-transformer","0.0426","D","1","npm","False"
"libksieve","cpp","","0.00000850","D","cpp","libksieve","0.0425","D","1","cpp","False"
"sorted_vector_map","crates","facebookexperimental/rust-shed","1.77e-06","D","crates","sorted_vector_map","0.0424","D","1","crates","False"
"unstructured-inference","pypi","unstructured-io/unstructured-inference","3.91e-06","D","pypi","unstructured-inference","0.0423","D","1","pypi","False"
"xitca-router","crates","hfqr/xitca-web","1.35e-06","D","crates","xitca-router","0.0422","D","2","crates","False"
"xitca-unsafe-collection","crates","hfqr/xitca-web","4.1e-07","D","crates","xitca-router","0.0422","D","2","crates","False"
"scaling","crates","droundy/easybench-rs","1.75e-06","D","crates","scaling","0.0421","D","1","crates","False"
"path-posix","npm","jden/node-path-posix","0.00000591","D","npm","path-posix","0.042","D","1","npm","False"
"auto-args-derive","crates","daveroundy/auto-args","1.75e-06","D","crates","auto-args-derive","0.0419","D","1","crates","False"
"u-msgpack-python","pypi","vsergeev/u-msgpack-python","3.89e-06","D","pypi","u-msgpack-python","0.0419","D","1","pypi","False"
"pori","crates","olson-sean-k/pori","1.73e-06","D","crates","pori","0.0417","D","1","crates","False"
"mailcommon","cpp","","0.00000847","D","cpp","mailcommon","0.0416","D","1","cpp","False"
"build-fs-tree","crates","ksxgithub/build-fs-tree","1.73e-06","D","crates","build-fs-tree","0.0415","D","1","crates","False"
"array-api-strict","pypi","","3.88e-06","D","pypi","array-api-strict","0.0415","D","1","pypi","False"
"specta","crates","specta-rs/specta","9.5e-07","D","crates","specta","0.0414","D","2","crates","False"
"specta-macros","crates","specta-rs/specta","7.8e-07","D","crates","specta","0.0414","D","2","crates","False"
"@hono/node-server","npm","honojs/node-server","0.00000589","D","npm","@hono/node-server","0.0414","D","1","npm","False"
"update-informer","crates","mgrachev/update-informer","1.72e-06","D","crates","update-informer","0.0412","D","1","crates","False"
"pyobjc-framework-systemconfiguration","pypi","","3.85e-06","D","pypi","pyobjc-framework-systemconfiguration","0.0411","D","1","pypi","False"
"c_vec","crates","guillaumegomez/c_vec-rs","1.71e-06","D","crates","c_vec","0.041","D","1","crates","False"
"nickel","crates","nickel-org/nickel.rs","1.71e-06","D","crates","nickel","0.0408","D","1","crates","False"
"broccoli-node-info","npm","broccolijs/broccoli-node-info","0.00000588","D","npm","broccoli-node-info","0.0408","D","1","npm","False"
"evdev","crates","cmr/evdev","1.7e-06","D","crates","evdev","0.0407","D","1","crates","False"
"pyobjc-framework-libdispatch","pypi","","3.78e-06","D","pypi","pyobjc-framework-libdispatch","0.0407","D","1","pypi","False"
"ktnef","cpp","","0.00000846","D","cpp","ktnef","0.0406","D","1","cpp","False"
"odbc-sys","crates","pacman82/odbc-sys","1.7e-06","D","crates","odbc-sys","0.0405","D","1","crates","False"
"amplitude-analytics","pypi","","3.78e-06","D","pypi","amplitude-analytics","0.0404","D","1","pypi","False"
"hidapi-rusb","crates","joshiedo/hidapi-rs","1.69e-06","D","crates","hidapi-rusb","0.0403","D","1","crates","False"
"align-data","crates","casualx/align_data","1.69e-06","D","crates","align-data","0.0402","D","1","crates","False"
"detective-vue2","npm","dependents/detective-vue2","0.00000583","D","npm","detective-vue2","0.0402","D","1","npm","False"
"smol-timeout","crates","r3v2d0g/smol-timeout","1.67e-06","D","crates","smol-timeout","0.04","D","1","crates","False"
"pyobjc-framework-webkit","pypi","","3.7e-06","D","pypi","pyobjc-framework-webkit","0.04","D","1","pypi","False"
"ethereum_hashing","crates","sigp/ethereum_hashing","1.67e-06","D","crates","ethereum_hashing","0.0398","D","1","crates","False"
"mailimporter","cpp","","0.00000839","D","cpp","mailimporter","0.0397","D","1","cpp","False"
"yubihsm","crates","iqlusioninc/yubihsm.rs","1.67e-06","D","crates","yubihsm","0.0397","D","1","crates","False"
"@sapphire/async-queue","npm","sapphiredev/utilities","0.00000302","D","npm","@sapphire/async-queue","0.0396","D","2","npm","False"
"@sapphire/snowflake","npm","sapphiredev/utilities","0.00000276","D","npm","@sapphire/async-queue","0.0396","D","2","npm","False"
"pypydispatcher","pypi","","3.68e-06","D","pypi","pypydispatcher","0.0396","D","1","pypi","False"
"oracle","crates","kubo/rust-oracle","8.9e-07","D","crates","oracle","0.0395","D","2","crates","False"
"oracle_procmacro","crates","kubo/rust-oracle","7.8e-07","D","crates","oracle","0.0395","D","2","crates","False"
"btparse","crates","yaahc/btparse","1.66e-06","D","crates","btparse","0.0393","D","1","crates","False"
"pyobjc-framework-preferencepanes","pypi","","3.64e-06","D","pypi","pyobjc-framework-preferencepanes","0.0393","D","1","pypi","False"
"insta-cmd","crates","mitsuhiko/insta-cmd","1.65e-06","D","crates","insta-cmd","0.0392","D","1","crates","False"
"@expo/devcert","npm","expo/devcert","0.00000577","D","npm","@expo/devcert","0.0391","D","1","npm","False"
"hashbag","crates","jonhoo/hashbag","1.65e-06","D","crates","hashbag","0.039","D","1","crates","False"
"genai-prices","pypi","","3.64e-06","D","pypi","genai-prices","0.0389","D","1","pypi","False"
"conquer-once","crates","oliver-giersch/conquer-once","1.65e-06","D","crates","conquer-once","0.0388","D","1","crates","False"
"ell","cpp","","0.00000836","D","cpp","ell","0.0387","D","1","cpp","False"
"flexstr","crates","nu11ptr/flexstr","1.35e-06","D","crates","flexstr","0.0387","D","3","crates","False"
"flexstr_support","crates","nu11ptr/flexstr","1.6e-07","D","crates","flexstr","0.0387","D","3","crates","False"
"inline_flexstr","crates","nu11ptr/flexstr","1.4e-07","D","crates","flexstr","0.0387","D","3","crates","False"
"hyper-tungstenite","crates","de-vri-es/hyper-tungstenite-rs","1.64e-06","D","crates","hyper-tungstenite","0.0385","D","1","crates","False"
"quick-temp","npm","joliss/node-quick-temp","0.00000576","D","npm","quick-temp","0.0385","D","1","npm","False"
"pyobjc-framework-securityinterface","pypi","","3.62e-06","D","pypi","pyobjc-framework-securityinterface","0.0385","D","1","pypi","False"
"open-enum","crates","kupiakos/open-enum","7.4e-07","D","crates","open-enum-derive","0.0383","D","2","crates","False"
"open-enum-derive","crates","kupiakos/open-enum","9e-07","D","crates","open-enum-derive","0.0383","D","2","crates","False"
"dragonbox_ecma","crates","magic-akari/dragonbox","1.63e-06","D","crates","dragonbox_ecma","0.0382","D","1","crates","False"
"pyobjc-framework-diskarbitration","pypi","","3.62e-06","D","pypi","pyobjc-framework-diskarbitration","0.0382","D","1","pypi","False"
"takeable-option","crates","","1.62e-06","D","crates","takeable-option","0.038","D","1","crates","False"
"pretty-bytes","crates","banyan/rust-pretty-bytes","1.62e-06","D","crates","pretty-bytes","0.0379","D","1","crates","False"
"@xmldom/is-dom-node","npm","xmldom/is-dom-node","0.00000575","D","npm","@xmldom/is-dom-node","0.0379","D","1","npm","False"
"kdsoap","cpp","","0.00000831","D","cpp","kdsoap","0.0378","D","1","cpp","False"
"pyobjc-framework-securityfoundation","pypi","","3.59e-06","D","pypi","pyobjc-framework-securityfoundation","0.0378","D","1","pypi","False"
"imbl-sized-chunks","crates","jneem/imbl-sized-chunks","1.62e-06","D","crates","imbl-sized-chunks","0.0377","D","1","crates","False"
"alloc_counter","crates","","1.62e-06","D","crates","alloc_counter","0.0375","D","1","crates","False"
"esp-idf-svc","crates","esp-rs/esp-idf-svc","1.62e-06","D","crates","esp-idf-svc","0.0374","D","1","crates","False"
"pyobjc-framework-photos","pypi","","3.59e-06","D","pypi","pyobjc-framework-photos","0.0374","D","1","pypi","False"
"mktemp","npm","sasaplus1/mktemp","0.00000572","D","npm","mktemp","0.0373","D","1","npm","False"
"serde_yaml_ng","crates","acatton/serde-yaml-ng","1.6e-06","D","crates","serde_yaml_ng","0.0372","D","1","crates","False"
"fast-socks5","crates","dizda/fast-socks5","1.59e-06","D","crates","fast-socks5","0.0371","D","1","crates","False"
"pyobjc-framework-safariservices","pypi","","3.58e-06","D","pypi","pyobjc-framework-safariservices","0.0371","D","1","pypi","False"
"libz-mingw-w64","cpp","","0.00000822","D","cpp","libz-mingw-w64","0.0369","D","1","cpp","False"
"exacl","crates","byllyfish/exacl","1.59e-06","D","crates","exacl","0.0369","D","1","crates","False"
"esm-env","npm","benmccann/esm-env","0.00000570","D","npm","esm-env","0.0368","D","1","npm","False"
"gpiosim","crates","warthog618/gpiosim-rs","1.59e-06","D","crates","gpiosim","0.0367","D","1","crates","False"
"pyobjc-framework-applescriptobjc","pypi","","3.58e-06","D","pypi","pyobjc-framework-applescriptobjc","0.0367","D","1","pypi","False"
"endian-num","crates","rust-osdev/endian-num","1.58e-06","D","crates","endian-num","0.0366","D","1","crates","False"
"dprint-plugin-typescript","crates","dprint/dprint-plugin-typescript","1.57e-06","D","crates","dprint-plugin-typescript","0.0364","D","1","crates","False"
"pyobjc-framework-modelio","pypi","","3.58e-06","D","pypi","pyobjc-framework-modelio","0.0364","D","1","pypi","False"
"yuv","crates","awxkee/yuvutils-rs","1.57e-06","D","crates","yuv","0.0363","D","1","crates","False"
