repo,repo_id,loc_2025_eoy,sloc_2025_eoy,scc_complexity_2025_eoy,scc_density_2025_eoy,cognitive_total,cognitive_avg,cognitive_max,loc_year,churn_5y_total,hotspot_raw,hotspot_log,hotspot_percentile
sindresorhus/type-fest,175398594,17655,13323,160,1.2,266,1.09,55,2025,51930,8308800,10.4061,65.48
sindresorhus/unicorn-magic,716660564,126,107,7,6.54,7,0.33,3,2025,438,3066,2.3864,29.13
sindresorhus/yocto-queue,315531538,178,143,7,4.90,7,0.32,2,2025,140,980,1.9409,24.54
sinonjs/commons,143001748,990,696,33,4.74,29,0.22,4,2024,467,15411,4.0894,38.53
sinonjs/fake-timers,16523712,9394,7299,386,5.29,489,0.42,57,2025,14444,5575384,10.7641,67.09
smithy-lang/smithy-rs,308027791,276364,213594,10339,4.84,10811,1.07,128,2025,1052548,10882293772,24.1764,96.10
smithy-lang/smithy-typescript,208319207,129497,97616,8283,8.49,10262,1.28,1338,2025,276008,2286174264,21.3188,92.43
smol-rs/fastrand,267368764,1486,1053,126,11.97,128,1.38,9,2025,1553,195678,6.7142,51.38
snowflakedb/snowflake-connector-python,62262074,194172,155279,13590,8.75,14162,1.82,125,2025,375728,5106143520,23.0424,95.07
socketio/socket.io,557980,63599,46401,4989,10.75,6996,1,484,2025,253587,1265145543,19.9850,90.94
sqlalchemy/sqlalchemy,159271175,614291,508655,25668,5.05,37044,1.21,194,2025,589296,15126049728,25.4438,97.13
sqlite/sqlite,176278485,464919,326180,48162,14.77,90619,7.78,3273,2025,509967,24561030654,26.7268,97.94
srijs/rust-crc32fast,157348282,1452,1216,56,4.61,44,0.71,5,2025,554,31024,4.8186,41.97
stebalien/tempfile,33832372,4432,2250,134,5.96,152,0.66,18,2025,4918,659012,7.8649,57.11
stefanpenner/get-caller-file,48818175,74,50,5,10,5,0.38,5,HEAD,0,0,0.0000,7.28
storybookjs/storybook,54173593,401412,322337,22681,7.04,26287,1.17,1338,2025,,,,
stream-utils/destroy,15544623,368,218,25,11.47,27,0.71,13,2022,271,6775,3.4449,34.75
stream-utils/raw-body,12823654,1463,1134,78,6.88,70,0.4,15,2025,345,26910,4.8182,41.86
stream-utils/unpipe,37428186,256,176,9,5.11,11,0.3,7,HEAD,0,0,0.0000,7.28
streamich/memfs,37490572,22386,18504,1685,9.11,1705,0.7,45,2025,84449,142296565,15.8974,83.49
stub42/pytz,63155638,13591,10164,2294,22.57,2064,6.14,218,2025,6609,15161046,12.8389,73.97
suguru03/neo-async,27030361,47351,34743,3497,10.07,5255,0.87,31,HEAD,0,0,0.0000,7.28
sval-rs/sval,157205610,29685,23163,823,3.55,2090,0.94,240,2025,67381,55454563,14.0797,78.56
swc-project/swc,115110181,4407142,3626475,537832,14.83,0,0,0,2025,,,,
syntax-tree/unist-util-is,41795086,762,421,61,14.49,34,0.69,10,2025,3870,236070,6.4308,49.31
systemd/systemd,32873313,1040532,767300,145753,19,131587,7.56,1408,2025,1729415,252067424495,32.2101,99.77
taiki-e/pin-project,164668916,15170,11761,613,5.21,373,0.69,62,2025,33481,20523853,12.6159,73.51
taiki-e/pin-project-lite,216847853,6004,4997,123,2.46,54,0.33,12,2025,11170,1373910,8.4744,58.03
taiki-e/portable-atomic,448365131,34943,25721,1632,6.35,1956,1.51,171,2025,208398,340105536,17.0895,85.67
tapjs/signal-exit,35711072,1765,1419,185,13.04,102,0.66,13,2025,2417,447145,7.6788,56.19
tapjs/stack-utils,48974178,1463,1200,66,5.5,72,0.52,27,2023,119,7854,3.7967,37.04
tartley/colorama,18892209,1887,1385,174,12.56,130,0.92,13,2025,604,105096,6.2396,48.51
teambition/merge2,25396227,485,412,31,7.52,0,0,0,2022,2,62,0.7181,16.40
teddriggs/darling,89984100,14768,10983,927,8.44,757,0.86,61,2025,13019,12068613,12.2103,71.90
tehshrike/deepmerge,3276413,1171,952,34,3.57,31,0.34,5,2023,80,2720,2.9468,32.22
terkelg/sisteransi,122441239,182,160,9,5.62,8,0.25,4,HEAD,0,0,0.0000,7.28
terser/terser,29097127,109992,101722,9439,9.28,7391,2.96,388,2025,37860,357360540,18.1982,87.39
textualize/rich,220809393,39618,33046,1937,5.86,3964,2.21,187,2025,45626,88377562,15.3165,82.00
theskumar/python-dotenv,23727790,2853,2312,122,5.28,166,1.07,15,2025,3711,452742,7.4601,55.05
thkukuk/rpcsvc-proto,55140533,7087,5726,1021,17.83,1195,7.33,104,2025,53,54113,5.2136,43.69
thlorenz/convert-source-map,8751561,1004,875,15,1.71,20,0.22,4,2025,484,7260,3.2340,33.49
thlorenz/deep-is,9345558,167,124,33,26.61,25,2.08,14,2021,0,0,0.0000,7.28
thomasdickey/ncurses-snapshots,65149533,147043,103355,21954,21.24,,,,2025,37688,827402352,19.8678,90.60
tim-kos/node-retry,1738798,831,688,67,9.74,72,0.82,8,2022,0,0,0.0000,7.28
time-rs/time,26459635,44401,34347,2056,5.99,2864,1.48,76,2025,213508,438972448,17.6576,86.70
tj/commander.js,2206953,19267,14550,508,3.49,341,0.16,21,2025,28776,14618208,12.0694,71.67
tj/node-cookie-signature,6229722,93,60,8,13.33,,,,2024,72,576,1.7781,23.28
tjguk/wmi,23124645,4558,3377,514,15.22,738,1.85,48,HEAD,0,0,0.0000,7.28
tkem/cachetools,18006791,3448,2805,201,7.17,232,0.79,17,2025,8215,1651215,9.0247,59.86
tokio-rs/bytes,30062547,13545,7015,534,7.61,359,0.47,33,2025,7675,4098450,10.6000,66.40
tokio-rs/loom,161875917,10775,7038,606,8.61,918,1.5,35,2025,4216,2554896,10.0891,64.22
tokio-rs/prost,94262864,18665,13613,1140,8.37,1298,1.97,188,2025,28533,32527620,13.6213,76.38
tokio-rs/slab,37093133,2600,1445,169,11.70,132,1.08,10,2025,1267,214123,6.9213,52.18
tokio-rs/tokio,67836789,168476,92186,6309,6.84,7331,1.01,109,2025,216567,1366321203,20.2754,91.17
tokio-rs/tracing,165289175,71027,42766,2870,6.71,3610,1.13,136,2025,80464,230931680,16.9638,85.44
toml-rs/toml,95902102,47453,39536,1931,4.88,0,0,0,2025,247757,478418767,17.7248,86.81
tootallnate/proxy-agents,11293703,8701,6745,607,9,524,0.77,34,2025,17880,10853160,11.8382,70.64
tootallnate/util-deprecate,19321056,73,32,9,28.12,10,3.33,5,HEAD,0,0,0.0000,7.28
tower-rs/tower,98244646,16011,9407,548,5.83,376,0.53,102,2025,12460,6828080,11.2201,68.58
tox-dev/filelock,17098256,2344,1633,237,14.51,116,0.85,13,2025,6846,1622502,9.1154,60.55
tox-dev/platformdirs,367032142,2700,1858,147,7.91,150,0.72,20,2025,10733,1577751,8.7478,58.94
tqdm/tqdm,36804486,9028,6981,972,13.92,1287,2.84,63,2024,7440,7231680,11.5689,69.38
tritondatacenter/node-assert-plus,4767976,670,558,28,5.02,30,0.45,6,2022,0,0,0.0000,7.28
tritondatacenter/node-extsprintf,4058064,426,324,32,9.88,19,3.17,13,2021,0,0,0.0000,7.28
troygoode/node-require-directory,3053807,309,186,23,12.37,22,0.71,7,HEAD,0,0,0.0000,7.28
trysound/postcss-value-parser,40920306,2841,2730,132,4.84,223,8.26,134,2021,625,82500,5.9395,46.90
tsconfig/bases,263697285,435,347,33,9.51,1,0.17,1,2025,2863,94479,5.2943,44.04
tukaani-project/xz,553665726,64425,34826,6092,17.49,5630,5.79,169,2025,43150,262869800,17.5427,86.47
typescript-eslint/typescript-eslint,165536154,281071,253289,9935,3.92,9509,1.89,168,2025,600799,5968938065,23.0988,95.18
unicode-org/icu,49244766,2009067,1443152,203491,14.1,,,,2025,,,,
unicode-org/icu4x,243395141,437687,294002,18342,6.24,23448,1.34,546,2025,,,,
unicode-rs/unicode-xid,34637906,2016,1863,55,2.95,49,2.58,14,2025,500,27500,4.7198,41.28
unshiftio/requires-port,26316179,136,102,2,1.96,2,0.17,2,2023,0,0,0.0000,7.28
uqfoundation/dill,11031844,10122,7719,1105,14.32,1656,3.19,108,2025,18739,20706595,13.0053,74.54
urllib3/urllib3,2410676,32405,25457,2456,9.65,2699,1.55,42,2025,40454,99355024,15.6195,82.68
util-linux/util-linux,2339555,255927,184978,40208,21.74,47079,7.19,377,2025,159124,6398057792,23.9505,95.87
uuidjs/uuid,1203139,3694,2790,178,6.38,94,0.38,12,2025,8855,1576190,8.8925,59.40
vercel/ai,644461337,367406,316594,14339,4.53,13929,0.96,328,2025,1126244,16149212716,25.1539,96.90
vercel/ms,3655872,1360,1031,63,6.11,28,0.12,14,2025,2535,159705,6.1485,48.05
vercel/next.js,70107786,1998793,1803688,162265,9,260236,3.1,2877,2025,,,,
visionmedia/bytes.js,4626886,436,308,31,10.06,0,0,0,2022,14,434,1.7702,23.17
vitest-dev/vitest,434708679,143276,116774,10869,9.31,8366,0.8,105,2025,454016,4934699904,22.8332,94.72
vorner/signal-hook,137260008,6060,3014,228,7.56,207,0.92,15,2025,3453,787284,8.3499,57.80
vuejs/core,137078487,150278,126906,10288,8.11,9427,0.9,248,2025,264213,2718223344,21.7549,93.58
wasm-bindgen/wasm-bindgen,114685405,293158,268879,5329,1.98,5576,0.56,117,2025,284617,1516723993,20.3265,91.28
watson/ci-info,71475907,1363,1016,25,2.46,18,0.23,10,2025,1318,32950,4.4151,40.60
wbond/asn1crypto,36823669,29032,21672,1684,7.77,2839,3.13,85,2023,2026,3411784,10.6699,66.63
webmproject/libwebp,23368445,109690,86812,12927,14.89,13956,4.85,315,2025,93878,1213560906,20.4449,91.40
webpack/enhanced-resolve,5400204,15576,12545,765,6.10,1051,1.24,55,2025,34764,26594460,13.0977,74.77
webpack/schema-utils,80306715,5946,4651,200,4.30,269,0.58,59,2025,5252,1050400,8.5688,58.49
webpack/tapable,7730086,3855,3317,150,4.52,116,0.19,21,2025,1470,220500,6.9022,51.95
webpack/terser-webpack-plugin,143057914,7981,6016,178,2.96,278,0.53,54,2025,10426,1855828,9.0523,59.98
webpack/watchpack,24119524,5027,3970,484,12.19,520,0.98,71,2025,10493,5078612,10.7992,67.32
webpack/webpack-sources,48954523,8120,5808,637,10.97,1061,2.35,141,2025,14613,9308481,11.6814,70.07
webreflection/flatted,131121620,1533,1219,154,12.63,235,1.91,10,2025,680,104720,6.2055,48.39
webreflection/html-escaper,33597730,260,182,0,0,6,3,6,2021,76,0,0.0000,7.28
websocket-client/websocket-client,1202362,9791,7341,822,11.2,935,1.83,89,2025,15675,12884850,12.2308,72.25
websockets/ws,2744972,15640,12311,639,5.19,803,0.43,87,2025,10203,6519717,11.2493,68.69
wesleytodd/setprototypeof,30301031,41,34,7,20.59,6,1.5,3,2022,0,0,0.0000,7.28
whitequark/ipaddr.js,2110585,1783,1395,137,9.82,297,1.19,17,2025,522,71514,5.8173,46.33
withoutboats/heck,86326466,866,512,51,9.96,98,3.06,61,2025,485,24735,4.6103,41.06
xiph/ogg,33956205,3872,2928,424,14.48,812,8.64,132,2025,102,43248,5.2905,43.92
xtuc/webassemblyjs,113006071,39324,28542,2281,7.99,36213,9.73,15533,2024,8836,20154916,13.2529,75.23
yahoo/serialize-javascript,24106944,1013,800,59,7.38,67,0.39,25,2025,514,30326,4.8220,42.09
yaml/libyaml,2699072,17066,10767,2616,24.3,4824,21.25,852,2024,121,316536,7.1308,53.90
yaml/pyyaml,2700147,9447,7300,1847,25.3,2367,4.06,80,2025,30288,55941936,14.6390,80.62
yargs/cliui,34287546,962,726,67,9.23,56,0.73,17,2025,1129,75643,5.5948,45.18
yargs/set-blocking,58830287,69,49,6,12.24,3,0.5,2,2021,0,0,0.0000,7.28
yargs/y18n,39720886,742,594,43,7.24,29,0.35,8,2022,107,4601,3.3418,34.17
yargs/yargs,14210523,22271,19824,940,4.74,889,0.34,50,2025,43140,40551600,13.7823,77.64
yargs/yargs-parser,50258379,6067,5063,464,9.16,308,0.55,20,2025,8722,4047008,10.5115,66.06
yuzujs/setimmediate,1981208,342,268,28,10.45,26,0.55,10,HEAD,0,0,0.0000,7.28
zertosh/loose-envify,41947687,22106,12767,1598,12.52,2263,2.94,91,HEAD,0,0,0.0000,7.28
zesterer/spin-rs,21686666,5125,2773,250,9.02,,,,2025,6441,1610250,9.1404,60.67
zloirock/core-js,11481338,115976,96452,7762,8.05,9996,1.08,1215,2025,392258,3044706596,21.7592,93.69
