"package","github_repo","repo_url"
"space-separated-tokens","wooorm/space-separated-tokens","https://github.com/wooorm/space-separated-tokens"
"one-time","3rd-Eden/one-time","https://github.com/3rd-Eden/one-time"
"iferr","shesek/iferr","https://github.com/shesek/iferr"
"object.groupby","es-shims/Object.groupBy","https://github.com/es-shims/Object.groupBy"
"side-channel-weakmap","ljharb/side-channel-weakmap","https://github.com/ljharb/side-channel-weakmap"
"config-chain","dominictarr/config-chain","https://github.com/dominictarr/config-chain"
"side-channel-map","ljharb/side-channel-map","https://github.com/ljharb/side-channel-map"
"side-channel-list","ljharb/side-channel-list","https://github.com/ljharb/side-channel-list"
"zip-stream","archiverjs/node-zip-stream","https://github.com/archiverjs/node-zip-stream"
"compress-commons","archiverjs/node-compress-commons","https://github.com/archiverjs/node-compress-commons"
"loupe","chaijs/loupe","https://github.com/chaijs/loupe"
"parallel-transform","mafintosh/parallel-transform","https://github.com/mafintosh/parallel-transform"
"denque","invertase/denque","https://github.com/invertase/denque"
"use-sync-external-store","facebook/react","https://github.com/facebook/react"
"for-own","jonschlinkert/for-own","https://github.com/jonschlinkert/for-own"
"case-sensitive-paths-webpack-plugin","Urthen/case-sensitive-paths-webpack-plugin","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"proto-list","isaacs/proto-list","https://github.com/isaacs/proto-list"
"pidtree","simonepri/pidtree","https://github.com/simonepri/pidtree"
"undici","nodejs/undici","https://github.com/nodejs/undici"
"crc32-stream","archiverjs/node-crc32-stream","https://github.com/archiverjs/node-crc32-stream"
"sane","amasad/sane","https://github.com/amasad/sane"
"figgy-pudding","npm/figgy-pudding","https://github.com/npm/figgy-pudding"
"is-lambda","watson/is-lambda","https://github.com/watson/is-lambda"
"fs-write-stream-atomic","npm/fs-write-stream-atomic","https://github.com/npm/fs-write-stream-atomic"
"prismjs","PrismJS/prism","https://github.com/PrismJS/prism"
"pac-resolver","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"resolve-dir","jonschlinkert/resolve-dir","https://github.com/jonschlinkert/resolve-dir"
"proxy-agent","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"move-concurrently","npm/move-concurrently","https://github.com/npm/move-concurrently"
"run-queue","iarna/run-queue","https://github.com/iarna/run-queue"
"stream-each","mafintosh/stream-each","https://github.com/mafintosh/stream-each"
"stop-iteration-iterator","ljharb/stop-iteration-iterator","https://github.com/ljharb/stop-iteration-iterator"
"get-tsconfig","privatenumber/get-tsconfig","https://github.com/privatenumber/get-tsconfig"
"mem","sindresorhus/mem","https://github.com/sindresorhus/mem"
"degenerator","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"mdurl","markdown-it/mdurl","https://github.com/markdown-it/mdurl"
"coa","veged/coa","https://github.com/veged/coa"
"shallowequal","dashed/shallowequal","https://github.com/dashed/shallowequal"
"copy-concurrently","npm/copy-concurrently","https://github.com/npm/copy-concurrently"
"simple-get","feross/simple-get","https://github.com/feross/simple-get"
"caller-callsite","sindresorhus/caller-callsite","https://github.com/sindresorhus/caller-callsite"
"jose","panva/jose","https://github.com/panva/jose"
"p-defer","sindresorhus/p-defer","https://github.com/sindresorhus/p-defer"
"worker-farm","rvagg/node-worker-farm","https://github.com/rvagg/node-worker-farm"
"request-promise-core","request/promise-core","https://github.com/request/promise-core"
"text-hex","3rd-Eden/text-hex","https://github.com/3rd-Eden/text-hex"
"pac-proxy-agent","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"eventsource","EventSource/eventsource","https://github.com/EventSource/eventsource"
"es-array-method-boxes-properly","ljharb/es-array-method-boxes-properly","https://github.com/ljharb/es-array-method-boxes-properly"
"get-port","sindresorhus/get-port","https://github.com/sindresorhus/get-port"
"simple-concat","feross/simple-concat","https://github.com/feross/simple-concat"
"get-uri","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"snake-case","blakeembrey/change-case","https://github.com/blakeembrey/change-case"
"capture-exit","stefanpenner/capture-exit","https://github.com/stefanpenner/capture-exit"
"resolve-alpn","szmarczak/resolve-alpn","https://github.com/szmarczak/resolve-alpn"
"json-bigint","sidorares/json-bigint","https://github.com/sidorares/json-bigint"
"unquote","lakenen/node-unquote","https://github.com/lakenen/node-unquote"
"opn","sindresorhus/open","https://github.com/sindresorhus/open"
"is-retry-allowed","sindresorhus/is-retry-allowed","https://github.com/sindresorhus/is-retry-allowed"
"property-information","wooorm/property-information","https://github.com/wooorm/property-information"
"js-cookie","js-cookie/js-cookie","https://github.com/js-cookie/js-cookie"
"num2fraction","yisibl/num2fraction","https://github.com/yisibl/num2fraction"
"netmask","rs/node-netmask","https://github.com/rs/node-netmask"
"stringify-object","sindresorhus/stringify-object","https://github.com/sindresorhus/stringify-object"
"dlv","developit/dlv","https://github.com/developit/dlv"
"url-loader","webpack-contrib/url-loader","https://github.com/webpack-contrib/url-loader"
"duplexer2","deoxxa/duplexer2","https://github.com/deoxxa/duplexer2"
"postcss-nested","postcss/postcss-nested","https://github.com/postcss/postcss-nested"
"colorspace","3rd-Eden/colorspace","https://github.com/3rd-Eden/colorspace"
"invert-kv","sindresorhus/invert-kv","https://github.com/sindresorhus/invert-kv"
"lcid","sindresorhus/lcid","https://github.com/sindresorhus/lcid"
"jszip","Stuk/jszip","https://github.com/Stuk/jszip"
"is-finite","sindresorhus/is-finite","https://github.com/sindresorhus/is-finite"
"p-is-promise","sindresorhus/p-is-promise","https://github.com/sindresorhus/p-is-promise"
"copy-webpack-plugin","webpack/copy-webpack-plugin","https://github.com/webpack/copy-webpack-plugin"
"p-each-series","sindresorhus/p-each-series","https://github.com/sindresorhus/p-each-series"
"get-own-enumerable-property-symbols","mightyiam/get-own-enumerable-property-symbols","https://github.com/mightyiam/get-own-enumerable-property-symbols"
"tempy","sindresorhus/tempy","https://github.com/sindresorhus/tempy"
"colord","omgovich/colord","https://github.com/omgovich/colord"
"tiny-warning","alexreardon/tiny-warning","https://github.com/alexreardon/tiny-warning"
"needle","tomas/needle","https://github.com/tomas/needle"
"cookiejar","bmeck/node-cookiejar","https://github.com/bmeck/node-cookiejar"
"d3-interpolate","d3/d3-interpolate","https://github.com/d3/d3-interpolate"
"webpack-cli","webpack/webpack-cli","https://github.com/webpack/webpack-cli"
"engine.io-parser","socketio/socket.io","https://github.com/socketio/socket.io"
"uniq","mikolalysenko/uniq","https://github.com/mikolalysenko/uniq"
"fbjs","facebook/fbjs","https://github.com/facebook/fbjs"
"consola","unjs/consola","https://github.com/unjs/consola"
"react-redux","reduxjs/react-redux","https://github.com/reduxjs/react-redux"
"get-func-name","chaijs/get-func-name","https://github.com/chaijs/get-func-name"
"p-event","sindresorhus/p-event","https://github.com/sindresorhus/p-event"
"raf","chrisdickinson/raf","https://github.com/chrisdickinson/raf"
"ip-address","beaugunderson/ip-address","https://github.com/beaugunderson/ip-address"
"pngjs","pngjs/pngjs","https://github.com/pngjs/pngjs"
"repeating","sindresorhus/repeating","https://github.com/sindresorhus/repeating"
"dezalgo","npm/dezalgo","https://github.com/npm/dezalgo"
"basic-auth","jshttp/basic-auth","https://github.com/jshttp/basic-auth"
"stealthy-require","analog-nico/stealthy-require","https://github.com/analog-nico/stealthy-require"
"d3-color","d3/d3-color","https://github.com/d3/d3-color"
"npm-pick-manifest","npm/npm-pick-manifest","https://github.com/npm/npm-pick-manifest"
"growly","theabraham/growly","https://github.com/theabraham/growly"
"unbzip2-stream","regular/unbzip2-stream","https://github.com/regular/unbzip2-stream"
"jsonify","ljharb/jsonify","https://github.com/ljharb/jsonify"
"reselect","reduxjs/reselect","https://github.com/reduxjs/reselect"
"shellwords","jimmycuadra/shellwords","https://github.com/jimmycuadra/shellwords"
"before-after-hook","gr2m/before-after-hook","https://github.com/gr2m/before-after-hook"
"to-readable-stream","sindresorhus/to-readable-stream","https://github.com/sindresorhus/to-readable-stream"
"d3-time","d3/d3-time","https://github.com/d3/d3-time"
"comma-separated-tokens","wooorm/comma-separated-tokens","https://github.com/wooorm/comma-separated-tokens"
"luxon","moment/luxon","https://github.com/moment/luxon"
"postcss-js","postcss/postcss-js","https://github.com/postcss/postcss-js"
"json-stable-stringify","ljharb/json-stable-stringify","https://github.com/ljharb/json-stable-stringify"
"zwitch","wooorm/zwitch","https://github.com/wooorm/zwitch"
"url-join","jfromaniello/url-join","https://github.com/jfromaniello/url-join"
"webpack-log","shellscape/webpack-log","https://github.com/shellscape/webpack-log"
"d3-shape","d3/d3-shape","https://github.com/d3/d3-shape"
"npm-registry-fetch","npm/npm-registry-fetch","https://github.com/npm/npm-registry-fetch"
"css-select-base-adapter","nrkn/css-select-base-adapter","https://github.com/nrkn/css-select-base-adapter"
"resolve-url-loader","bholloway/resolve-url-loader","https://github.com/bholloway/resolve-url-loader"
"babel-core","babel/babel","https://github.com/babel/babel/tree/master/packages/babel-core"
"postgres-array","bendrucker/postgres-array","https://github.com/bendrucker/postgres-array"
"fn.name","3rd-Eden/fn.name","https://github.com/3rd-Eden/fn.name"
"pg-types","brianc/node-pg-types","https://github.com/brianc/node-pg-types"
"semver-compare","substack/semver-compare","https://github.com/substack/semver-compare"
"d3-path","d3/d3-path","https://github.com/d3/d3-path"
"indexes-of","dominictarr/indexes-of","https://github.com/dominictarr/indexes-of"
"regex-parser","IonicaBizau/regex-parser.js","https://github.com/IonicaBizau/regex-parser.js"
"postgres-interval","bendrucker/postgres-interval","https://github.com/bendrucker/postgres-interval"
"adjust-sourcemap-loader","bholloway/adjust-sourcemap-loader","https://github.com/bholloway/adjust-sourcemap-loader"
"postgres-bytea","bendrucker/postgres-bytea","https://github.com/bendrucker/postgres-bytea"
"postcss-nesting","csstools/postcss-plugins","https://github.com/csstools/postcss-plugins"
"es-iterator-helpers","es-shims/iterator-helpers","https://github.com/es-shims/iterator-helpers"
"postgres-date","bendrucker/postgres-date","https://github.com/bendrucker/postgres-date"
"playwright-core","microsoft/playwright","https://github.com/microsoft/playwright"
"eslint-import-resolver-typescript","import-js/eslint-import-resolver-typescript","https://github.com/import-js/eslint-import-resolver-typescript"
"postcss-flexbugs-fixes","luisrudge/postcss-flexbugs-fixes","https://github.com/luisrudge/postcss-flexbugs-fixes"
"watchpack-chokidar2","webpack/watchpack","https://github.com/webpack/watchpack"
"void-elements","pugjs/void-elements","https://github.com/pugjs/void-elements"
"react-lifecycles-compat","reactjs/react-lifecycles-compat","https://github.com/reactjs/react-lifecycles-compat"
"micromark","micromark/micromark","https://github.com/micromark/micromark"
"didyoumean","dcporter/didyoumean.js","https://github.com/dcporter/didyoumean.js"
"iterator.prototype","ljharb/Iterator.prototype","https://github.com/ljharb/Iterator.prototype"
"filter-obj","sindresorhus/filter-obj","https://github.com/sindresorhus/filter-obj"
"d3-format","d3/d3-format","https://github.com/d3/d3-format"
"postcss-custom-properties","csstools/postcss-plugins","https://github.com/csstools/postcss-plugins"
"mri","lukeed/mri","https://github.com/lukeed/mri"
"sonic-boom","pinojs/sonic-boom","https://github.com/pinojs/sonic-boom"
"md5","pvorb/node-md5","https://github.com/pvorb/node-md5"
"devtools-protocol","ChromeDevTools/devtools-protocol","https://github.com/ChromeDevTools/devtools-protocol"
"array-find-index","sindresorhus/array-find-index","https://github.com/sindresorhus/array-find-index"
"pg-connection-string","brianc/node-postgres","https://github.com/brianc/node-postgres"
"async-retry","vercel/async-retry","https://github.com/vercel/async-retry"
"change-case","blakeembrey/change-case","https://github.com/blakeembrey/change-case"
"escape-goat","sindresorhus/escape-goat","https://github.com/sindresorhus/escape-goat"
"postcss-safe-parser","postcss/postcss-safe-parser","https://github.com/postcss/postcss-safe-parser"
"d3-time-format","d3/d3-time-format","https://github.com/d3/d3-time-format"
"term-size","sindresorhus/term-size","https://github.com/sindresorhus/term-size"
"ts-loader","TypeStrong/ts-loader","https://github.com/TypeStrong/ts-loader"
"replace-ext","gulpjs/replace-ext","https://github.com/gulpjs/replace-ext"
"ccount","wooorm/ccount","https://github.com/wooorm/ccount"
"d3-scale","d3/d3-scale","https://github.com/d3/d3-scale"
"ts-dedent","tamino-martinius/node-ts-dedent","https://github.com/tamino-martinius/node-ts-dedent"
"babylon","babel/babylon","https://github.com/babel/babylon"
"charenc","pvorb/node-charenc","https://github.com/pvorb/node-charenc"
"crypt","pvorb/node-crypt","https://github.com/pvorb/node-crypt"
"browser-stdout","kumavis/browser-stdout","https://github.com/kumavis/browser-stdout"
"pnp-webpack-plugin","arcanis/pnp-webpack-plugin","https://github.com/arcanis/pnp-webpack-plugin"
"upper-case-first","blakeembrey/change-case","https://github.com/blakeembrey/change-case"
"crypto-js","brix/crypto-js","https://github.com/brix/crypto-js"
"mdast-util-from-markdown","syntax-tree/mdast-util-from-markdown","https://github.com/syntax-tree/mdast-util-from-markdown"
