"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"hidapi","libusb/hidapi","https://github.com/libusb/hidapi.git","native","17199","22375","46281","0.00005493","C","gh/190275430","","gpl-3.0-only or bsd-3-clause or hidapi"
"gpgmepp","gpgme++/gpgme++","https://github.com/gpgme++/gpgme++.git","native","0","52080","52080","0.00005488","C","","","lgpl-2.1-or-later"
"debian:libcroco3","","","","51551","0","71655","0.00005469","C","","",""
"debian:libavcodec59","","","","51458","0","71526","0.00005459","C","","",""
"libgnome-games-support","","https://salsa.debian.org/gnome-team/libgnome-games-support.git","native","51431","0","71489","0.00005456","C","gl/debian-5303","",""
"kirigami","","https://invent.kde.org/frameworks/kirigami.git","native","34310","0","47690","0.00005437","C","gl/kde-2506","",""
"libusbmuxd","libimobiledevice/libusbmuxd","https://github.com/libimobiledevice/libusbmuxd.git","native","14280","39206","59055","0.00005411","C","gh/12892000","","gpl-2.0-or-later and lgpl-2.1-or-later"
"kwallet","","https://invent.kde.org/frameworks/kwallet.git","native","40333","0","56062","0.00005388","C","gl/kde-2586","",""
"polkit-qt-1","","https://invent.kde.org/libraries/polkit-qt-1.git","native","42530","0","59116","0.00005385","C","gl/kde-2490","",""
"aws-c-http","awslabs/aws-c-http","https://github.com/awslabs/aws-c-http.git","native","0","27644","27644","0.00005380","C","gh/142940518","","apache-2.0"
"liblrdf","swh/lrdf","https://github.com/swh/lrdf.git","native","49305","0","68533","0.00005355","C","gh/1982613","",""
"debian:libswscale6","","","","50402","0","70058","0.00005347","C","","",""
"qqwing","","https://salsa.debian.org/games-team/qqwing.git","native","50368","0","70011","0.00005343","C","gl/debian-94607","",""
"wtmpdb","thkukuk/wtmpdb","https://github.com/thkukuk/wtmpdb.git","native","40579","0","56404","0.00005337","C","gh/617971737","",""
"meta-gnome3","","https://salsa.debian.org/gnome-team/meta-gnome3.git","native","50220","0","69805","0.00005328","C","gl/debian-18880","",""
"xkeyboard-config","","https://salsa.debian.org/xorg-team/data/xkeyboard-config.git","native","0","13515","13515","0.00005325","C","gl/debian-4227","","mit"
"exiftool","exiftool/exiftool","https://github.com/exiftool/exiftool.git","native","0","69726","69726","0.00005322","C","gh/132751855","","artistic-1.0-perl or gpl-1.0-or-later"
"appstream","ximion/appstream","https://github.com/ximion/appstream.git","native","13781","15257","34412","0.00005313","C","gh/23877983","","lgpl-2.1-or-later"
"libid3tag","","https://salsa.debian.org/multimedia-team/libid3tag.git","native","45865","0","63752","0.00005310","C","gl/debian-94416","",""
"sonnet","","https://invent.kde.org/frameworks/sonnet.git","native","40134","0","55786","0.00005307","C","gl/kde-2102","",""
"debian:libavformat59","","","","49978","0","69469","0.00005302","C","","",""
"neon","exasim-project/neon","https://github.com/exasim-project/neon.git","eco","38219","0","53124","0.00005266","C","gh/703921209","",""
"libmatroska","","https://salsa.debian.org/multimedia-team/libmatroska.git","native","44787","5894","68147","0.00005263","C","gl/debian-8072","","lgpl-2.1-or-later"
"tokyocabinet","","https://salsa.debian.org/debian/tokyocabinet.git","native","37654","0","52339","0.00005259","C","gl/debian-20756","",""
"gstreamer:editing-services","","https://gitlab.freedesktop.org/gstreamer/gst-editing-services.git","native","49519","0","68831","0.00005253","C","gl/freedesktop-1346","",""
"mailx-unclassified","","https://salsa.debian.org/debian/bsd-mailx.git","native","49488","0","68788","0.00005250","C","gl/debian-27460","",""
"vips","libvips/libvips","https://github.com/libvips/libvips.git","native","0","68640","68640","0.00005239","C","gh/1291410","","lgpl-2.1-or-later"
"libwpe","","https://salsa.debian.org/webkit-team/libwpe.git","native","41849","0","58170","0.00005227","C","gl/debian-36200","",""
"libvoikko","","https://salsa.debian.org/debian/libvoikko.git","native","38624","0","53687","0.00005221","C","gl/debian-33621","",""
"debian:libpostproc56","","","","49197","0","68383","0.00005219","C","","",""
"ktextwidgets","","https://invent.kde.org/frameworks/ktextwidgets.git","native","40027","0","55637","0.00005215","C","gl/kde-2503","",""
"powertop","fenrus75/powertop","https://github.com/fenrus75/powertop.git","native","49076","0","68215","0.00005206","C","gh/3096701","",""
"blake3","blake3-team/blake3","https://github.com/blake3-team/blake3.git","native","0","48358","48358","0.00005200","C","gh/220778874","","cc0-1.0 or apache-2.0"
"xfce-exo","","https://gitlab.xfce.org/xfce/exo.git","native","32045","0","44542","0.00005187","C","gl/xfce-4","",""
"librttopo","","git://git.osgeo.org/gitea/rttopo/librttopo","native","20589","32799","61417","0.00005186","C","","","gpl-2.0-or-later"
"debian:libavfilter8","","","","48791","0","67819","0.00005176","C","","",""
"libvirt","","https://salsa.debian.org/libvirt-team/libvirt.git","native","20418","39355","67736","0.00005170","C","gl/debian-9747","","lgpl-2.1-or-later and gpl-2.0-or-later"
"libpst","","https://salsa.debian.org/debian/libpst.git","native","47368","0","65841","0.00005156","C","gl/debian-19109","",""
"libdbusmenu-qt","","https://salsa.debian.org/qt-kde-team/extras/libdbusmenu-qt.git","native","41631","0","57867","0.00005156","C","gl/debian-13422","",""
"parallel","","https://salsa.debian.org/med-team/parallel.git","native","0","67410","67410","0.00005145","C","gl/debian-59468","","gpl-3.0-or-later"
"kdoctools","","https://invent.kde.org/frameworks/kdoctools.git","native","37979","0","52790","0.00005120","C","gl/kde-2787","",""
"libmusicbrainz","metabrainz/libmusicbrainz","https://github.com/metabrainz/libmusicbrainz.git","native","48171","0","66957","0.00005110","C","gh/3983393","",""
"augeas","hercules-team/augeas","https://github.com/hercules-team/augeas.git","native","23745","24971","57976","0.00005101","C","gh/59056","","lgpl-2.1-or-later"
"swiftgen","swiftgen/swiftgen","https://github.com/swiftgen/swiftgen.git","native","0","66615","66615","0.00005084","C","gh/39166950","","mit"
"debian:libnetpbm10","","","","47832","0","66486","0.00005074","C","","",""
"librdkafka","confluentinc/librdkafka","https://github.com/confluentinc/librdkafka.git","native","3896","54354","59769","0.00005053","C","gh/5870069","","bsd-2-clause"
"qhull","","https://salsa.debian.org/science-team/qhull.git","native","22361","32729","63810","0.00005030","C","gl/debian-3646","","qhull"
"jenv","jenv/jenv","https://github.com/jenv/jenv.git","native","0","65775","65775","0.00005020","C","gh/7808903","","mit"
"gdk-pixbuf-xlib","","https://salsa.debian.org/gnome-team/gdk-pixbuf-xlib.git","native","47286","0","65727","0.00005016","C","gl/debian-56218","",""
"xmlto","","https://pagure.io/xmlto/","native","0","65496","65496","0.00004999","C","","","gpl-2.0-or-later"
"editorconfig-core-unclassified","","","","46149","0","64147","0.00004976","C","","",""
"colord-gtk","","https://salsa.debian.org/debian/colord-gtk.git","native","45816","0","63684","0.00004965","C","gl/debian-27103","",""
"libadwaita","gnome/libadwaita","https://github.com/gnome/libadwaita.git","native","0","14240","14240","0.00004964","C","gh/353172967","","lgpl-2.1-or-later"
"mecab","taku910/mecab","https://github.com/taku910/mecab.git","native","0","32762","32762","0.00004946","C","gh/32217875","","gpl-2.0-only or lgpl-2.1-only or bsd-3-clause"
"libunity","mercysimp/libunity","https://github.com/mercysimp/libunity.git","native","45379","0","63076","0.00004945","C","gh/997723496","",""
"gupnp-igd","","https://salsa.debian.org/gnome-team/gupnp-igd.git","native","34679","0","48203","0.00004944","C","gl/debian-18795","",""
"usbredir","","https://salsa.debian.org/debian/usbredir.git","native","38690","9546","63325","0.00004934","C","gl/debian-31074","","gpl-2.0-or-later and lgpl-2.0-or-later"
"lightdm","","https://salsa.debian.org/xfce-extras-team/lightdm.git","native","46336","0","64407","0.00004916","C","gl/debian-19230","",""
"box2d","","https://salsa.debian.org/games-team/box2d.git","native","46336","0","64407","0.00004916","C","gl/debian-23687","",""
"libmspack","","https://salsa.debian.org/debian/libmspack.git","native","46328","0","64395","0.00004915","C","gl/debian-20763","",""
"ccid","","https://salsa.debian.org/debian/ccid.git","native","25623","0","35615","0.00004892","C","gl/debian-19180","",""
"debian:libreadline5","","","","46100","0","64078","0.00004891","C","","",""
"qtchooser","","https://salsa.debian.org/qt-kde-team/qt/qtchooser.git","native","37737","0","52454","0.00004874","C","gl/debian-12481","",""
"aws-crt-cpp","awslabs/aws-crt-cpp","https://github.com/awslabs/aws-crt-cpp.git","native","0","45263","45263","0.00004847","C","gh/157629873","","apache-2.0"
"thunar","","https://salsa.debian.org/xfce-team/desktop/thunar.git","native","30475","0","42360","0.00004831","C","gl/debian-12917","",""
"acpid","","https://salsa.debian.org/debian/acpid.git","native","38795","0","53925","0.00004782","C","gl/debian-10701","",""
"aria2","aria2/aria2","https://github.com/aria2/aria2.git","native","0","62538","62538","0.00004773","C","gh/1116542","","gpl-2.0-or-later"
"certbot","certbot/certbot","https://github.com/certbot/certbot.git","native","0","62442","62442","0.00004766","C","gh/26516210","","apache-2.0"
"debian:libnautilus-extension1a","","","","44908","0","62422","0.00004764","C","","",""
"pkcs11-helper","opensc/pkcs11-helper","https://github.com/opensc/pkcs11-helper.git","native","22868","25776","57562","0.00004752","C","gh/6738820","","bsd-3-clause or gpl-2.0-or-later"
"libjaylink","","git://git.zapb.de/libjaylink/libjaylink","native","37660","0","52347","0.00004745","C","","",""
"kcmutils","","https://invent.kde.org/frameworks/kcmutils.git","native","30937","0","43002","0.00004739","C","gl/kde-2533","",""
"lv2","","https://salsa.debian.org/multimedia-team/lv2.git","native","698","0","970","0.00004738","C","gl/debian-8101","",""
"flex","westes/flex","https://github.com/westes/flex.git","native","28079","22756","61785","0.00004716","C","gh/14521001","","bsd-2-clause"
"r","","","","0","61478","61478","0.00004692","C","","https://svn.r-project.org/R","gpl-2.0-or-later"
"xctesthtmlreport","xctesthtmlreport/xctesthtmlreport","https://github.com/xctesthtmlreport/xctesthtmlreport.git","native","0","61481","61481","0.00004692","C","gh/98071258","","mit"
"libspatialite","","","","5339","51893","59314","0.00004687","C","","","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"debian:libx264-160","","","","44133","0","61344","0.00004682","C","","",""
"gtk-vnc","","https://gitlab.gnome.org/gnome/gtk-vnc.git","native","37083","9720","61265","0.00004676","C","gl/gnome-1533","","lgpl-2.1-or-later"
"solid-hardware-abstraction","","https://invent.kde.org/frameworks/solid.git","native","40313","0","56035","0.00004676","C","gl/kde-2446","",""
"kparts","","https://invent.kde.org/frameworks/kparts.git","native","33437","0","46477","0.00004670","C","gl/kde-1991","",""
"xcb-util-cursor","","https://salsa.debian.org/debian/xcb-util-cursor.git","native","35744","0","49684","0.00004662","C","gl/debian-70502","",""
"libreplaygain","","https://salsa.debian.org/multimedia-team/libreplaygain.git","native","851","20447","21629","0.00004657","C","gl/debian-8082","","lgpl-2.1-or-later"
"wpebackend-fdo","","https://salsa.debian.org/webkit-team/wpebackend-fdo.git","native","41829","0","58142","0.00004655","C","gl/debian-36201","",""
"nasm","","https://salsa.debian.org/debian/nasm.git","native","0","60871","60871","0.00004646","C","gl/debian-26613","","bsd-2-clause"
"libdvdcss","","https://code.videolan.org/videolan/libdvdcss.git","native","0","7602","7602","0.00004645","C","gl/videolan-75","","gpl-2.0-or-later"
"potrace","","","","34872","6759","55231","0.00004639","C","","","gpl-2.0-or-later"
"kbookmarks","","https://invent.kde.org/frameworks/kbookmarks.git","native","35954","0","49976","0.00004638","C","gl/kde-2074","",""
"kwayland","","https://invent.kde.org/frameworks/kwayland.git","native","41657","0","57903","0.00004616","C","gl/kde-2735","",""
"libspatialaudio","videolan/libspatialaudio","https://github.com/videolan/libspatialaudio.git","native","42591","0","59201","0.00004580","C","gh/88265349","",""
"perl:b-hooks-op-check","karenetheridge/b-hooks-op-check","https://github.com/karenetheridge/b-hooks-op-check.git","native","43166","0","60000","0.00004579","C","gh/90956385","",""
"w3m","tats/w3m","https://github.com/tats/w3m.git","native","43147","0","59974","0.00004577","C","gh/16247635","",""
"libcuefile","","","","0","20456","20456","0.00004568","C","","","gpl-2.0-or-later"
"apache-thrift","apache/thrift","https://github.com/apache/thrift.git","native","0","53749","53749","0.00004563","C","gh/310611","",""
"python:tk","atranitell/tensorkit","https://github.com/atranitell/tensorkit.git","native","0","59768","59768","0.00004562","C","","",""
"hfst-ospell","hfst/hfst-ospell","https://github.com/hfst/hfst-ospell.git","native","32398","0","45033","0.00004548","C","gh/53049269","",""
"phonon","","https://salsa.debian.org/qt-kde-team/extras/phonon.git","native","32955","0","45807","0.00004494","C","gl/debian-17814","",""
"luajit-openresty","openresty/luajit2","https://github.com/openresty/luajit2.git","native","0","58689","58689","0.00004479","C","gh/14096125","","mit"
"libchamplain","","https://salsa.debian.org/gnome-team/libchamplain.git","native","40963","0","56938","0.00004477","C","gl/debian-5292","",""
"exiv2","exiv2/exiv2","https://github.com/exiv2/exiv2.git","native","16703","0","23217","0.00004477","C","gh/89623031","",""
"tcpdump","","https://salsa.debian.org/debian/tcpdump.git","native","42155","0","58595","0.00004472","C","gl/debian-1410","",""
"openconnect","","https://salsa.debian.org/debian/openconnect.git","native","26376","21919","58581","0.00004471","C","gl/debian-15082","","lgpl-2.1-only"
"zsh-syntax-highlighting","zsh-users/zsh-syntax-highlighting","https://github.com/zsh-users/zsh-syntax-highlighting.git","native","0","58409","58409","0.00004458","C","gh/1197428","","bsd-3-clause"
"autogen","","https://salsa.debian.org/debian/autogen.git","native","41854","0","58177","0.00004440","C","gl/debian-2985","",""
"glew","","https://salsa.debian.org/debian/glew.git","native","10294","39388","53696","0.00004412","C","gl/debian-22977","","bsd-3-clause"
"node-build","nodenv/node-build","https://github.com/nodenv/node-build.git","native","0","57793","57793","0.00004411","C","gh/8693113","","mit"
