"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"libayatana-appindicator","ayatanaindicators/libayatana-appindicator","https://github.com/ayatanaindicators/libayatana-appindicator.git","native","83650","0","116273","0.00008874","C","gh/874868051","",""
"llhttp","nodejs/llhttp","https://github.com/nodejs/llhttp.git","native","0","20","20","0.00008842","C","gh/122002958","","mit"
"libgxps","","https://salsa.debian.org/gnome-team/libgxps.git","native","80295","0","111610","0.00008841","C","gl/debian-5308","",""
"cfitsio","","https://salsa.debian.org/debian-astro-team/cfitsio.git","native","17003","86102","109736","0.00008821","C","gl/debian-9344","","cfitsio"
"graphicsmagick","","","","15373","93974","115342","0.00008803","C","","https://foss.heptapod.net/graphicsmagick/graphicsmagick","mit"
"libmad","","https://codeberg.org/tenacityteam/libmad.git","native","72452","11598","112306","0.00008788","C","","",""
"libltc","x42/libltc","https://github.com/x42/libltc.git","native","81614","0","113443","0.00008783","C","gh/5425807","",""
"terminal-notifier","julienxx/terminal-notifier","https://github.com/julienxx/terminal-notifier.git","native","0","55071","55071","0.00008752","C","gh/5057307","","mit"
"kcodecs","","https://invent.kde.org/frameworks/kcodecs.git","native","40830","0","56753","0.00008730","C","gl/kde-2109","",""
"debian:libiptc0","","","","82193","0","114248","0.00008720","C","","",""
"xterm","","https://salsa.debian.org/xorg-team/app/xterm.git","native","82139","0","114173","0.00008714","C","gl/debian-4222","",""
"insserv","slicer69/insserv","https://github.com/slicer69/insserv.git","native","38158","0","53039","0.00008707","C","gh/457067632","",""
"debian:libgs9","","","","81930","0","113882","0.00008692","C","","",""
"python:pygobject","","https://gitlab.gnome.org/gnome/pygobject.git","override","0","97625","97625","0.00008608","C","gl/gnome-416","",""
"openni2","","https://salsa.debian.org/multimedia-team/openni2.git","native","79861","0","111006","0.00008597","C","gl/debian-8147","",""
"synaptic","mvo5/synaptic","https://github.com/mvo5/synaptic.git","native","81022","0","112620","0.00008595","C","gh/38752718","",""
"smartmontools","","https://salsa.debian.org/debian/smartmontools.git","native","56469","34039","112530","0.00008589","C","gl/debian-29444","","gpl-2.0-or-later"
"zix","","https://gitlab.com/drobilla/zix.git","native","37663","0","52351","0.00008571","C","gl/14889806","",""
"debian:libmagickcore-6.q16-6","","","","80473","0","111857","0.00008537","C","","",""
"debian:libmagickwand-6.q16-6","","","","80161","0","111423","0.00008504","C","","",""
"gtksourceview","","https://gitlab.gnome.org/gnome/gtksourceview.git","native","64403","15922","105442","0.00008457","C","gl/gnome-1610","",""
"vulkan-headers","khronosgroup/vulkan-headers","https://github.com/khronosgroup/vulkan-headers.git","native","0","37458","37458","0.00008374","C","gh/132043393","","apache-2.0"
"debian:libprocps8","","","","78874","0","109634","0.00008368","C","","",""
"debian:perl-modules-5.36","","","","78755","0","109469","0.00008355","C","","",""
"debian:libperl5.36","","","","78716","0","109415","0.00008351","C","","",""
"jxrlib","4creators/jxrlib","https://github.com/4creators/jxrlib.git","native","78684","0","109370","0.00008347","C","gh/92637941","",""
"kguiaddons","","https://invent.kde.org/frameworks/kguiaddons.git","native","41996","0","58374","0.00008342","C","gl/kde-1998","",""
"libburn","","https://salsa.debian.org/optical-media-team/libburn.git","native","73702","0","102445","0.00008334","C","gl/debian-19552","",""
"debian:python-minimal","","","","78531","0","109158","0.00008331","C","","",""
"osinfo-db","","https://salsa.debian.org/libvirt-team/osinfo-db.git","native","66295","10134","102284","0.00008329","C","gl/debian-9755","","gpl-2.0-or-later"
"groonga","groonga/groonga","https://github.com/groonga/groonga.git","native","0","90009","90009","0.00008320","C","gh/107202","","lgpl-2.1-or-later"
"debian:python","","","","78411","0","108991","0.00008318","C","","",""
"tk","tcltk/tk","https://github.com/tcltk/tk.git","native","69434","0","96513","0.00008311","C","gh/1325546","",""
"libisofs","","https://salsa.debian.org/optical-media-team/libisofs/tree/master.git","native","73463","0","102113","0.00008308","C","","",""
"xfconf","","https://salsa.debian.org/xfce-team/desktop/xfconf.git","native","36612","0","50890","0.00008301","C","gl/debian-28577","",""
"perl:glib-object-introspection","","https://gitlab.gnome.org/gnome/perl-glib-object-introspection.git","native","78120","0","108586","0.00008288","C","gl/gnome-1591","",""
"perl:cairo-gobject","","git://git.gnome.org/browse/perl-cairo-gobject/","native","78084","0","108536","0.00008284","C","","",""
"xerces-c","","https://salsa.debian.org/bblough/xerces-c.git","native","34086","54586","101965","0.00008281","C","gl/debian-29634","","apache-2.0"
"libxnvctrl","","https://salsa.debian.org/nvidia-team/nvidia-settings.git","native","51452","0","71518","0.00008266","C","gl/debian-20753","",""
"gssdp","","https://salsa.debian.org/gnome-team/gssdp.git","native","61171","0","85027","0.00008224","C","gl/debian-5495","",""
"debian:librest-0.7-0","","","","77201","0","107309","0.00008190","C","","",""
"apache-arrow","apache/arrow","https://github.com/apache/arrow.git","override","0","104424","104424","0.00008130","C","gh/51905353","","apache-2.0"
"network-manager-applet","","https://salsa.debian.org/utopia-team/network-manager-applet.git","native","76622","0","106504","0.00008129","C","gl/debian-8531","",""
"libmanette","","https://salsa.debian.org/gnome-team/libmanette.git","native","75281","0","104640","0.00008080","C","gl/debian-6966","",""
"xcodegen","yonaskolb/xcodegen","https://github.com/yonaskolb/xcodegen.git","native","0","105646","105646","0.00008063","C","gh/97716052","","mit"
"dtc","","git://git.kernel.org/pub/scm/utils/dtc/dtc.git","native","25821","57133","93024","0.00008040","C","","","gpl-2.0-or-later or bsd-2-clause"
"babl","","https://salsa.debian.org/gnome-team/babl.git","native","72562","0","100861","0.00008020","C","gl/debian-5525","",""
"docbook-xsl","docbook/xslt10-stylesheets","https://github.com/docbook/xslt10-stylesheets.git","native","0","80145","80145","0.00008019","C","gh/42652543","","mit"
"clutter-gtk","","https://salsa.debian.org/gnome-team/clutter-gtk.git","native","68703","0","95497","0.00007973","C","gl/debian-5155","",""
"xfce4-panel","","https://salsa.debian.org/xfce-team/desktop/xfce4-panel.git","native","30222","0","42008","0.00007970","C","gl/debian-25794","",""
"lynx","","https://salsa.debian.org/lynx-team/lynx.git","native","63152","13002","100783","0.00007911","C","gl/debian-12557","","gpl-2.0-only"
"gnuplot","","https://salsa.debian.org/science-team/gnuplot.git","native","14871","73549","94219","0.00007888","C","gl/debian-3302","","gnuplot"
"jigit","","","","60991","0","84777","0.00007884","C","","",""
"xkbset","","https://salsa.debian.org/debian/xkbset.git","native","74271","0","103236","0.00007879","C","gl/debian-6502","",""
"gjs","","https://gitlab.gnome.org/gnome/gjs.git","native","64386","0","89496","0.00007876","C","gl/gnome-106","",""
"lzlib","","","","14488","25226","45364","0.00007818","C","","","bsd-2-clause"
"aws-c-io","awslabs/aws-c-io","https://github.com/awslabs/aws-c-io.git","native","0","32560","32560","0.00007805","C","gh/123649788","","apache-2.0"
"gupnp","","https://salsa.debian.org/gnome-team/gupnp.git","native","61167","0","85022","0.00007782","C","gl/debian-5281","",""
"adwaita-icon-theme","","https://salsa.debian.org/gnome-team/adwaita-icon-theme.git","native","0","69056","69056","0.00007778","C","gl/debian-5519","","lgpl-3.0-or-later or cc-by-sa-3.0"
"kservice","","https://invent.kde.org/frameworks/kservice.git","native","40300","0","56016","0.00007768","C","gl/kde-2379","",""
"evince","","https://salsa.debian.org/gnome-team/evince.git","native","73177","0","101716","0.00007763","C","gl/debian-5167","",""
"liburing","axboe/liburing","https://github.com/axboe/liburing.git","native","44928","0","62449","0.00007724","C","gh/200663555","",""
"intel-processor-trace","intel/libipt","https://github.com/intel/libipt.git","native","39576","0","55010","0.00007702","C","gh/12757845","",""
"gimp","","https://salsa.debian.org/gnome-team/gimp.git","native","72509","0","100787","0.00007692","C","gl/debian-19434","",""
"scrcpy","genymobile/scrcpy","https://github.com/genymobile/scrcpy.git","native","0","100474","100474","0.00007668","C","gh/111583593","","apache-2.0"
"aws-sdk-cpp","aws/aws-sdk-cpp","https://github.com/aws/aws-sdk-cpp.git","native","0","94341","94341","0.00007661","C","gh/35440404","","apache-2.0"
"libvterm-leonerd","neovim/libvterm","https://github.com/neovim/libvterm.git","native","0","99457","99457","0.00007591","C","gh/31254787","",""
"debian:libmagickcore-6.q16-6-extra","","","","71299","0","99105","0.00007564","C","","",""
"kiconthemes","","https://invent.kde.org/frameworks/kiconthemes.git","native","40630","0","56475","0.00007562","C","gl/kde-2770","",""
"debian:dnsutils","","","","71271","0","99066","0.00007561","C","","",""
"libimobiledevice-glue","libimobiledevice/libimobiledevice-glue","https://github.com/libimobiledevice/libimobiledevice-glue.git","native","35078","17482","66240","0.00007495","C","gh/374137792","","lgpl-2.1-or-later"
"tinysparql","","https://gitlab.gnome.org/gnome/tinysparql.git","native","56571","0","78633","0.00007486","C","gl/gnome-1593","",""
"fluidsynth","fluidsynth/fluidsynth","https://github.com/fluidsynth/fluidsynth.git","native","49506","26755","95568","0.00007481","C","gh/95304991","",""
"apmod:dnssd","","","","62782","0","87266","0.00007459","C","","",""
"doxygen","","https://salsa.debian.org/debian/doxygen.git","native","0","97634","97634","0.00007452","C","gl/debian-35731","","gpl-2.0-only"
"libmms","","https://salsa.debian.org/multimedia-team/libmms.git","native","67980","2855","97347","0.00007430","C","gl/debian-8074","","lgpl-2.1-or-later"
"debian:perl-modules-5.32","","","","69687","0","96864","0.00007393","C","","",""
"vtk","kitware/vtk","https://github.com/kitware/vtk.git","native","1051","91433","92893","0.00007389","C","gh/631615","","bsd-3-clause"
"debian:libperl5.32","","","","69593","0","96734","0.00007383","C","","",""
"libosinfo","","https://salsa.debian.org/libvirt-team/libosinfo.git","native","65340","5769","96591","0.00007372","C","gl/debian-9751","","lgpl-2.0-or-later"
"swig","","https://salsa.debian.org/debian/swig.git","native","0","96459","96459","0.00007362","C","gl/debian-33654","","gpl-3.0-or-later"
"debian:libavutil56","","","","69325","0","96361","0.00007354","C","","",""
"kdbusaddons","","https://invent.kde.org/frameworks/kdbusaddons.git","native","40549","0","56363","0.00007351","C","gl/kde-1997","",""
"debian:libswresample3","","","","69260","0","96271","0.00007348","C","","",""
"transmission","transmission/transmission","https://github.com/transmission/transmission.git","native","60588","11778","95995","0.00007327","C","gh/35129809","",""
"libxcvt","","https://salsa.debian.org/xorg-team/lib/libxcvt.git","native","63070","0","87667","0.00007301","C","gl/debian-61997","",""
"notification-daemon","","https://salsa.debian.org/gnome-team/notification-daemon.git","native","68799","0","95630","0.00007299","C","gl/debian-5400","",""
"exempi","","https://salsa.debian.org/debian/exempi.git","native","66412","0","92312","0.00007271","C","gl/debian-6045","",""
"kcrash","","https://invent.kde.org/frameworks/kcrash.git","native","41229","0","57308","0.00007251","C","gl/kde-2468","",""
"libmediaart","","https://salsa.debian.org/gnome-team/libmediaart.git","native","62773","0","87254","0.00007230","C","gl/debian-8589","",""
"debian:libexiv2-27","","","","68129","0","94699","0.00007228","C","","",""
"rhash","","https://salsa.debian.org/pkg-security-team/rhash.git","native","3427","0","4763","0.00007209","C","gl/debian-8452","",""
"gnome-disk-utility","","https://salsa.debian.org/gnome-team/gnome-disk-utility.git","native","67940","0","94436","0.00007208","C","gl/debian-8482","",""
"debian:libavcodec58","","","","67615","0","93984","0.00007173","C","","",""
"karchive","","https://invent.kde.org/frameworks/karchive.git","native","41353","0","57480","0.00007156","C","gl/kde-2153","",""
"imlib2","","https://salsa.debian.org/debian/imlib2.git","native","26614","23105","60098","0.00007146","C","gl/debian-18520","","imlib2"
"wireshark","","https://gitlab.com/wireshark/wireshark.git","native","14990","70267","91103","0.00007136","C","gl/7898047","","gpl-2.0-or-later"
"gnome-settings-daemon","","https://gitlab.gnome.org/gnome/gnome-settings-daemon.git","native","63941","0","88877","0.00007060","C","gl/gnome-664","",""
"nautilus","","https://salsa.debian.org/gnome-team/nautilus.git","native","59519","0","82731","0.00007047","C","gl/debian-5329","",""
"mpi-defaults","","https://salsa.debian.org/science-team/mpi-defaults.git","native","6896","0","9585","0.00007021","C","gl/debian-3503","",""
"debian:libgimp2.0","","","","66143","0","91938","0.00007017","C","","",""
"webkitgtk","webkit/webkit","https://github.com/webkit/webkit.git","native","53986","0","75040","0.00007007","C","gh/320636477","",""
"ada","ada-url/ada","https://github.com/ada-url/ada.git","native","0","471","471","0.00007004","C","gh/579485798","",""
"libraqm","host-oman/libraqm","https://github.com/host-oman/libraqm.git","native","28855","43673","83781","0.00006986","C","gh/47186392","","mit"
"node:undici","nodejs/llhttp","https://github.com/nodejs/llhttp.git","native","28","0","38","0.00006971","C","gh/122002958","",""
"aws-c-cal","awslabs/aws-c-cal","https://github.com/awslabs/aws-c-cal.git","native","0","32847","32847","0.00006969","C","gh/169459589","","apache-2.0"
"hdrhistogram-c","hdrhistogram/hdrhistogram_c","https://github.com/hdrhistogram/hdrhistogram_c.git","native","0","0","0","0.00006968","C","gh/28841640","",""
"merve","nodejs/merve","https://github.com/nodejs/merve.git","native","0","0","0","0.00006968","C","gh/732165431","","apache-2.0"
"nbytes","nodejs/nbytes","https://github.com/nodejs/nbytes.git","native","0","0","0","0.00006968","C","gh/826446971","","mit"
"libqrtr-glib","","https://gitlab.freedesktop.org/mobile-broadband/libqrtr-glib.git","native","50584","0","70311","0.00006960","C","gl/freedesktop-8839","",""
"xdg-user-dirs-gtk","","https://salsa.debian.org/gnome-team/xdg-user-dirs-gtk.git","native","63691","0","88530","0.00006957","C","gl/debian-5368","",""
"knotifications","","https://invent.kde.org/frameworks/knotifications.git","native","40430","0","56197","0.00006953","C","gl/kde-2110","",""
"python:pillow","python-pillow/pillow","https://github.com/python-pillow/pillow.git","native","0","91084","91084","0.00006952","C","gh/5171600","",""
"debian:imagemagick-6.q16","","","","65493","0","91035","0.00006948","C","","",""
"grilo","","https://salsa.debian.org/berto/grilo.git","native","61000","0","84790","0.00006947","C","gl/debian-19231","",""
"geoclue","","https://gitlab.freedesktop.org/geoclue/geoclue/wikis/home.git","native","63767","0","88636","0.00006932","C","","",""
"usrmerge","","https://salsa.debian.org/md/usrmerge.git","native","65284","0","90744","0.00006926","C","gl/debian-1168","",""
"debian:libncurses5","","","","65234","0","90675","0.00006921","C","","",""
"wimlib","","https://salsa.debian.org/debian/wimlib.git","native","0","90303","90303","0.00006892","C","gl/debian-19560","","gpl-3.0-or-later"
"kcompletion","","https://invent.kde.org/frameworks/kcompletion.git","native","40990","0","56976","0.00006890","C","gl/kde-2061","",""
"screen","","https://salsa.debian.org/debian/screen.git","native","55231","13170","89941","0.00006864","C","gl/debian-28763","","gpl-3.0-or-later"
"vlc","videolan/vlc","https://github.com/videolan/vlc.git","native","58848","0","81798","0.00006848","C","gh/3299208","",""
"http-parser","nodejs/http-parser","https://github.com/nodejs/http-parser.git","native","46488","0","64618","0.00006804","C","gh/186749","",""
"libebml","","https://salsa.debian.org/multimedia-team/libebml.git","native","44793","6385","68647","0.00006794","C","gl/debian-8059","","lgpl-2.1-or-later"
"libpaper","rrthomas/libpaper","https://github.com/rrthomas/libpaper.git","native","13717","12832","31898","0.00006764","C","gh/13846580","","lgpl-2.1-or-later"
"uriparser","uriparser/uriparser","https://github.com/uriparser/uriparser.git","native","38480","24201","77688","0.00006738","C","gh/116530664","","bsd-3-clause"
"aptitude","","https://salsa.debian.org/apt-team/aptitude.git","native","63478","0","88234","0.00006734","C","gl/debian-7247","",""
"gnome-control-center","","https://salsa.debian.org/gnome-team/gnome-control-center.git","native","62535","0","86923","0.00006729","C","gl/debian-18881","",""
"gnome-autoar","","https://salsa.debian.org/gnome-team/gnome-autoar.git","native","59228","0","82326","0.00006710","C","gl/debian-5194","",""
"gnome-terminal","","https://salsa.debian.org/gnome-team/gnome-terminal.git","native","63111","0","87724","0.00006695","C","gl/debian-5437","",""
"whois","rfc1036/whois","https://github.com/rfc1036/whois.git","eco","62901","0","87432","0.00006673","C","gh/9126725","",""
"kitemviews","","https://invent.kde.org/frameworks/kitemviews.git","native","41860","0","58185","0.00006668","C","gl/kde-2814","",""
"file-roller","","https://salsa.debian.org/gnome-team/file-roller.git","native","62629","0","87054","0.00006644","C","gl/debian-5170","",""
"libgeotiff","osgeo/libgeotiff","https://github.com/osgeo/libgeotiff.git","native","20577","56263","84865","0.00006637","C","gh/162269010","","mit"
"debian:libavformat58","","","","62380","0","86708","0.00006618","C","","",""
"mutter","","https://salsa.debian.org/gnome-team/mutter.git","native","60497","0","84090","0.00006617","C","gl/debian-18915","",""
"gdb","","https://salsa.debian.org/gdb-team/gdb.git","native","25866","50657","86610","0.00006610","C","gl/debian-26156","","gpl-3.0-or-later"
"wireless-tools","hewlettpackard/wireless-tools","https://github.com/hewlettpackard/wireless-tools.git","eco","62225","0","86492","0.00006601","C","gh/72480962","",""
"fastfetch","fastfetch-cli/fastfetch","https://github.com/fastfetch-cli/fastfetch.git","native","0","86420","86420","0.00006596","C","gh/340181518","","mit"
"libiptcdata","ianw/libiptcdata","https://github.com/ianw/libiptcdata.git","native","62066","0","86271","0.00006584","C","gh/79751407","",""
"gnome-session","","https://gitlab.gnome.org/gnome/gnome-session.git","native","59752","0","83055","0.00006569","C","gl/gnome-1659","",""
"gnome-user-share","","https://salsa.debian.org/gnome-team/gnome-user-share.git","native","61916","0","86063","0.00006569","C","gl/debian-5491","",""
"mvfst","facebook/mvfst","https://github.com/facebook/mvfst.git","native","0","86003","86003","0.00006564","C","gh/128842710","","mit"
"psutils-postscript-rrthomas","rrthomas/psutils","https://github.com/rrthomas/psutils.git","native","16825","32067","55453","0.00006554","C","gh/7121103","",""
"liblouisutdml","","https://salsa.debian.org/a11y-team/liblouisutdml.git","native","61622","0","85654","0.00006537","C","gl/debian-6384","",""
"exim","","","","61569","0","85580","0.00006532","C","","",""
"ethtool","","https://salsa.debian.org/kernel-team/ethtool.git","native","61417","0","85369","0.00006516","C","gl/debian-18665","",""
"ann","","https://salsa.debian.org/science-team/ann.git","native","49040","0","68165","0.00006512","C","gl/debian-3040","",""
"xnnpack","google/xnnpack","https://github.com/google/xnnpack.git","native","59152","0","82221","0.00006506","C","gh/208364128","",""
"debian:libswscale5","","","","61279","0","85177","0.00006501","C","","",""
"rpcbind","","https://salsa.debian.org/debian/rpcbind.git","native","58826","0","81768","0.00006500","C","gl/debian-35362","",""
"libcddb","","https://salsa.debian.org/nickg/libcddb.git","native","60542","0","84153","0.00006485","C","gl/debian-61210","",""
"grilo-plugins","","https://salsa.debian.org/berto/grilo-plugins.git","native","59513","0","82723","0.00006466","C","gl/debian-19238","",""
"libgnomekbd","","https://salsa.debian.org/gnome-team/libgnomekbd.git","native","60799","0","84510","0.00006450","C","gl/debian-17611","",""
"totem","","https://salsa.debian.org/gnome-team/totem.git","native","60741","0","84429","0.00006444","C","gl/debian-5460","",""
"swiftformat","nicklockwood/swiftformat","https://github.com/nicklockwood/swiftformat.git","native","0","84357","84357","0.00006438","C","gh/66302557","","mit"
"libphonenumber","google/libphonenumber","https://github.com/google/libphonenumber.git","native","60529","0","84135","0.00006421","C","gh/27500243","",""
"libnatpmp","","https://salsa.debian.org/miniupnp-team/libnatpmp.git","native","57334","0","79694","0.00006394","C","gl/debian-4417","",""
"pyenv-virtualenv","pyenv/pyenv-virtualenv","https://github.com/pyenv/pyenv-virtualenv.git","native","0","83753","83753","0.00006392","C","gh/8268387","","mit"
"debian:libpostproc55","","","","60251","0","83748","0.00006392","C","","",""
"clutter-gst","","https://gitlab.gnome.org/archive/clutter-gst.git","native","57379","0","79756","0.00006387","C","gl/gnome-2906","",""
"libdecor-0","","https://gitlab.freedesktop.org/libdecor/libdecor.git","native","53666","0","74595","0.00006376","C","gl/freedesktop-18349","",""
"gnome-shell","","https://gitlab.gnome.org/gnome/gnome-shell.git","native","57907","0","80490","0.00006373","C","gl/gnome-546","",""
"debian:libncursesw5","","","","59885","0","83240","0.00006353","C","","",""
"brasero","","https://salsa.debian.org/gnome-team/brasero.git","native","59801","0","83123","0.00006344","C","gl/debian-5528","",""
"ipython","ipython/ipython","https://github.com/ipython/ipython.git","native","0","83029","83029","0.00006337","C","gh/658518","","bsd-3-clause"
"debian:libpython2.7","","","","59406","0","82574","0.00006302","C","","",""
"pigz","","https://salsa.debian.org/blade/pigz.git","native","51435","10901","82395","0.00006289","C","gl/debian-57855","","zlib"
"libgpod","","https://salsa.debian.org/debian/libgpod.git","native","59261","0","82372","0.00006287","C","gl/debian-30562","",""
"libsidplay","","","","58578","0","81423","0.00006276","C","","",""
"dee","","https://salsa.debian.org/debian/dee.git","native","54154","0","75274","0.00006271","C","gl/debian-32122","",""
"libxmlb","hughsie/libxmlb","https://github.com/hughsie/libxmlb.git","native","49823","10382","79635","0.00006267","C","gh/149332634","","lgpl-2.1-or-later"
"python:pyqt","","","","0","81996","81996","0.00006258","C","","",""
"folks","","https://salsa.debian.org/gnome-team/folks.git","native","55522","0","77175","0.00006237","C","gl/debian-27051","",""
"debian:libavfilter7","","","","58722","0","81623","0.00006230","C","","",""
"libjcat","hughsie/libjcat","https://github.com/hughsie/libjcat.git","native","58669","0","81549","0.00006224","C","gh/243584232","",""
"kcolorscheme","","https://invent.kde.org/frameworks/kcolorscheme.git","native","15298","0","21264","0.00006181","C","gl/kde-14518","",""
"rabbitmq-server","rabbitmq/rabbitmq-server","https://github.com/rabbitmq/rabbitmq-server.git","native","0","80962","80962","0.00006179","C","gh/924551","",""
"flashrom","","https://salsa.debian.org/myczko-guest/flashrom.git","native","58153","0","80832","0.00006169","C","gl/debian-43153","",""
"debian:libcomerr2","","","","58117","0","80782","0.00006165","C","","",""
"malcontent-parental-controls","","https://gitlab.freedesktop.org/pwithnall/malcontent.git","native","55113","0","76607","0.00006164","C","gl/freedesktop-2522","",""
"hello","","https://salsa.debian.org/sanvila/hello.git","native","0","80754","80754","0.00006163","C","gl/debian-79451","","gpl-3.0-or-later"
"gegl","","https://salsa.debian.org/gnome-team/gegl.git","native","56950","0","79160","0.00006155","C","gl/debian-5181","",""
"libofa","tanob/libofa","https://github.com/tanob/libofa.git","native","57990","0","80606","0.00006152","C","gh/731364","",""
"kauth","","https://invent.kde.org/frameworks/kauth.git","native","40857","0","56791","0.00006151","C","gl/kde-2610","",""
"gcab","","https://salsa.debian.org/debian/gcab.git","native","57843","0","80401","0.00006136","C","gl/debian-23914","",""
"libcloudproviders","","https://salsa.debian.org/gnome-team/libcloudproviders.git","native","43129","0","59949","0.00006124","C","gl/debian-5293","",""
"yyjson","ibireme/yyjson","https://github.com/ibireme/yyjson.git","native","0","6469","6469","0.00006106","C","gh/302298095","","mit"
"llama.cpp","ggml-org/llama.cpp","https://github.com/ggml-org/llama.cpp.git","native","0","79971","79971","0.00006104","C","gh/612354784","","mit"
"eog","","https://salsa.debian.org/gnome-team/eog.git","native","57472","0","79886","0.00006097","C","gl/debian-5163","",""
"nfs-utils","","https://salsa.debian.org/kernel-team/nfs-utils.git","native","57455","0","79862","0.00006095","C","gl/debian-18675","",""
"gdm-gnome-display-manager","gnome/gdm","https://github.com/gnome/gdm.git","native","57444","0","79847","0.00006094","C","gh/4533139","",""
"shotwell","","git://git.jff.email/cgit/shotwell.git","native","57342","0","79705","0.00006083","C","","",""
"libdvbpsi","","https://salsa.debian.org/multimedia-team/libdvbpsi.git","native","56626","0","78710","0.00006069","C","gl/debian-8055","",""
"boost-defaults","","https://salsa.debian.org/debian/boost-defaults.git","native","15425","0","21440","0.00006052","C","gl/debian-19010","",""
"ostree","ostreedev/ostree","https://github.com/ostreedev/ostree.git","native","54661","0","75978","0.00006012","C","gh/4614541","",""
"gsound","","https://salsa.debian.org/gnome-team/gsound.git","native","52619","0","73140","0.00005991","C","gl/debian-5436","",""
"cheese","","https://salsa.debian.org/gnome-team/cheese.git","native","56408","0","78407","0.00005984","C","gl/debian-5532","",""
"kjobwidgets","","https://invent.kde.org/frameworks/kjobwidgets.git","native","39767","0","55276","0.00005969","C","gl/kde-2749","",""
"bogofilter","","https://gitlab.com/bogofilter/bogofilter.git","native","54888","0","76294","0.00005954","C","gl/12408342","",""
"ytnef","yeraze/ytnef","https://github.com/yeraze/ytnef.git","native","54859","0","76254","0.00005951","C","gh/20061896","",""
"tpm2-tss","tpm2-software/tpm2-tss","https://github.com/tpm2-software/tpm2-tss.git","native","53802","0","74784","0.00005931","C","gh/38320020","",""
"libntlm","","https://salsa.debian.org/pkg-security-team/libntlm.git","native","52247","0","72623","0.00005920","C","gl/debian-29835","",""
"debian:libgdbm3","","","","55774","0","77525","0.00005917","C","","",""
"httpie","httpie/cli","https://github.com/httpie/cli.git","native","0","77298","77298","0.00005900","C","gh/3544424","","bsd-3-clause"
"debian:libswresample4","","","","55507","0","77154","0.00005889","C","","",""
"evolution","","https://gitlab.gnome.org/gnome/evolution.git","native","55243","0","76787","0.00005861","C","gl/gnome-1604","",""
"gom","","https://salsa.debian.org/debian/gom.git","native","52146","0","72482","0.00005856","C","gl/debian-24203","",""
"gedit","","https://gitlab.gnome.org/world/gedit/gedit.git","native","44965","13216","75717","0.00005779","C","gl/gnome-1501","","gpl-2.0-or-later"
"libopenmpt-modplug","","https://salsa.debian.org/multimedia-team/libopenmpt-modplug.git","native","53722","0","74673","0.00005761","C","gl/debian-62114","",""
"flatpak","","https://salsa.debian.org/debian/flatpak.git","native","50730","0","70514","0.00005756","C","gl/debian-6063","",""
"kglobalaccel","","https://invent.kde.org/frameworks/kglobalaccel.git","native","39810","0","55335","0.00005753","C","gl/kde-2831","",""
"gmmlib","intel/gmmlib","https://github.com/intel/gmmlib.git","native","54164","0","75287","0.00005746","C","gh/105299527","",""
"utfcpp","nemtrif/utfcpp","https://github.com/nemtrif/utfcpp.git","native","393","60420","60966","0.00005745","C","gh/40769974","",""
"sdl-image","libsdl-org/sdl_image","https://github.com/libsdl-org/sdl_image.git","native","54155","0","75275","0.00005745","C","gh/331517360","",""
"taglib","","https://salsa.debian.org/multimedia-team/taglib.git","native","13264","38324","56760","0.00005730","C","gl/debian-46381","","lgpl-2.1-only or mpl-1.1"
"debian:libntfs-3g883","","","","54006","0","75068","0.00005729","C","","",""
"gnome-contacts","","https://salsa.debian.org/gnome-team/gnome-contacts.git","native","53831","0","74825","0.00005711","C","gl/debian-5390","",""
"rhythmbox","","https://salsa.debian.org/gnome-team/rhythmbox.git","native","53714","0","74662","0.00005698","C","gl/debian-18918","",""
"gnome-menus","","https://salsa.debian.org/gnome-team/gnome-menus.git","native","53665","0","74594","0.00005693","C","gl/debian-5433","",""
"libmypaint","mypaint/libmypaint","https://github.com/mypaint/libmypaint.git","native","52451","0","72906","0.00005677","C","gh/20728367","",""
"debian:libavresample4","","","","53474","0","74328","0.00005673","C","","",""
"freexl","","https://salsa.debian.org/debian-gis-team/freexl.git","native","25730","29908","65672","0.00005671","C","gl/debian-241","","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"hitori","","https://salsa.debian.org/gnome-team/hitori.git","native","51108","0","71040","0.00005661","C","gl/debian-23751","",""
"libldac","","https://salsa.debian.org/multimedia-team/libldac.git","native","49620","0","68971","0.00005654","C","gl/debian-47364","",""
"debian:libavutil57","","","","53294","0","74078","0.00005654","C","","",""
"localsearch","","https://gitlab.gnome.org/gnome/localsearch.git","native","53243","0","74007","0.00005648","C","gl/gnome-1664","",""
"libfreeaptx","regularhunter/libfreeaptx","https://github.com/regularhunter/libfreeaptx.git","native","48905","0","67977","0.00005578","C","gh/384245331","",""
"gucharmap","","https://salsa.debian.org/gnome-team/gucharmap.git","native","52443","0","72895","0.00005564","C","gl/debian-5475","",""
"iso-codes","","https://salsa.debian.org/iso-codes-team/iso-codes.git","native","0","22627","22627","0.00005549","C","gl/debian-2957","","lgpl-2.1-or-later"
"hoichess","","https://salsa.debian.org/debian/hoichess.git","native","51930","0","72182","0.00005509","C","gl/debian-26749","",""
"glibmm","","https://gitlab.gnome.org/gnome/glibmm.git","native","14708","0","20444","0.00005505","C","gl/gnome-1517","",""
