repo,repo_id,depsdev_scorecard_overall,depsdev_scorecard_date,depsdev_dependent_count,depsdev_license,depsdev_open_issues,bestpractices_badge_id,bestpractices_tiered_percentage,fetched_at
sindresorhus/parse-json,41367145,4,2026-04-20,4317,MIT,1,,,2026-05-03T17:09:54+00:00
sindresorhus/path-exists,34965664,3.7,2026-04-20,11459,MIT,0,,,2026-05-03T17:10:02+00:00
sindresorhus/path-is-absolute,30900285,3,2026-04-20,77,MIT,0,,,2026-05-03T17:10:02+00:00
sindresorhus/path-key,48706449,3.8,2026-04-20,30887,MIT,0,,,2026-05-03T17:10:02+00:00
sindresorhus/path-type,41905436,3.7,2026-04-20,4835,MIT,0,,,2026-05-03T17:10:03+00:00
sindresorhus/pify,41585934,3.8,2026-04-20,185,MIT,0,,,2026-05-03T17:10:03+00:00
sindresorhus/pkg-dir,41724281,3.8,2026-04-20,40,MIT,0,,,2026-05-03T17:10:03+00:00
sindresorhus/quick-lru,86679721,3.7,2026-04-20,50699,MIT,0,,,2026-05-03T17:10:04+00:00
sindresorhus/read-pkg,41790094,3.8,2026-04-20,1076,MIT,0,,,2026-05-03T17:10:04+00:00
sindresorhus/read-pkg-up,41842429,3.6,2026-04-20,403,MIT,0,,,2026-05-03T17:10:05+00:00
sindresorhus/resolve-cwd,47504070,3.7,2026-04-20,71979,MIT,1,,,2026-05-03T17:10:05+00:00
sindresorhus/resolve-from,22022707,3.7,2026-04-20,118994,MIT,2,,,2026-05-03T17:10:05+00:00
sindresorhus/restore-cursor,23512229,3.7,2026-04-20,20408,MIT,0,,,2026-05-03T17:10:06+00:00
sindresorhus/shebang-regex,30903733,3.7,2026-04-20,23,MIT,0,,,2026-05-03T17:10:05+00:00
sindresorhus/slash,11516031,3.7,2026-04-20,7818,MIT,0,,,2026-05-03T17:10:06+00:00
sindresorhus/string-width,39222730,4.4,2026-04-20,9428,MIT,1,,,2026-05-03T17:10:06+00:00
sindresorhus/strip-bom,18444852,3.6,2026-04-20,497,MIT,0,,,2026-05-03T17:10:07+00:00
sindresorhus/strip-final-newline,47453723,3.8,2026-04-20,11557,MIT,0,,,2026-05-03T17:10:07+00:00
sindresorhus/strip-indent,18242629,3.7,2026-04-20,9965,MIT,0,,,2026-05-03T17:10:07+00:00
sindresorhus/strip-json-comments,14468669,3.7,2026-04-20,5347,MIT,0,,,2026-05-03T17:10:08+00:00
sindresorhus/tagged-tag,795552264,,,10193,MIT,0,,,2026-05-03T17:10:08+00:00
sindresorhus/to-fast-properties,31656998,3.7,2026-04-20,22,MIT,0,,,2026-05-03T17:10:08+00:00
sindresorhus/type-fest,175398594,5.3,2026-04-20,9723,non-standard,210,,,2026-05-03T17:10:08+00:00
sindresorhus/unicorn-magic,716660564,3.4,2026-04-20,2862,MIT,0,,,2026-05-03T17:10:09+00:00
sindresorhus/yocto-queue,315531538,3.6,2026-04-20,16663,MIT,0,,,2026-05-03T17:10:09+00:00
sinonjs/commons,143001748,3.4,2026-04-20,1,BSD-3-Clause,1,,,2026-05-03T17:10:09+00:00
sinonjs/fake-timers,16523712,5.7,2026-04-20,1274,BSD-3-Clause,9,,,2026-05-03T17:10:18+00:00
smithy-lang/smithy-rs,308027791,,,11,Apache-2.0,369,,,2026-05-03T17:10:23+00:00
smithy-lang/smithy-typescript,208319207,,,3523118,Apache-2.0,75,,,2026-05-03T17:10:30+00:00
smol-rs/fastrand,267368764,4.3,2026-04-20,20991,Apache-2.0,10,,,2026-05-03T17:10:18+00:00
snowflakedb/snowflake-connector-python,62262074,5.2,2026-04-20,348,Apache-2.0,137,,,2026-05-03T17:10:19+00:00
socketio/socket.io,557980,6.4,2026-04-20,134164,MIT,206,,,2026-05-03T17:10:21+00:00
sqlalchemy/sqlalchemy,159271175,5.2,2026-04-20,20733,MIT,214,,,2026-05-03T17:10:18+00:00
srijs/rust-crc32fast,157348282,3.6,2026-04-20,8512,Apache-2.0,6,,,2026-05-03T17:10:19+00:00
stebalien/tempfile,33832372,5.7,2026-04-20,17488,Apache-2.0,3,,,2026-05-03T17:10:19+00:00
stefanpenner/get-caller-file,48818175,2.1,2026-04-20,264794,non-standard,6,,,2026-05-03T17:10:21+00:00
storybookjs/storybook,54173593,6,2026-04-20,1852,MIT,2267,,,2026-05-03T17:10:22+00:00
stream-utils/destroy,15544623,2.8,2026-04-20,249488,MIT,2,,,2026-05-03T17:10:20+00:00
stream-utils/raw-body,12823654,5.7,2026-04-20,69959,MIT,8,,,2026-05-03T17:10:19+00:00
stream-utils/unpipe,37428186,2,2026-04-20,322636,MIT,0,,,2026-05-03T17:10:21+00:00
streamich/memfs,37490572,5.4,2026-04-20,66460,Apache-2.0,53,,,2026-05-03T17:10:23+00:00
stub42/pytz,63155638,4.9,2026-04-20,42727,MIT,41,,,2026-05-03T17:10:22+00:00
suguru03/neo-async,27030361,2.4,2026-04-20,157997,non-standard,15,,,2026-05-03T17:10:22+00:00
sval-rs/sval,157205610,4.5,2026-04-20,65,Apache-2.0,2,,,2026-05-03T17:10:24+00:00
swc-project/swc,115110181,5.1,2026-04-20,63712,Apache-2.0,431,,,2026-05-03T17:10:50+00:00
sybrenstuvel/python-rsa,50107469,5.6,2026-04-20,4529,non-standard,28,,,2026-05-03T17:10:23+00:00
syntax-tree/unist-util-is,41795086,3.4,2026-04-20,17222,MIT,0,,,2026-05-03T17:10:24+00:00
systemd/systemd,32873313,8.8,2026-04-20,,GPL-2.0,3279,passing,187,2026-05-03T17:10:24+00:00
taiki-e/pin-project,164668916,6.5,2026-04-20,18508,Apache-2.0,8,,,2026-05-03T17:10:25+00:00
taiki-e/pin-project-lite,216847853,6.5,2026-04-20,36425,Apache-2.0,10,,,2026-05-03T17:10:26+00:00
taiki-e/portable-atomic,448365131,7.2,2026-04-20,2229,Apache-2.0,16,,,2026-05-03T17:10:25+00:00
tapjs/signal-exit,35711072,3.4,2026-04-20,144406,non-standard,11,,,2026-05-03T17:10:25+00:00
tapjs/stack-utils,48974178,3.4,2026-04-20,77953,MIT,17,,,2026-05-03T17:10:26+00:00
tartley/colorama,18892209,3.9,2026-04-20,20221,BSD-3-Clause,134,,,2026-05-03T17:10:30+00:00
teambition/merge2,25396227,2.7,2026-04-20,199339,MIT,3,,,2026-05-03T17:10:30+00:00
teddriggs/darling,89984100,3.4,2026-04-20,1350,MIT,9,,,2026-05-03T17:10:31+00:00
tehshrike/deepmerge,3276413,2.3,2026-04-20,123916,MIT,60,,,2026-05-03T17:10:31+00:00
terkelg/sisteransi,122441239,2.9,2026-04-20,108947,MIT,3,,,2026-05-03T17:10:32+00:00
terser/terser,29097127,5.8,2026-04-20,87254,non-standard,335,,,2026-05-03T17:10:31+00:00
textualize/rich,220809393,6.7,2026-04-20,66195,MIT,315,,,2026-05-03T17:10:33+00:00
theskumar/python-dotenv,23727790,5,2026-04-20,54478,BSD-3-Clause,89,,,2026-05-03T17:10:32+00:00
thlorenz/convert-source-map,8751561,3.9,2026-04-20,145569,MIT,6,,,2026-05-03T17:10:32+00:00
thlorenz/deep-is,9345558,1.9,2026-04-20,149353,non-standard,0,,,2026-05-03T17:10:33+00:00
tim-kos/node-retry,1738798,3.1,2026-04-20,80940,non-standard,20,,,2026-05-03T17:10:33+00:00
time-rs/time,26459635,5,2026-04-20,2174,Apache-2.0,10,,,2026-05-03T17:10:35+00:00
tj/commander.js,2206953,6.8,2026-04-20,61894,MIT,13,,,2026-05-03T17:10:33+00:00
tkem/cachetools,18006791,6.9,2026-04-20,13986,MIT,0,,,2026-05-03T17:10:34+00:00
tokio-rs/bytes,30062547,5.4,2026-04-20,28207,MIT,85,,,2026-05-03T17:10:34+00:00
tokio-rs/loom,161875917,4.3,2026-04-20,257,MIT,109,,,2026-05-03T17:10:34+00:00
tokio-rs/prost,94262864,6.5,2026-04-20,62,Apache-2.0,235,,,2026-05-03T17:10:35+00:00
tokio-rs/slab,37093133,4.6,2026-04-20,29007,MIT,11,,,2026-05-03T17:10:34+00:00
tokio-rs/tokio,67836789,6.9,2026-04-20,96074,MIT,415,,,2026-05-03T17:10:49+00:00
tokio-rs/tracing,165289175,6.1,2026-04-20,67889,MIT,825,,,2026-05-03T17:10:46+00:00
toml-rs/toml,95902102,7.8,2026-04-20,0,Apache-2.0,61,,,2026-05-03T17:10:45+00:00
tootallnate/proxy-agents,11293703,4,2026-04-20,5648,,42,,,2026-05-03T17:10:48+00:00
tootallnate/util-deprecate,19321056,2.3,2026-04-20,783078,MIT,1,,,2026-05-03T17:10:35+00:00
tower-rs/tower,98244646,4.7,2026-04-20,17772,MIT,87,,,2026-05-03T17:10:45+00:00
tox-dev/filelock,17098256,,,27639,MIT,0,,,2026-05-03T17:10:36+00:00
tox-dev/platformdirs,367032142,,,43671,MIT,0,,,2026-05-03T17:10:36+00:00
troygoode/node-require-directory,3053807,2.3,2026-04-20,297659,MIT,19,,,2026-05-03T17:10:36+00:00
trysound/postcss-value-parser,40920306,2.8,2026-04-20,137839,MIT,23,,,2026-05-03T17:10:36+00:00
tsconfig/bases,263697285,4.5,2026-04-20,33180,MIT,53,,,2026-05-03T17:10:45+00:00
tukaani-project/xz,553665726,5.8,2026-04-20,,non-standard,6,,,2026-05-03T17:10:37+00:00
typescript-eslint/typescript-eslint,165536154,5.8,2026-04-20,128211,MIT,302,,,2026-05-03T17:10:49+00:00
unicode-org/icu4x,243395141,6.4,2026-04-20,280,non-standard,662,,,2026-05-03T17:11:03+00:00
unicode-rs/unicode-xid,34637906,3.2,2026-04-20,9574,non-standard,6,,,2026-05-03T17:10:45+00:00
unshiftio/requires-port,26316179,2.8,2026-04-20,136994,MIT,2,,,2026-05-03T17:10:46+00:00
uqfoundation/dill,11031844,3.7,2026-04-20,10987,non-standard,202,,,2026-05-03T17:10:46+00:00
urllib3/urllib3,2410676,8.6,2026-04-20,174619,MIT,183,passing,164,2026-05-03T17:10:47+00:00
util-linux/util-linux,2339555,,,,GPL-2.0,434,passing,113,2026-05-03T17:10:47+00:00
uuidjs/uuid,1203139,6.1,2026-04-20,3714,MIT,2,,,2026-05-03T17:10:47+00:00
vercel/ai,644461337,,,13788,non-standard,1572,,,2026-05-03T17:10:48+00:00
vercel/ms,3655872,5.1,2026-04-20,842061,MIT,33,,,2026-05-03T17:10:47+00:00
vercel/next.js,70107786,6.3,2026-04-20,225275,MIT,3851,,,2026-05-03T17:10:50+00:00
visionmedia/bytes.js,4626886,2.8,2026-04-20,307379,MIT,9,,,2026-05-03T17:10:49+00:00
visionmedia/node-cookie-signature,6229722,2.3,2026-04-20,67171,MIT,3,,,2026-05-03T17:10:48+00:00
vitest-dev/vitest,434708679,,,3902,MIT,396,,,2026-05-03T17:10:52+00:00
vorner/signal-hook,137260008,3.7,2026-04-20,15552,Apache-2.0,23,,,2026-05-03T17:10:51+00:00
vuejs/core,137078487,5.4,2026-04-20,542893,MIT,986,,,2026-05-03T17:11:01+00:00
wasm-bindgen/wasm-bindgen,114685405,,,191895,Apache-2.0,547,,,2026-05-03T17:11:02+00:00
watson/ci-info,71475907,3.2,2026-04-20,45440,MIT,24,,,2026-05-03T17:10:51+00:00
wbond/asn1crypto,36823669,4.3,2026-04-20,1747,MIT,62,,,2026-05-03T17:10:51+00:00
webmproject/libwebp,23368445,3.2,2026-04-20,,BSD-3-Clause,4,,,2026-05-03T17:10:51+00:00
webpack/enhanced-resolve,5400204,5.6,2026-04-20,71508,MIT,10,,,2026-05-03T17:10:52+00:00
webpack/loader-utils,6503675,5.1,2026-04-20,46248,MIT,14,,,2026-05-03T17:11:00+00:00
webpack/schema-utils,80306715,4.2,2026-04-20,63263,MIT,7,,,2026-05-03T17:11:00+00:00
webpack/tapable,7730086,5.7,2026-04-20,76332,MIT,3,,,2026-05-03T17:11:00+00:00
webpack/terser-webpack-plugin,143057914,,,59161,MIT,4,,,2026-05-03T17:11:01+00:00
webpack/watchpack,24119524,5.6,2026-04-20,117212,MIT,10,,,2026-05-03T17:11:01+00:00
webpack/webpack-sources,48954523,5.5,2026-04-20,60061,MIT,1,,,2026-05-03T17:11:02+00:00
webreflection/flatted,131121620,4.4,2026-04-20,83828,non-standard,3,,,2026-05-03T17:11:02+00:00
webreflection/html-escaper,33597730,2,2026-04-20,2671,MIT,0,,,2026-05-03T17:11:02+00:00
websocket-client/websocket-client,1202362,3.8,2026-04-20,16660,Apache-2.0,31,,,2026-05-03T17:11:03+00:00
websockets/ws,2744972,5.4,2026-04-20,137727,MIT,5,,,2026-05-03T17:11:03+00:00
wesleytodd/setprototypeof,30301031,3.2,2026-04-20,329247,non-standard,1,,,2026-05-03T17:11:03+00:00
whitequark/ipaddr.js,2110585,4.1,2026-04-20,52748,MIT,13,,,2026-05-03T17:11:04+00:00
withoutboats/heck,86326466,3,2026-04-20,3003,Apache-2.0,14,,,2026-05-03T17:11:05+00:00
xiph/ogg,33956205,2.5,2026-04-20,,BSD-3-Clause,17,,,2026-05-03T17:11:04+00:00
xtuc/webassemblyjs,113006071,1.7,2026-04-20,462488,MIT,82,,,2026-05-03T17:11:05+00:00
yahoo/serialize-javascript,24106944,4.7,2026-04-20,1556,non-standard,44,,,2026-05-03T17:11:05+00:00
yaml/libyaml,2699072,4.2,2026-04-20,,MIT,115,,,2026-05-03T17:11:04+00:00
yaml/pyyaml,2700147,4.8,2026-04-20,105265,MIT,348,,,2026-05-03T17:11:05+00:00
yargs/cliui,34287546,3.4,2026-04-20,5754,non-standard,23,,,2026-05-03T17:11:06+00:00
yargs/set-blocking,58830287,2.5,2026-04-20,221576,non-standard,3,,,2026-05-03T17:11:06+00:00
yargs/y18n,39720886,3.4,2026-04-20,191125,non-standard,18,,,2026-05-03T17:11:06+00:00
yargs/yargs,14210523,5.5,2026-04-20,5637,MIT,321,,,2026-05-03T17:11:22+00:00
yargs/yargs-parser,50258379,4,2026-04-20,6209,non-standard,59,,,2026-05-03T17:11:06+00:00
yuzujs/setimmediate,1981208,2.1,2026-04-20,169429,MIT,19,,,2026-05-03T17:11:22+00:00
zertosh/loose-envify,41947687,2.1,2026-04-20,595804,MIT,6,,,2026-05-03T17:11:23+00:00
zloirock/core-js,11481338,5,2026-04-20,321216,MIT,43,,,2026-05-03T17:11:23+00:00
