repo,repo_id,git_url,status,n_contributors,fetched_at
websockets/ws,gh/2744972,https://github.com/websockets/ws.git,ok,180,2026-05-19T11:24:15+00:00
wesleytodd/setprototypeof,gh/30301031,https://github.com/wesleytodd/setprototypeof.git,ok,4,2026-05-19T11:24:21+00:00
whitequark/ipaddr.js,gh/2110585,https://github.com/whitequark/ipaddr.js.git,ok,35,2026-05-19T11:24:28+00:00
withoutboats/heck,gh/86326466,https://github.com/withoutboats/heck.git,ok,11,2026-05-19T11:22:46+00:00
xiph/ogg,gh/33956205,https://github.com/xiph/ogg.git,ok,37,2026-05-19T11:22:40+00:00
xtuc/webassemblyjs,gh/113006071,https://github.com/xtuc/webassemblyjs.git,ok,36,2026-05-19T11:22:45+00:00
yahoo/serialize-javascript,gh/24106944,https://github.com/yahoo/serialize-javascript.git,ok,26,2026-05-19T11:22:49+00:00
yaml/libyaml,gh/2699072,https://github.com/yaml/libyaml.git,ok,29,2026-05-19T11:22:55+00:00
yaml/pyyaml,gh/2700147,https://github.com/yaml/pyyaml.git,ok,37,2026-05-19T11:23:00+00:00
yargs/cliui,gh/34287546,https://github.com/yargs/cliui.git,ok,14,2026-05-19T11:23:06+00:00
yargs/set-blocking,gh/58830287,https://github.com/yargs/set-blocking.git,ok,5,2026-05-19T11:23:13+00:00
yargs/y18n,gh/39720886,https://github.com/yargs/y18n.git,ok,14,2026-05-19T11:23:20+00:00
yargs/yargs,gh/14210523,https://github.com/yargs/yargs.git,ok,281,2026-05-19T11:23:28+00:00
yargs/yargs-parser,gh/50258379,https://github.com/yargs/yargs-parser.git,ok,56,2026-05-19T11:23:35+00:00
yuzujs/setimmediate,gh/1981208,https://github.com/yuzujs/setimmediate.git,ok,11,2026-05-19T11:23:39+00:00
zertosh/loose-envify,gh/41947687,https://github.com/zertosh/loose-envify.git,ok,5,2026-05-19T11:23:44+00:00
zesterer/spin-rs,gh/21686666,https://github.com/zesterer/spin-rs.git,ok,56,2026-05-19T11:23:48+00:00
zloirock/core-js,gh/11481338,https://github.com/zloirock/core-js.git,ok,133,2026-05-19T11:23:54+00:00
