repo,repo_id,criticality_score,language,license,star_count,created_at,updated_at,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_release_count,updated_issues_count,closed_issues_count,issue_comment_frequency,github_mention_count,depsdev_enabled,checked_at,status,error_reason
lovell/detect-libc,gh/96149091,0.39632,JavaScript,Apache License 2.0,77,2017-07-03T20:44:48Z,2025-10-05T12:44:12Z,109,9,9,4,0.21,1,0,0,0,268,False,2026-07-06T16:30:56+00:00,ok,
exodusoss/bytes,gh/885154008,0.39595,JavaScript,MIT License,16,2024-11-08T03:52:36Z,2026-05-20T10:04:14Z,20,1,6,2,18.56,18,0,0,0,121,False,2026-07-05T15:40:11+00:00,ok,
jaraco/jaraco.develop,gh/48289082,0.39557,Python,,7,2010-04-05T03:50:34Z,2026-04-13T23:34:36Z,197,2,29,6,0.42,1,0,0,0,12,False,2026-06-29T13:07:01+00:00,ok,
burntsushi/same-file,gh/78375612,0.39526,Rust,The Unlicense,122,2017-01-08T22:48:33Z,2025-10-17T12:41:27Z,115,8,14,7,0.02,1,0,0,0,39,False,2026-06-29T11:53:43+00:00,ok,
fb55/domelementtype,gh/6627835,0.39416,TypeScript,"BSD 2-Clause ""Simplified"" License",29,2012-11-10T13:34:51Z,2026-03-26T06:48:01Z,165,3,7,3,0.21,1,1,0,2,27,False,2026-06-29T12:33:40+00:00,ok,
isaacs/minizlib,gh/86429676,0.39390,JavaScript,Other,84,2017-03-28T07:27:13Z,2025-09-21T21:26:58Z,112,9,6,4,0.06,2,0,0,0,287,False,2026-06-29T13:02:07+00:00,ok,
djc/rustc-version-rs,gh/41272773,0.39343,Rust,Apache License 2.0,64,2015-08-24T00:09:32Z,2024-08-28T09:16:55Z,132,22,17,4,0,1,0,0,0,110,False,2026-06-29T12:02:03+00:00,ok,
rust-random/rngs,gh/209510094,0.39326,Rust,Other,53,2019-09-19T09:08:19Z,2026-06-22T13:54:39Z,82,0,22,2,1.81,2,0,0,0,96,False,2026-06-29T14:47:11+00:00,ok,
sval-rs/sval,gh/157205610,0.39323,Rust,Apache License 2.0,107,2018-11-12T11:49:05Z,2026-05-27T00:23:49Z,92,1,7,3,1.48,6,0,0,0,93,False,2026-06-29T15:11:02+00:00,ok,
mafintosh/end-of-stream,gh/14732255,0.39321,JavaScript,MIT License,150,2013-11-26T23:25:21Z,2025-06-16T13:28:41Z,153,12,9,5,0,1,0,0,0,143,False,2026-06-29T13:46:11+00:00,ok,
ljharb/object.assign,gh/17755831,0.39296,JavaScript,MIT License,106,2014-03-14T18:22:20Z,2025-12-30T16:22:12Z,149,6,7,3,0.04,2,0,0,0,361,False,2026-06-29T13:42:42+00:00,ok,
inspect-js/is-core-module,gh/24578130,0.39276,JavaScript,MIT License,26,2014-09-29T03:08:09Z,2026-05-05T17:45:29Z,143,1,5,2,0.17,2,0,0,0,1030,False,2026-06-29T12:58:48+00:00,ok,
comex/rust-shlex,gh/37886228,0.39223,Rust,Other,147,2015-06-22T23:36:18Z,2026-05-17T19:06:50Z,134,1,9,2,0.37,0,0,0,0,1161,False,2026-06-29T11:25:18+00:00,ok,
sindresorhus/read-pkg,gh/41790094,0.39204,JavaScript,MIT License,175,2015-09-02T08:41:37Z,2026-02-08T14:21:40Z,131,4,9,3,0.08,2,0,0,0,226,False,2026-06-29T15:01:12+00:00,ok,
raynos/xtend,gh/4419184,0.39196,JavaScript,MIT License,306,2012-05-23T11:25:33Z,2020-08-10T09:24:44Z,171,71,19,7,0,1,0,0,0,59,False,2026-07-05T15:57:21+00:00,ok,
juliangruber/isarray,gh/10227611,0.39195,JavaScript,MIT License,132,2013-05-22T19:09:18Z,2026-06-23T08:50:50Z,159,0,15,7,0.21,0,0,0,0,41,False,2026-06-29T13:35:04+00:00,ok,
postcss/postcss-value-parser,gh/40920306,0.39190,JavaScript,MIT License,147,2015-08-17T18:55:05Z,2026-06-05T12:08:37Z,132,0,15,9,0.15,3,0,0,0,5,False,2026-06-29T14:24:32+00:00,ok,
doowb/ansi-colors,gh/47135420,0.39163,JavaScript,MIT License,454,2015-11-30T17:00:30Z,2022-05-16T15:48:45Z,128,50,13,4,0,2,0,0,0,151,False,2026-06-29T12:02:21+00:00,ok,
mathiasbynens/jsesc,gh/10498729,0.39093,JavaScript,MIT License,795,2013-06-05T08:59:30Z,2024-12-11T08:25:49Z,159,18,9,4,0,2,1,0,0,111,False,2026-06-29T13:47:32+00:00,ok,
chalk/wrap-ansi,gh/41053676,0.39057,JavaScript,MIT License,138,2015-08-19T18:52:50Z,2026-02-20T10:03:42Z,132,4,12,3,0.15,2,0,0,0,128,False,2026-06-29T11:57:21+00:00,ok,
ethers-io/ethers.js,gh/63465664,0.39056,TypeScript,MIT License,8704,2016-07-16T04:35:37Z,2026-06-18T03:56:18Z,121,0,1,1,1.06,3,0,0,0,6333,False,2026-06-29T12:08:34+00:00,ok,
component/escape-html,gh/5444800,0.39017,JavaScript,MIT License,490,2012-08-16T21:30:20Z,2019-01-11T01:19:51Z,168,90,8,5,0,0,1,0,2,86,False,2026-06-29T11:25:18+00:00,ok,
feross/safe-buffer,gh/49538897,0.39012,JavaScript,MIT License,350,2016-01-13T00:46:54Z,2020-10-29T04:38:32Z,127,68,8,5,0,1,0,1,0,280,False,2026-06-29T12:34:56+00:00,ok,
epoberezkin/fast-deep-equal,gh/94483360,0.38971,JavaScript,MIT License,2050,2017-06-15T22:23:23Z,2020-06-09T08:59:48Z,110,73,15,4,0,1,0,0,0,311,False,2026-06-29T12:04:55+00:00,ok,
jslicense/spdx-correct.js,gh/34817196,0.38723,JavaScript,Apache License 2.0,35,2015-04-29T20:40:33Z,2024-04-15T23:14:48Z,135,26,8,4,0,1,0,0,0,222,False,2026-06-29T13:33:35+00:00,ok,
jridgewell/resolve-uri,gh/196878944,0.38604,JavaScript,MIT License,11,2019-07-14T06:58:30Z,2025-08-04T22:00:45Z,84,10,4,3,0.04,2,0,0,0,788,False,2026-06-29T13:25:36+00:00,ok,
node-fetch/fetch-blob,gh/186960326,0.38594,JavaScript,MIT License,64,2019-05-16T05:52:35Z,2023-05-18T11:44:05Z,86,37,14,5,0,2,0,0,0,69,False,2026-06-29T14:08:25+00:00,ok,
syntax-tree/unist-util-is,gh/41795086,0.38564,JavaScript,MIT License,44,2015-09-02T10:26:37Z,2025-10-22T10:53:07Z,131,8,6,6,0.12,1,0,0,0,82,False,2026-06-29T15:11:15+00:00,ok,
ajv-validator/ajv-keywords,gh/60477053,0.38559,TypeScript,MIT License,257,2015-11-28T14:59:08Z,2022-01-15T10:38:24Z,128,54,26,5,0,3,0,0,0,17,False,2026-06-29T11:37:02+00:00,ok,
jshttp/forwarded,gh/24300217,0.38513,JavaScript,MIT License,61,2014-09-21T18:53:54Z,2026-03-01T10:44:42Z,143,4,6,3,0.06,0,0,0,0,741,False,2026-06-29T13:29:08+00:00,ok,
chalk/slice-ansi,gh/43191689,0.38512,JavaScript,MIT License,51,2015-09-26T04:21:17Z,2026-04-04T13:19:19Z,130,2,13,3,0.15,3,0,0,0,57,False,2026-06-29T11:57:03+00:00,ok,
businho/pytest-ruff,gh/599731435,0.38482,Python,MIT License,36,2023-02-09T19:05:23Z,2025-06-19T07:23:02Z,41,12,7,5,0,4,1,0,0,148,False,2026-06-29T11:54:11+00:00,ok,
jshttp/content-type,gh/30172150,0.38479,TypeScript,MIT License,143,2015-02-02T03:04:33Z,2026-05-11T17:21:56Z,138,1,12,4,0.29,1,0,0,0,60,False,2026-06-29T13:26:29+00:00,ok,
withoutboats/heck,gh/86326466,0.38446,Rust,Apache License 2.0,592,2017-03-27T11:14:34Z,2025-08-09T10:44:32Z,112,10,15,2,0.08,0,0,0,0,504,False,2026-06-29T15:30:44+00:00,ok,
sindresorhus/object-assign,gh/16457190,0.38428,JavaScript,MIT License,918,2014-02-02T15:45:41Z,2023-11-05T18:11:14Z,150,32,14,5,0,1,0,0,0,54,False,2026-06-29T14:58:52+00:00,ok,
es-shims/regexp.prototype.flags,gh/26932422,0.38325,JavaScript,MIT License,8,2014-11-20T21:19:44Z,2025-12-10T06:38:04Z,141,6,2,2,0.08,1,1,0,1,395,False,2026-06-29T12:06:35+00:00,ok,
burntsushi/winapi-util,gh/146040682,0.38309,Rust,The Unlicense,75,2018-08-24T21:14:35Z,2025-09-07T12:24:30Z,95,9,7,3,0.08,1,0,0,0,376,False,2026-06-29T11:54:06+00:00,ok,
ljharb/side-channel,gh/225239081,0.38309,JavaScript,MIT License,18,2019-12-01T22:16:12Z,2026-06-08T20:33:02Z,80,0,4,4,0.12,1,0,0,0,462,False,2026-06-29T13:43:12+00:00,ok,
inspect-js/is-regex,gh/15930063,0.38272,JavaScript,MIT License,24,2014-01-15T09:04:39Z,2026-04-08T18:11:32Z,151,2,4,3,0.12,1,0,1,0,375,False,2026-06-29T12:59:26+00:00,ok,
npm/abbrev-js,gh/554893,0.38260,JavaScript,Other,167,2010-03-09T21:15:25Z,2026-06-18T16:29:46Z,198,0,12,3,0.48,2,0,0,0,55,False,2026-06-29T14:12:38+00:00,ok,
chaijs/type-detect,gh/12107007,0.38208,JavaScript,MIT License,128,2013-07-20T16:14:29Z,2021-09-26T13:29:19Z,157,57,18,8,0,1,0,0,0,16,False,2026-06-29T11:55:53+00:00,ok,
es-shims/array-includes,gh/28753032,0.38187,JavaScript,MIT License,43,2013-03-29T18:47:15Z,2025-12-29T22:47:38Z,161,6,3,2,0.04,1,1,0,0,1234,False,2026-06-29T12:06:01+00:00,ok,
isaacs/fs-minipass,gh/102982143,0.38166,JavaScript,Blue Oak Model License 1.0.0,20,2017-09-09T20:09:21Z,2025-10-25T18:56:47Z,107,8,10,3,0.02,2,0,0,0,123,False,2026-06-29T13:01:33+00:00,ok,
colorjs/color-name,gh/27038309,0.38138,JavaScript,MIT License,124,2014-11-23T16:16:07Z,2026-06-20T13:13:12Z,141,0,9,4,0.25,0,1,1,0,85,False,2026-06-29T11:57:50+00:00,ok,
jsdom/webidl-conversions,gh/23000311,0.38112,JavaScript,"BSD 2-Clause ""Simplified"" License",41,2014-08-15T19:19:29Z,2026-01-02T12:54:58Z,144,5,7,4,0.31,2,0,0,0,68,False,2026-06-29T13:25:53+00:00,ok,
mpc/mpc,,0.38101,,,0,2020-09-04T09:41:50Z,2020-09-04T09:42:18Z,71,71,1,1,0,0,0,0,0,176492,False,2026-07-13T16:58:37+00:00,ok,
jshttp/media-typer,gh/20814275,0.37933,TypeScript,MIT License,59,2014-06-13T18:47:23Z,2026-05-27T21:49:36Z,146,1,7,3,0.35,1,0,0,0,155,False,2026-06-29T13:31:48+00:00,ok,
nodelib/nodelib,gh/129310478,0.37916,TypeScript,MIT License,80,2018-04-12T20:58:25Z,2025-01-08T17:16:33Z,99,17,6,3,0,8,0,0,0,88,False,2026-06-29T14:12:33+00:00,ok,
medikoo/es6-symbol,gh/14423385,0.37887,JavaScript,ISC License,178,2013-11-15T12:08:00Z,2024-03-01T13:25:56Z,153,28,6,2,0,1,0,0,0,768,False,2026-06-29T13:49:32+00:00,ok,
jsdom/tr46,gh/36964214,0.37816,JavaScript,MIT License,39,2015-06-06T02:18:05Z,2025-09-18T00:42:00Z,134,9,9,4,0.1,1,0,0,0,73,False,2026-06-29T13:25:48+00:00,ok,
sindresorhus/indent-string,gh/20576837,0.37816,JavaScript,MIT License,116,2014-06-06T20:16:03Z,2022-06-05T07:44:39Z,146,49,11,5,0,1,0,0,0,67,False,2026-06-29T14:56:53+00:00,ok,
jonschlinkert/fill-range,gh/27113310,0.37789,JavaScript,MIT License,60,2014-11-25T04:26:31Z,2024-05-21T08:45:58Z,141,25,6,4,0,2,1,0,0,86,False,2026-06-29T13:18:58+00:00,ok,
npm/unique-slug,gh/35246620,0.37743,JavaScript,ISC License,36,2015-05-07T22:05:42Z,2026-06-18T15:50:16Z,135,0,14,4,0.4,2,0,0,0,17,False,2026-06-29T14:16:57+00:00,ok,
sindresorhus/strip-indent,gh/18242629,0.37616,JavaScript,MIT License,147,2014-03-29T14:14:53Z,2025-10-12T14:55:44Z,149,8,8,2,0.12,2,0,0,0,198,False,2026-06-29T15:02:03+00:00,ok,
rust-embedded/critical-section,gh/365854323,0.37604,Rust,Apache License 2.0,167,2021-05-09T21:47:16Z,2026-06-29T06:18:51Z,62,0,17,4,0.12,3,0,0,0,27,False,2026-06-29T14:40:09+00:00,ok,
dtolnay/ref-cast,gh/106295902,0.37555,Rust,Apache License 2.0,219,2017-10-09T14:40:59Z,2026-06-24T03:02:32Z,106,0,4,2,0.5,1,0,0,0,576,False,2026-06-29T12:03:25+00:00,ok,
rust-lang-deprecated/tempdir,gh/31728565,0.37400,Rust,Apache License 2.0,141,2015-03-05T18:16:06Z,2018-04-25T20:06:40Z,137,99,17,8,0,0,0,0,0,90,False,2026-07-05T15:57:26+00:00,ok,
mcollina/reusify,gh/42106515,0.37374,JavaScript,MIT License,185,2015-09-08T10:45:51Z,2025-02-25T16:00:40Z,131,16,8,4,0,0,0,0,0,152,False,2026-06-29T13:49:09+00:00,ok,
sindresorhus/locate-path,gh/74266248,0.37365,JavaScript,MIT License,64,2016-11-20T10:16:09Z,2025-09-15T22:33:16Z,116,9,8,5,0.06,1,0,0,0,41,False,2026-06-29T14:57:54+00:00,ok,
raynos/function-bind,gh/10727014,0.37358,JavaScript,MIT License,139,2013-06-16T23:24:32Z,2023-10-12T18:44:54Z,158,33,6,5,0,0,1,0,0,131,False,2026-06-29T14:37:31+00:00,ok,
jaraco/pytest-perf,gh/372026120,0.37352,Python,,5,2020-12-08T21:29:09Z,2026-04-13T23:38:30Z,67,2,15,9,0.17,4,0,0,0,2,False,2026-06-30T16:03:02+00:00,ok,
mathiasbynens/regenerate,gh/10182772,0.37338,JavaScript,MIT License,378,2013-05-20T21:56:37Z,2020-11-01T08:41:51Z,159,68,6,4,0,1,0,0,0,280,False,2026-06-29T13:47:44+00:00,ok,
gmp-mirror/gmp,gh/681340775,0.37300,C,GNU Lesser General Public License v3.0,27,1996-05-08T07:10:48Z,2025-02-03T16:52:54Z,366,17,29,5,0,0,0,0,0,13,False,2026-06-29T12:50:54+00:00,ok,
qix-/node-error-ex,gh/41388258,0.37283,CoffeeScript,MIT License,66,2015-08-25T21:13:29Z,2025-09-15T14:56:20Z,132,9,5,4,0.02,1,0,0,0,120,False,2026-06-29T14:33:53+00:00,ok,
sindresorhus/is-fullwidth-code-point,gh/39222301,0.37208,JavaScript,MIT License,51,2015-07-16T21:53:22Z,2025-08-31T07:35:03Z,133,10,9,5,0.06,1,0,0,0,30,False,2026-06-29T14:57:09+00:00,ok,
jshttp/methods,gh/8274071,0.37204,JavaScript,MIT License,181,2013-02-18T18:04:56Z,2026-04-02T16:04:11Z,162,2,13,8,0.06,0,0,0,0,10,False,2026-06-29T13:31:54+00:00,ok,
mafintosh/pump,gh/12118126,0.37133,JavaScript,MIT License,919,2013-08-14T19:59:20Z,2026-02-28T13:30:10Z,156,4,7,2,0.04,2,0,0,0,174,False,2026-06-29T13:46:17+00:00,ok,
dtolnay/rustversion,gh/183990447,0.37053,Rust,Apache License 2.0,394,2019-04-29T02:47:11Z,2026-06-24T03:02:33Z,87,0,3,1,0.35,1,0,0,0,2520,False,2026-06-29T12:03:31+00:00,ok,
inspect-js/which-typed-array,gh/43708371,0.36961,JavaScript,MIT License,11,2015-10-05T19:28:08Z,2026-06-05T19:48:08Z,130,0,2,2,0.29,2,1,0,0,419,False,2026-06-29T13:01:02+00:00,ok,
pillarjs/encodeurl,gh/60721766,0.36921,JavaScript,MIT License,39,2016-06-08T18:43:52Z,2025-09-02T08:07:32Z,122,10,9,4,0.08,0,0,0,0,81,False,2026-06-29T14:23:27+00:00,ok,
grncdr/merge-stream,gh/10579821,0.36850,JavaScript,MIT License,212,2013-06-09T07:19:43Z,2019-06-19T20:38:46Z,158,85,11,3,0,0,1,1,1,61,False,2026-06-29T12:52:51+00:00,ok,
feross/is-buffer,gh/25997846,0.36818,JavaScript,MIT License,94,2014-10-31T01:55:56Z,2020-11-03T19:19:27Z,141,68,8,3,0,1,0,1,0,187,False,2026-06-29T12:34:38+00:00,ok,
auth0/node-jwa,gh/8116861,0.36813,JavaScript,MIT License,103,2013-02-09T23:46:16Z,2026-06-25T15:23:45Z,162,0,16,8,0.08,1,0,0,0,2,False,2026-06-29T11:48:23+00:00,ok,
isaacs/path-scurry,gh/591569499,0.36786,TypeScript,Other,46,2023-01-21T05:46:28Z,2026-02-26T19:27:19Z,41,4,5,2,0.15,8,0,0,0,277,False,2026-06-29T13:06:07+00:00,ok,
npm/mute-stream,gh/5159166,0.36722,JavaScript,ISC License,53,2012-07-24T00:15:48Z,2026-06-18T16:25:21Z,169,0,13,3,0.42,2,0,0,0,17,False,2026-06-29T14:15:29+00:00,ok,
tj/node-cookie-signature,gh/6229722,0.36642,JavaScript,MIT License,193,2012-10-15T15:46:57Z,2024-10-29T19:38:18Z,166,20,11,5,0,0,0,0,0,37,False,2026-06-29T15:15:02+00:00,ok,
npm/json-parse-even-better-errors,gh/211384370,0.36623,JavaScript,Other,27,2017-08-15T23:14:48Z,2026-06-18T15:48:16Z,107,0,9,3,0.42,2,0,0,0,32,False,2026-06-29T14:15:22+00:00,ok,
sindresorhus/read-package-up,gh/41842429,0.36599,JavaScript,MIT License,268,2015-09-03T04:48:40Z,2025-11-07T18:10:35Z,131,7,9,5,0.04,1,0,0,0,19,False,2026-06-29T15:01:06+00:00,ok,
sindresorhus/import-local,gh/90292430,0.36590,JavaScript,MIT License,155,2017-05-04T17:49:22Z,2024-07-22T10:55:11Z,111,23,8,2,0,1,0,0,0,220,False,2026-06-29T14:56:48+00:00,ok,
faye/websocket-driver-node,gh/9733816,0.36543,JavaScript,Other,109,2011-11-24T02:07:55Z,2026-06-04T16:39:54Z,177,0,9,2,0.08,1,0,0,0,113,False,2026-06-29T12:33:16+00:00,ok,
ka-weihe/fastest-levenshtein,gh/158960628,0.36523,TypeScript,MIT License,767,2018-11-24T17:54:18Z,2024-01-28T20:55:07Z,92,29,8,5,0,0,1,0,0,67,False,2026-06-29T13:35:21+00:00,ok,
sindresorhus/escape-string-regexp,gh/21169121,0.36494,JavaScript,MIT License,598,2014-06-24T15:04:27Z,2025-05-06T15:42:06Z,146,13,8,2,0,0,0,0,0,324,False,2026-06-29T14:54:47+00:00,ok,
terkelg/sisteransi,gh/122441239,0.36469,TypeScript,MIT License,81,2018-02-22T06:47:54Z,2026-06-22T13:32:35Z,101,0,7,2,0.08,1,0,0,0,192,False,2026-06-29T15:12:23+00:00,ok,
sindresorhus/resolve-from,gh/22022707,0.36464,JavaScript,MIT License,145,2014-07-20T00:29:44Z,2021-01-02T05:53:57Z,145,66,7,4,0,0,1,1,1,26,False,2026-06-29T15:01:23+00:00,ok,
dtolnay/automod,gh/173074854,0.36379,Rust,Apache License 2.0,187,2019-02-28T07:49:54Z,2026-06-22T01:30:48Z,89,0,6,2,0.33,2,0,1,0,110,False,2026-06-29T12:02:44+00:00,ok,
dtolnay/dissimilar,gh/229514821,0.36305,Rust,Apache License 2.0,241,2019-12-22T03:49:10Z,2026-06-24T03:02:26Z,79,0,3,2,0.5,1,1,0,1,75,False,2026-06-29T12:02:50+00:00,ok,
hiddentao/fast-levenshtein,gh/9490451,0.36290,JavaScript,MIT License,612,2013-04-17T05:57:55Z,2020-07-22T14:29:13Z,160,72,10,5,0,1,0,0,0,45,False,2026-06-29T12:53:46+00:00,ok,
sindresorhus/find-cache-directory,gh/48783244,0.36182,JavaScript,MIT License,163,2015-12-30T05:17:31Z,2025-04-08T15:24:45Z,127,14,14,8,0,1,0,0,0,2,False,2026-06-29T14:55:09+00:00,ok,
ljharb/get-intrinsic,gh/308516559,0.36159,JavaScript,MIT License,34,2020-06-08T10:50:00Z,2026-01-13T19:23:37Z,73,5,2,2,0.08,2,1,0,0,593,False,2026-06-29T13:42:13+00:00,ok,
jonschlinkert/is-plain-object,gh/24306940,0.36131,HTML,MIT License,158,2014-09-21T22:44:02Z,2020-09-09T16:30:07Z,143,70,7,4,0,1,0,0,0,104,False,2026-06-29T13:19:39+00:00,ok,
defunctzombie/node-process,gh/7580644,0.36095,JavaScript,MIT License,129,2013-01-12T21:18:29Z,2017-12-21T16:18:43Z,163,103,16,9,0,1,0,0,0,19,False,2026-06-29T12:01:03+00:00,ok,
sindresorhus/leven,gh/22794601,0.35947,JavaScript,MIT License,734,2014-08-09T20:34:03Z,2025-09-11T12:25:05Z,144,9,8,3,0.08,1,0,0,0,44,False,2026-06-29T14:57:49+00:00,ok,
gkz/prelude-ls,gh/4457759,0.35929,LiveScript,MIT License,426,2012-05-23T02:13:48Z,2026-05-15T06:21:30Z,171,1,12,6,0.02,0,1,0,0,7,False,2026-06-29T12:50:42+00:00,ok,
kriskowal/asap,gh/11295071,0.35928,JavaScript,MIT License,612,2013-07-09T21:43:32Z,2022-01-05T15:19:29Z,157,54,12,5,0,0,0,0,0,35,False,2026-06-29T13:37:59+00:00,ok,
pillarjs/parseurl,gh/17533192,0.35801,JavaScript,MIT License,188,2014-03-08T02:08:39Z,2025-11-01T13:14:13Z,149,8,9,6,0.06,0,0,0,0,14,False,2026-06-29T14:23:46+00:00,ok,
thkukuk/rpcsvc-proto,gh/55140533,0.35772,C,Other,29,2016-03-31T10:08:03Z,2025-08-01T09:29:48Z,124,11,7,4,0.04,0,0,0,0,54,False,2026-06-29T15:12:49+00:00,ok,
gkz/optionator,gh/13435927,0.35695,LiveScript,MIT License,166,2013-10-09T07:33:38Z,2024-04-26T18:13:13Z,154,26,6,2,0,1,0,0,0,164,False,2026-06-29T12:50:37+00:00,ok,
lydell/js-tokens,gh/17552490,0.35489,JavaScript,MIT License,555,2014-03-08T22:28:09Z,2026-06-05T17:06:17Z,149,0,5,2,0.17,2,0,0,0,74,False,2026-06-29T13:45:53+00:00,ok,
epoberezkin/fast-json-stable-stringify,gh/108103016,0.35451,JavaScript,Other,322,2013-07-16T05:53:43Z,2020-07-15T10:54:16Z,157,72,11,5,0,0,0,0,0,44,False,2026-06-29T12:05:01+00:00,ok,
python-jsonschema/jsonschema-specifications,gh/582755777,0.35421,Python,MIT License,13,2022-12-27T17:47:33Z,2026-06-23T10:49:28Z,42,0,6,1,1.92,1,0,0,0,442,False,2026-06-29T14:31:36+00:00,ok,
sindresorhus/onetime,gh/14847357,0.35311,JavaScript,MIT License,166,2013-12-01T22:19:06Z,2026-02-02T07:41:43Z,153,4,9,2,0.06,1,0,0,0,51,False,2026-06-29T14:59:45+00:00,ok,
sindresorhus/p-locate,gh/74265632,0.35244,JavaScript,MIT License,80,2016-11-20T09:40:16Z,2026-02-03T07:57:33Z,116,4,6,3,0.06,1,0,0,0,40,False,2026-06-29T15:00:04+00:00,ok,
sindresorhus/get-east-asian-width,gh/711160838,0.35111,JavaScript,MIT License,49,2023-10-28T11:55:28Z,2026-05-08T06:36:29Z,32,1,4,2,0.19,4,1,1,0,158,False,2026-06-29T14:55:26+00:00,ok,
browserify/randombytes,gh/29300004,0.35068,JavaScript,MIT License,102,2015-01-15T14:05:31Z,2023-07-26T07:15:01Z,139,35,10,6,0,0,0,0,0,11,False,2026-06-29T11:52:02+00:00,ok,
es-shims/string.prototype.trimend,gh/114682758,0.34986,JavaScript,MIT License,5,2017-12-18T20:04:00Z,2026-06-06T06:19:04Z,103,0,2,2,0.13,1,0,1,0,224,False,2026-06-29T12:06:41+00:00,ok,
calvinmetcalf/process-nextick-args,gh/36039131,0.34943,JavaScript,MIT License,33,2015-05-21T21:52:04Z,2019-06-19T20:33:49Z,135,85,9,5,0,0,0,0,0,63,False,2026-06-29T11:54:40+00:00,ok,
ljharb/object-keys,gh/9103992,0.34891,JavaScript,MIT License,46,2013-03-29T18:19:42Z,2026-03-17T20:27:08Z,161,3,10,1,0.1,2,0,0,0,64,False,2026-06-29T13:42:37+00:00,ok,
css-modules/icss-utils,gh/42766912,0.34864,JavaScript,ISC License,22,2015-09-19T09:13:30Z,2021-06-09T11:03:30Z,131,61,13,5,0,1,0,0,0,8,False,2026-06-29T11:59:26+00:00,ok,
es-shims/object.values,gh/41723335,0.34861,JavaScript,MIT License,73,2015-09-01T07:20:23Z,2025-12-29T22:48:52Z,131,6,1,1,0.02,1,1,0,0,1122,False,2026-06-29T12:06:29+00:00,ok,
felixge/node-combined-stream,gh/1787452,0.34840,JavaScript,MIT License,144,2011-05-23T10:34:49Z,2019-05-12T17:42:40Z,183,86,15,5,0,0,1,0,0,22,False,2026-06-29T12:34:16+00:00,ok,
sindresorhus/path-exists,gh/34965664,0.34801,JavaScript,MIT License,156,2015-05-02T22:38:13Z,2021-08-12T10:42:46Z,135,59,7,3,0,0,0,0,0,117,False,2026-06-29T15:00:39+00:00,ok,
sindresorhus/is-wsl,gh/88415331,0.34759,JavaScript,MIT License,198,2017-04-16T13:33:50Z,2026-02-15T08:42:36Z,112,4,7,1,0.06,1,0,0,0,166,False,2026-06-29T14:57:43+00:00,ok,
jshttp/vary,gh/20498698,0.34673,JavaScript,MIT License,65,2014-06-04T20:21:26Z,2026-04-02T16:29:37Z,146,2,8,4,0.19,0,0,0,0,16,False,2026-06-29T13:33:29+00:00,ok,
jshttp/etag,gh/22894570,0.34653,JavaScript,MIT License,266,2014-08-12T22:27:18Z,2025-07-23T12:31:26Z,144,11,7,4,0.02,1,0,0,0,12,False,2026-06-29T13:29:02+00:00,ok,
sindresorhus/npm-run-path,gh/48707028,0.34623,JavaScript,MIT License,109,2015-12-28T18:46:13Z,2024-10-28T05:10:35Z,127,20,7,2,0,1,0,0,0,58,False,2026-06-29T14:58:46+00:00,ok,
sindresorhus/crypto-random-string,gh/73665728,0.34614,JavaScript,MIT License,576,2016-11-14T04:05:50Z,2022-05-10T06:15:18Z,117,50,8,2,0,1,0,0,0,81,False,2026-06-29T14:53:38+00:00,ok,
jslicense/spdx-expression-parse.js,gh/40067336,0.34543,JavaScript,MIT License,45,2015-04-24T08:49:31Z,2023-11-21T19:39:24Z,136,31,5,2,0,0,0,0,0,202,False,2026-06-29T13:33:45+00:00,ok,
sindresorhus/callsites,gh/18938743,0.34358,JavaScript,MIT License,271,2014-04-19T10:10:11Z,2025-09-09T08:49:45Z,148,9,7,3,0.02,0,0,0,0,37,False,2026-06-29T14:53:15+00:00,ok,
inspect-js/hasown,gh/703350811,0.34357,JavaScript,MIT License,2,2023-10-11T04:50:47Z,2026-05-28T18:11:11Z,33,1,2,2,0.19,2,1,0,0,432,False,2026-06-29T12:56:32+00:00,ok,
inspect-js/is-typed-array,gh/43528820,0.34346,JavaScript,MIT License,12,2015-10-02T00:37:15Z,2025-12-29T22:50:33Z,130,6,2,2,0.02,1,1,0,0,138,False,2026-06-29T13:00:32+00:00,ok,
jonschlinkert/get-value,gh/24911025,0.34317,TypeScript,MIT License,305,2014-10-07T20:51:22Z,2026-06-14T17:50:54Z,142,0,8,2,0.1,2,0,0,0,18,False,2026-06-29T13:19:04+00:00,ok,
inspect-js/is-arguments,gh/15725461,0.34261,JavaScript,MIT License,17,2014-01-08T04:33:00Z,2026-03-18T15:56:05Z,151,3,2,2,0.13,0,0,1,0,228,False,2026-06-29T12:56:44+00:00,ok,
feross/run-parallel,gh/18700638,0.34201,JavaScript,MIT License,387,2014-04-12T05:25:06Z,2021-02-10T04:30:21Z,148,65,5,2,0,1,0,0,0,153,False,2026-06-29T12:34:50+00:00,ok,
es-shims/string.prototype.trimstart,gh/114682105,0.34163,JavaScript,MIT License,4,2017-12-18T19:56:05Z,2026-01-13T19:21:58Z,103,5,2,2,0.02,1,1,0,0,148,False,2026-06-29T12:06:46+00:00,ok,
