repo,repo_id,criticality_score,language,license,star_count,created_at,updated_at,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_release_count,updated_issues_count,closed_issues_count,issue_comment_frequency,github_mention_count,depsdev_enabled,checked_at,status,error_reason
ljharb/call-bind-apply-helpers,gh/898190951,0.27262,JavaScript,MIT License,5,2024-12-04T00:26:33Z,2025-02-12T19:24:48Z,19,16,1,1,0,1,1,0,0,80,False,2026-06-29T13:40:28+00:00,ok,
freedesktop-unofficial-mirror/cairo,gh/34372735,0.27155,C,Other,0,2002-06-11T04:02:23Z,2015-04-21T21:31:53Z,292,136,273,1,0,4,0,0,0,0,False,2026-06-29T12:38:55+00:00,ok,
inspect-js/is-data-view,gh/751048078,0.27143,JavaScript,MIT License,2,2024-01-31T20:38:09Z,2024-12-19T19:52:58Z,29,18,1,1,0,1,1,0,0,43,False,2026-06-29T12:59:00+00:00,ok,
jonschlinkert/define-property,gh/40633359,0.26982,JavaScript,MIT License,21,2015-08-13T01:47:51Z,2018-07-12T22:15:23Z,132,96,3,2,0,1,0,0,0,5,False,2026-06-29T13:18:45+00:00,ok,
dougwilson/nodejs-depd,gh/20848667,0.26921,JavaScript,MIT License,329,2014-06-15T05:13:52Z,2021-11-12T06:32:53Z,146,56,2,0,0,1,0,0,0,48,False,2026-06-29T12:02:32+00:00,ok,
sindresorhus/unicorn-magic,gh/716660564,0.26915,JavaScript,MIT License,53,2023-11-09T15:48:59Z,2025-11-15T10:25:20Z,32,7,2,1,0.06,1,0,0,0,18,False,2026-06-29T15:02:32+00:00,ok,
zertosh/loose-envify,gh/41947687,0.26806,JavaScript,MIT License,283,2015-09-05T02:23:39Z,2018-07-10T11:08:46Z,131,97,5,2,0,0,0,0,0,5,False,2026-06-29T15:31:56+00:00,ok,
gkz/levn,gh/13287279,0.26778,LiveScript,MIT License,85,2013-10-03T01:02:36Z,2022-12-30T21:16:08Z,155,42,3,1,0,0,1,0,0,4,False,2026-06-29T12:50:32+00:00,ok,
ljharb/possible-typed-array-names,gh/760136716,0.26714,JavaScript,MIT License,1,2024-02-19T21:10:57Z,2026-01-13T19:24:02Z,28,5,1,1,0.02,0,1,0,0,56,False,2026-06-29T13:42:48+00:00,ok,
sindresorhus/resolve-cwd,gh/47504070,0.26506,JavaScript,MIT License,70,2015-12-06T16:19:41Z,2021-01-02T05:04:24Z,128,66,4,0,0,0,0,0,0,41,False,2026-06-29T15:01:17+00:00,ok,
medikoo/d,gh/10817569,0.26458,JavaScript,ISC License,44,2013-06-20T10:30:48Z,2024-03-01T13:06:24Z,158,28,2,1,0,0,0,1,0,4,False,2026-06-29T13:49:20+00:00,ok,
samn/json-stable-stringify,gh/76598131,0.26447,JavaScript,Other,13,2013-07-16T05:53:43Z,2020-05-08T21:15:09Z,157,74,8,2,0,0,0,0,0,0,False,2026-06-29T14:48:11+00:00,ok,
sindresorhus/shebang-regex,gh/30903733,0.26438,JavaScript,MIT License,48,2015-02-17T05:16:06Z,2021-08-13T23:09:40Z,138,59,4,0,0,0,0,0,0,33,False,2026-06-29T15:01:35+00:00,ok,
ljharb/es-define-property,gh/756570458,0.26398,JavaScript,MIT License,4,2024-02-12T21:46:18Z,2024-12-06T18:15:52Z,28,18,1,1,0,0,1,0,0,54,False,2026-06-29T13:41:50+00:00,ok,
ljharb/concat-map,gh/548993448,0.26295,JavaScript,MIT License,3,2012-06-08T02:54:37Z,2025-12-29T22:50:50Z,171,6,1,1,0.02,0,0,0,0,7,False,2026-06-29T13:40:39+00:00,ok,
litejs/natural-compare-lite,gh/9146732,0.26047,JavaScript,MIT License,114,2013-04-01T12:23:47Z,2024-10-11T10:25:37Z,161,20,4,1,0,0,0,0,0,1,False,2026-06-29T13:39:29+00:00,ok,
es-shims/dunder-proto,gh/898274312,0.25964,JavaScript,MIT License,1,2024-12-04T05:21:59Z,2024-12-17T02:12:37Z,19,18,1,1,0,1,1,0,0,33,False,2026-06-29T12:06:07+00:00,ok,
es-shims/math-intrinsics,gh/902014040,0.25944,JavaScript,MIT License,2,2024-12-11T18:31:00Z,2024-12-19T05:58:02Z,18,18,1,1,0,1,0,0,0,46,False,2026-06-29T12:06:23+00:00,ok,
jonschlinkert/is-extendable,gh/38225016,0.25891,JavaScript,MIT License,19,2015-06-29T03:07:20Z,2018-07-12T22:14:42Z,133,96,4,2,0,0,0,0,0,3,False,2026-06-29T13:19:27+00:00,ok,
ljharb/es-errors,gh/752160492,0.25757,JavaScript,MIT License,10,2024-02-03T07:47:24Z,2024-03-09T00:38:39Z,29,28,1,1,0,2,1,0,0,12,False,2026-06-29T13:41:56+00:00,ok,
jonschlinkert/extend-shallow,gh/25867410,0.25746,JavaScript,MIT License,33,2014-10-06T08:36:58Z,2017-12-19T23:10:20Z,142,103,3,2,0,0,0,0,0,7,False,2026-06-29T13:18:51+00:00,ok,
medikoo/type,gh/177198492,0.25745,JavaScript,ISC License,37,2019-03-22T19:30:09Z,2024-05-30T16:00:29Z,88,25,2,0,0,2,0,0,0,12,False,2026-06-29T13:49:38+00:00,ok,
daaku/nodejs-makeerror,gh/2097803,0.25624,JavaScript,Other,12,2011-07-24T19:29:35Z,2021-10-23T14:00:27Z,181,56,2,1,0,0,0,0,0,5,False,2026-06-29T12:00:09+00:00,ok,
jonschlinkert/has-value,gh/24310408,0.25537,JavaScript,MIT License,26,2014-09-22T01:47:27Z,2018-03-03T20:49:00Z,143,101,3,2,0,0,0,0,0,5,False,2026-06-29T13:19:15+00:00,ok,
troygoode/node-require-directory,gh/3053807,0.25190,JavaScript,MIT License,409,2011-12-26T23:07:09Z,2016-09-20T23:34:23Z,176,118,10,5,0,0,0,0,0,1,False,2026-06-29T15:17:02+00:00,ok,
myrne/performance-now,gh/10219264,0.25135,CoffeeScript,MIT License,160,2013-05-22T12:24:05Z,2017-02-19T18:25:32Z,159,113,5,2,0,0,1,1,0,4,False,2026-06-29T14:07:44+00:00,ok,
mathiasbynens/cssesc,gh/12001360,0.25085,HTML,MIT License,176,2013-08-09T13:22:22Z,2019-02-04T16:33:52Z,156,90,5,1,0,0,1,0,0,2,False,2026-06-29T13:47:21+00:00,ok,
dtolnay/target-triple,gh/734167706,0.25077,Rust,Apache License 2.0,16,2023-12-21T01:03:18Z,2026-06-24T03:02:36Z,30,0,1,1,0.19,1,0,0,0,8,False,2026-06-29T12:03:55+00:00,ok,
sindresorhus/find-up-simple,gh/714044439,0.24950,JavaScript,MIT License,83,2023-11-03T19:41:36Z,2025-06-05T18:47:09Z,32,12,2,1,0,0,0,0,0,10,False,2026-06-29T14:55:21+00:00,ok,
alexindigo/asynckit,gh/59087459,0.24523,JavaScript,MIT License,25,2016-05-18T06:19:09Z,2025-12-18T03:00:04Z,123,6,2,0,0.08,1,0,0,0,3,False,2026-06-29T11:42:12+00:00,ok,
kevva/dir-glob,gh/49264969,0.24488,JavaScript,MIT License,44,2016-01-08T10:06:46Z,2019-09-30T12:06:21Z,127,82,6,0,0,1,0,0,0,4,False,2026-06-29T13:35:44+00:00,ok,
sindresorhus/path-is-absolute,gh/30900285,0.24466,JavaScript,MIT License,43,2015-02-17T03:04:42Z,2019-05-31T14:23:39Z,138,86,2,0,0,0,0,0,0,41,False,2026-07-05T15:57:36+00:00,ok,
jonschlinkert/assign-symbols,gh/45661176,0.24144,JavaScript,MIT License,18,2015-11-06T05:18:15Z,2018-08-07T15:24:47Z,129,96,2,1,0,0,0,0,0,7,False,2026-06-29T13:18:39+00:00,ok,
webreflection/html-escaper,gh/33597730,0.23797,JavaScript,MIT License,111,2015-04-08T09:33:31Z,2021-02-18T08:35:11Z,136,65,1,0,0,0,0,0,0,25,False,2026-06-29T15:29:26+00:00,ok,
dominictarr/through,gh/4885140,0.23764,JavaScript,Other,670,2012-07-04T13:49:53Z,2015-07-03T13:38:16Z,170,134,12,6,0,0,1,1,0,0,False,2026-07-05T15:56:16+00:00,ok,
tjguk/wmi,gh/23124645,0.23708,Python,,125,2006-08-14T09:06:51Z,2020-04-29T05:31:37Z,241,75,3,0,0,0,0,0,0,10,False,2026-06-29T15:15:08+00:00,ok,
ljharb/get-proto,gh/911035271,0.23343,JavaScript,MIT License,3,2025-01-02T05:13:25Z,2026-01-13T19:23:39Z,18,5,1,1,0.02,1,1,0,0,4,False,2026-06-29T13:42:19+00:00,ok,
isaacs/package-json-from-dist,gh/800543709,0.23225,TypeScript,Other,10,2024-05-14T14:34:33Z,2024-09-26T18:58:49Z,25,21,1,0,0,0,0,0,0,64,False,2026-06-29T13:06:01+00:00,ok,
jsdom/xml-name-validator,gh/28553202,0.22907,JavaScript,Apache License 2.0,15,2014-12-28T02:36:11Z,2023-11-12T05:37:43Z,140,32,2,0,0,0,0,0,0,3,False,2026-06-29T13:26:11+00:00,ok,
calvinmetcalf/minimalistic-assert,gh/29144257,0.22390,JavaScript,ISC License,19,2015-01-12T16:19:01Z,2018-04-11T12:21:02Z,139,100,2,2,0,0,0,0,0,0,False,2026-06-29T11:54:35+00:00,ok,
jonschlinkert/has-values,gh/33009186,0.22275,JavaScript,MIT License,23,2015-03-25T02:05:10Z,2018-01-31T01:03:13Z,137,102,1,1,0,0,0,0,0,5,False,2026-06-29T13:19:21+00:00,ok,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,0.22259,C,Other,1,2006-02-19T00:49:41Z,2007-11-24T21:40:04Z,247,226,26,2,0,1,0,0,0,0,False,2026-06-29T12:41:00+00:00,ok,
jonschlinkert/object-visit,gh/38545952,0.21832,JavaScript,MIT License,21,2015-07-04T19:56:11Z,2017-05-30T04:25:30Z,133,110,2,1,0,0,0,0,0,4,False,2026-06-29T13:20:08+00:00,ok,
felixge/node-delayed-stream,gh/1783893,0.21805,JavaScript,MIT License,55,2011-05-22T13:49:32Z,2015-04-30T22:05:55Z,183,135,5,3,0,0,1,0,1,0,False,2026-06-29T12:34:21+00:00,ok,
micromatch/is-extglob,gh/31788841,0.21794,JavaScript,MIT License,23,2015-03-06T21:00:31Z,2019-05-25T08:53:08Z,137,86,2,1,0,0,0,0,0,0,False,2026-06-29T13:50:20+00:00,ok,
isaacs/fs.realpath,gh/61231712,0.21783,JavaScript,Blue Oak Model License 1.0.0,25,2016-06-15T18:37:09Z,2025-10-25T18:58:05Z,122,8,2,0,0.02,0,1,0,0,0,False,2026-06-29T13:01:38+00:00,ok,
component/toidentifier,gh/114743189,0.21564,JavaScript,MIT License,6,2017-12-19T09:06:43Z,2021-11-14T22:18:18Z,103,56,2,0,0,0,0,0,0,2,False,2026-06-29T11:25:18+00:00,ok,
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,0.21275,JavaScript,MIT License,1,2022-01-03T06:40:10Z,2022-11-02T16:22:00Z,54,44,1,1,0,0,1,0,0,0,False,2026-06-29T13:00:37+00:00,ok,
ljharb/side-channel-map,gh/901191461,0.20989,JavaScript,MIT License,1,2024-12-10T07:55:44Z,2025-12-29T22:51:49Z,18,6,1,1,0.02,1,1,0,0,0,False,2026-06-29T13:44:11+00:00,ok,
ljharb/side-channel-weakmap,gh/901188921,0.20989,JavaScript,MIT License,1,2024-12-10T07:49:41Z,2025-12-29T22:51:51Z,18,6,1,1,0.02,1,1,0,0,0,False,2026-06-29T13:44:16+00:00,ok,
jonathanong/ee-first,gh/20707897,0.20960,JavaScript,MIT License,54,2014-06-11T01:31:51Z,2018-06-06T03:10:59Z,146,98,2,1,0,0,0,0,0,0,False,2026-06-29T13:18:33+00:00,ok,
kevinbeaty/any-promise,gh/26247715,0.20641,JavaScript,MIT License,181,2014-11-06T01:15:51Z,2016-07-28T18:58:05Z,141,120,4,3,0,0,0,0,0,3,False,2026-06-29T13:35:38+00:00,ok,
bluss/bencher,gh/65987276,0.20458,Rust,Apache License 2.0,92,2016-08-18T10:10:02Z,2018-01-06T23:31:34Z,120,103,4,0,0,0,0,0,0,2,False,2026-06-29T11:51:10+00:00,ok,
kevva/shebang-command,gh/47402913,0.20262,JavaScript,MIT License,24,2015-12-04T12:32:24Z,2019-09-30T12:28:36Z,128,82,2,0,0,0,0,0,0,1,False,2026-06-29T13:35:49+00:00,ok,
jimmywarting/node-domexception,gh/371470141,0.19964,JavaScript,MIT License,12,2021-05-27T18:35:39Z,2025-04-19T13:26:35Z,62,14,2,0,0,0,0,0,0,0,False,2026-07-05T15:57:11+00:00,ok,
bincode-org/bincode,gh/24130045,0.19665,,,3071,2014-09-17T04:38:03Z,2014-09-15T20:59:11Z,143,143,1,0,0.02,0,0,0,0,364,False,2026-07-05T15:56:06+00:00,ok,
sindresorhus/tagged-tag,gh/795552264,0.19174,,MIT License,24,2024-05-03T14:24:54Z,2026-02-13T06:10:56Z,26,4,1,0,0.02,0,0,0,0,2,False,2026-06-29T15:02:14+00:00,ok,
graydon/exhaustigen-rs,gh/432630522,0.18870,Rust,,66,2021-11-28T05:51:12Z,2021-11-28T05:53:15Z,55,55,1,0,0,0,0,0,0,1,False,2026-06-29T12:51:52+00:00,ok,
stream-utils/unpipe,gh/37428186,0.18391,JavaScript,MIT License,22,2015-06-14T20:21:00Z,2018-06-29T00:54:04Z,134,97,1,0,0,0,0,0,0,1,False,2026-06-29T15:06:05+00:00,ok,
sindresorhus/is-inside-container,gh/601943060,0.17841,JavaScript,MIT License,75,2023-02-15T06:46:32Z,2023-08-31T15:58:56Z,41,34,1,0,0,0,0,0,0,0,False,2026-06-29T14:57:15+00:00,ok,
douglasdwyer/wasm_sync,gh/668034655,0.17646,Rust,,16,2023-07-18T21:41:53Z,2024-01-19T23:07:44Z,35,29,1,0,0,0,0,0,0,0,False,2026-06-29T12:02:27+00:00,ok,
sindresorhus/environment,gh/793180075,0.17240,JavaScript,MIT License,167,2024-04-28T16:48:10Z,2024-09-13T06:20:05Z,26,21,1,0,0,0,0,0,0,0,False,2026-06-29T14:53:55+00:00,ok,
rvagg/archived-prr,gh/9151864,0.16344,JavaScript,MIT License,26,2013-04-01T17:23:17Z,2014-07-22T06:52:11Z,161,145,2,2,0,0,0,0,0,0,False,2026-07-05T15:57:31+00:00,ok,
jonschlinkert/map-cache,gh/32450614,0.15740,JavaScript,MIT License,20,2015-03-18T09:52:03Z,2016-05-10T10:50:58Z,137,123,2,1,0,0,0,0,0,1,False,2026-06-29T13:19:57+00:00,ok,
andrewrk/node-pend,gh/11836813,0.13827,JavaScript,MIT License,15,2013-08-02T06:40:47Z,2014-11-23T21:52:09Z,157,141,1,1,0,0,0,0,0,0,False,2026-06-29T11:42:28+00:00,ok,
jensyt/imurmurhash-js,gh/11802843,0.11461,JavaScript,MIT License,104,2013-07-31T22:33:22Z,2013-08-24T20:45:09Z,157,156,1,0,0,0,0,1,0,0,False,2026-06-29T13:17:08+00:00,ok,
bzip2/bzip2,,,,,,,,,,,,,,,,,,False,2026-07-13T16:57:32+00:00,error,unresolvable-contributor
cpython-team/python3-defaults,,,,,,,,,,,,,,,,,,False,2026-07-13T16:57:35+00:00,error,unresolvable-contributor
debian/ca-certificates,,,,,,,,,,,,,,,,,,False,2026-07-13T16:57:38+00:00,error,unresolvable-contributor
debian/gdbm,,,,,,,,,,,,,,,,,,False,2026-07-13T16:57:41+00:00,error,unresolvable-contributor
debian/giflib,,,,,,,,,,,,,,,,,,False,2026-07-13T16:57:43+00:00,error,unresolvable-contributor
holmgren/nettle,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:23+00:00,error,unresolvable-contributor
libtiff/libtiff,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:32+00:00,error,unresolvable-contributor
md/tcp-wrappers,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:34+00:00,error,unresolvable-contributor
mpfr/mpfr,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:42+00:00,error,unresolvable-contributor
multimedia-team/aom,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:45+00:00,error,unresolvable-contributor
pixman/pixman,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:48+00:00,error,unresolvable-contributor
takluyver/jeepney,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:50+00:00,error,unresolvable-contributor
xorg/lib/libx11,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:53+00:00,error,unresolvable-contributor
xorg/lib/libxau,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:56+00:00,error,unresolvable-contributor
xorg/lib/libxdmcp,,,,,,,,,,,,,,,,,,False,2026-07-13T16:58:59+00:00,error,unresolvable-contributor
xorg/lib/libxext,,,,,,,,,,,,,,,,,,False,2026-07-13T16:59:02+00:00,error,unresolvable-contributor
xorg/lib/libxrender,,,,,,,,,,,,,,,,,,False,2026-07-13T16:59:04+00:00,error,unresolvable-contributor
xorg/proto/xorgproto,,,,,,,,,,,,,,,,,,False,2026-07-13T16:59:07+00:00,error,unresolvable-contributor
