repo,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
jslicense/spdx-correct.js,2025,9,35,4,39,2,index.js,26,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimend,2025,43,25,13,38,4,index.js,15,1.2,2026-05-03T17:22:01Z
inspect-js/is-number-object,2025,39,26,11,37,4,index.js,21,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimstart,2025,37,24,12,36,4,index.js,15,0.6,2026-05-03T17:22:01Z
ka-weihe/fastest-levenshtein,2025,13,18,18,36,2,mod.ts,34,3.8,2026-05-03T17:22:01Z
isaacs/inherits,2025,10,26,9,35,5,.github/workflows/package-json-repo.js,16,0.8,2026-05-03T17:22:01Z
inspect-js/is-date-object,2025,34,24,9,33,4,index.js,17,1.0,2026-05-03T17:22:01Z
pillarjs/parseurl,2025,57,29,4,33,3,test/test.js,29,0.9,2026-05-03T17:22:01Z
sindresorhus/slash,2025,11,12,20,32,4,index.d.ts,12,0.6,2026-05-03T17:22:01Z
justmoon/node-extend,2025,14,16,16,32,1,test/index.js,32,0.8,2026-05-03T17:22:01Z
burntsushi/same-file,2025,6,15,15,30,2,src/lib.rs,28,0.9,2026-05-03T17:22:01Z
sindresorhus/to-fast-properties,2025,7,12,17,29,4,index.js,18,0.5,2026-05-03T17:22:01Z
chalk/strip-ansi,2025,10,18,10,28,4,index.js,18,1.1,2026-05-03T17:22:01Z
crypto-browserify/randombytes,2025,8,14,14,28,2,browser.js,18,0.8,2026-05-03T17:22:01Z
mcollina/reusify,2025,7,28,0,28,2,eslint.config.js,14,0.7,2026-05-03T17:22:01Z
medikoo/es6-symbol,2025,16,24,4,28,3,commitlint.config.js,22,1.5,2026-05-03T17:22:01Z
jshttp/accepts,2025,46,14,14,28,5,test/type.js,8,2.5,2026-05-03T17:22:01Z
doowb/ansi-colors,2025,5,17,10,27,2,index.js,21,0.9,2026-05-03T17:22:01Z
sindresorhus/lowercase-keys,2025,4,9,18,27,4,index.js,13,0.7,2026-05-03T17:22:01Z
inspect-js/has-symbols,2025,31,22,5,27,8,shams.js,7,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-bom,2025,3,12,14,26,4,test/test.js,10,0.6,2026-05-03T17:22:01Z
es-shims/object.values,2025,40,12,13,25,4,implementation.js,14,0.9,2026-05-03T17:22:01Z
ryanzim/universalify,2025,5,16,6,22,2,index.js,12,0.5,2026-05-03T17:22:01Z
medikoo/d,2025,22,22,0,22,1,commitlint.config.js,22,1.3,2026-05-03T17:22:01Z
isaacs/fs.realpath,2025,6,19,2,21,3,.github/workflows/package-json-repo.js,16,0.5,2026-05-03T17:22:01Z
sindresorhus/is-binary-path,2025,3,8,13,21,4,index.js,9,1.3,2026-05-03T17:22:01Z
fb55/domelementtype,2025,14,10,10,20,1,src/index.ts,20,0.9,2026-05-03T17:22:01Z
sindresorhus/has-flag,2025,5,10,10,20,4,index.js,8,0.6,2026-05-03T17:22:01Z
brianloveswords/node-jwa,2025,3,16,2,18,1,index.js,18,0.7,2026-05-03T17:22:01Z
chaijs/type-detect,2025,3,5,13,18,2,rollup.conf.js,10,1.7,2026-05-03T17:22:01Z
sindresorhus/binary-extensions,2025,10,7,10,17,5,index.d.ts,4,1.2,2026-05-03T17:22:01Z
moxystudio/node-cross-spawn,2025,13,9,8,17,3,lib/util/escape.js,10,1.1,2026-05-03T17:22:01Z
sindresorhus/escape-string-regexp,2025,6,6,10,16,4,index.d.ts,6,1.3,2026-05-03T17:22:01Z
sindresorhus/array-union,2025,5,6,8,14,3,index.js,8,0.6,2026-05-03T17:22:01Z
mathiasbynens/unicode-property-aliases-ecmascript,2025,8,7,7,14,1,tests/tests.js,14,0.8,2026-05-03T17:22:01Z
visionmedia/bytes.js,2025,29,13,1,14,4,index.js,10,0.6,2026-05-03T17:22:01Z
juliangruber/isarray,2025,52,9,5,14,2,test.js,10,0.8,2026-05-03T17:22:01Z
sindresorhus/shebang-regex,2025,3,7,6,13,4,index.js,5,0.5,2026-05-03T17:22:01Z
lukeed/dequal,2025,5,9,3,12,1,bench/index.js,12,1.1,2026-05-03T17:22:01Z
pillarjs/encodeurl,2025,13,7,3,10,2,test/test.js,8,0.7,2026-05-03T17:22:01Z
lukeed/kleur,2025,6,5,5,10,2,index.mjs,6,1.2,2026-05-03T17:22:01Z
mafintosh/pump,2025,7,7,3,10,1,index.js,10,0.7,2026-05-03T17:22:01Z
gkz/optionator,2025,11,5,5,10,2,lib/index.js,6,0.8,2026-05-03T17:22:01Z
istanbuljs/schema,2025,2,7,1,8,2,index.js,4,0.7,2026-05-03T17:22:01Z
rob--w/proxy-from-env,2025,2,7,0,7,1,test.js,7,1.1,2026-05-03T17:22:01Z
ljharb/has-bigints,2025,24,5,1,6,2,index.d.ts,3,0.7,2026-05-03T17:22:01Z
garycourt/uri-js,2025,4,3,3,6,3,src/uri.ts,2,2.8,2026-05-03T17:22:01Z
jprichardson/node-jsonfile,2025,5,3,3,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
micromatch/anymatch,2025,4,5,1,6,3,test.js,3,4.7,2026-05-03T17:22:01Z
micromatch/to-regex-range,2025,3,3,3,6,1,index.js,6,0.9,2026-05-03T17:22:01Z
inspect-js/functions-have-names,2025,16,5,1,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
retep998/winapi-rs,2025,1,3,2,5,1,src/um/sysinfoapi.rs,5,19.7,2026-05-03T17:22:01Z
estools/estraverse,2025,2,4,0,4,1,estraverse.js,4,0.5,2026-05-03T17:22:01Z
feross/run-parallel,2025,3,3,1,4,1,index.js,4,0.9,2026-05-03T17:22:01Z
daaku/nodejs-tmpl,2025,3,2,2,4,2,lib/tmpl.js,2,0.7,2026-05-03T17:22:01Z
mafintosh/end-of-stream,2025,2,3,1,4,1,index.js,4,0.7,2026-05-03T17:22:01Z
alexei/sprintf.js,2025,3,2,2,4,2,dist/angular-sprintf.min.js,2,1.6,2026-05-03T17:22:01Z
sindresorhus/tagged-tag,2025,4,3,0,3,1,index.d.ts,3,0.8,2026-05-03T17:22:01Z
sindresorhus/import-fresh,2025,4,2,1,3,1,index.js,3,0.6,2026-05-03T17:22:01Z
feross/queue-microtask,2025,6,1,1,2,1,index.js,2,0.6,2026-05-03T17:22:01Z
teambition/merge2,2025,2,1,1,2,1,index.js,2,0.9,2026-05-03T17:22:01Z
dchest/tweetnacl-js,2025,13,1,1,2,1,test/04-secretbox.quick.js,2,2.2,2026-05-03T17:22:01Z
iarna/aproba,2025,3,1,1,2,1,index.js,2,1.3,2026-05-03T17:22:01Z
linusu/buffer-from,2025,2,1,0,1,1,index.js,1,0.8,2026-05-03T17:22:01Z
kemitchell/validate-npm-package-license.js,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
sindresorhus/resolve-from,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
kevinbeaty/any-promise,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
estools/escodegen,2025,1,0,0,0,0,,0,2.0,2026-05-03T17:22:01Z
estools/esrecurse,2025,4,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/dir-glob,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
broofa/node-int64,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/shebang-command,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
estools/esutils,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
kriskowal/asap,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
lddubeau/xmlchars,2025,76,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
npm/wrappy,2025,1,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
libpixman/pixman,2025,0,0,0,0,0,,0,3.2,2026-05-03T17:22:01Z
nvzqz/static-assertions-rs,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
rust-lang/tempdir,2025,0,0,0,0,0,,0,1.6,2026-05-03T17:22:01Z
calvinmetcalf/minimalistic-assert,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
calvinmetcalf/process-nextick-args,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
faye/websocket-driver-node,2025,3,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
fb55/boolbase,2025,3,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
stefanpenner/get-caller-file,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
stream-utils/unpipe,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
suguru03/neo-async,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
felixge/node-combined-stream,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
rvagg/prr,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
chalker/safer-buffer,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
felixge/node-delayed-stream,2025,0,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
rvagg/through2,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
feross/ieee754,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
feross/is-buffer,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
samn/json-stable-stringify,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
feross/safe-buffer,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
fitzgen/glob-to-regexp,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
floatdrop/require-from-string,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
component/escape-html,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
petkaantonov/bluebird,2025,9,0,0,0,0,,0,4.2,2026-05-03T17:22:01Z
terkelg/sisteransi,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jaredhanson/utils-merge,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
thlorenz/deep-is,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
shtylman/node-process,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
tim-kos/node-retry,2025,5,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jensyt/imurmurhash-js,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
loganfsmyth/gensync,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
css-modules/icss-utils,2025,1,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
jonathanong/ee-first,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
gitlab-freedesktop-mirrors/libxcb,2025,0,0,0,0,0,,0,1.9,2026-05-03T17:22:01Z
jonschlinkert/assign-symbols,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
daaku/nodejs-makeerror,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jonschlinkert/define-property,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
pvorb/node-clone,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/extend-shallow,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
davepacheco/node-extsprintf,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
gkz/levn,2025,4,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
tootallnate/util-deprecate,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
jonschlinkert/global-prefix,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
davisjam/safe-regex,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
gkz/prelude-ls,2025,6,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
jonschlinkert/has-value,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
mathiasbynens/cssesc,2025,0,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
gkz/type-check,2025,7,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jonschlinkert/has-values,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/is-extendable,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
troygoode/node-require-directory,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/is-extglob,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jonschlinkert/is-number,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
mathiasbynens/regenerate,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jonschlinkert/is-plain-object,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jonschlinkert/isobject,2025,1,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
mathiasbynens/unicode-canonical-property-names-ecmascript,2025,4,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jonschlinkert/kind-of,2025,2,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/map-cache,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
dominictarr/through,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
jonschlinkert/normalize-path,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
unshiftio/requires-port,2025,18,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
jonschlinkert/object-visit,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
mcavage/node-assert-plus,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
dougwilson/nodejs-depd,2025,6,0,0,0,0,,0,1.6,2026-05-03T17:22:01Z
alexindigo/asynckit,2025,3,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
andrewrk/node-pend,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
andyperlitch/jsbn,2025,0,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
grncdr/merge-stream,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
gsnedders/python-webencodings,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
guillaumegomez/doc-comment,2025,0,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
jshttp/etag,2025,6,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
mlocati/gettext-iconv-windows,2025,118,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
hiddentao/fast-levenshtein,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
qix-/node-error-ex,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jshttp/media-typer,2025,26,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
qix-/node-is-arrayish,2025,1,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jshttp/methods,2025,4,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
sindresorhus/object-assign,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
wesleytodd/setprototypeof,2025,1,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
epoberezkin/fast-deep-equal,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
epoberezkin/fast-json-stable-stringify,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
epoberezkin/json-schema-traverse,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jshttp/range-parser,2025,8,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
raynos/xtend,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
beatgammit/base64-js,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
mysticatea/abort-controller,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
jshttp/vary,2025,10,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
bincode-org/bincode,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
sindresorhus/path-is-absolute,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
blakeembrey/array-flatten,2025,12,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
yargs/set-blocking,2025,1,0,0,0,0,,0,1.7,2026-05-03T17:22:01Z
bluss/bencher,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
nodeca/argparse,2025,1,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
eslint/doctrine,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
yuzujs/setimmediate,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
zertosh/loose-envify,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
braveg1rl/performance-now,2025,1,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
nodejs/string_decoder,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
sindresorhus/resolve-cwd,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
