github_repo,metric,2021,2022,2023,2024,2025,2021-2025
tencent/libco,first_date,,,,,,
tencent/libco,last_date,,,,,,
zerbea/hcxdumptool,bus_factor,1,1,1,1,1,1
zerbea/hcxdumptool,hhi,8930,9831,6357,4733,4044,7282
zerbea/hcxdumptool,contributors,7,2,5,3,4,16
zerbea/hcxdumptool,bots,0,0,0,0,0,0
zerbea/hcxdumptool,commits,252,117,271,30,15,685
zerbea/hcxdumptool,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-26,2021-01-03
zerbea/hcxdumptool,last_date,2022-01-01,2022-12-10,2024-01-06,2025-01-04,2025-12-06,2025-12-06
adafruit/adafruit_ssd1306,bus_factor,2,2,2,2,1,4
adafruit/adafruit_ssd1306,hhi,2140,2622,3333,2840,3600,1020
adafruit/adafruit_ssd1306,contributors,8,6,3,5,4,20
adafruit/adafruit_ssd1306,bots,0,0,0,0,0,0
adafruit/adafruit_ssd1306,commits,33,15,3,9,10,70
adafruit/adafruit_ssd1306,first_date,2021-01-10,2022-01-09,2023-05-07,2024-04-21,2025-04-27,2021-01-10
adafruit/adafruit_ssd1306,last_date,2021-11-13,2022-12-31,2023-11-18,2025-01-04,2025-12-06,2025-12-06
tencent/unlua,bus_factor,1,2,1,,1,1
tencent/unlua,hhi,8405,4244,6846,,10000,4493
tencent/unlua,contributors,9,22,11,0,1,36
tencent/unlua,bots,0,0,0,0,0,0
tencent/unlua,commits,167,702,119,0,1,989
tencent/unlua,first_date,2021-03-14,2022-01-02,2023-01-01,,2025-07-06,2021-03-14
tencent/unlua,last_date,2022-01-01,2022-12-31,2023-12-02,,2025-07-12,2025-07-12
gaoxiang12/lightning-lm,bus_factor,,,,,1,1
gaoxiang12/lightning-lm,hhi,,,,,4958,4958
gaoxiang12/lightning-lm,contributors,0,0,0,0,5,5
gaoxiang12/lightning-lm,bots,0,0,0,0,0,0
gaoxiang12/lightning-lm,commits,0,0,0,0,19,19
gaoxiang12/lightning-lm,first_date,,,,,2025-10-26,2025-10-26
gaoxiang12/lightning-lm,last_date,,,,,2025-11-29,2025-11-29
taviso/ctypes.sh,bus_factor,,,1,1,1,1
taviso/ctypes.sh,hhi,,,6250,10000,10000,5000
taviso/ctypes.sh,contributors,0,0,2,1,1,3
taviso/ctypes.sh,bots,0,0,0,0,0,0
taviso/ctypes.sh,commits,0,0,4,1,1,6
taviso/ctypes.sh,first_date,,,2023-08-06,2024-06-23,2025-12-21,2023-08-06
taviso/ctypes.sh,last_date,,,2023-10-28,2024-06-29,2025-12-27,2025-12-27
jrouwe/joltphysics,bus_factor,1,1,1,1,1,1
jrouwe/joltphysics,hhi,9651,7687,7809,7221,8223,7795
jrouwe/joltphysics,contributors,3,20,22,38,16,74
jrouwe/joltphysics,bots,0,1,1,1,1,1
jrouwe/joltphysics,commits,113,322,401,444,235,1515
jrouwe/joltphysics,first_date,2021-08-08,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-08-08
jrouwe/joltphysics,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
pmp-library/pmp-library,bus_factor,1,1,1,1,1,1
pmp-library/pmp-library,hhi,8389,8895,7568,8381,4644,7586
pmp-library/pmp-library,contributors,5,7,3,5,5,16
pmp-library/pmp-library,bots,0,0,0,0,0,0
pmp-library/pmp-library,commits,197,227,312,116,80,932
pmp-library/pmp-library,first_date,2021-01-03,2022-01-09,2023-01-01,2024-01-21,2025-01-19,2021-01-03
pmp-library/pmp-library,last_date,2022-01-01,2022-12-17,2023-12-30,2024-12-21,2026-01-03,2026-01-03
liji32/sameboy,bus_factor,1,1,1,1,1,1
liji32/sameboy,hhi,8246,8559,8152,6977,8016,7982
liji32/sameboy,contributors,14,9,12,14,10,43
liji32/sameboy,bots,0,0,0,0,0,0
liji32/sameboy,commits,292,304,214,254,161,1225
liji32/sameboy,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
liji32/sameboy,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
nvidiagameworks/falcor,bus_factor,2,1,1,2,1,1
nvidiagameworks/falcor,hhi,2800,7551,6886,2500,10000,4241
nvidiagameworks/falcor,contributors,5,2,4,4,1,13
nvidiagameworks/falcor,bots,0,0,0,0,0,0
nvidiagameworks/falcor,commits,10,7,17,4,1,39
nvidiagameworks/falcor,first_date,2021-08-01,2022-01-23,2023-01-29,2024-01-07,2025-01-05,2021-08-01
nvidiagameworks/falcor,last_date,2021-12-25,2022-10-22,2023-12-16,2024-08-24,2025-01-11,2025-01-11
ea31337/ea31337,bus_factor,1,1,1,1,,1
ea31337/ea31337,hhi,10000,10000,9902,8922,,9882
ea31337/ea31337,contributors,1,1,2,2,0,3
ea31337/ea31337,bots,0,0,0,1,0,1
ea31337/ea31337,commits,456,111,204,70,0,841
ea31337/ea31337,first_date,2021-01-17,2022-01-23,2023-05-14,2024-01-14,,2021-01-17
ea31337/ea31337,last_date,2021-12-11,2022-12-24,2023-12-16,2024-09-21,,2024-09-21
schismtracker/schismtracker,bus_factor,2,1,1,1,1,1
schismtracker/schismtracker,hhi,4025,4800,5391,7907,8071,7370
schismtracker/schismtracker,contributors,6,9,6,12,14,32
schismtracker/schismtracker,bots,0,0,0,0,0,0
schismtracker/schismtracker,commits,45,98,81,918,1047,2189
schismtracker/schismtracker,first_date,2021-04-04,2022-01-23,2023-01-01,2024-01-14,2025-01-05,2021-04-04
schismtracker/schismtracker,last_date,2021-12-25,2022-12-10,2023-12-16,2025-01-04,2026-01-03,2026-01-03
itinance/react-native-fs,bus_factor,2,2,,,,2
itinance/react-native-fs,hhi,2489,2222,,,,1852
itinance/react-native-fs,contributors,12,5,0,0,0,16
itinance/react-native-fs,bots,1,0,0,0,0,1
itinance/react-native-fs,commits,30,6,0,0,0,36
itinance/react-native-fs,first_date,2021-01-03,2022-02-13,,,,2021-01-03
itinance/react-native-fs,last_date,2021-11-20,2022-09-03,,,,2022-09-03
traviscross/mtr,bus_factor,2,2,2,2,2,5
traviscross/mtr,hhi,2613,1875,2438,2500,1824,766
traviscross/mtr,contributors,8,6,11,4,8,34
traviscross/mtr,bots,0,0,0,0,0,0
traviscross/mtr,commits,40,8,22,4,27,101
traviscross/mtr,first_date,2021-03-07,2022-01-09,2023-01-08,2024-07-07,2025-02-02,2021-03-07
traviscross/mtr,last_date,2021-12-25,2022-10-01,2023-10-28,2024-08-31,2025-12-06,2025-12-06
lzl124631x/leetcode,bus_factor,1,1,1,1,,1
lzl124631x/leetcode,hhi,10000,10000,10000,10000,,10000
lzl124631x/leetcode,contributors,1,1,1,1,0,1
lzl124631x/leetcode,bots,0,0,0,0,0,0
lzl124631x/leetcode,commits,1201,421,824,27,0,2473
lzl124631x/leetcode,first_date,2021-01-03,2022-01-02,2023-06-18,2024-01-07,,2021-01-03
lzl124631x/leetcode,last_date,2022-01-01,2022-08-20,2023-12-16,2024-04-27,,2024-04-27
rwengine/openrw,bus_factor,1,,1,1,1,1
rwengine/openrw,hhi,10000,,10000,3889,10000,4527
rwengine/openrw,contributors,1,0,1,3,1,4
rwengine/openrw,bots,0,0,0,0,0,0
rwengine/openrw,commits,19,0,1,6,5,31
rwengine/openrw,first_date,2021-05-30,,2023-11-26,2024-02-04,2025-06-08,2021-05-30
rwengine/openrw,last_date,2021-10-16,,2023-12-02,2024-12-14,2025-06-21,2025-06-21
category-labs/monad,bus_factor,,1,2,3,4,4
category-labs/monad,hhi,,10000,1881,1554,1191,1122
category-labs/monad,contributors,0,1,9,14,29,34
category-labs/monad,bots,0,0,0,0,0,0
category-labs/monad,commits,0,36,1319,991,1334,3680
category-labs/monad,first_date,,2022-12-11,2023-01-01,2024-01-07,2025-01-05,2022-12-11
category-labs/monad,last_date,,2022-12-24,2024-01-06,2025-01-04,2026-01-03,2026-01-03
hteso/iaito,bus_factor,,,,,,
hteso/iaito,hhi,,,,,,
hteso/iaito,contributors,0,0,0,0,0,0
hteso/iaito,bots,0,0,0,0,0,0
hteso/iaito,commits,0,0,0,0,0,0
hteso/iaito,first_date,,,,,,
hteso/iaito,last_date,,,,,,
microsoft/directxtk12,bus_factor,1,1,1,1,1,1
microsoft/directxtk12,hhi,9635,9773,10000,8859,9159,9506
microsoft/directxtk12,contributors,3,2,1,3,3,8
microsoft/directxtk12,bots,0,0,0,1,1,1
microsoft/directxtk12,commits,108,87,51,67,46,359
microsoft/directxtk12,first_date,2021-01-03,2022-01-02,2023-01-15,2024-01-07,2025-01-12,2021-01-03
microsoft/directxtk12,last_date,2021-12-11,2022-12-31,2024-01-06,2024-12-21,2026-01-03,2026-01-03
fasiondog/hikyuu,bus_factor,1,1,1,1,1,1
fasiondog/hikyuu,hhi,10000,8969,7715,9536,9895,9443
fasiondog/hikyuu,contributors,1,5,6,7,4,15
fasiondog/hikyuu,bots,0,0,0,0,0,0
fasiondog/hikyuu,commits,290,242,337,1060,1138,3067
fasiondog/hikyuu,first_date,2021-01-03,2022-01-02,2023-01-29,2024-01-07,2025-01-05,2021-01-03
fasiondog/hikyuu,last_date,2021-12-11,2022-12-17,2024-01-06,2025-01-04,2026-01-03,2026-01-03
scarsty/kys-cpp,bus_factor,1,1,1,1,1,1
scarsty/kys-cpp,hhi,5702,8712,8200,10000,10000,9199
scarsty/kys-cpp,contributors,3,4,2,1,1,7
scarsty/kys-cpp,bots,0,0,0,0,0,0
scarsty/kys-cpp,commits,11,118,10,65,88,292
scarsty/kys-cpp,first_date,2021-01-10,2022-01-16,2023-03-12,2024-01-14,2025-01-05,2021-01-10
scarsty/kys-cpp,last_date,2021-12-11,2022-12-10,2023-12-16,2024-10-05,2025-10-04,2025-10-04
chaiscript/chaiscript,bus_factor,1,,2,,1,1
chaiscript/chaiscript,hhi,6345,,2500,,6250,4751
chaiscript/chaiscript,contributors,8,0,4,0,2,12
chaiscript/chaiscript,bots,0,0,0,0,0,0
chaiscript/chaiscript,commits,48,0,4,0,4,56
chaiscript/chaiscript,first_date,2021-01-03,,2023-02-19,,2025-02-16,2021-01-03
chaiscript/chaiscript,last_date,2021-09-04,,2023-12-02,,2025-08-02,2025-08-02
waveshareteam/e-paper,bus_factor,1,1,2,1,1,2
waveshareteam/e-paper,hhi,3964,4963,2812,10000,4200,2693
waveshareteam/e-paper,contributors,13,7,5,1,4,23
waveshareteam/e-paper,bots,0,0,0,0,0,0
waveshareteam/e-paper,commits,52,45,27,10,10,144
waveshareteam/e-paper,first_date,2021-01-03,2022-01-02,2023-02-12,2024-03-03,2025-03-02,2021-01-03
waveshareteam/e-paper,last_date,2022-01-01,2022-11-05,2023-12-30,2024-11-30,2025-12-13,2025-12-13
dibyendumajumdar/ravi,bus_factor,1,1,1,1,1,1
dibyendumajumdar/ravi,hhi,8733,9767,7222,10000,10000,9024
dibyendumajumdar/ravi,contributors,2,2,2,1,1,3
dibyendumajumdar/ravi,bots,0,0,0,0,0,0
dibyendumajumdar/ravi,commits,206,85,6,12,3,312
dibyendumajumdar/ravi,first_date,2021-01-03,2022-01-02,2023-01-08,2024-06-09,2025-02-09,2021-01-03
dibyendumajumdar/ravi,last_date,2021-12-25,2022-11-26,2023-08-05,2024-06-22,2025-02-15,2025-02-15
zhuyanzhen1/minifoc,bus_factor,1,1,1,,,1
zhuyanzhen1/minifoc,hhi,9872,10000,10000,,,9881
zhuyanzhen1/minifoc,contributors,2,1,1,0,0,2
zhuyanzhen1/minifoc,bots,0,0,0,0,0,0
zhuyanzhen1/minifoc,commits,310,18,5,0,0,333
zhuyanzhen1/minifoc,first_date,2021-08-08,2022-05-22,2023-03-05,,,2021-08-08
zhuyanzhen1/minifoc,last_date,2021-11-13,2022-08-27,2023-10-21,,,2023-10-21
axboe/liburing,bus_factor,2,2,1,1,2,1
axboe/liburing,hhi,2623,2982,2905,5987,2679,3389
axboe/liburing,contributors,21,30,23,24,23,72
axboe/liburing,bots,0,0,0,0,0,0
axboe/liburing,commits,312,569,324,585,293,2083
axboe/liburing,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
axboe/liburing,last_date,2021-12-25,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
guitarml/neuralpi,bus_factor,1,1,,1,,1
guitarml/neuralpi,hhi,8524,10000,,10000,,8535
guitarml/neuralpi,contributors,5,1,0,1,0,6
guitarml/neuralpi,bots,0,0,0,0,0,0
guitarml/neuralpi,commits,103,13,0,1,0,117
guitarml/neuralpi,first_date,2021-05-16,2022-01-30,,2024-01-14,,2021-05-16
guitarml/neuralpi,last_date,2021-11-13,2022-03-12,,2024-01-20,,2024-01-20
78/xiaozhi-esp32,bus_factor,,,,1,1,1
78/xiaozhi-esp32,hhi,,,,7711,2807,3287
78/xiaozhi-esp32,contributors,0,0,0,7,86,87
78/xiaozhi-esp32,bots,0,0,0,0,0,0
78/xiaozhi-esp32,commits,0,0,0,97,661,758
78/xiaozhi-esp32,first_date,,,,2024-08-25,2025-01-05,2024-08-25
78/xiaozhi-esp32,last_date,,,,2025-01-04,2026-01-03,2026-01-03
davidrmiller/biosim4,bus_factor,2,1,,1,,2
davidrmiller/biosim4,hhi,2963,3300,,3333,,2768
davidrmiller/biosim4,contributors,7,9,0,4,0,16
davidrmiller/biosim4,bots,0,0,0,0,0,0
davidrmiller/biosim4,commits,36,20,0,6,0,62
davidrmiller/biosim4,first_date,2021-09-12,2022-01-02,,2024-09-01,,2021-09-12
davidrmiller/biosim4,last_date,2021-12-25,2022-11-26,,2024-11-16,,2024-11-16
adoxa/ansicon,bus_factor,,,,,,
adoxa/ansicon,hhi,,,,,,
adoxa/ansicon,contributors,0,0,0,0,0,0
adoxa/ansicon,bots,0,0,0,0,0,0
adoxa/ansicon,commits,0,0,0,0,0,0
adoxa/ansicon,first_date,,,,,,
adoxa/ansicon,last_date,,,,,,
mubix/post-exploitation,bus_factor,,,,,,
mubix/post-exploitation,hhi,,,,,,
mubix/post-exploitation,contributors,0,0,0,0,0,0
mubix/post-exploitation,bots,0,0,0,0,0,0
mubix/post-exploitation,commits,0,0,0,0,0,0
mubix/post-exploitation,first_date,,,,,,
mubix/post-exploitation,last_date,,,,,,
githubhaohao/ndk_opengles_3_0,bus_factor,1,1,1,1,1,1
githubhaohao/ndk_opengles_3_0,hhi,10000,10000,10000,10000,10000,10000
githubhaohao/ndk_opengles_3_0,contributors,1,1,1,1,1,1
githubhaohao/ndk_opengles_3_0,bots,0,0,0,0,0,0
githubhaohao/ndk_opengles_3_0,commits,68,4,11,10,3,96
githubhaohao/ndk_opengles_3_0,first_date,2021-01-03,2022-01-23,2023-02-12,2024-02-04,2025-07-13,2021-01-03
githubhaohao/ndk_opengles_3_0,last_date,2021-11-20,2022-06-11,2023-12-23,2024-11-16,2025-10-25,2025-10-25
mp3guy/elasticfusion,bus_factor,,1,,,1,1
mp3guy/elasticfusion,hhi,,10000,,,10000,6800
mp3guy/elasticfusion,contributors,0,1,0,0,1,2
mp3guy/elasticfusion,bots,0,0,0,0,0,0
mp3guy/elasticfusion,commits,0,4,0,0,1,5
mp3guy/elasticfusion,first_date,,2022-05-22,,,2025-07-27,2022-05-22
mp3guy/elasticfusion,last_date,,2022-10-29,,,2025-08-02,2025-08-02
runner365/livevideocoresdk,bus_factor,,1,,,,1
runner365/livevideocoresdk,hhi,,10000,,,,10000
runner365/livevideocoresdk,contributors,0,1,0,0,0,1
runner365/livevideocoresdk,bots,0,0,0,0,0,0
runner365/livevideocoresdk,commits,0,1,0,0,0,1
runner365/livevideocoresdk,first_date,,2022-05-29,,,,2022-05-29
runner365/livevideocoresdk,last_date,,2022-06-04,,,,2022-06-04
john-chapman/im3d,bus_factor,1,,1,,1,2
john-chapman/im3d,hhi,5556,,10000,,6800,2840
john-chapman/im3d,contributors,2,0,1,0,2,5
john-chapman/im3d,bots,0,0,0,0,0,0
john-chapman/im3d,commits,3,0,1,0,5,9
john-chapman/im3d,first_date,2021-02-28,,2023-01-08,,2025-04-27,2021-02-28
john-chapman/im3d,last_date,2021-06-12,,2023-01-14,,2025-09-20,2025-09-20
dgiese/dustcloud,bus_factor,1,,1,,,1
dgiese/dustcloud,hhi,10000,,10000,,,5000
dgiese/dustcloud,contributors,1,0,1,0,0,2
dgiese/dustcloud,bots,1,0,0,0,0,1
dgiese/dustcloud,commits,1,0,1,0,0,2
dgiese/dustcloud,first_date,2021-02-07,,2023-08-20,,,2021-02-07
dgiese/dustcloud,last_date,2021-02-27,,2023-08-26,,,2023-08-26
pi-hole/ftl,bus_factor,1,1,1,1,1,1
pi-hole/ftl,hhi,5091,3758,7190,6796,3985,5515
pi-hole/ftl,contributors,22,19,15,14,33,71
pi-hole/ftl,bots,0,1,1,1,2,2
pi-hole/ftl,commits,718,377,1035,648,673,3451
pi-hole/ftl,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
pi-hole/ftl,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
jolibrain/deepdetect,bus_factor,2,2,1,2,1,2
jolibrain/deepdetect,hhi,2680,3533,4698,2832,5622,2737
jolibrain/deepdetect,contributors,6,5,5,6,3,9
jolibrain/deepdetect,bots,0,0,0,1,0,1
jolibrain/deepdetect,commits,274,90,70,28,30,492
jolibrain/deepdetect,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-02-02,2021-01-03
jolibrain/deepdetect,last_date,2022-01-01,2022-12-31,2023-12-02,2024-11-23,2025-11-15,2025-11-15
linyacool/webserver,bus_factor,,1,,,,1
linyacool/webserver,hhi,,10000,,,,10000
linyacool/webserver,contributors,0,1,0,0,0,1
linyacool/webserver,bots,0,0,0,0,0,0
linyacool/webserver,commits,0,1,0,0,0,1
linyacool/webserver,first_date,,2022-03-20,,,,2022-03-20
linyacool/webserver,last_date,,2022-03-26,,,,2022-03-26
zeromq/cppzmq,bus_factor,1,2,2,2,2,2
zeromq/cppzmq,hhi,3648,1953,2050,3333,2500,1662
zeromq/cppzmq,contributors,10,7,8,3,6,29
zeromq/cppzmq,bots,0,0,0,0,0,0
zeromq/cppzmq,commits,50,13,20,3,12,98
zeromq/cppzmq,first_date,2021-01-31,2022-04-17,2023-05-28,2024-01-28,2025-02-02,2021-01-31
zeromq/cppzmq,last_date,2021-10-30,2022-10-15,2023-11-25,2024-03-09,2025-12-20,2025-12-20
pixpark/gpupixel,bus_factor,,,,1,2,2
pixpark/gpupixel,hhi,,,,5742,2664,2770
pixpark/gpupixel,contributors,0,0,0,7,8,15
pixpark/gpupixel,bots,0,0,0,0,0,0
pixpark/gpupixel,commits,0,0,0,32,17,49
pixpark/gpupixel,first_date,,,,2024-02-18,2025-01-19,2024-02-18
pixpark/gpupixel,last_date,,,,2024-12-07,2025-11-22,2025-11-22
reverseclabs/c3,bus_factor,1,1,1,,1,1
reverseclabs/c3,hhi,8347,5000,10000,,6127,4547
reverseclabs/c3,contributors,2,2,1,0,2,7
reverseclabs/c3,bots,0,0,0,0,0,0
reverseclabs/c3,commits,11,4,2,0,99,116
reverseclabs/c3,first_date,2021-02-28,2022-11-06,2023-01-08,,2025-06-15,2021-02-28
reverseclabs/c3,last_date,2021-10-30,2022-11-26,2023-01-21,,2025-12-06,2025-12-06
openbabel/openbabel,bus_factor,3,2,2,2,,4
openbabel/openbabel,hhi,1258,1545,1944,2099,,922
openbabel/openbabel,contributors,11,16,8,7,0,29
openbabel/openbabel,bots,0,0,0,1,0,1
openbabel/openbabel,commits,33,39,24,18,0,114
openbabel/openbabel,first_date,2021-01-03,2022-01-23,2023-01-29,2024-03-03,,2021-01-03
openbabel/openbabel,last_date,2021-10-30,2022-12-10,2023-12-09,2024-12-14,,2024-12-14
facebook/mariana-trench,bus_factor,1,2,1,1,1,2
facebook/mariana-trench,hhi,3267,2747,4817,5542,3795,2219
facebook/mariana-trench,contributors,12,15,10,14,10,36
facebook/mariana-trench,bots,0,0,0,0,0,0
facebook/mariana-trench,commits,101,192,220,242,137,892
facebook/mariana-trench,first_date,2021-07-11,2022-01-02,2023-01-15,2024-01-07,2025-01-12,2021-07-11
facebook/mariana-trench,last_date,2022-01-01,2022-12-17,2024-01-06,2024-12-21,2026-01-03,2026-01-03
nba-emu/nanoboyadvance,bus_factor,1,1,1,1,1,1
nba-emu/nanoboyadvance,hhi,9326,9496,9313,4689,6116,8836
nba-emu/nanoboyadvance,contributors,6,5,5,10,5,21
nba-emu/nanoboyadvance,bots,0,0,0,0,0,0
nba-emu/nanoboyadvance,commits,261,195,199,53,22,730
nba-emu/nanoboyadvance,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-21,2025-01-19,2021-01-10
nba-emu/nanoboyadvance,last_date,2021-12-25,2022-12-17,2024-01-06,2024-12-14,2025-10-11,2025-10-11
alibaba/loongcollector,bus_factor,2,3,5,3,4,5
alibaba/loongcollector,hhi,2687,1422,806,1332,1043,755
alibaba/loongcollector,contributors,10,24,50,31,29,98
alibaba/loongcollector,bots,0,0,0,0,0,0
alibaba/loongcollector,commits,42,264,376,334,322,1338
alibaba/loongcollector,first_date,2021-11-21,2022-01-02,2023-01-08,2024-01-07,2025-01-05,2021-11-21
alibaba/loongcollector,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
pafuhana1213/kawaiiphysics,bus_factor,1,1,1,1,1,1
pafuhana1213/kawaiiphysics,hhi,5000,10000,6955,9251,9813,9254
pafuhana1213/kawaiiphysics,contributors,2,1,3,4,2,7
pafuhana1213/kawaiiphysics,bots,0,0,0,0,0,0
pafuhana1213/kawaiiphysics,commits,4,31,17,104,106,262
pafuhana1213/kawaiiphysics,first_date,2021-05-02,2022-02-13,2023-02-12,2024-01-28,2025-06-01,2021-05-02
pafuhana1213/kawaiiphysics,last_date,2021-05-29,2022-12-10,2023-12-30,2024-12-07,2026-01-03,2026-01-03
flexflow/flexflow-train,bus_factor,1,2,2,2,1,3
flexflow/flexflow-train,hhi,4145,2221,2154,2417,4977,1544
flexflow/flexflow-train,contributors,12,14,18,8,8,38
flexflow/flexflow-train,bots,0,0,0,0,0,0
flexflow/flexflow-train,commits,500,302,639,76,42,1559
flexflow/flexflow-train,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
flexflow/flexflow-train,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2025-10-11,2025-10-11
litleo/tensorrt_tutorial,bus_factor,1,1,1,1,,1
litleo/tensorrt_tutorial,hhi,10000,10000,10000,10000,,10000
litleo/tensorrt_tutorial,contributors,1,1,1,1,0,1
litleo/tensorrt_tutorial,bots,0,0,0,0,0,0
litleo/tensorrt_tutorial,commits,6,6,1,1,0,14
litleo/tensorrt_tutorial,first_date,2021-01-17,2022-03-13,2023-09-24,2024-03-10,,2021-01-17
litleo/tensorrt_tutorial,last_date,2021-03-13,2022-11-05,2023-09-30,2024-03-16,,2024-03-16
jasonrohrer/onelife,bus_factor,1,1,1,1,1,1
jasonrohrer/onelife,hhi,10000,10000,10000,9943,10000,9977
jasonrohrer/onelife,contributors,1,1,1,2,1,2
jasonrohrer/onelife,bots,0,0,0,0,0,0
jasonrohrer/onelife,commits,56,10,300,347,151,864
jasonrohrer/onelife,first_date,2021-02-07,2022-03-27,2023-03-19,2024-01-07,2025-01-05,2021-02-07
jasonrohrer/onelife,last_date,2021-11-06,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
adaptix-framework/adaptixc2,bus_factor,,,,1,1,1
adaptix-framework/adaptixc2,hhi,,,,10000,6514,7139
adaptix-framework/adaptixc2,contributors,0,0,0,1,26,26
adaptix-framework/adaptixc2,bots,0,0,0,0,0,0
adaptix-framework/adaptixc2,commits,0,0,0,104,417,521
adaptix-framework/adaptixc2,first_date,,,,2024-08-18,2025-01-05,2024-08-18
adaptix-framework/adaptixc2,last_date,,,,2025-01-04,2026-01-03,2026-01-03
lh3/minimap2,bus_factor,1,1,1,1,1,1
lh3/minimap2,hhi,8361,8025,4483,6919,9018,7727
lh3/minimap2,contributors,9,2,9,8,4,28
lh3/minimap2,bots,0,0,0,0,0,0
lh3/minimap2,commits,116,27,29,41,59,272
lh3/minimap2,first_date,2021-01-10,2022-01-30,2023-01-01,2024-01-21,2025-03-16,2021-01-10
lh3/minimap2,last_date,2022-01-01,2022-12-03,2024-01-06,2024-11-23,2025-12-13,2025-12-13
microsoft/cpprestsdk,bus_factor,1,1,,1,,1
microsoft/cpprestsdk,hhi,10000,3750,,10000,,3200
microsoft/cpprestsdk,contributors,1,3,0,1,0,5
microsoft/cpprestsdk,bots,0,1,0,0,0,1
microsoft/cpprestsdk,commits,5,4,0,1,0,10
microsoft/cpprestsdk,first_date,2021-01-24,2022-03-06,,2024-11-17,,2021-01-24
microsoft/cpprestsdk,last_date,2021-01-30,2022-09-24,,2024-11-23,,2024-11-23
ethz-adrl/towr,bus_factor,1,,,,,1
ethz-adrl/towr,hhi,10000,,,,,10000
ethz-adrl/towr,contributors,1,0,0,0,0,1
ethz-adrl/towr,bots,0,0,0,0,0,0
ethz-adrl/towr,commits,1,0,0,0,0,1
ethz-adrl/towr,first_date,2021-03-28,,,,,2021-03-28
ethz-adrl/towr,last_date,2021-04-03,,,,,2021-04-03
tdenniston/bish,bus_factor,,,,,,
tdenniston/bish,hhi,,,,,,
tdenniston/bish,contributors,0,0,0,0,0,0
tdenniston/bish,bots,0,0,0,0,0,0
tdenniston/bish,commits,0,0,0,0,0,0
tdenniston/bish,first_date,,,,,,
tdenniston/bish,last_date,,,,,,
thestk/rtaudio,bus_factor,2,1,1,3,2,2
thestk/rtaudio,hhi,2635,4452,4722,1429,2042,1550
thestk/rtaudio,contributors,11,10,5,11,7,37
thestk/rtaudio,bots,0,0,0,0,0,0
thestk/rtaudio,commits,96,46,12,21,17,192
thestk/rtaudio,first_date,2021-01-17,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-17
thestk/rtaudio,last_date,2022-01-01,2022-12-31,2023-09-16,2024-12-21,2025-11-29,2025-11-29
godotjs/javascript,bus_factor,1,1,1,1,,1
godotjs/javascript,hhi,5000,4844,6298,9050,,3308
godotjs/javascript,contributors,2,4,6,2,0,13
godotjs/javascript,bots,0,0,0,1,0,1
godotjs/javascript,commits,2,15,70,20,0,107
godotjs/javascript,first_date,2021-03-14,2022-04-03,2023-02-19,2024-01-14,,2021-03-14
godotjs/javascript,last_date,2021-06-12,2022-10-22,2023-10-28,2024-09-28,,2024-09-28
microsoft/wil,bus_factor,2,2,2,2,2,3
microsoft/wil,hhi,1565,1677,1977,2180,2921,1636
microsoft/wil,contributors,16,19,24,14,14,57
microsoft/wil,bots,0,0,1,0,1,2
microsoft/wil,commits,45,39,107,35,57,283
microsoft/wil,first_date,2021-01-10,2022-01-30,2023-01-08,2024-01-21,2025-02-16,2021-01-10
microsoft/wil,last_date,2021-12-18,2022-12-03,2024-01-06,2025-01-04,2026-01-03,2026-01-03
esprfid/esp-rfid,bus_factor,1,1,1,2,1,1
esprfid/esp-rfid,hhi,6250,7954,8906,2894,10000,6013
esprfid/esp-rfid,contributors,2,4,3,5,1,11
esprfid/esp-rfid,bots,0,0,0,0,0,0
esprfid/esp-rfid,commits,4,63,35,27,1,130
esprfid/esp-rfid,first_date,2021-01-10,2022-01-09,2023-01-08,2024-02-25,2025-07-27,2021-01-10
esprfid/esp-rfid,last_date,2021-08-07,2022-12-17,2023-12-23,2024-11-02,2025-08-02,2025-08-02
moby/hyperkit,bus_factor,1,1,,,,1
moby/hyperkit,hhi,4688,10000,,,,3827
moby/hyperkit,contributors,3,1,0,0,0,4
moby/hyperkit,bots,0,0,0,0,0,0
moby/hyperkit,commits,8,1,0,0,0,9
