repo,repo_id,year,metric,value
aws/aws-sdk-js-crypto-helpers,149673986,2022,closed_issues,2
aws/aws-sdk-js-crypto-helpers,149673986,2022,opened_issues,5
aws/aws-sdk-js-crypto-helpers,149673986,2023,closed_issues,8
aws/aws-sdk-js-crypto-helpers,149673986,2023,opened_issues,8
aws/aws-sdk-js-crypto-helpers,149673986,2024,closed_issues,5
aws/aws-sdk-js-crypto-helpers,149673986,2024,opened_issues,2
aws/aws-sdk-js-crypto-helpers,149673986,2025,closed_issues,0
aws/aws-sdk-js-crypto-helpers,149673986,2025,opened_issues,0
aws/aws-sdk-js-v3,87228090,2021,closed_issues,402
aws/aws-sdk-js-v3,87228090,2021,opened_issues,579
aws/aws-sdk-js-v3,87228090,2022,closed_issues,434
aws/aws-sdk-js-v3,87228090,2022,opened_issues,431
aws/aws-sdk-js-v3,87228090,2023,closed_issues,649
aws/aws-sdk-js-v3,87228090,2023,opened_issues,612
aws/aws-sdk-js-v3,87228090,2024,closed_issues,592
aws/aws-sdk-js-v3,87228090,2024,opened_issues,518
aws/aws-sdk-js-v3,87228090,2025,closed_issues,387
aws/aws-sdk-js-v3,87228090,2025,opened_issues,309
axios/axios,23088740,2021,closed_issues,645
axios/axios,23088740,2021,opened_issues,647
axios/axios,23088740,2022,closed_issues,570
axios/axios,23088740,2022,opened_issues,655
axios/axios,23088740,2023,closed_issues,205
axios/axios,23088740,2023,opened_issues,385
axios/axios,23088740,2024,closed_issues,237
axios/axios,23088740,2024,opened_issues,310
axios/axios,23088740,2025,closed_issues,550
axios/axios,23088740,2025,opened_issues,191
azure/azure-sdk-for-js,108311273,2021,closed_issues,1961
azure/azure-sdk-for-js,108311273,2021,opened_issues,2212
azure/azure-sdk-for-js,108311273,2022,closed_issues,1080
azure/azure-sdk-for-js,108311273,2022,opened_issues,1232
azure/azure-sdk-for-js,108311273,2023,closed_issues,899
azure/azure-sdk-for-js,108311273,2023,opened_issues,1012
azure/azure-sdk-for-js,108311273,2024,closed_issues,1555
azure/azure-sdk-for-js,108311273,2024,opened_issues,1042
azure/azure-sdk-for-js,108311273,2025,closed_issues,1068
azure/azure-sdk-for-js,108311273,2025,opened_issues,961
azure/azure-sdk-for-python,4127088,2021,closed_issues,1976
azure/azure-sdk-for-python,4127088,2021,opened_issues,1965
azure/azure-sdk-for-python,4127088,2022,closed_issues,1457
azure/azure-sdk-for-python,4127088,2022,opened_issues,1564
azure/azure-sdk-for-python,4127088,2023,closed_issues,1113
azure/azure-sdk-for-python,4127088,2023,opened_issues,1482
azure/azure-sdk-for-python,4127088,2024,closed_issues,1814
azure/azure-sdk-for-python,4127088,2024,opened_issues,1460
azure/azure-sdk-for-python,4127088,2025,closed_issues,1230
azure/azure-sdk-for-python,4127088,2025,opened_issues,1213
azure/msrest-for-python,71186468,2021,closed_issues,2
azure/msrest-for-python,71186468,2021,opened_issues,7
azure/msrest-for-python,71186468,2022,closed_issues,4
azure/msrest-for-python,71186468,2022,opened_issues,7
azure/msrest-for-python,71186468,2023,closed_issues,1
azure/msrest-for-python,71186468,2023,opened_issues,1
azure/msrest-for-python,71186468,2024,closed_issues,0
azure/msrest-for-python,71186468,2024,opened_issues,2
azure/msrest-for-python,71186468,2025,closed_issues,0
azure/msrest-for-python,71186468,2025,opened_issues,2
azuread/microsoft-authentication-library-for-python,67243113,2021,closed_issues,58
azuread/microsoft-authentication-library-for-python,67243113,2021,opened_issues,58
azuread/microsoft-authentication-library-for-python,67243113,2022,closed_issues,20
azuread/microsoft-authentication-library-for-python,67243113,2022,opened_issues,26
azuread/microsoft-authentication-library-for-python,67243113,2023,closed_issues,55
azuread/microsoft-authentication-library-for-python,67243113,2023,opened_issues,61
azuread/microsoft-authentication-library-for-python,67243113,2024,closed_issues,51
azuread/microsoft-authentication-library-for-python,67243113,2024,opened_issues,72
azuread/microsoft-authentication-library-for-python,67243113,2025,closed_issues,38
azuread/microsoft-authentication-library-for-python,67243113,2025,opened_issues,39
babel/babel,24560307,2021,closed_issues,556
babel/babel,24560307,2021,opened_issues,501
babel/babel,24560307,2022,closed_issues,431
babel/babel,24560307,2022,opened_issues,433
babel/babel,24560307,2023,closed_issues,284
babel/babel,24560307,2023,opened_issues,280
babel/babel,24560307,2024,closed_issues,197
babel/babel,24560307,2024,opened_issues,213
babel/babel,24560307,2025,closed_issues,181
babel/babel,24560307,2025,opened_issues,145
babel/babel-polyfills,190579283,2021,closed_issues,15
babel/babel-polyfills,190579283,2021,opened_issues,21
babel/babel-polyfills,190579283,2022,closed_issues,10
babel/babel-polyfills,190579283,2022,opened_issues,12
babel/babel-polyfills,190579283,2023,closed_issues,8
babel/babel-polyfills,190579283,2023,opened_issues,13
babel/babel-polyfills,190579283,2024,closed_issues,9
babel/babel-polyfills,190579283,2024,opened_issues,10
babel/babel-polyfills,190579283,2025,closed_issues,1
babel/babel-polyfills,190579283,2025,opened_issues,1
babel/preset-modules,,2021,closed_issues,3
babel/preset-modules,,2021,opened_issues,3
babel/preset-modules,,2022,closed_issues,1
babel/preset-modules,,2022,opened_issues,0
babel/preset-modules,,2023,closed_issues,0
babel/preset-modules,,2023,opened_issues,0
babel/preset-modules,,2024,closed_issues,1
babel/preset-modules,,2024,opened_issues,1
babel/preset-modules,,2025,closed_issues,0
babel/preset-modules,,2025,opened_issues,0
bcoe/v8-coverage,,2021,closed_issues,0
bcoe/v8-coverage,,2021,opened_issues,0
bcoe/v8-coverage,,2022,closed_issues,0
bcoe/v8-coverage,,2022,opened_issues,0
bcoe/v8-coverage,,2023,closed_issues,0
bcoe/v8-coverage,,2023,opened_issues,0
bcoe/v8-coverage,,2024,closed_issues,0
bcoe/v8-coverage,,2024,opened_issues,0
bcoe/v8-coverage,,2025,closed_issues,0
bcoe/v8-coverage,,2025,opened_issues,0
bdwgc/bdwgc,2109456,2021,closed_issues,35
bdwgc/bdwgc,2109456,2021,opened_issues,55
bdwgc/bdwgc,2109456,2022,closed_issues,47
bdwgc/bdwgc,2109456,2022,opened_issues,91
bdwgc/bdwgc,2109456,2023,closed_issues,40
bdwgc/bdwgc,2109456,2023,opened_issues,66
bdwgc/bdwgc,2109456,2024,closed_issues,38
bdwgc/bdwgc,2109456,2024,opened_issues,68
bdwgc/bdwgc,2109456,2025,closed_issues,45
bdwgc/bdwgc,2109456,2025,opened_issues,57
beatgammit/base64-js,2853282,2021,closed_issues,0
beatgammit/base64-js,2853282,2021,opened_issues,0
beatgammit/base64-js,2853282,2022,closed_issues,0
beatgammit/base64-js,2853282,2022,opened_issues,3
beatgammit/base64-js,2853282,2023,closed_issues,0
beatgammit/base64-js,2853282,2023,opened_issues,3
beatgammit/base64-js,2853282,2024,closed_issues,4
beatgammit/base64-js,2853282,2024,opened_issues,1
beatgammit/base64-js,2853282,2025,closed_issues,1
beatgammit/base64-js,2853282,2025,opened_issues,0
beaugunderson/ip-address,,2021,closed_issues,3
beaugunderson/ip-address,,2021,opened_issues,12
beaugunderson/ip-address,,2022,closed_issues,1
beaugunderson/ip-address,,2022,opened_issues,4
beaugunderson/ip-address,,2023,closed_issues,8
beaugunderson/ip-address,,2023,opened_issues,1
beaugunderson/ip-address,,2024,closed_issues,2
beaugunderson/ip-address,,2024,opened_issues,4
beaugunderson/ip-address,,2025,closed_issues,1
beaugunderson/ip-address,,2025,opened_issues,0
benjaminp/six,77868600,2021,closed_issues,5
benjaminp/six,77868600,2021,opened_issues,6
benjaminp/six,77868600,2022,closed_issues,6
benjaminp/six,77868600,2022,opened_issues,4
benjaminp/six,77868600,2023,closed_issues,2
benjaminp/six,77868600,2023,opened_issues,8
benjaminp/six,77868600,2024,closed_issues,7
benjaminp/six,77868600,2024,opened_issues,5
benjaminp/six,77868600,2025,closed_issues,0
benjaminp/six,77868600,2025,opened_issues,1
benjamn/ast-types,,2021,closed_issues,2
benjamn/ast-types,,2021,opened_issues,13
benjamn/ast-types,,2022,closed_issues,2
benjamn/ast-types,,2022,opened_issues,9
benjamn/ast-types,,2023,closed_issues,0
benjamn/ast-types,,2023,opened_issues,8
benjamn/ast-types,,2024,closed_issues,0
benjamn/ast-types,,2024,opened_issues,4
benjamn/ast-types,,2025,closed_issues,0
benjamn/ast-types,,2025,opened_issues,1
besser82/libxcrypt,35503965,2021,closed_issues,16
besser82/libxcrypt,35503965,2021,opened_issues,18
besser82/libxcrypt,35503965,2022,closed_issues,8
besser82/libxcrypt,35503965,2022,opened_issues,9
besser82/libxcrypt,35503965,2023,closed_issues,4
besser82/libxcrypt,35503965,2023,opened_issues,8
besser82/libxcrypt,35503965,2024,closed_issues,7
besser82/libxcrypt,35503965,2024,opened_issues,10
besser82/libxcrypt,35503965,2025,closed_issues,10
besser82/libxcrypt,35503965,2025,opened_issues,9
bincode-org/bincode,24130045,2021,closed_issues,62
bincode-org/bincode,24130045,2021,opened_issues,42
bincode-org/bincode,24130045,2022,closed_issues,65
bincode-org/bincode,24130045,2022,opened_issues,69
bincode-org/bincode,24130045,2023,closed_issues,37
bincode-org/bincode,24130045,2023,opened_issues,47
bincode-org/bincode,24130045,2024,closed_issues,17
bincode-org/bincode,24130045,2024,opened_issues,21
bincode-org/bincode,24130045,2025,closed_issues,35
bincode-org/bincode,24130045,2025,opened_issues,29
bitflags/bitflags,29287955,2021,closed_issues,14
bitflags/bitflags,29287955,2021,opened_issues,11
bitflags/bitflags,29287955,2022,closed_issues,21
bitflags/bitflags,29287955,2022,opened_issues,10
bitflags/bitflags,29287955,2023,closed_issues,48
bitflags/bitflags,29287955,2023,opened_issues,45
bitflags/bitflags,29287955,2024,closed_issues,13
bitflags/bitflags,29287955,2024,opened_issues,12
bitflags/bitflags,29287955,2025,closed_issues,14
bitflags/bitflags,29287955,2025,opened_issues,16
blakeembrey/array-flatten,17789771,2021,closed_issues,2
blakeembrey/array-flatten,17789771,2021,opened_issues,1
blakeembrey/array-flatten,17789771,2022,closed_issues,0
blakeembrey/array-flatten,17789771,2022,opened_issues,0
blakeembrey/array-flatten,17789771,2023,closed_issues,0
blakeembrey/array-flatten,17789771,2023,opened_issues,0
blakeembrey/array-flatten,17789771,2024,closed_issues,0
blakeembrey/array-flatten,17789771,2024,opened_issues,0
blakeembrey/array-flatten,17789771,2025,closed_issues,0
blakeembrey/array-flatten,17789771,2025,opened_issues,0
blakeembrey/change-case,9440238,2021,closed_issues,12
blakeembrey/change-case,9440238,2021,opened_issues,13
blakeembrey/change-case,9440238,2022,closed_issues,6
blakeembrey/change-case,9440238,2022,opened_issues,12
blakeembrey/change-case,9440238,2023,closed_issues,45
blakeembrey/change-case,9440238,2023,opened_issues,28
blakeembrey/change-case,9440238,2024,closed_issues,9
blakeembrey/change-case,9440238,2024,opened_issues,16
blakeembrey/change-case,9440238,2025,closed_issues,4
blakeembrey/change-case,9440238,2025,opened_issues,9
bluss/arrayvec,,2021,closed_issues,15
bluss/arrayvec,,2021,opened_issues,14
bluss/arrayvec,,2022,closed_issues,1
bluss/arrayvec,,2022,opened_issues,7
bluss/arrayvec,,2023,closed_issues,3
bluss/arrayvec,,2023,opened_issues,7
bluss/arrayvec,,2024,closed_issues,4
bluss/arrayvec,,2024,opened_issues,5
bluss/arrayvec,,2025,closed_issues,4
bluss/arrayvec,,2025,opened_issues,10
bluss/bencher,65987276,2021,closed_issues,0
bluss/bencher,65987276,2021,opened_issues,0
bluss/bencher,65987276,2022,closed_issues,0
bluss/bencher,65987276,2022,opened_issues,1
bluss/bencher,65987276,2023,closed_issues,0
bluss/bencher,65987276,2023,opened_issues,1
bluss/bencher,65987276,2024,closed_issues,0
bluss/bencher,65987276,2024,opened_issues,0
bluss/bencher,65987276,2025,closed_issues,0
bluss/bencher,65987276,2025,opened_issues,0
bluss/scopeguard,,2021,closed_issues,1
bluss/scopeguard,,2021,opened_issues,4
bluss/scopeguard,,2022,closed_issues,1
bluss/scopeguard,,2022,opened_issues,3
bluss/scopeguard,,2023,closed_issues,1
bluss/scopeguard,,2023,opened_issues,1
bluss/scopeguard,,2024,closed_issues,1
bluss/scopeguard,,2024,opened_issues,2
bluss/scopeguard,,2025,closed_issues,0
bluss/scopeguard,,2025,opened_issues,0
blyxxyz/lexopt,,2021,closed_issues,7
blyxxyz/lexopt,,2021,opened_issues,10
blyxxyz/lexopt,,2022,closed_issues,3
blyxxyz/lexopt,,2022,opened_issues,4
blyxxyz/lexopt,,2023,closed_issues,5
blyxxyz/lexopt,,2023,opened_issues,4
blyxxyz/lexopt,,2024,closed_issues,1
blyxxyz/lexopt,,2024,opened_issues,2
blyxxyz/lexopt,,2025,closed_issues,0
blyxxyz/lexopt,,2025,opened_issues,0
bnjmnt4n/regjsgen,,2021,closed_issues,0
bnjmnt4n/regjsgen,,2021,opened_issues,0
bnjmnt4n/regjsgen,,2022,closed_issues,0
bnjmnt4n/regjsgen,,2022,opened_issues,0
bnjmnt4n/regjsgen,,2023,closed_issues,1
bnjmnt4n/regjsgen,,2023,opened_issues,1
bnjmnt4n/regjsgen,,2024,closed_issues,1
bnjmnt4n/regjsgen,,2024,opened_issues,1
bnjmnt4n/regjsgen,,2025,closed_issues,0
bnjmnt4n/regjsgen,,2025,opened_issues,0
boto/boto3,24774658,2021,closed_issues,316
boto/boto3,24774658,2021,opened_issues,314
boto/boto3,24774658,2022,closed_issues,433
boto/boto3,24774658,2022,opened_issues,306
boto/boto3,24774658,2023,closed_issues,279
boto/boto3,24774658,2023,opened_issues,307
boto/boto3,24774658,2024,closed_issues,246
boto/boto3,24774658,2024,opened_issues,259
boto/boto3,24774658,2025,closed_issues,225
boto/boto3,24774658,2025,opened_issues,200
boto/botocore,6670942,2021,closed_issues,98
boto/botocore,6670942,2021,opened_issues,121
boto/botocore,6670942,2022,closed_issues,141
boto/botocore,6670942,2022,opened_issues,101
boto/botocore,6670942,2023,closed_issues,72
boto/botocore,6670942,2023,opened_issues,88
boto/botocore,6670942,2024,closed_issues,86
boto/botocore,6670942,2024,opened_issues,83
boto/botocore,6670942,2025,closed_issues,74
boto/botocore,6670942,2025,opened_issues,69
boto/s3transfer,49535299,2021,closed_issues,11
boto/s3transfer,49535299,2021,opened_issues,9
boto/s3transfer,49535299,2022,closed_issues,2
boto/s3transfer,49535299,2022,opened_issues,9
boto/s3transfer,49535299,2023,closed_issues,4
boto/s3transfer,49535299,2023,opened_issues,6
boto/s3transfer,49535299,2024,closed_issues,0
boto/s3transfer,49535299,2024,opened_issues,7
boto/s3transfer,49535299,2025,closed_issues,5
boto/s3transfer,49535299,2025,opened_issues,6
braveg1rl/performance-now,336187529,2021,closed_issues,0
braveg1rl/performance-now,336187529,2021,opened_issues,2
braveg1rl/performance-now,336187529,2022,closed_issues,0
braveg1rl/performance-now,336187529,2022,opened_issues,0
braveg1rl/performance-now,336187529,2023,closed_issues,0
braveg1rl/performance-now,336187529,2023,opened_issues,0
braveg1rl/performance-now,336187529,2024,closed_issues,0
braveg1rl/performance-now,336187529,2024,opened_issues,0
braveg1rl/performance-now,336187529,2025,closed_issues,0
braveg1rl/performance-now,336187529,2025,opened_issues,0
brianc/node-postgres,991475,2021,closed_issues,116
brianc/node-postgres,991475,2021,opened_issues,183
brianc/node-postgres,991475,2022,closed_issues,83
brianc/node-postgres,991475,2022,opened_issues,129
brianc/node-postgres,991475,2023,closed_issues,96
brianc/node-postgres,991475,2023,opened_issues,140
brianc/node-postgres,991475,2024,closed_issues,84
brianc/node-postgres,991475,2024,opened_issues,120
brianc/node-postgres,991475,2025,closed_issues,68
brianc/node-postgres,991475,2025,opened_issues,70
brianloveswords/buffer-crc32,,2021,closed_issues,0
brianloveswords/buffer-crc32,,2021,opened_issues,0
brianloveswords/buffer-crc32,,2022,closed_issues,0
brianloveswords/buffer-crc32,,2022,opened_issues,0
brianloveswords/buffer-crc32,,2023,closed_issues,0
brianloveswords/buffer-crc32,,2023,opened_issues,0
brianloveswords/buffer-crc32,,2024,closed_issues,4
brianloveswords/buffer-crc32,,2024,opened_issues,7
brianloveswords/buffer-crc32,,2025,closed_issues,0
brianloveswords/buffer-crc32,,2025,opened_issues,0
briansmith/ring,,2021,closed_issues,42
briansmith/ring,,2021,opened_issues,95
briansmith/ring,,2022,closed_issues,33
briansmith/ring,,2022,opened_issues,66
briansmith/ring,,2023,closed_issues,165
briansmith/ring,,2023,opened_issues,86
briansmith/ring,,2024,closed_issues,67
briansmith/ring,,2024,opened_issues,87
briansmith/ring,,2025,closed_issues,226
briansmith/ring,,2025,opened_issues,53
briansmith/untrusted,,2021,closed_issues,3
briansmith/untrusted,,2021,opened_issues,6
briansmith/untrusted,,2022,closed_issues,1
briansmith/untrusted,,2022,opened_issues,0
briansmith/untrusted,,2023,closed_issues,0
briansmith/untrusted,,2023,opened_issues,1
briansmith/untrusted,,2024,closed_issues,0
briansmith/untrusted,,2024,opened_issues,1
briansmith/untrusted,,2025,closed_issues,0
briansmith/untrusted,,2025,opened_issues,0
brightspace/node-ecdsa-sig-formatter,,2021,closed_issues,4
brightspace/node-ecdsa-sig-formatter,,2021,opened_issues,4
brightspace/node-ecdsa-sig-formatter,,2022,closed_issues,0
brightspace/node-ecdsa-sig-formatter,,2022,opened_issues,0
brightspace/node-ecdsa-sig-formatter,,2023,closed_issues,0
brightspace/node-ecdsa-sig-formatter,,2023,opened_issues,0
brightspace/node-ecdsa-sig-formatter,,2024,closed_issues,1
brightspace/node-ecdsa-sig-formatter,,2024,opened_issues,1
brightspace/node-ecdsa-sig-formatter,,2025,closed_issues,0
brightspace/node-ecdsa-sig-formatter,,2025,opened_issues,0
broofa/mime,534940,2021,closed_issues,5
broofa/mime,534940,2021,opened_issues,7
broofa/mime,534940,2022,closed_issues,6
broofa/mime,534940,2022,opened_issues,8
broofa/mime,534940,2023,closed_issues,15
broofa/mime,534940,2023,opened_issues,9
broofa/mime,534940,2024,closed_issues,9
broofa/mime,534940,2024,opened_issues,9
broofa/mime,534940,2025,closed_issues,13
broofa/mime,534940,2025,opened_issues,13
broofa/node-int64,1208666,2021,closed_issues,0
broofa/node-int64,1208666,2021,opened_issues,0
broofa/node-int64,1208666,2022,closed_issues,0
broofa/node-int64,1208666,2022,opened_issues,0
broofa/node-int64,1208666,2023,closed_issues,0
broofa/node-int64,1208666,2023,opened_issues,0
broofa/node-int64,1208666,2024,closed_issues,0
broofa/node-int64,1208666,2024,opened_issues,0
