"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"lcov","linux-test-project/lcov","https://github.com/linux-test-project/lcov.git","c/c++","49842","0","23209","25299","52268","98595","True","True","False","0.00011462","D","gpl-2.0-or-later"
"ansible-lint","","","c/c++","49635","0","62705","24617","51681","59539","True","True","False","0.00011415","D","mit and gpl-3.0-or-later"
"jfrog-cli","jfrog/jfrog-cli","https://github.com/jfrog/jfrog-cli.git","go","49564","0","76846","25617","42239","53554","True","False","False","0.00011398","D","apache-2.0"
"mono","","","c/c++","38343","0","49913","9254","38269","55938","True","True","False","0.00011364","D","apache-2.0"
"libcerf","","https://jugit.fz-juelich.de/mlz/libcerf","c/c++","44550","0","116473","17916","16181","27633","True","True","False","0.00011351","D","mit"
"mas","mas-cli/mas","https://github.com/mas-cli/mas.git","c/c++","49090","0","44438","10902","40257","100764","True","True","False","0.00011289","D","mit"
"aws-c-auth","awslabs/aws-c-auth","https://github.com/awslabs/aws-c-auth.git","c/c++","23317","0","0","0","1811","44823","True","True","False","0.00011258","D","apache-2.0"
"qtserialport","","","c/c++","16633","0","0","0","0","16633","True","True","False","0.00011251","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"k6","grafana/k6","https://github.com/grafana/k6.git","go","48528","0","63075","21526","47366","62145","True","False","False","0.00011160","D","agpl-3.0-or-later"
"mpv","mpv-player/mpv","https://github.com/mpv-player/mpv.git","c/c++","47867","0","46002","23930","56897","64642","True","True","True","0.00011008","D","gpl-2.0-or-later and lgpl-2.1-or-later"
"pybind11","pybind/pybind11","https://github.com/pybind/pybind11.git","c/c++","46182","0","82901","18030","44809","38991","True","True","True","0.00010949","D","bsd-3-clause"
"onnx","onnx/onnx","https://github.com/onnx/onnx.git","c/c++","29364","0","0","17","7729","80347","True","True","False","0.00010924","D","apache-2.0"
"socat","","","c/c++","47484","0","79804","13352","45699","51082","True","True","False","0.00010920","D","gpl-2.0-only"
"chezmoi","twpayne/chezmoi","https://github.com/twpayne/chezmoi.git","go","47221","0","38989","20597","45294","84007","True","False","False","0.00010860","D","mit"
"sourcekitten","jpsim/SourceKitten","https://github.com/jpsim/sourcekitten.git","c/c++","47123","0","7093","9458","57109","114835","True","True","False","0.00010837","D","mit"
"llvm@18","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","46983","0","0","0","53376","40591","True","True","True","0.00010805","D","apache-2.0 with llvm-exception"
"libtermkey","","","c/c++","46927","0","149037","22603","15701","368","True","True","False","0.00010792","D","mit"
"yamllint","adrienverge/yamllint","https://github.com/adrienverge/yamllint.git","c/c++","46740","0","78601","34058","34922","39381","True","True","False","0.00010749","D","gpl-3.0-or-later"
"libusbmuxd","libimobiledevice/libusbmuxd","https://github.com/libimobiledevice/libusbmuxd.git","c/c++","39206","0","79371","14626","32689","30138","True","True","False","0.00010724","D","gpl-2.0-or-later and lgpl-2.1-or-later"
"actionlint","rhysd/actionlint","https://github.com/rhysd/actionlint.git","go","46550","0","6028","4742","85950","89481","True","False","False","0.00010705","D","mit"
"rust-analyzer","rust-lang/rust-analyzer","https://github.com/rust-lang/rust-analyzer.git","rust","46508","0","76781","24458","44191","40605","True","False","False","0.00010696","D","apache-2.0 or mit"
"tailscale","tailscale/tailscale","https://github.com/tailscale/tailscale.git","go","46425","0","16030","9087","25567","135019","True","False","False","0.00010676","D","bsd-3-clause"
"pydantic","pydantic/pydantic","https://github.com/pydantic/pydantic.git","rust","6772","0","0","0","37","13507","False","False","False","0.00010662","D","mit"
"python-tk@3.10","","","c/c++","46115","0","103150","23943","30301","27067","True","True","False","0.00010605","D","python-2.0"
"python-tk@3.12","","","c/c++","46083","0","0","0","60268","31898","True","True","False","0.00010598","D","python-2.0"
"neofetch","dylanaraps/neofetch","https://github.com/dylanaraps/neofetch.git","c/c++","46009","0","64772","18344","62636","38286","True","True","False","0.00010581","D","mit"
"black","","","c/c++","45582","0","47298","28823","75798","30412","True","True","False","0.00010483","D","mit"
"carthage","Carthage/Carthage","https://github.com/carthage/carthage.git","c/c++","45354","0","81326","35352","39601","25140","True","True","False","0.00010430","D","mit"
"aws-checksums","awslabs/aws-checksums","https://github.com/awslabs/aws-checksums.git","c/c++","20100","0","0","0","1751","38449","True","True","False","0.00010426","D","apache-2.0"
"postgresql@13","","","c/c++","45267","0","108882","25710","30808","15670","True","True","False","0.00010410","D","postgresql"
"hub","mislav/hub","https://github.com/mislav/hub.git","go","45257","0","21589","31741","115653","12045","True","False","False","0.00010408","D","mit"
"s-lang","","","c/c++","35811","0","109482","8251","13817","11694","True","True","False","0.00010407","D","gpl-2.0-or-later"
"opentofu","opentofu/opentofu","https://github.com/opentofu/opentofu.git","go","44959","0","0","0","35672","54246","True","False","False","0.00010339","D","mpl-2.0"
"zsh-completions","zsh-users/zsh-completions","https://github.com/zsh-users/zsh-completions.git","c/c++","44742","0","103114","22896","26442","26516","True","True","False","0.00010289","D","mit-modern-variant and bsd-3-clause and mit and apache-2.0 and isc and ncsa"
"libimobiledevice-glue","libimobiledevice/libimobiledevice-glue","https://github.com/libimobiledevice/libimobiledevice-glue.git","c/c++","17482","0","0","961","27495","23992","True","True","False","0.00010284","D","lgpl-2.1-or-later"
"python-tk@3.9","","","c/c++","44707","0","113829","17698","26796","20507","True","True","False","0.00010281","D","python-2.0"
"circleci","CircleCI-Public/circleci-cli","https://github.com/circleci-public/circleci-cli.git","go","44444","0","91857","29511","29883","26525","True","False","False","0.00010221","D","mit"
"docker-machine","","https://gitlab.com/gitlab-org/ci-cd.git","go","43952","0","86768","22430","35453","31159","True","False","False","0.00010108","D","apache-2.0"
"mongodb-atlas-cli","mongodb/mongodb-atlas-cli","https://github.com/mongodb/mongodb-atlas-cli.git","go","43901","0","26129","22693","59215","67570","True","False","False","0.00010096","D","apache-2.0"
"stern","stern/stern","https://github.com/stern/stern.git","go","43500","0","46324","15618","67985","44073","True","False","False","0.00010004","D","apache-2.0"
"ruby-install","postmodern/ruby-install","https://github.com/postmodern/ruby-install.git","c/c++","43429","0","88120","28599","31454","25545","True","True","False","0.00009987","D","mit"
"qtpositioning","","","c/c++","16911","0","0","0","0","16911","True","True","False","0.00009950","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause and bsl-1.0 and mit"
"glew","","","c/c++","39388","0","76260","15317","29948","36030","True","True","False","0.00009933","D","bsd-3-clause"
"bazelisk","bazelbuild/bazelisk","https://github.com/bazelbuild/bazelisk.git","go","42997","0","64325","15187","54665","37811","True","False","False","0.00009888","D","apache-2.0"
"apktool","iBotPeaches/Apktool","https://github.com/ibotpeaches/apktool.git","java","42931","0","31613","18985","57298","63828","True","False","False","0.00009873","D","apache-2.0"
"cgal","CGAL/cgal","https://github.com/cgal/cgal.git","c/c++","35126","0","67032","15807","29647","28018","True","True","False","0.00009860","D","gpl-3.0-or-later"
"bats-core","bats-core/bats-core","https://github.com/bats-core/bats-core.git","c/c++","42623","0","7457","23478","61908","77650","True","True","False","0.00009802","D","mit"
"moreutils","","https://git.joeyh.name/index.cgi/moreutils.git/snapshot/moreutils-0.70.tar.gz","c/c++","42317","0","27465","7499","83958","50349","True","True","False","0.00009732","D","gpl-2.0-or-later and (gpl-2.0-only or artistic-2.0)"
"tinyxml2","leethomason/tinyxml2","https://github.com/leethomason/tinyxml2.git","c/c++","25947","0","25703","11761","30364","35960","True","True","True","0.00009730","D","zlib"
"libexif","libexif/libexif","https://github.com/libexif/libexif.git","c/c++","38317","0","55349","23135","38022","36762","True","True","True","0.00009701","D","lgpl-2.1-or-later and lgpl-2.0-or-later"
"pulumi","pulumi/pulumi","https://github.com/pulumi/pulumi.git","go","42012","0","72229","22328","36078","37416","True","False","False","0.00009662","D","apache-2.0"
"mingw-w64","","","c/c++","42009","0","46896","36962","48272","35906","True","True","False","0.00009661","D","zpl-2.1 and (gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.0-or-later and lgpl-3.0-only) and (gpl-3.0-or-later with gcc-exception-3.1)"
"firebase-cli","","","node","41905","0","50128","22133","46928","48431","True","False","False","0.00009637","D","mit"
"aws-c-event-stream","awslabs/aws-c-event-stream","https://github.com/awslabs/aws-c-event-stream.git","c/c++","24138","0","0","0","1764","46512","True","True","False","0.00009621","D","apache-2.0"
"scala","scala/scala3","https://github.com/scala/scala3.git","java","41796","0","74950","19265","41595","31374","True","False","False","0.00009612","D","apache-2.0"
"qpdf","qpdf/qpdf","https://github.com/qpdf/qpdf.git","c/c++","37977","0","52579","20233","30174","48924","True","True","True","0.00009607","D","apache-2.0"
"kotlin","JetBrains/kotlin","https://github.com/jetbrains/kotlin.git","java","41728","0","64016","21770","40621","40507","True","False","False","0.00009596","D","apache-2.0"
"semgrep","semgrep/semgrep","https://github.com/semgrep/semgrep.git","ocaml","41632","0","47777","20202","44640","53912","True","False","False","0.00009574","D","lgpl-2.1-only"
"aws-cdk","aws/aws-cdk","https://github.com/aws/aws-cdk.git","node","41548","0","64194","21573","44440","35985","True","False","False","0.00009555","D","apache-2.0"
"checkov","","","rust","41412","0","61355","20827","46540","36926","True","False","False","0.00009524","D","apache-2.0"
"postgis","","","c/c++","41349","0","77775","18246","37802","31573","True","True","False","0.00009509","D","gpl-2.0-or-later"
"mosh","mobile-shell/mosh","https://github.com/mobile-shell/mosh.git","c/c++","41294","0","44684","22077","57562","40853","True","True","True","0.00009496","D","gpl-3.0-or-later"
"tig","jonas/tig","https://github.com/jonas/tig.git","c/c++","41193","0","92940","11241","31797","28796","True","True","False","0.00009473","D","gpl-2.0-or-later"
"sdl2_image","libsdl-org/SDL_image","https://github.com/libsdl-org/sdl_image.git","c/c++","41152","0","61954","16891","46339","39425","True","True","False","0.00009464","D","zlib"
"qhull","","","c/c++","32729","0","17889","20459","50399","42172","True","True","False","0.00009405","D","qhull"
"qtwebengine","","","node","26644","0","0","0","0","26644","True","False","False","0.00009396","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause and apache-2.0 and blessing and bsd-2-clause and lgpl-2.1-or-later and libpng-2.0 and mit and mpl-1.1 and ncl and sgi-b-2.0 and sunpro and zlib and licenseref-homebrew-public-domain"
"allure","allure-framework/allure2","https://github.com/allure-framework/allure2.git","java","40776","0","28806","11504","45128","77666","True","False","False","0.00009377","D","apache-2.0"
"poppler-qt5","","","c/c++","40469","0","106409","18570","21043","15855","True","True","False","0.00009307","D","gpl-2.0-only"
"uchardet","","","c/c++","34039","0","99741","10886","13964","11566","True","True","False","0.00009268","D","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"plantuml","plantuml/plantuml","https://github.com/plantuml/plantuml.git","java","40285","0","69851","21228","34640","35422","True","False","False","0.00009264","D","gpl-3.0-or-later"
"vapoursynth","vapoursynth/vapoursynth","https://github.com/vapoursynth/vapoursynth.git","c/c++","37691","0","71223","13479","37335","28727","True","True","False","0.00009252","D","lgpl-2.1-or-later"
"nano","","","c/c++","39881","0","71619","14675","34881","38351","True","True","False","0.00009172","D","gpl-3.0-or-later"
"imagemagick@6","","","c/c++","39877","0","88471","23268","28540","19231","True","True","False","0.00009171","D","imagemagick"
"taglib","","","c/c++","38324","0","44096","27862","39708","41631","True","True","False","0.00009162","D","lgpl-2.1-only and mpl-1.1"
"cabextract","","","c/c++","33486","0","81861","18653","16712","16718","True","True","False","0.00009078","D","gpl-3.0-or-later"
"librttopo","","https://git.osgeo.org/gitea/rttopo/librttopo","c/c++","32799","0","49705","10350","34914","36227","True","True","False","0.00009067","D","gpl-2.0-or-later"
"libmaxminddb","maxmind/libmaxminddb","https://github.com/maxmind/libmaxminddb.git","c/c++","35386","0","72102","7335","38288","23822","True","True","False","0.00009053","D","apache-2.0"
"libvirt","","","c/c++","39355","0","57465","18927","43928","37100","True","True","False","0.00009051","D","lgpl-2.1-or-later and gpl-2.0-or-later"
"dotnet","dotnet/dotnet","https://github.com/dotnet/dotnet.git","c/c++","39243","0","43991","12082","45650","55252","True","True","False","0.00009025","D","mit"
"freexl","","","c/c++","29908","0","48847","14060","29205","27521","True","True","False","0.00009021","D","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"cmake-docs","Kitware/CMake","https://github.com/kitware/cmake.git","c/c++","39196","0","36592","21465","53732","44996","True","True","False","0.00009014","D","bsd-3-clause"
"oh-my-posh","JanDeDobbeleer/oh-my-posh","https://github.com/jandedobbeleer/oh-my-posh.git","go","38947","0","29161","17082","51827","57718","True","False","False","0.00008957","D","mit"
"openshift-cli","","","go","38949","0","29917","17927","52544","55408","True","False","False","0.00008957","D","apache-2.0"
"qtmultimedia","","","c/c++","17246","0","0","0","0","17246","True","True","False","0.00008919","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (mpl-2.0 and bsd-3-clause) and apache-2.0 and bsd-3-clause and gpl-3.0-only and mit"
"libxmlsec1","lsh123/xmlsec","https://github.com/lsh123/xmlsec.git","c/c++","38223","0","61280","24030","40714","26869","True","True","True","0.00008790","D","mit"
"pinentry-mac","GPGTools/pinentry","https://github.com/gpgtools/pinentry.git","c/c++","38044","0","53956","10487","43850","43883","True","True","False","0.00008749","D","gpl-2.0-or-later and gpl-3.0-or-later"
"sourcery","krzysztofzablocki/Sourcery","https://github.com/krzysztofzablocki/sourcery.git","c/c++","37957","0","12553","33440","46183","59653","True","True","False","0.00008729","D","mit"
"pkcs11-helper","OpenSC/OpenSC","https://github.com/opensc/opensc.git","c/c++","25776","0","48927","11706","24307","18167","True","True","True","0.00008728","D","bsd-3-clause or gpl-2.0-or-later"
"mecab-ipadic","","","c/c++","25771","0","56497","8845","20763","16981","True","True","False","0.00008725","D","naist-2003"
"rapidjson","Tencent/rapidjson","https://github.com/tencent/rapidjson.git","c/c++","36866","0","57370","28852","38071","23172","True","True","True","0.00008682","D","mit"
"xcresultparser","a7ex/xcresultparser","https://github.com/a7ex/xcresultparser.git","c/c++","37674","0","0","57","10883","102083","True","True","False","0.00008664","D","mit"
"molten-vk","KhronosGroup/MoltenVK","https://github.com/khronosgroup/moltenvk.git","c/c++","31272","0","20369","7740","55052","41928","True","True","False","0.00008641","D","apache-2.0"
"blueutil","toy/blueutil","https://github.com/toy/blueutil.git","c/c++","37419","0","85996","17453","25260","20968","True","True","False","0.00008605","D","mit"
"metis","","","c/c++","30901","0","67081","10839","23975","21711","True","True","False","0.00008572","D","apache-2.0"
"uriparser","uriparser/uriparser","https://github.com/uriparser/uriparser.git","c/c++","24201","0","774","18292","41300","36439","True","True","True","0.00008563","D","bsd-3-clause"
"ios-deploy","ios-control/ios-deploy","https://github.com/ios-control/ios-deploy.git","c/c++","37218","0","55790","17331","44574","31177","True","True","False","0.00008559","D","gpl-3.0-or-later and bsd-3-clause"
"qtwebchannel","","","c/c++","17037","0","0","0","0","17037","True","True","False","0.00008517","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"xclogparser","MobileNativeFoundation/XCLogParser","https://github.com/mobilenativefoundation/xclogparser.git","c/c++","37012","0","9674","1550","4062","132764","True","True","False","0.00008512","D","apache-2.0"
"dialog","","","c/c++","36893","0","91171","8800","27781","19821","True","True","False","0.00008484","D","lgpl-2.1-or-later"
"git-delta","dandavison/delta","https://github.com/dandavison/delta.git","rust","36846","0","41905","12275","50641","42563","True","False","False","0.00008474","D","mit"
"cloc","AlDanial/cloc","https://github.com/aldanial/cloc.git","c/c++","36829","0","57392","16322","34838","38766","True","True","False","0.00008470","D","gpl-2.0-or-later"
"lzlib","","","c/c++","25226","0","55776","5667","20496","18965","True","True","False","0.00008457","D","bsd-2-clause"
"doctl","digitalocean/doctl","https://github.com/digitalocean/doctl.git","go","36726","0","60714","15680","32728","37785","True","False","False","0.00008446","D","apache-2.0"
"nushell","nushell/nushell","https://github.com/nushell/nushell.git","rust","36694","0","34052","17718","44883","50126","True","False","False","0.00008439","D","mit"
"qtwebsockets","","","c/c++","16906","0","0","0","0","16906","True","True","False","0.00008403","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"opencode","","","node","36517","0","0","0","0","36517","True","False","False","0.00008398","D","mit"
"sevenzip","","","c/c++","36490","0","32799","13303","44829","55032","True","True","False","0.00008392","D","lgpl-2.1-or-later and bsd-3-clause"
"sfcgal","","https://gitlab.com/sfcgal/SFCGAL.git","c/c++","30595","0","57658","10992","27339","26394","True","True","False","0.00008390","D","lgpl-2.0-or-later"
"diffutils","","","c/c++","27023","0","24873","14358","30424","38439","True","True","False","0.00008386","D","gpl-3.0-or-later"
"libgit2@1.7","libgit2/libgit2","https://github.com/libgit2/libgit2.git","c/c++","36269","0","0","0","71594","944","True","True","True","0.00008341","D","gpl-2.0-only with gcc-exception-2.0"
"srtp","cisco/libsrtp","https://github.com/cisco/libsrtp.git","c/c++","34688","0","29780","27533","50416","31024","True","True","True","0.00008325","D","bsd-3-clause"
"faad2","knik0/faad2","https://github.com/knik0/faad2.git","c/c++","34580","0","42672","21052","41714","32884","True","True","True","0.00008301","D","gpl-2.0-or-later"
"dos2unix","","","c/c++","36049","0","63275","22543","27434","30946","True","True","False","0.00008290","D","bsd-2-clause"
"vulkan-loader","KhronosGroup/Vulkan-Loader","https://github.com/khronosgroup/vulkan-loader.git","c/c++","30404","0","2467","5164","54269","59719","True","True","True","0.00008290","D","apache-2.0"
"scipy","","","c/c++","36019","0","53173","12624","39602","38677","True","True","False","0.00008283","D","bsd-3-clause"
"bazel","bazelbuild/bazel","https://github.com/bazelbuild/bazel.git","java","35956","0","53896","19950","39391","30589","True","False","False","0.00008269","D","apache-2.0"
"universal-ctags","universal-ctags/ctags","https://github.com/universal-ctags/ctags.git","python","35913","0","48620","19239","38633","37162","True","False","False","0.00008259","D","gpl-2.0-only"
"jmeter","","","java","35888","0","67553","21776","34269","19957","True","False","False","0.00008253","D","apache-2.0"
"qt5compat","","","c/c++","22925","0","0","0","0","22925","True","True","False","0.00008252","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-2-clause and bsd-3-clause"
"pv","","","c/c++","35864","0","25951","12611","50828","54068","True","True","False","0.00008248","D","artistic-2.0"
"psutils","rrthomas/psutils","https://github.com/rrthomas/psutils.git","c/c++","32067","0","40485","41217","24688","21880","True","True","False","0.00008229","D","gpl-3.0-or-later"
"augeas","hercules-team/augeas","https://github.com/hercules-team/augeas.git","c/c++","24971","0","65368","12815","11962","9740","True","True","True","0.00008183","D","lgpl-2.1-or-later"
"openapi-generator","","","java","35532","0","45253","17706","43149","36023","True","False","False","0.00008171","D","apache-2.0"
"php@8.3","","","c/c++","35400","0","0","0","10499","60301","True","True","False","0.00008141","D","php-3.01 and zend-2.0 and bsl-1.0 and mit and apache-1.0 and bcrypt-solar-designer and bsd-2-clause-darwin and bsd-2-clause and bsd-3-clause and bsd-4-clause-uc and isc and lgpl-2.1-only and lgpl-2.1-or-later and oldap-2.8 and tcl and zlib"
"sip","","","c/c++","35278","0","86748","18939","21165","14262","True","True","False","0.00008113","D","bsd-2-clause"
"jenkins-lts","","","java","34773","0","57271","17687","35692","28445","True","False","False","0.00007997","D","mit"
"zookeeper","","","java","34646","0","57004","23177","38572","19832","True","False","False","0.00007968","D","apache-2.0"
"qttools","","","c/c++","17315","0","0","0","0","17315","True","True","False","0.00007915","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause and bsl-1.0"
"smartmontools","","","c/c++","34039","0","65099","17230","20737","33091","True","True","False","0.00007828","D","gpl-2.0-or-later"
"aws-c-sdkutils","awslabs/aws-c-sdkutils","https://github.com/awslabs/aws-c-sdkutils.git","c/c++","20234","0","0","0","2310","38159","True","True","False","0.00007820","D","apache-2.0"
"uutils-findutils","uutils/findutils","https://github.com/uutils/findutils.git","rust","34001","0","47","272","30894","104791","True","False","False","0.00007819","D","mit"
"ggml","ggml-org/ggml","https://github.com/ggml-org/ggml.git","c/c++","0","0","0","0","0","0","False","True","False","0.00007814","D","mit"
"findutils","","","c/c++","33890","0","77593","15086","25241","17642","True","True","False","0.00007794","D","gpl-3.0-or-later"
"zizmor","zizmorcore/zizmor","https://github.com/zizmorcore/zizmor.git","rust","33870","0","0","0","17320","50421","True","False","False","0.00007789","D","mit"
"glances","","","rust","33852","0","47417","9873","31906","46213","True","False","False","0.00007785","D","lgpl-3.0-or-later"
"macos-term-size","sindresorhus/macos-terminal-size","https://github.com/sindresorhus/macos-terminal-size.git","c/c++","33679","0","123165","8296","2694","564","True","True","False","0.00007745","D","mit"
"spirv-tools","KhronosGroup/SPIRV-Tools","https://github.com/khronosgroup/spirv-tools.git","c/c++","20946","0","766","590","38889","43541","True","True","True","0.00007701","D","apache-2.0"
"oci-cli","","","c/c++","33486","0","40382","17243","36356","39965","True","True","False","0.00007701","D","upl-1.0 or apache-2.0"
"glfw","glfw/glfw","https://github.com/glfw/glfw.git","c/c++","33479","0","46294","12008","40097","35517","True","True","False","0.00007699","D","zlib"
"llvm@20","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","33429","0","0","0","0","33429","True","True","True","0.00007688","D","apache-2.0 with llvm-exception"
"vte3","","","c/c++","33290","0","56742","15679","33449","27290","True","True","False","0.00007656","D","lgpl-2.0-or-later"
"helmfile","helmfile/helmfile","https://github.com/helmfile/helmfile.git","go","33235","0","32726","11697","47339","41179","True","False","False","0.00007643","D","mit"
"qtquicktimeline","","","c/c++","17337","0","0","0","0","17337","True","True","False","0.00007615","D","gpl-3.0-only and bsd-3-clause"
"python-tabulate","astanin/python-tabulate","https://github.com/astanin/python-tabulate.git","c/c++","33032","0","100775","19276","10535","1544","True","True","False","0.00007596","D","mit"
"libshout","","","c/c++","31502","0","37441","24637","35777","28153","True","True","False","0.00007593","D","lgpl-2.0-or-later"
"libdap","","","c/c++","33013","0","106430","9531","10099","5993","True","True","False","0.00007592","D","lgpl-2.1-or-later"
"aws-c-compression","awslabs/aws-c-compression","https://github.com/awslabs/aws-c-compression.git","c/c++","17968","0","0","0","2216","33721","True","True","False","0.00007582","D","apache-2.0"
"gumbo-parser","","https://codeberg.org/gumbo-parser/gumbo-parser.git","c/c++","8722","0","6805","1525","5613","20946","False","True","False","0.00007575","D","apache-2.0"
"macvim","macvim-dev/macvim","https://github.com/macvim-dev/macvim.git","c/c++","32928","0","77164","14574","21322","18655","True","True","False","0.00007573","D","vim"
"wayland","","https://gitlab.freedesktop.org/wayland/wayland.git","c/c++","16833","0","0","6274","22248","21979","True","True","False","0.00007543","D","mit"
"qtgrpc","","","c/c++","25480","0","0","0","0","25480","True","True","False","0.00007530","D","gpl-3.0-only and (lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"typescript","","","node","32740","0","53499","16766","34732","25963","True","False","False","0.00007529","D","apache-2.0"
"mandoc","","","c/c++","32707","0","7654","7323","44793","71058","True","True","False","0.00007522","D","isc"
"ack","","","c/c++","32700","0","76457","18084","16614","19646","True","True","False","0.00007520","D","artistic-2.0"
"cyrus-sasl","cyrusimap/cyrus-sasl","https://github.com/cyrusimap/cyrus-sasl.git","c/c++","32697","0","1734","3898","9811","115347","True","True","False","0.00007519","D","bsd-3-clause-attribution"
"md5sha1sum","","","c/c++","32685","0","27595","16447","58854","27844","True","True","False","0.00007517","D","gpl-2.0-or-later"
"angular-cli","","","node","32477","0","56187","15350","31971","26400","True","False","False","0.00007469","D","mit"
"octave","","","java","32393","0","48899","20210","33988","26476","True","False","False","0.00007449","D","gpl-3.0-or-later"
"luarocks","","","c/c++","32380","0","49805","9189","34121","36405","True","True","False","0.00007446","D","mit"
"python-tk@3.11","","","c/c++","32191","0","6964","36230","51865","33707","True","True","False","0.00007403","D","python-2.0"
"docker-buildx","docker/buildx","https://github.com/docker/buildx.git","go","31947","0","4688","9665","44802","68635","True","False","False","0.00007347","D","apache-2.0"
"tldr","tldr-pages/tldr-c-client","https://github.com/tldr-pages/tldr-c-client.git","c/c++","31762","0","58962","21362","26666","20061","True","True","False","0.00007304","D","mit"
"ant","","","java","31725","0","54432","16969","29031","26468","True","False","False","0.00007296","D","apache-2.0"
"aws-c-mqtt","awslabs/aws-c-mqtt","https://github.com/awslabs/aws-c-mqtt.git","c/c++","26269","0","0","0","1877","50662","True","True","False","0.00007293","D","apache-2.0"
"gitlab-runner","","https://gitlab.com/gitlab-org/gitlab-runner.git","go","31698","0","68662","12774","21763","23595","True","False","False","0.00007290","D","mit"
"groovy","","","java","31666","0","61976","17886","26169","20633","True","False","False","0.00007282","D","apache-2.0"
"git-filter-repo","newren/git-filter-repo","https://github.com/newren/git-filter-repo.git","c/c++","31646","0","28233","6284","27458","64612","True","True","False","0.00007278","D","mit"
"libcuefile","","","c/c++","20456","0","20922","18675","26679","15548","True","True","False","0.00007221","D","gpl-2.0-or-later"
"libreplaygain","","","c/c++","20447","0","20888","19192","26166","15545","True","True","False","0.00007219","D","lgpl-2.1-or-later"
"bitwarden-cli","bitwarden/clients","https://github.com/bitwarden/clients.git","node","31385","0","36598","14562","39414","34966","True","False","False","0.00007218","D","gpl-3.0-only"
"bash-completion","","https://salsa.debian.org/debian/bash-completion.git","c/c++","31322","0","71195","15246","22019","16830","True","True","False","0.00007203","D","gpl-2.0-or-later"
"chruby","postmodern/chruby","https://github.com/postmodern/chruby.git","c/c++","31294","0","65787","20435","25980","12977","True","True","False","0.00007197","D","mit"
"shfmt","mvdan/sh","https://github.com/mvdan/sh.git","go","31127","0","21838","20039","39769","42862","True","False","False","0.00007158","D","bsd-3-clause"
"git-crypt","","","c/c++","30995","0","29104","6979","40830","47068","True","True","False","0.00007128","D","gpl-3.0-or-later"
"postgresql@12","","","c/c++","30997","0","76290","16483","22174","9042","True","True","False","0.00007128","D","postgresql"
"fdk-aac","","","c/c++","29446","0","31529","21112","43815","21331","True","True","False","0.00007120","D","apache-2.0"
"util-macros","","","c/c++","30871","0","43039","13587","30771","36089","True","True","False","0.00007099","D","mit"
"vala","","","c/c++","30796","0","68519","23719","19210","11736","True","True","False","0.00007082","D","lgpl-2.1-or-later"
"libmatio","","","c/c++","28549","0","42750","13083","37596","20767","True","True","False","0.00007045","D","bsd-2-clause"
"sbcl","","","c/c++","30583","0","48597","12315","31296","30124","True","True","False","0.00007033","D","licenseref-homebrew-public-domain and mit and xerox and bsd-3-clause"
"openslide","openslide/openslide","https://github.com/openslide/openslide.git","c/c++","28206","0","60442","16568","20697","15117","True","True","True","0.00006966","D","lgpl-2.1-only"
"helix","helix-editor/helix","https://github.com/helix-editor/helix.git","rust","30064","0","30173","15954","32827","41302","True","False","False","0.00006914","D","mpl-2.0"
"jo","jpmens/jo","https://github.com/jpmens/jo.git","c/c++","30054","0","4841","2227","63075","50076","True","True","False","0.00006912","D","gpl-2.0-or-later and mit"
"enchant","rrthomas/enchant","https://github.com/rrthomas/enchant.git","c/c++","27758","0","34073","13295","39340","24326","True","True","False","0.00006892","D","lgpl-2.1-or-later"
"libusb-compat","","","c/c++","25149","0","44161","21096","23903","11436","True","True","False","0.00006882","D","lgpl-2.1-or-later and (lgpl-2.1-or-later or bsd-3-clause)"
"xmlstarlet","","","c/c++","29682","0","9718","11220","41456","56334","True","True","False","0.00006826","D","mit"
"yazi","sxyazi/yazi","https://github.com/sxyazi/yazi.git","rust","29671","0","0","657","30601","57755","True","False","False","0.00006824","D","mit"
"faac","knik0/faac","https://github.com/knik0/faac.git","c/c++","28104","0","28694","20178","32336","31208","True","True","False","0.00006811","D","lgpl-2.1-or-later"
