"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"powertop","fenrus75/powertop","https://github.com/fenrus75/powertop.git","","49076","43808","39804","46553","52602","62617","True","True","False","0.00011922","D"
"exo","","","","32045","31674","28635","31357","32913","35647","True","True","False","0.00011895","D"
"libid3tag","","","","45865","44865","41207","43741","48877","50639","True","True","False","0.00011856","D"
"libavfilter8","","","","48791","0","9192","37435","85542","62997","True","True","False","0.00011853","D"
"mc","","","","48754","47645","47044","47949","49841","51293","True","True","False","0.00011844","D"
"kf6-kconfigwidgets","","https://invent.kde.org/frameworks/kconfigwidgets","","14811","0","0","0","3918","25704","True","True","False","0.00011826","D"
"wtmpdb","thkukuk/wtmpdb","https://github.com/thkukuk/wtmpdb.git","","40579","0","0","0","2065","79094","True","True","False","0.00011809","D"
"libpst","","","","47368","47615","45469","52603","53826","37331","True","True","False","0.00011807","D"
"aribb24","nkoriyama/aribb24","https://github.com/nkoriyama/aribb24.git","","46866","47956","47024","52779","52223","34351","True","True","False","0.00011803","D"
"gir1.2-gdkpixbuf-2.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00011771","D"
"kf6-kxmlgui","","https://invent.kde.org/frameworks/kxmlgui","","14568","0","0","0","3458","25678","True","True","False","0.00011766","D"
"nmap","","","","48141","49122","46241","45942","48342","51058","True","True","False","0.00011695","D"
"gts","","","","46020","38999","46264","53655","54310","36874","True","True","False","0.00011630","D"
"libnetpbm10","","","","47832","78023","63254","54264","25403","18216","True","True","False","0.00011620","D"
"http-parser","joyent/http-parser","https://github.com/joyent/http-parser.git","","46488","33039","47217","50956","47255","53976","True","True","False","0.00011607","D"
"libjaylink","","http://git.zapb.de/libjaylink/libjaylink","","37660","918","866","28650","67232","90636","True","True","False","0.00011550","D"
"editorconfig-core","","","","46149","19601","21919","38918","65380","84929","True","True","False","0.00011491","D"
"gsettings-desktop-schemas","","","","0","0","0","0","0","0","False","False","False","0.00011488","D"
"gdk-pixbuf-xlib","","","","47286","44368","65061","59960","37677","29364","True","True","False","0.00011487","D"
"kdbusaddons","","https://invent.kde.org/frameworks/kdbusaddons","","40549","36125","34767","40166","45128","46560","True","True","False","0.00011430","D"
"qtgraphicaleffects-opensource-src","","","","42400","36097","35306","41512","48748","50338","True","True","False","0.00011429","D"
"libmspack","","","","46328","43466","45999","48833","49916","43428","True","True","False","0.00011370","D"
"colord-gtk","","","","45816","56339","49851","42248","47141","33505","True","True","False","0.00011368","D"
"libimobiledevice-glue","libimobiledevice/libimobiledevice-glue","https://github.com/libimobiledevice/libimobiledevice-glue.git","","35078","0","0","0","8805","61352","True","True","False","0.00011335","D"
"qtlocation-opensource-src","","","","45933","44881","42658","48096","52373","41659","True","True","False","0.00011324","D"
"libunity","","","","45379","21790","33385","45526","58282","67913","True","True","False","0.00011324","D"
"qtspeech-opensource-src","","","","39356","32493","32841","38826","45447","47174","True","True","False","0.00011324","D"
"kf6-kcolorscheme","","https://invent.kde.org/frameworks/kcolorscheme","","15298","0","0","0","4350","26246","True","True","False","0.00011291","D"
"hfst-ospell","hfst/hfst-ospell","https://github.com/hfst/hfst-ospell.git","","32398","16067","24481","31767","40888","48788","True","True","False","0.00011288","D"
"libcbor","PJK/libcbor","https://github.com/pjk/libcbor.git","","19358","13","13","16","10879","85870","True","True","True","0.00011267","D"
"lightdm","","","","46336","46249","42021","46227","46926","50258","True","True","False","0.00011257","D"
"box2d","","","","46336","5490","8462","34293","79345","104090","True","True","False","0.00011257","D"
"kjobwidgets","","https://invent.kde.org/frameworks/kjobwidgets","","39767","35294","33985","39365","44276","45919","True","True","False","0.00011244","D"
"lv2","","","","698","703","665","684","706","735","False","True","False","0.00011222","D"
"glibmm2.4","","","","14347","2635","2393","2386","8418","55906","True","True","False","0.00011219","D"
"libreadline5","","","","46100","82173","53441","45452","27792","21644","True","True","False","0.00011199","D"
"kglobalaccel","","https://invent.kde.org/frameworks/kglobalaccel","","39810","35140","33951","39403","44511","46049","True","True","False","0.00011171","D"
"qtwebchannel-opensource-src","","","","45201","43908","41989","47370","51878","40861","True","True","False","0.00011146","D"
"lua5.1","","","","36741","48565","40076","37169","29733","28166","True","True","False","0.00011073","D"
"thunar","","","","30475","29874","27203","29901","31375","34026","True","True","False","0.00011059","D"
"gir1.2-gtk-3.0","","","","0","0","0","0","0","0","False","False","False","0.00011055","D"
"nghttp3","ngtcp2/nghttp3","https://github.com/ngtcp2/nghttp3.git","","18996","3","4","6","11233","83738","True","True","False","0.00011052","D"
"libmatroska","","","","44787","24956","36305","44305","54309","64061","True","True","False","0.00011017","D"
"libexttextcat-data","","","","0","0","0","0","0","0","False","False","False","0.00011016","D"
"gir1.2-pango-1.0","","","","0","0","0","0","0","0","False","False","False","0.00011000","D"
"acpid","","","","38795","54284","43313","39403","30315","26662","True","True","False","0.00010948","D"
"libdbusmenu-qt","","","","41631","37852","36157","41410","45767","46972","True","True","False","0.00010948","D"
"qtscript-opensource-src","","","","32182","37975","31711","34661","33158","23406","True","True","False","0.00010943","D"
"protobuf","google/protobuf","https://github.com/google/protobuf.git","","34803","2987","5983","30233","69674","65142","True","True","False","0.00010929","D"
"gedit","","","","44965","57545","52854","49359","33960","31108","True","True","False","0.00010924","D"
"ktextwidgets","","https://invent.kde.org/frameworks/ktextwidgets","","40027","35509","34142","39520","44567","46401","True","True","False","0.00010922","D"
"ccid","","","","25623","24460","23526","23936","27144","29053","True","True","False","0.00010921","D"
"libnautilus-extension1a","","","","44908","72517","62613","52047","21864","15499","True","True","False","0.00010910","D"
"c-ares","","","","40850","43492","40169","41183","42972","36437","True","True","False","0.00010871","D"
"sonnet","","https://invent.kde.org/frameworks/sonnet","","40134","35583","34231","39622","44684","46553","True","True","False","0.00010862","D"
"solid","","https://invent.kde.org/frameworks/solid","","40313","35930","34741","39963","44729","46202","True","True","False","0.00010835","D"
"knotifications","","https://invent.kde.org/frameworks/knotifications","","40430","35952","34608","40021","45077","46496","True","True","False","0.00010796","D"
"qt6-svg","","","","15713","0","1739","3885","14061","43169","True","True","False","0.00010732","D"
"libx264-160","","","","44133","43727","61553","59378","31553","24457","True","True","False","0.00010721","D"
"intel-processor-trace","intel/libipt","https://github.com/intel/libipt.git","","39576","32292","32330","37804","43708","51749","True","True","False","0.00010683","D"
"xcb-util-cursor","","","","35744","23495","22304","28668","41436","62818","True","True","False","0.00010680","D"
"startpar","","","","0","0","0","0","0","0","False","False","False","0.00010646","D"
"iso-codes","","","","0","0","0","0","0","0","False","False","False","0.00010619","D"
"kcrash","","https://invent.kde.org/frameworks/kcrash","","41229","36668","35252","40652","45672","47901","True","True","False","0.00010546","D"
"portaudio19","","","","36672","41043","35490","35174","35128","36525","True","True","False","0.00010520","D"
"libb-hooks-op-check-perl","","","","43166","33974","37264","42221","48942","53433","True","True","False","0.00010486","D"
"libspatialaudio","videolabs/libspatialaudio","https://github.com/videolabs/libspatialaudio.git","","42591","42292","42086","47886","48547","32144","True","True","False","0.00010484","D"
"w3m","","","","43147","49197","39803","40276","44372","42088","True","True","False","0.00010482","D"
"wpebackend-fdo","","","","41829","39566","58266","74979","23418","12916","True","True","False","0.00010438","D"
"runit-helper","","","","0","0","0","0","0","0","False","False","False","0.00010437","D"
"kf6-kguiaddons","","https://invent.kde.org/frameworks/kguiaddons","","15896","0","0","0","4431","27362","True","True","False","0.00010410","D"
"kwayland-kf5","","https://invent.kde.org/frameworks/kwayland","","41657","36473","35638","41114","46211","48851","True","True","False","0.00010379","D"
"kwallet-kf5","","https://invent.kde.org/frameworks/kwallet","","40333","35747","34385","39765","44768","47002","True","True","False","0.00010336","D"
"uriparser","","","","38480","27896","27826","29328","36260","71090","True","True","False","0.00010330","D"
"xorg-sgml-doctools","","","","0","0","0","0","0","0","False","False","False","0.00010328","D"
"highway","google/highway","https://github.com/google/highway.git","","39775","5","1761","38889","91517","66706","True","True","False","0.00010301","D"
"libchamplain","","","","40963","52961","47700","40273","22437","41445","True","True","False","0.00010251","D"
"tcpdump","","","","42155","41286","40726","40999","42396","45370","True","True","False","0.00010241","D"
"exiv2","","","","16703","7979","6844","6644","7268","54781","True","True","False","0.00010240","D"
"kf6-kwindowsystem","","https://invent.kde.org/frameworks/kwindowsystem","","16404","0","0","0","4470","28339","True","True","False","0.00010240","D"
"qtquickcontrols-opensource-src","","","","36397","33092","32026","37901","45299","33667","True","True","False","0.00010201","D"
"evolution-data-server","","https://gitlab.gnome.org/gnome/evolution.git","","25508","312","4670","22216","48382","51961","True","True","False","0.00010195","D"
"autogen","","","","41854","57110","50819","47274","30212","23858","True","True","False","0.00010168","D"
"dav1d","","","","18213","1335","2291","2892","10682","73865","True","True","False","0.00010146","D"
"gnome-desktop","","","","25180","269","5748","25045","54327","40515","True","True","False","0.00010141","D"
"tree","","","","41564","34504","34971","38897","46378","53073","True","True","False","0.00010097","D"
"libvncserver","","","","40984","28377","34272","39201","48081","54989","True","True","False","0.00010093","D"
