repo,repo_id,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,bestpractices_badge_id,openssf_score_p,cve_score,score,fetched_at
inspect-js/is-data-descriptor,gh/41659073,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:09:27+01:00
inspect-js/is-data-view,gh/751048078,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:15:55+01:00
inspect-js/is-date-object,gh/29991041,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:15:58+01:00
inspect-js/is-descriptor,gh/41658845,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:15:59+01:00
inspect-js/is-number-object,gh/29991666,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:15:59+01:00
inspect-js/is-regex,gh/15930063,4.6,openssf_local,0,False,,48.66,50.0,50,2026-05-03T23:23:26+01:00
inspect-js/is-string,gh/30010185,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T17:16:03+01:00
inspect-js/is-symbol,gh/29791606,4.4,openssf_local,0,False,,52.46,50.0,52,2026-05-03T23:23:27+01:00
inspect-js/is-typed-array,gh/43528820,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:08:59+01:00
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:05:49+01:00
inspect-js/object-inspect,gh/11683441,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T15:08:18+01:00
inspect-js/typed-array-buffer,gh/649850465,5.2,openssf_local,0,False,,40.04,50.0,50,2026-05-03T23:23:30+01:00
inspect-js/which-boxed-primitive,gh/201685155,4.4,openssf_local,0,False,,52.46,50.0,52,2026-05-03T23:26:19+01:00
inspect-js/which-typed-array,gh/43708371,4.3,openssf_local,0,False,,53.8,50.0,54,2026-05-03T23:26:18+01:00
ipython/traitlets,gh/14993021,5.3,openssf_local,0,False,,38.48,50.0,50,2026-04-27T16:09:02+01:00
isaacs/chownr,gh/3858354,2.9,openssf_local,1,False,,95.75,72.68,96,2026-04-27T17:16:08+01:00
isaacs/cliui,gh/634056857,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:16:10+01:00
isaacs/core-util-is,gh/12391440,2.4,openssf_local,0,False,,98.88,50.0,99,2026-04-27T17:16:10+01:00
isaacs/fs-minipass,gh/102982143,5,openssf_local,0,False,,42.06,50.0,50,2026-04-27T21:41:47+01:00
isaacs/fs.realpath,gh/61231712,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:35:01+01:00
isaacs/inherits,gh/1580001,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T14:56:22+01:00
isaacs/isexe,gh/49804297,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T15:05:15+01:00
isaacs/minimatch,gh/2056549,6,openssf_local,1,False,,26.96,72.68,73,2026-04-27T14:55:11+01:00
isaacs/minipass,gh/84886212,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:55:02+01:00
isaacs/minizlib,gh/86429676,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T21:35:04+01:00
isaacs/node-glob,gh/357681,5,openssf_local,1,False,,42.06,72.68,73,2026-04-27T14:56:30+01:00
isaacs/node-graceful-fs,gh/2077020,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:56:41+01:00
isaacs/node-lru-cache,gh/679662,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T14:55:38+01:00
isaacs/node-mkdirp,gh/2718248,3.5,depsdev,0,False,,80.98,50.0,81,2026-04-20T00:00:00Z
isaacs/node-tar,gh/1534331,6.2,openssf_local,7,False,,24.5,90.49,90,2026-04-27T17:16:18+01:00
isaacs/once,gh/5409660,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T15:05:23+01:00
isaacs/package-json-from-dist,gh/800543709,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T16:08:47+01:00
isaacs/path-scurry,gh/591569499,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:35:09+01:00
isaacs/rimraf,gh/1341324,5.1,openssf_local,0,False,,41.16,50.0,50,2026-04-27T21:35:09+01:00
isaacs/sax-js,gh/508894,3.4,openssf_local,0,False,,82.33,50.0,82,2026-04-27T21:35:15+01:00
isaacs/wrappy,gh/24208073,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:56:31+01:00
isaacs/yallist,gh/48222381,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T15:07:06+01:00
istanbuljs/istanbuljs,gh/81482340,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:56:34+01:00
istanbuljs/schema,gh/211950686,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T21:35:17+01:00
istanbuljs/test-exclude,gh/60489570,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:16:32+01:00
jamesmunns/postcard,gh/179385478,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:08:08+01:00
jaraco/jaraco.develop,gh/48289082,4.9,openssf_local,0,False,,43.18,50.0,50,2026-04-27T21:35:20+01:00
jaraco/pytest-perf,gh/372026120,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T21:35:27+01:00
jaraco/zipp,gh/157774633,5.9,openssf_local,1,True,,28.52,72.68,73,2026-04-27T14:57:29+01:00
jaredhanson/utils-merge,gh/11349896,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:16:36+01:00
jaredwray/cacheable,gh/9267870,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T15:05:36+01:00
jaredwray/keyv,gh/96540810,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T16:05:47+01:00
jawah/charset_normalizer,gh/200259335,8.6,openssf_local,0,True,passing,1.34,50.0,50,2026-04-27T21:35:28+01:00
jbgutierrez/path-parse,gh/34113780,2.7,openssf_local,1,False,,97.32,72.68,97,2026-04-27T16:05:23+01:00
jd/tenacity,gh/65468547,7.4,openssf_local,0,False,,7.72,50.0,50,2026-05-03T23:26:31+01:00
jensyt/imurmurhash-js,gh/11802843,2.7,openssf_local,0,False,,97.32,50.0,97,2026-04-27T16:06:04+01:00
jestjs/jest,gh/15062869,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T14:52:37+01:00
jimp-dev/jimp,gh/24008065,4.3,openssf_local,0,True,,53.8,50.0,54,2026-04-27T17:16:45+01:00
jmespath/jmespath.py,gh/8300763,6.2,openssf_local,0,False,,24.5,50.0,50,2026-04-27T21:35:38+01:00
joblib/joblib,gh/654608,7.1,openssf_local,1,True,,10.51,72.68,73,2026-05-03T23:26:33+01:00
jonathanong/ee-first,gh/20707897,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:16:50+01:00
jonschlinkert/assign-symbols,gh/45661176,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:16:56+01:00
jonschlinkert/define-property,gh/40633359,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T15:08:32+01:00
jonschlinkert/extend-shallow,gh/25867410,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:35:58+01:00
jonschlinkert/fill-range,gh/27113310,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T15:05:20+01:00
jonschlinkert/get-value,gh/24911025,1.8,openssf_local,0,False,,100.0,50.0,100,2026-04-27T17:17:00+01:00
jonschlinkert/global-prefix,gh/31455984,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:36:03+01:00
jonschlinkert/has-value,gh/24310408,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T21:36:04+01:00
jonschlinkert/has-values,gh/33009186,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T21:36:08+01:00
jonschlinkert/is-extendable,gh/38225016,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-28T01:22:04+01:00
jonschlinkert/is-number,gh/24313173,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:56:00+01:00
jonschlinkert/is-plain-object,gh/24306940,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T15:05:48+01:00
jonschlinkert/isobject,gh/21342886,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T15:05:21+01:00
jonschlinkert/kind-of,gh/24491562,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:55:44+01:00
jonschlinkert/map-cache,gh/32450614,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:36:14+01:00
jonschlinkert/normalize-path,gh/21224182,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T17:17:19+01:00
jonschlinkert/object-visit,gh/38545952,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:36:15+01:00
jonschlinkert/word-wrap,gh/18260583,3.3,openssf_local,1,False,,84.34,72.68,84,2026-04-27T21:36:15+01:00
jorgebucaran/colorette,gh/34648097,3,openssf_local,0,False,,92.84,50.0,93,2026-04-28T01:22:05+01:00
joshuakgoldberg/ts-api-utils,gh/597893818,4.9,openssf_local,0,False,,43.18,50.0,50,2026-04-27T21:36:19+01:00
jpadilla/pyjwt,gh/1408162,8.3,openssf_local,4,True,,2.35,87.07,87,2026-05-03T23:26:35+01:00
jprichardson/node-fs-extra,gh/2791348,5.3,openssf_local,0,False,,38.48,50.0,50,2026-04-27T17:17:32+01:00
jprichardson/node-jsonfile,gh/5754307,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T15:53:44+01:00
jquast/wcwidth,gh/18464187,5.9,openssf_local,0,False,,28.52,50.0,50,2026-04-27T16:09:33+01:00
jquery/esprima,gh/2833537,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T16:08:51+01:00
jridgewell/resolve-uri,gh/196878944,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T15:07:45+01:00
jridgewell/sourcemaps,gh/897142826,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:53:35+01:00
jsdom/tr46,gh/36964214,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T17:17:34+01:00
jsdom/webidl-conversions,gh/23000311,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T15:08:25+01:00
jsdom/whatwg-mimetype,gh/71014420,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:36:25+01:00
jsdom/whatwg-url,gh/34761352,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:05:33+01:00
jsdom/xml-name-validator,gh/28553202,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T21:36:31+01:00
jshttp/accepts,gh/15482433,6.8,openssf_local,0,False,,14.09,50.0,50,2026-04-27T17:17:46+01:00
jshttp/content-disposition,gh/24216676,7.1,openssf_local,0,False,,10.51,50.0,50,2026-04-27T17:17:53+01:00
jshttp/content-type,gh/30172150,6.9,openssf_local,0,False,,12.3,50.0,50,2026-04-27T17:17:54+01:00
jshttp/cookie,gh/4475810,6.5,openssf_local,1,False,,19.57,72.68,73,2026-04-27T16:06:19+01:00
jshttp/etag,gh/22894570,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T21:36:35+01:00
jshttp/forwarded,gh/24300217,6.2,openssf_local,0,False,,24.5,50.0,50,2026-04-27T21:36:41+01:00
jshttp/fresh,gh/4617552,6.5,openssf_local,0,False,,19.57,50.0,50,2026-04-27T17:18:09+01:00
jshttp/http-errors,gh/23806086,7.2,openssf_local,0,False,,9.62,50.0,50,2026-04-27T16:03:41+01:00
jshttp/media-typer,gh/20814275,6.5,openssf_local,0,False,,19.57,50.0,50,2026-04-27T17:18:10+01:00
jshttp/methods,gh/8274071,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T21:36:42+01:00
jshttp/mime-db,gh/22970419,7.4,openssf_local,0,False,,7.72,50.0,50,2026-04-27T14:57:14+01:00
jshttp/mime-types,gh/19380178,7.4,openssf_local,0,False,,7.72,50.0,50,2026-04-27T15:07:28+01:00
jshttp/negotiator,gh/3275614,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T16:10:27+01:00
jshttp/on-finished,gh/15349765,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T21:36:47+01:00
jshttp/range-parser,gh/4627131,5.5,openssf_local,0,False,,34.23,50.0,50,2026-04-27T17:18:22+01:00
jshttp/statuses,gh/17690272,6.9,openssf_local,0,False,,12.3,50.0,50,2026-04-27T16:05:40+01:00
jshttp/type-is,gh/15484233,6.5,openssf_local,0,False,,19.57,50.0,50,2026-04-27T21:36:48+01:00
jshttp/vary,gh/20498698,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T21:36:53+01:00
jslicense/spdx-correct.js,gh/34817196,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T17:18:27+01:00
jslicense/spdx-exceptions.json,gh/40062896,3.2,openssf_local,0,False,,86.47,50.0,86,2026-05-18T00:38:10+01:00
jslicense/spdx-expression-parse.js,gh/40067336,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T16:09:39+01:00
jslicense/spdx-license-ids,gh/26001547,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:06:30+01:00
json5/json5,gh/4463453,3,openssf_local,1,False,,92.84,72.68,93,2026-04-27T15:07:46+01:00
juliangruber/balanced-match,gh/13538817,6.2,openssf_local,0,False,,24.5,50.0,50,2026-04-27T14:54:46+01:00
juliangruber/brace-expansion,gh/13539234,6.2,openssf_local,1,False,,24.5,72.68,73,2026-04-27T14:54:48+01:00
juliangruber/isarray,gh/10227611,7.1,openssf_local,0,False,passing,10.51,50.0,50,2026-04-27T15:07:16+01:00
justmoon/node-extend,gh/3967764,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T21:36:56+01:00
jviereck/regjsparser,gh/14087781,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T21:37:07+01:00
ka-weihe/fastest-levenshtein,gh/158960628,2.6,openssf_local,0,False,,98.1,50.0,98,2026-04-27T21:37:08+01:00
kaelzhang/node-ignore,gh/12519245,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T17:18:40+01:00
kemitchell/validate-npm-package-license.js,gh/35000460,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T21:37:10+01:00
kevinbeaty/any-promise,gh/26247715,2.8,openssf_local,0,False,,96.53,50.0,97,2026-04-27T21:37:19+01:00
kevva/dir-glob,gh/49264969,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T21:37:19+01:00
kevva/shebang-command,gh/47402913,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T15:52:38+01:00
kilian/electron-to-chromium,gh/78972540,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:06:58+01:00
kjd/idna,gh/10323585,7.8,openssf_local,1,True,,3.91,72.68,73,2026-04-27T14:54:24+01:00
knurling-rs/defmt,gh/282262730,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T17:18:50+01:00
kpdecker/jsdiff,gh/1542219,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T21:37:19+01:00
krb5/krb5,gh/4307702,5.3,openssf_local,18,True,,38.48,95.85,96,2026-04-27T21:37:24+01:00
kriskowal/asap,gh/11295071,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T21:37:29+01:00
kriszyp/json-schema,gh/947175,3.6,openssf_local,1,False,,79.19,72.68,79,2026-04-27T21:37:35+01:00
langchain-ai/langchain,gh/552661142,7.2,openssf_local,30,False,,9.62,96.59,97,2026-04-27T21:37:47+01:00
laurent-laporte-pro/deprecated,gh/111412148,4.3,openssf_local,0,False,,53.8,50.0,54,2026-05-03T23:27:04+01:00
legrandin/pycryptodome,gh/19378935,5.6,openssf_local,1,True,,32.55,72.68,73,2026-04-27T21:37:49+01:00
libexpat/libexpat,gh/80314213,8,openssf_local,40,True,passing,2.57,97.56,98,2026-04-07T14:58:35+01:00
libffi/libffi,gh/321154,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-06T16:36:31+01:00
libidn/libidn2,gl/2882658,,,0,False,,,50.0,50,
libjpeg-turbo/libjpeg-turbo,gh/39760454,5.4,openssf_local,4,True,,36.69,87.07,87,2026-04-06T16:36:07+01:00
libjxl/libjxl,gh/340219494,8.5,openssf_local,0,True,silver,1.68,50.0,50,2026-05-03T23:27:10+01:00
libpixman/pixman,gh/81675971,2.8,openssf_local,4,False,,96.53,87.07,97,2026-04-27T21:38:12+01:00
libtiff/libtiff,gl/4720790,,,101,False,,,99.27,99,
libuv/libuv,gh/14812739,6,openssf_local,0,False,,26.96,50.0,50,2026-04-06T12:36:26+01:00
linusu/buffer-from,gh/66025821,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T16:06:12+01:00
linux-audit/audit-userspace,gh/52464964,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T21:38:15+01:00
linux-pam/linux-pam,gh/76264690,4.9,openssf_local,6,False,,43.18,89.27,89,2026-05-18T00:38:14+01:00
litejs/natural-compare-lite,gh/9146732,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:38:29+01:00
ljharb/call-bind,gh/308533760,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T14:56:55+01:00
ljharb/call-bind-apply-helpers,gh/898190951,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:55:19+01:00
ljharb/call-bound,gh/898125972,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:54:19+01:00
ljharb/concat-map,gh/548993448,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:19:08+01:00
ljharb/define-data-property,gh/689109338,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:19:09+01:00
ljharb/define-properties,gh/28768789,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:05:26+01:00
ljharb/es-abstract,gh/28995155,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T17:19:11+01:00
ljharb/es-define-property,gh/756570458,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T14:56:18+01:00
ljharb/es-errors,gh/752160492,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T14:53:12+01:00
ljharb/es-shim-unscopables,gh/480458584,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:19:16+01:00
ljharb/es-to-primitive,gh/32377814,4.1,openssf_local,0,False,,59.06,50.0,59,2026-05-03T23:27:20+01:00
ljharb/get-intrinsic,gh/308516559,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:54:54+01:00
ljharb/get-proto,gh/911035271,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T15:08:20+01:00
ljharb/gopd,gh/560708130,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T14:55:51+01:00
ljharb/internal-slot,gh/216159146,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:19:22+01:00
ljharb/object-keys,gh/9103992,4.4,openssf_local,0,False,,52.46,50.0,52,2026-05-03T23:27:30+01:00
ljharb/object.assign,gh/17755831,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:10:15+01:00
ljharb/possible-typed-array-names,gh/760136716,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:08:48+01:00
ljharb/qs,gh/22266795,5.2,openssf_local,2,True,passing,40.04,82.2,82,2026-04-27T17:19:26+01:00
ljharb/safe-regex-test,gh/540138887,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T17:19:28+01:00
ljharb/set-function-length,gh/704249795,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:06:43+01:00
ljharb/side-channel,gh/225239081,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T15:06:14+01:00
ljharb/side-channel-list,gh/901451610,4.7,openssf_local,0,False,,46.64,50.0,50,2026-05-03T23:27:35+01:00
ljharb/side-channel-map,gh/901191461,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:19:33+01:00
ljharb/side-channel-weakmap,gh/901188921,4.2,openssf_local,0,False,,56.49,50.0,56,2026-05-03T23:27:44+01:00
lodash/lodash,gh/3955647,6.8,openssf_local,2,True,,14.09,82.2,82,2026-04-27T14:53:10+01:00
loganfsmyth/gensync,gh/132383032,1.9,openssf_local,0,False,,99.55,50.0,100,2026-04-27T17:19:39+01:00
lokathor/bytemuck,gh/209673558,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:38:44+01:00
lukeed/dequal,gh/174421655,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T21:38:44+01:00
lukeed/escalade,gh/273568715,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T15:53:34+01:00
lukeed/kleur,gh/140393403,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T21:38:47+01:00
lxml/lxml,gh/1353927,6.4,openssf_local,6,True,,21.25,89.27,89,2026-05-03T23:27:54+01:00
lydell/js-tokens,gh/17552490,3.5,openssf_local,0,False,,80.98,50.0,81,2026-04-27T14:57:28+01:00
lz4/lz4,gh/18106269,7.2,openssf_local,3,True,,9.62,84.88,85,2026-04-06T13:35:41+01:00
madler/zlib,gh/2359378,5,openssf_local,7,True,in_progress,42.06,90.49,90,2026-04-06T14:36:48+01:00
mafintosh/end-of-stream,gh/14732255,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T16:06:56+01:00
mafintosh/pump,gh/12118126,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:38:52+01:00
mafintosh/tar-stream,gh/15340089,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:38:59+01:00
marshallpierce/rust-base64,gh/47371310,3.8,openssf_local,1,False,,75.5,72.68,76,2026-05-03T23:27:54+01:00
mathiasbynens/cssesc,gh/12001360,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:19:54+01:00
mathiasbynens/emoji-regex,gh/24557614,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T21:39:06+01:00
mathiasbynens/jsesc,gh/10498729,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:20:00+01:00
mathiasbynens/punycode.js,gh/2755924,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T14:56:17+01:00
mathiasbynens/regenerate,gh/10182772,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:20:01+01:00
mathiasbynens/regexpu-core,gh/49437324,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T21:39:08+01:00
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T17:20:07+01:00
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T17:20:08+01:00
matklad/once_cell,gh/143220272,4.9,openssf_local,1,False,,43.18,72.68,73,2026-04-27T21:39:18+01:00
matplotlib/matplotlib,gh/1385122,8.5,openssf_local,0,True,,1.68,50.0,50,2026-04-27T21:39:19+01:00
mcollina/fastq,gh/37368217,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T17:20:13+01:00
