repo,repo_id,total_commits_gh_alltime,total_contributors_gh_alltime,active_contributors_gh_alltime,bf_commits_gh_alltime,bf_commits_gh_alltime_p,hhi_commits_gh_alltime,hhi_commits_gh_alltime_p,total_commits_git_full,contributors_git_full,bf_commits_git_full,bf_commits_git_full_p,hhi_commits_git_full,hhi_commits_git_full_p,commits_git_5y,active_contributors_git_5y,bf_commits_git_5y,bf_commits_git_5y_p,hhi_commits_git_5y,hhi_commits_git_5y_p,score,comment,github_fetched_at,git_fetched_at
gweis/isodate,6449370,115,18,18,2,27.68,2714,22.21,163,21,1,100.0,4037,42.97,27,4,2,26.56,3827,33.59,44,,2026-05-19T11:23:02+00:00,2026-05-19T11:24:18+00:00
gyscos/zstd-rs,52115335,551,65,64,1,100.0,5965,56.72,526,64,1,100.0,5915,60.94,241,47,1,100.0,4867,43.53,70,,2026-05-19T11:23:04+00:00,2026-05-19T11:24:18+00:00
hapijs/hoek,5831189,541,48,48,3,11.85,1357,7.86,573,55,3,14.29,1855,16.41,37,10,3,13.73,1790,14.62,24,,2026-05-19T11:23:04+00:00,2026-05-19T11:24:19+00:00
harfbuzz/harfbuzz,5050525,21225,261,259,1,100.0,5281,50.91,19192,275,1,100.0,5063,53.79,8162,153,1,100.0,5301,48.21,73,,2026-05-19T11:23:07+00:00,2026-05-19T11:24:19+00:00
hiddentao/fast-levenshtein,9490451,63,9,9,1,100.0,7113,66.29,56,10,1,100.0,6505,65.51,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:07+00:00,2026-05-19T11:24:23+00:00
httplib2/httplib2,53002916,442,62,61,1,100.0,3271,29.5,553,71,2,34.04,2298,20.98,58,19,1,100.0,4287,37.83,65,,2026-05-19T11:23:08+00:00,2026-05-19T11:24:24+00:00
huggingface/huggingface_hub,323591830,,,,,,,,2059,291,5,6.7,864,5.8,2052,291,5,6.92,865,5.47,13,,,2026-06-28T20:18:43+00:00
hukkin/tomli,370616797,333,15,14,1,100.0,4732,44.08,290,10,1,100.0,9226,88.28,290,10,1,100.0,9226,76.9,96,,2026-05-19T11:23:10+00:00,2026-05-19T11:24:24+00:00
hyperium/http,84983058,476,125,125,3,11.85,1426,8.43,441,127,3,14.29,1305,10.16,146,69,5,6.92,1077,7.59,15,,2026-05-19T11:23:11+00:00,2026-05-19T11:24:25+00:00
hyperium/http-body,183281612,118,27,27,2,27.68,1856,13.9,118,27,2,34.04,1856,16.52,88,23,3,13.73,1477,12.05,22,,2026-05-19T11:23:13+00:00,2026-05-19T11:24:25+00:00
iarna/aproba,31432421,47,6,6,1,100.0,8008,76.2,47,6,1,100.0,8008,78.79,2,2,1,100.0,5000,46.43,71,,2026-05-19T11:23:13+00:00,2026-05-19T11:24:26+00:00
import-js/eslint-plugin-import,32238354,2256,350,350,2,27.68,2332,19.25,2120,386,2,34.04,2031,18.75,531,141,1,100.0,2861,23.21,53,,2026-05-19T11:23:17+00:00,2026-05-19T11:24:27+00:00
indexmap-rs/indexmap,68294628,1000,52,52,1,100.0,4244,38.72,756,58,2,34.04,3540,37.39,319,39,1,100.0,5826,52.57,76,,2026-05-19T11:23:16+00:00,2026-05-19T11:24:28+00:00
indutny/bn.js,19176350,411,28,28,1,100.0,5049,48.29,426,32,1,100.0,4520,46.99,15,7,1,100.0,3867,33.82,62,,2026-05-19T11:23:18+00:00,2026-05-19T11:24:29+00:00
indygreg/python-zstandard,67307930,1512,44,44,1,100.0,8824,83.14,1510,46,1,100.0,8798,84.49,385,27,1,100.0,7263,63.39,85,,2026-05-19T11:23:20+00:00,2026-05-19T11:24:29+00:00
inikulin/parse5,8862593,1795,37,36,1,100.0,5672,54.33,1746,39,1,100.0,5515,58.04,1101,15,1,100.0,5210,47.66,72,,2026-05-19T11:23:21+00:00,2026-05-19T11:24:29+00:00
inspect-js/array-buffer-byte-length,607836784,28,1,1,1,100.0,10000,100.0,25,1,1,100.0,10000,100.0,25,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:22+00:00,2026-05-19T11:24:29+00:00
inspect-js/available-typed-arrays,235965505,68,3,3,1,100.0,9425,88.72,65,3,1,100.0,9399,89.84,38,3,1,100.0,8989,75.45,95,,2026-05-19T11:23:23+00:00,2026-05-19T11:24:30+00:00
inspect-js/functions-have-names,198357138,62,1,1,1,100.0,10000,100.0,56,1,1,100.0,10000,100.0,16,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:25+00:00,2026-05-19T11:24:30+00:00
inspect-js/has-bigints,201714166,56,2,2,1,100.0,9649,90.66,53,2,1,100.0,9630,91.52,24,2,1,100.0,9201,76.34,96,,2026-05-19T11:23:26+00:00,2026-05-19T11:24:30+00:00
inspect-js/has-property-descriptors,481834578,19,1,1,1,100.0,10000,100.0,18,1,1,100.0,10000,100.0,18,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:28+00:00,2026-05-19T11:24:30+00:00
inspect-js/has-proto,577580747,32,1,1,1,100.0,10000,100.0,31,1,1,100.0,10000,100.0,31,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:29+00:00,2026-05-19T11:24:31+00:00
inspect-js/has-symbols,68573418,68,1,1,1,100.0,10000,100.0,63,1,1,100.0,10000,100.0,31,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:31+00:00,2026-05-19T11:24:31+00:00
inspect-js/has-tostringtag,392913710,40,1,1,1,100.0,10000,100.0,29,1,1,100.0,10000,100.0,29,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:32+00:00,2026-05-19T11:24:31+00:00
inspect-js/hasown,703350811,25,2,2,1,100.0,9232,86.9,19,2,1,100.0,9003,86.5,18,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:34+00:00,2026-05-19T11:24:31+00:00
inspect-js/is-accessor-descriptor,41658954,99,3,3,1,100.0,5233,50.23,82,3,1,100.0,4955,52.46,48,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:36+00:00,2026-05-19T11:24:31+00:00
inspect-js/is-arguments,15725461,161,2,2,1,100.0,9877,92.6,155,2,1,100.0,9872,93.53,31,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:37+00:00,2026-05-19T11:24:32+00:00
inspect-js/is-array-buffer,45977026,64,3,2,1,100.0,5323,51.48,65,3,1,100.0,4956,52.57,39,2,1,100.0,8580,72.54,93,,2026-05-19T11:22:37+00:00,2026-05-19T11:24:32+00:00
inspect-js/is-bigint,149682261,67,2,2,1,100.0,9706,91.23,62,2,1,100.0,9683,92.19,34,2,1,100.0,9429,77.9,97,,2026-05-19T11:22:38+00:00,2026-05-19T11:24:32+00:00
inspect-js/is-boolean-object,34700259,103,1,1,1,100.0,10000,100.0,103,1,1,100.0,10000,100.0,39,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:39+00:00,2026-05-19T11:24:32+00:00
inspect-js/is-callable,30012910,354,8,7,1,100.0,9608,90.09,354,7,1,100.0,9608,91.41,52,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:39+00:00,2026-05-19T11:24:33+00:00
inspect-js/is-core-module,24578130,114,4,4,1,100.0,9483,89.29,110,5,1,100.0,8783,84.26,85,3,1,100.0,9538,78.24,98,,2026-05-19T11:22:40+00:00,2026-05-19T11:30:47+00:00
inspect-js/is-data-descriptor,41659073,80,4,4,1,100.0,5053,48.41,77,4,1,100.0,5112,54.58,50,2,1,100.0,9608,78.68,98,,2026-05-19T11:22:41+00:00,2026-05-19T11:24:33+00:00
inspect-js/is-data-view,751048078,20,1,1,1,100.0,10000,100.0,20,1,1,100.0,10000,100.0,20,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:42+00:00,2026-05-19T11:24:33+00:00
inspect-js/is-date-object,29991041,101,1,1,1,100.0,10000,100.0,101,1,1,100.0,10000,100.0,34,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:43+00:00,2026-05-19T11:24:33+00:00
inspect-js/is-descriptor,41658845,87,5,5,1,100.0,4795,44.65,66,5,2,34.04,4564,47.32,31,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:44+00:00,2026-05-19T11:24:34+00:00
inspect-js/is-number-object,29991666,104,1,1,1,100.0,10000,100.0,104,1,1,100.0,10000,100.0,39,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:45+00:00,2026-05-19T11:24:34+00:00
inspect-js/is-regex,15930063,170,4,4,1,100.0,9651,90.77,165,4,1,100.0,9641,91.63,43,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:46+00:00,2026-05-19T11:24:34+00:00
inspect-js/is-string,30010185,99,1,1,1,100.0,10000,100.0,99,1,1,100.0,10000,100.0,38,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:47+00:00,2026-05-19T11:24:34+00:00
inspect-js/is-symbol,29791606,115,1,1,1,100.0,10000,100.0,112,1,1,100.0,10000,100.0,37,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:48+00:00,2026-05-19T11:24:34+00:00
inspect-js/is-typed-array,43528820,155,2,2,1,100.0,9872,92.48,155,2,1,100.0,9872,93.53,63,2,1,100.0,9688,78.91,98,,2026-05-19T11:22:49+00:00,2026-05-19T11:24:35+00:00
inspect-js/node-supports-preserve-symlinks-flag,443970899,17,1,1,1,100.0,10000,100.0,17,1,1,100.0,10000,100.0,17,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:50+00:00,2026-05-19T11:24:35+00:00
inspect-js/object-inspect,11683441,206,10,10,1,100.0,9147,85.76,253,10,1,100.0,6243,63.95,89,4,1,100.0,9341,77.57,97,,2026-05-19T11:22:51+00:00,2026-05-19T11:24:35+00:00
inspect-js/typed-array-buffer,649850465,31,1,1,1,100.0,10000,100.0,28,1,1,100.0,10000,100.0,28,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:52+00:00,2026-05-19T11:24:35+00:00
inspect-js/which-boxed-primitive,201685155,61,2,2,1,100.0,9678,91.0,57,2,1,100.0,9655,91.96,21,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:53+00:00,2026-05-19T11:24:35+00:00
inspect-js/which-typed-array,43708371,170,2,2,1,100.0,9883,92.71,164,2,1,100.0,9879,93.64,77,2,1,100.0,9744,79.58,99,,2026-05-19T11:22:54+00:00,2026-05-19T11:24:36+00:00
ipython/traitlets,14993021,2008,101,99,3,11.85,1438,8.66,1399,110,4,9.26,1097,8.04,282,35,2,26.56,2527,20.09,36,,2026-05-19T11:22:55+00:00,2026-05-19T11:24:36+00:00
isaacs/chownr,3858354,50,3,3,1,100.0,9224,86.45,55,5,1,100.0,7666,76.12,12,2,1,100.0,7222,63.06,85,,2026-05-19T11:22:56+00:00,2026-05-19T11:24:36+00:00
isaacs/cliui,634056857,85,14,12,2,27.68,1917,14.69,117,14,2,34.04,1972,18.19,14,3,1,100.0,5702,51.12,76,,2026-05-19T11:22:57+00:00,2026-05-19T11:24:37+00:00
isaacs/core-util-is,12391440,24,4,4,1,100.0,6458,59.91,26,6,1,100.0,5533,58.26,8,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:58+00:00,2026-05-19T11:24:37+00:00
isaacs/fs-minipass,102982143,86,10,8,1,100.0,4317,39.64,86,8,1,100.0,4317,45.54,38,4,1,100.0,5350,48.66,73,,2026-05-19T11:23:00+00:00,2026-05-19T11:24:37+00:00
isaacs/fs.realpath,61231712,12,1,1,1,100.0,10000,100.0,14,2,1,100.0,7551,74.78,6,2,1,100.0,5556,50.56,75,,2026-05-19T11:23:01+00:00,2026-05-19T11:24:37+00:00
isaacs/inherits,1580001,31,5,5,1,100.0,7627,72.89,34,7,1,100.0,6384,64.96,8,3,1,100.0,4688,42.08,68,,2026-05-19T11:23:02+00:00,2026-05-19T11:24:37+00:00
isaacs/isexe,49804297,37,1,1,1,100.0,10000,100.0,28,2,1,100.0,9311,88.95,11,2,1,100.0,8347,70.65,91,,2026-05-19T11:23:03+00:00,2026-05-19T11:24:38+00:00
isaacs/minimatch,2056549,371,30,30,1,100.0,8255,77.45,348,36,1,100.0,7787,77.01,173,18,1,100.0,7831,67.52,88,,2026-05-19T11:23:05+00:00,2026-05-19T11:24:38+00:00
isaacs/minipass,84886212,272,10,10,1,100.0,9140,85.54,273,12,1,100.0,8935,85.6,114,7,1,100.0,8338,70.31,91,,2026-05-19T11:23:13+00:00,2026-05-19T11:24:38+00:00
isaacs/minizlib,86429676,91,5,5,1,100.0,8940,83.71,93,6,1,100.0,8564,82.81,20,5,1,100.0,5800,52.23,76,,2026-05-19T11:23:07+00:00,2026-05-19T11:24:38+00:00
isaacs/node-glob,357681,775,48,48,1,100.0,8561,80.64,747,54,1,100.0,8264,80.47,300,22,1,100.0,8467,71.76,92,,2026-05-19T11:23:08+00:00,2026-05-19T11:24:38+00:00
isaacs/node-graceful-fs,2077020,227,28,28,1,100.0,6661,61.73,229,31,1,100.0,6406,65.07,34,10,1,100.0,4360,38.95,66,,2026-05-19T11:23:09+00:00,2026-05-19T11:24:39+00:00
isaacs/node-lru-cache,679662,571,49,49,1,100.0,7981,75.85,533,58,1,100.0,7485,74.11,319,25,1,100.0,8497,72.21,92,,2026-05-19T11:23:11+00:00,2026-05-19T11:24:39+00:00
isaacs/node-mkdirp,2718248,83,9,9,1,100.0,7756,74.15,148,12,2,34.04,4142,43.97,40,4,1,100.0,7712,66.41,88,,2026-05-19T11:23:13+00:00,2026-05-19T11:24:39+00:00
isaacs/node-tar,1534331,800,46,44,1,100.0,7891,75.4,759,42,1,100.0,7878,78.12,182,14,1,100.0,6210,55.13,79,,2026-05-19T11:23:14+00:00,2026-05-19T11:24:39+00:00
isaacs/once,5409660,23,6,6,1,100.0,6219,58.66,25,7,1,100.0,5328,56.81,8,2,1,100.0,6250,56.03,79,,2026-05-19T11:23:15+00:00,2026-05-19T11:24:40+00:00
isaacs/package-json-from-dist,800543709,6,1,1,1,100.0,10000,100.0,6,1,1,100.0,10000,100.0,6,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:16+00:00,2026-05-19T11:24:40+00:00
isaacs/path-scurry,591569499,127,5,5,1,100.0,9232,86.9,122,5,1,100.0,9202,88.17,122,5,1,100.0,9202,76.45,96,,2026-05-19T11:23:19+00:00,2026-05-19T11:24:40+00:00
isaacs/rimraf,1341324,352,32,32,1,100.0,7518,71.18,339,34,1,100.0,7279,72.66,158,13,1,100.0,7336,63.95,86,,2026-05-19T11:23:19+00:00,2026-05-19T11:24:40+00:00
isaacs/sax-js,508894,255,37,37,1,100.0,5753,54.9,255,43,1,100.0,5234,56.03,28,5,1,100.0,3520,30.36,59,,2026-05-19T11:23:21+00:00,2026-05-19T11:24:40+00:00
isaacs/wrappy,24208073,16,7,7,2,27.68,2578,20.62,16,7,2,34.04,2578,24.22,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:22+00:00,2026-05-19T11:24:41+00:00
isaacs/yallist,48222381,63,2,2,1,100.0,9385,88.5,65,3,1,100.0,8826,84.82,14,2,1,100.0,7551,65.4,87,,2026-05-19T11:23:24+00:00,2026-05-19T11:24:41+00:00
istanbuljs/istanbuljs,81482340,545,119,117,2,27.68,1765,12.98,662,121,3,14.29,1669,14.17,112,35,3,13.73,1368,11.27,21,,2026-05-19T11:23:26+00:00,2026-05-19T11:24:41+00:00
istanbuljs/schema,211950686,30,2,1,1,100.0,10000,100.0,22,1,1,100.0,10000,100.0,2,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:27+00:00,2026-05-19T11:24:41+00:00
istanbuljs/test-exclude,60489570,98,16,14,1,100.0,3692,33.37,122,14,2,34.04,3449,36.27,5,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:28+00:00,2026-05-19T11:24:42+00:00
jamesmunns/postcard,179385478,307,65,65,1,100.0,2716,22.32,307,68,1,100.0,2955,30.25,234,59,2,26.56,2277,18.53,34,,2026-05-19T11:23:29+00:00,2026-05-19T11:24:42+00:00
jaraco/jaraco.develop,48289082,1134,24,23,1,100.0,8370,78.47,1058,27,1,100.0,7826,77.46,407,14,1,100.0,7843,67.63,89,,2026-05-19T11:23:31+00:00,2026-05-19T11:24:42+00:00
jaraco/pytest-perf,372026120,320,14,13,1,100.0,7306,68.91,264,14,1,100.0,6985,70.09,256,14,1,100.0,6901,61.16,83,,2026-05-19T11:23:32+00:00,2026-05-19T11:24:42+00:00
jaraco/zipp,157774633,917,32,31,1,100.0,8314,77.9,759,33,1,100.0,8127,79.46,404,26,1,100.0,7227,63.17,85,,2026-05-19T11:23:34+00:00,2026-05-19T11:24:42+00:00
jaredhanson/utils-merge,11349896,23,4,4,1,100.0,7618,72.55,20,4,1,100.0,7300,72.88,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:36+00:00,2026-05-19T11:24:42+00:00
jaredwray/cacheable,9267870,1932,96,94,1,100.0,4699,43.51,1688,105,1,100.0,4871,51.23,1425,70,1,100.0,7155,62.5,85,,2026-05-19T11:22:37+00:00,2026-05-19T11:24:43+00:00
jaredwray/keyv,96540810,2100,79,78,1,100.0,6497,60.25,1955,79,1,100.0,6080,62.95,1654,70,1,100.0,7999,68.64,89,,2026-05-19T11:22:38+00:00,2026-05-19T11:24:43+00:00
jawah/charset_normalizer,200259335,626,25,24,1,100.0,8538,80.41,694,21,1,100.0,8979,86.16,571,20,1,100.0,8704,73.66,93,,2026-05-19T11:22:38+00:00,2026-05-19T11:24:43+00:00
jbgutierrez/path-parse,34113780,17,5,5,1,100.0,5225,50.11,13,6,1,100.0,3373,35.16,4,3,1,100.0,3750,32.92,61,,2026-05-19T11:22:39+00:00,2026-05-19T11:24:43+00:00
jd/tenacity,65468547,550,88,86,1,100.0,2867,24.03,433,97,2,34.04,1806,15.62,116,48,5,6.92,976,6.25,14,,2026-05-19T11:22:39+00:00,2026-05-19T11:24:43+00:00
jensyt/imurmurhash-js,11802843,11,1,1,1,100.0,10000,100.0,11,1,1,100.0,10000,100.0,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:40+00:00,2026-05-19T11:24:43+00:00
jestjs/jest,15062869,6129,424,422,4,6.72,1111,5.81,7269,1679,11,2.01,711,4.8,2229,500,2,26.56,1852,15.07,30,,2026-05-19T11:22:43+00:00,2026-05-19T11:24:44+00:00
jimp-dev/jimp,24008065,1097,159,157,1,100.0,3123,26.54,1064,171,2,34.04,2812,27.79,240,36,1,100.0,6794,59.71,82,,2026-05-19T11:22:42+00:00,2026-05-19T11:24:44+00:00
jmespath/jmespath.py,8300763,575,29,28,1,100.0,7906,75.51,421,31,1,100.0,7164,71.43,42,10,2,26.56,3262,27.46,40,,2026-05-19T11:22:43+00:00,2026-05-19T11:24:44+00:00
joblib/joblib,654608,1531,130,129,2,27.68,1793,13.1,1489,147,2,34.04,1581,13.39,238,59,3,13.73,1183,8.93,20,,2026-05-19T11:22:45+00:00,2026-05-19T11:24:44+00:00
jonathanong/ee-first,20707897,93,2,2,1,100.0,8252,77.33,93,2,1,100.0,8252,80.36,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:45+00:00,2026-05-19T11:24:44+00:00
jonschlinkert/assign-symbols,45661176,14,2,2,1,100.0,7551,71.64,14,2,1,100.0,7551,74.78,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:46+00:00,2026-05-19T11:24:44+00:00
jonschlinkert/define-property,40633359,39,3,3,1,100.0,6976,64.81,37,3,1,100.0,7604,75.22,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:47+00:00,2026-05-19T11:24:45+00:00
jonschlinkert/extend-shallow,25867410,47,3,3,1,100.0,7411,70.05,46,4,1,100.0,4811,50.22,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:48+00:00,2026-05-19T11:24:45+00:00
jonschlinkert/fill-range,27113310,135,6,6,1,100.0,8588,81.09,132,6,1,100.0,8557,82.59,3,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:49+00:00,2026-05-19T11:24:45+00:00
jonschlinkert/get-value,24911025,101,6,6,1,100.0,8673,82.12,98,7,1,100.0,6947,69.64,6,3,1,100.0,5000,46.43,71,,2026-05-19T11:22:50+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/global-prefix,31455984,49,8,8,1,100.0,3628,32.57,41,10,2,34.04,3111,32.48,2,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:51+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/has-value,24310408,38,3,3,1,100.0,8518,80.18,35,4,1,100.0,7894,78.35,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:52+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/has-values,33009186,21,1,1,1,100.0,10000,100.0,21,1,1,100.0,10000,100.0,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:53+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/is-extendable,38225016,16,4,4,1,100.0,3906,35.88,14,4,1,100.0,4694,48.88,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:54+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/is-number,24313173,57,3,3,1,100.0,9317,88.04,58,5,1,100.0,6956,69.87,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:55+00:00,2026-05-19T11:24:46+00:00
jonschlinkert/is-plain-object,24306940,51,7,7,2,27.68,3110,26.31,47,8,2,34.04,2965,30.47,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:56+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/isobject,21342886,59,8,8,1,100.0,3697,33.49,51,10,2,34.04,2734,26.34,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:57+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/kind-of,24491562,120,11,11,1,100.0,7536,71.3,107,13,1,100.0,6508,65.74,2,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:58+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/map-cache,32450614,11,1,1,1,100.0,10000,100.0,11,2,1,100.0,8347,80.8,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:59+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/normalize-path,21224182,42,3,3,1,100.0,9082,85.08,40,4,1,100.0,6325,64.62,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:01+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/object-visit,38545952,35,2,2,1,100.0,9445,88.84,34,2,1,100.0,9429,90.18,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:02+00:00,2026-05-19T11:24:47+00:00
jonschlinkert/word-wrap,18260583,72,13,13,1,100.0,4441,41.0,62,14,2,34.04,2341,21.88,12,3,1,100.0,4306,38.17,66,,2026-05-19T11:23:03+00:00,2026-05-19T11:24:47+00:00
jorgebucaran/colorette,34648097,357,18,18,1,100.0,8966,84.28,352,18,1,100.0,8952,85.94,122,9,1,100.0,8439,71.54,92,,2026-05-19T11:23:05+00:00,2026-05-19T11:24:48+00:00
joshuakgoldberg/ts-api-utils,597893818,989,12,9,1,100.0,4572,42.14,748,9,2,34.04,3727,39.96,748,9,2,26.56,3727,32.14,43,,2026-05-19T11:23:05+00:00,2026-05-19T11:24:48+00:00
jpadilla/pyjwt,1408162,940,155,153,2,27.68,1480,9.34,808,159,3,14.29,1106,8.37,294,79,7,3.46,910,5.92,11,,2026-05-19T11:23:08+00:00,2026-05-19T11:24:48+00:00
jprichardson/node-fs-extra,2791348,1119,88,87,1,100.0,4441,41.0,982,96,1,100.0,4008,42.63,71,20,1,100.0,4311,38.28,66,,2026-05-19T11:23:09+00:00,2026-05-19T11:24:48+00:00
jprichardson/node-jsonfile,5754307,174,21,20,1,100.0,4693,43.39,155,26,1,100.0,3635,38.62,5,3,1,100.0,4400,40.07,66,,2026-05-19T11:23:10+00:00,2026-05-19T11:24:48+00:00
jquast/wcwidth,18464187,472,20,19,1,100.0,6770,62.53,351,20,1,100.0,6099,63.17,154,13,1,100.0,3645,31.47,60,,2026-05-19T11:23:11+00:00,2026-05-19T11:24:48+00:00
jquery/esprima,2833537,1235,65,65,1,100.0,6883,63.44,1232,68,1,100.0,6823,68.3,9,4,2,26.56,2840,22.99,38,,2026-05-19T11:23:12+00:00,2026-05-19T11:17:29+00:00
jridgewell/resolve-uri,196878944,154,4,3,1,100.0,9628,90.21,102,4,1,100.0,4815,50.33,44,3,1,100.0,9122,76.0,96,,2026-05-19T11:23:14+00:00,2026-05-19T11:24:49+00:00
jridgewell/sourcemaps,897142826,879,26,23,1,100.0,6984,64.92,709,24,1,100.0,5683,59.15,451,14,1,100.0,8839,74.33,94,,2026-05-19T11:23:15+00:00,2026-05-19T11:24:49+00:00
jsdom/tr46,36964214,86,9,8,2,27.68,3138,27.45,86,8,2,34.04,3138,32.7,38,4,1,100.0,7437,64.29,86,,2026-05-19T11:23:17+00:00,2026-05-19T11:24:50+00:00
jsdom/webidl-conversions,23000311,82,6,6,1,100.0,5291,51.25,92,5,1,100.0,3963,41.74,23,2,1,100.0,8412,71.32,92,,2026-05-19T11:23:18+00:00,2026-05-19T11:24:50+00:00
jsdom/whatwg-mimetype,71014420,42,5,5,1,100.0,8209,76.99,35,5,1,100.0,7878,78.12,12,2,1,100.0,8472,72.1,92,,2026-05-19T11:23:20+00:00,2026-05-19T11:24:50+00:00
jsdom/whatwg-url,34761352,352,20,19,1,100.0,4795,44.65,400,20,1,100.0,4308,45.42,87,6,1,100.0,8264,69.64,91,,2026-05-19T11:23:21+00:00,2026-05-19T11:24:50+00:00
jsdom/xml-name-validator,28553202,29,2,2,1,100.0,7622,72.67,29,2,1,100.0,7622,75.56,9,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:22+00:00,2026-05-19T11:24:50+00:00
jshttp/accepts,15482433,269,16,15,1,100.0,7610,72.44,263,13,1,100.0,7845,77.57,46,9,1,100.0,4637,41.41,68,,2026-05-19T11:23:24+00:00,2026-05-19T11:24:50+00:00
jshttp/content-disposition,24216676,185,16,15,1,100.0,5363,51.71,163,15,1,100.0,6837,68.64,52,9,1,100.0,3197,26.9,57,,2026-05-19T11:23:25+00:00,2026-05-19T11:24:51+00:00
jshttp/content-type,30172150,134,12,12,1,100.0,6938,64.46,120,8,1,100.0,8565,82.92,42,5,1,100.0,7404,64.06,86,,2026-05-19T11:23:26+00:00,2026-05-19T11:24:51+00:00
jshttp/cookie,4475810,379,45,44,1,100.0,4822,45.1,368,44,1,100.0,4925,52.34,135,23,1,100.0,3926,34.49,63,,2026-05-19T11:23:28+00:00,2026-05-19T11:24:51+00:00
jshttp/etag,22894570,147,6,6,1,100.0,8949,84.05,148,7,1,100.0,8829,84.93,6,3,1,100.0,3889,34.38,62,,2026-05-19T11:23:29+00:00,2026-05-19T11:24:51+00:00
jshttp/forwarded,24300217,179,6,5,1,100.0,9229,86.67,177,5,1,100.0,9229,88.39,50,5,1,100.0,7456,64.4,86,,2026-05-19T11:23:31+00:00,2026-05-19T11:24:51+00:00
jshttp/fresh,4617552,226,17,16,1,100.0,7135,66.86,226,20,1,100.0,6877,68.86,72,7,1,100.0,6538,58.37,81,,2026-05-19T11:23:33+00:00,2026-05-19T11:24:51+00:00
jshttp/http-errors,23806086,322,21,20,1,100.0,6408,59.68,317,22,1,100.0,6439,65.29,54,7,1,100.0,4661,41.74,68,,2026-05-19T11:23:34+00:00,2026-05-19T11:24:51+00:00
jshttp/media-typer,20814275,239,7,6,1,100.0,9065,84.85,229,5,1,100.0,9471,90.62,25,4,1,100.0,5679,50.89,75,,2026-05-19T11:23:35+00:00,2026-05-19T11:24:52+00:00
